# colors_mcd18.0_mld4.2_nc8_cvd100_minj40_maxj82_ns10000_f
# Python 3.6.9 (default, Jan 26 2021, 15:33:00) [GCC 8.4.0]
# NumPy 1.19.5, Numba 0.53.1, Joblib 1.0.1
0049f9 43bfff 5c80e7 707181 93513c 98a1af d96c21 ddb285
07d38d 5f24fd 6a6193 789f9b 9e622e a4ab06 b358fd ff99e2
07d6b0 687169 699ca7 97328d b852f1 bdc2ef d83308 f5865c
07d818 308a33 7501ed 825477 8e93ac a751fa b2c1f8 c09e91
07d81c 5f5bb7 7591e2 836c84 84463f b9c2d1 d0897f db4011
07d901 228884 547324 7ea772 921d97 c1c3c1 c22afe fb65e3
07ddf1 61677b 8294e9 9b34f6 9d7160 aa1c01 d4aaa4 f27d36
07dfff 1ca8ba 4b66c2 828b66 884263 93c5af d62700 f28b25
07e2bd 24a794 30636f 6a9413 70694d 8cc85f b635e0 ce8bde
07e4c9 575773 6475d3 90899e a0a7f5 a93c41 bbc000 c68776
084bef 617e5f 6d85f9 765a8a 82b868 b08baa cfb9f7 e82104
085bf2 3ea9eb 63555d 7a8769 89df27 d80616 daa9b3 e451a7
085bff 40d880 75478b 9a8795 9ca1ee b14d45 d9bccd f56400
085cb1 2fb884 60685f 94d634 967799 a077fd a16005 c8a7c8
086c13 15a806 1be631 7452ff 8f7766 979fd5 a53084 c0acb0
0871f1 31dfe5 61557a 6d9fdb 994b50 a7aaa4 deaf4b e02811
0873ea 22c8fe 6c625a 883580 89da26 9398aa c09e7b ce6312
0873ff 3abbfd 698d90 7a589a 86e02f 973b37 c7b59f ca7d35
087462 3da3ff 6817f7 72cc2b 7763a6 a5a4b2 b16b20 e2bba5
0874e5 3bb8fb 6a516c 73993a 81d02a 964a48 bc82a8 c9c6a6
0874ff 3fd9e8 5d6d67 75af76 764595 ce6ea2 ceb302 e53713
0877fe 7ccd90 8c4b69 8f96ae a61201 c09f15 cc5a61 d1b8fc
087a35 64cc8f 6b9f13 843788 8453ee 877c80 b3d42a d779c5
087ddc 19bbff 689583 784b4c 98d97f af3007 c9b1c0 f2651f
088387 646a17 87d6c0 9301a4 a6a3d2 b3966c cb32ed fe9707
088663 19d696 7a9b2a 7f2bef a2200e b0609f b8c4ee bc79fc
088693 13dc5d 5a40cf 6f6155 9ba0df a89080 c45f1a cec2c3
088790 86bcfc 884912 9964ef 9cb18f bc0064 dd6907 f5b50a
088d96 6a755f 7ec3be 8639c1 973209 a997e6 e4b776 ea5416
089183 486f36 4ed2ae 6c0ef7 79a84c 8e54b6 bdd20b c58edc
089354 4bddb5 743ce2 90bd58 975696 9f2502 aa74ff c889b9
089e7e 35e3a6 7b437b 803ad5 8bb437 b04932 b475e7 eb98cd
089f77 20d889 76577f 8441fb 9895bb a40d3d b76016 e99403
08a0fd 4a63cc 56d416 8588a5 887b2f 9c2b60 ccbad6 d98982
08a779 656469 86d6cb a238d8 a3bd24 a5182d ba6504 c18ae5
08a972 39e3b7 4a6255 7f42d9 99c735 a25e98 cf82f5 d25707
08b4e1 4e73cf 6c5174 818388 9db7a7 a54045 c17f50 fcb43d
08b706 485e63 755f33 898894 b225e3 b6c8df ca86fd f49d94
08bbf0 5f5770 768b9d 9c9178 b428cb be1121 c8c0c6 e6a54c
08bf8f 5d548b 6043ff 818aa1 a7c2d5 a85148 b976fc f6940c
08c189 5b9506 6858d0 90686a 94d941 a01e79 a585f5 d09fc6
08c191 448272 8054a2 8d441b 90cb3a ae7904 b67eef f1a9df
08c4f4 2a6e8d 7a7266 8765fd 92d190 a61419 a79ea6 bb8010
08c9ce 4b8f8a 515a78 8533e0 936a49 9aca9d 9c80e9 c59d12
08d0be 1b9692 547055 794685 9245f3 979ff5 9c975e e6ba34
08d4aa 6e5d5e 87b84d ac2fa4 ac81a2 df0100 e1b0f6 f439fe
08e0f1 867089 8b02fd 8fb1a3 94304a c8b94e cd6af5 d85236
08e2bb 5b34eb 847701 8aca2e 8e75f2 9e4675 bb95c4 e36277
08e5c0 2e63dc 555f59 5daf75 8e7d8f a4600f c2a301 c2a5f9
08e6b3 4a9cfd 698c64 9410fb a0bbd6 aa1706 b7a31f bb3b9d
08e6b6 565d76 5aa9a2 8b5f4c 9257dd ac9dfe d45c04 eea73a
0947f9 556d4e 65c9df 947a0f a075e5 bd2f8d c7c979 eb79a4
0948ff 62b839 7a6d46 8977f6 be7f92 c8359d cca6e8 fdaaa6
094fe7 65c40f 6e745a a378f9 ad5f97 bc1b04 d1b9f7 e6a2b2
0956f9 5191fa 566f97 8dc083 9b6c5b ae9eb9 e24301 e9bd1d
0962aa 50ac71 84829c 96505b aab6c6 c582fb dc131c eeb52b
096484 48999f 7e6765 a63a11 a7d1b2 bc1bea d48d41 d8a2f2
09685e 66948c 8803ff 96d1e6 a843ab c281f9 d24423 ed964a
096b46 21d169 7e81d3 8822f2 886481 999691 b56500 dbb4d3
096ff5 555d5a 5f988b 82cec2 8f7a3d a92097 aa95d5 d2a756
097485 7faba8 894427 8b46ef ad80d5 b97460 ccbbf6 dab02e
097554 8cab77 8cd6c8 9436fd a61209 c74599 db9aff fc4705
09768d 32a7e5 77958e 8a8041 9440ff 9f215d cfc195 ec970c
097750 42c0fc 683fbc 6aa558 8f6c9c 9768fd 9dd957 c892a7
098de8 1e6392 6ac5f9 7b9ba7 9c5e6a b42b17 b6cac8 c49b6f
09938e 7102f9 8848a9 8d931e 99b8d8 c13a61 d45eff fcb073
0996f8 398336 5034f4 6db421 887d87 8acfff 993890 b7b7bb
09977e 3a617a 84a927 87c6c6 903efe a64230 b073cd cac78f
099ef7 625cb0 6d5160 8a7f97 8fc4db 9ebc03 c98e79 d33229
09a278 5050fb 5f5b57 768098 90bac3 9c6224 bacf5a d373f3
09a27f 5b8606 6e2eec 72dcb1 9e4788 a1a1be c76aff eba44a
09a6f8 4d6304 7b8995 8ad2ea 9e27bf d4a9a2 db1b63 f47f2f
09aabc 51539f 6d8040 7bd9d3 8c576d 95b48b 9765fc e7ad26
09aaea 565eb9 7c7243 80899b 864061 a5ccd9 bd9e8e f99c1b
09ab93 1b7770 6a13fc 7ed89a 8363b8 9d763e a4b21a e792ee
09b9f9 3ca021 4d6303 a589a7 a641c5 b02d66 bccf3d e79e9f
09badd 327505 5d5951 64a701 80e141 a638d7 cab3ab de3c85
09c1c1 174cfd 59669c 9388f2 a15e66 a3da02 c8b78a f61023
09c61f 398c35 8637e8 988aff a31475 c0c2d8 e3499f e99c9a
09c81b 4e4cfe 717a17 883f5c ba79f1 bd6592 c6bfda fd8f9b
09ca14 851eb9 8872fb 8f7534 9d3d5e bbbff8 e94e9c ef9b9d
09caa2 558885 823b83 834beb 8a942a b32144 c6c742 cf78d1
09cbff 2f8f03 5d5b3b 71bc58 7f8872 8638ef ccc0c4 f049af
09cdb9 1d8766 526506 749718 8b5ffe 8e4c92 a2cd6c b792f0
09d2c4 1b6bff 9e7a85 9e9ff8 a329a1 a61a22 f45c50 f7b828
09d557 20647a 6989f1 6a745d 7f26fc bbc0f7 bc84a2 dd3909
09d78f 418285 874a0f 878a52 9096e6 9433d1 c6c2d7 dd9a04
09dffe 4968b7 569eea 71535d 8d8199 a3bd9b b75428 e49003
09e1ec 306478 636b5b 7fb780 9d8997 be4dd0 c24310 e5ae20
09e2d6 49ad82 6a4999 838196 90515e 9ac84c c78cf0 da221b
09e550 0e69fe 68544e 817e87 8398d6 a6129f ae7d5b b6b0b9
09e7a7 666e81 a2a6fb a43346 b298ae c035f3 dd5f5a f5a245
0a4bf3 1f9788 5b638f 7ece74 a1574c ba8ad9 faa9c8 fd4407
0a53e9 5f8df1 6a836d 85648c a93f17 bebaf9 cbab99 f97b31
0a59f9 5f508d 798ae4 93caed 94748e aa524f c2a7ab fc5e2c
0a59fa 35c4ac 3b8107 833295 9187df c54373 c9bdfc d9b338
0a5efe 20d288 4f8c5e 776d87 7a5403 9987e8 cac0d4 d3900b
0a5fa4 5c6873 6cba07 9a7e6b a373ff c1c7b9 c6320d da9ee0
0a5fe2 15e2e0 6c8587 896745 93c69c 961b7d b788e4 dc9a22
0a68bf 3a98f7 62dad5 7d4657 81af82 8b7e96 bc521e e59c25
0a6a56 4d77fe 83945d 984f9d a3a6fc a93902 c6c747 d37da4
0a6dc7 4eb277 55613f 828998 917a03 bfc2de c58cfe ddae10
0a6e23 42a777 8759fe 96ac19 aaa9fe b3176d b368aa dfb5c4
0a757d 6ccf85 779175 8f3f2d a250d5 c8c3cd d684df fa5019
0a7582 82b0a5 86785a a32206 c4cb86 d312fd ec6606 f28fff
0a7666 50d39b 7f9c9c 9c8339 a31a2d bd9be6 be32c9 f0bb0c
0a76b3 48a2fc 76de9c 7d455b 8c868a bb5c47 ceabc7 fc832c
0a881f 792fff 8ac2b5 8e2692 987690 9d7bf4 f3666b f7b533
0a8ba1 7a5e2d 7cb5b3 939764 9531fd 9c1a63 c1a9ff e4bd5b
0a91f4 52796e 68d5fc 72b42c 83369c 998fab bb102b d7a9a4
0a9773 3be570 6e46f6 8669a1 884623 8f9dff c0b0bf c2811f
0a9aff 2d5fd7 6f6e89 8ab2c9 997d73 a41137 ccc39d d48b24
0a9f07 24d461 572ef5 7c6ab3 a5375f a796f8 d0748c d7b3d0
0a9f74 7be067 875cb7 8f3457 999cdd bd021d c3b0b7 e16f0a
0aa29a 3f6b8c 40dcfa 7c18da aac18b bf74ef c75839 e39900
0ab5f6 52587c 5b8d8c 7a5d3a 8d47ed 9fbdc4 a8964a fab50b
0abf95 1344ff 66878c 73549c a5aedd ac8e0e b2474f eabe2f
0acbc3 5a57d6 6a9e78 716e84 785239 a7ce74 ac84fc b07710
0accfd 225bc0 618fb1 8a5367 a0cfc4 a38f82 bf3c2b ff811e
0acefd 3f8e15 78c05e 8a558e 99364f a56df1 c080ab c8c3c6
0acfdb 6231e1 7589fd 798475 965099 b6c9a3 b8072e ce9433
0ad886 2c6766 7b8970 b5c9d0 b61cd6 b82f09 ce8ff6 f55c0f
0ad903 3d9f21 6449f9 814c36 939483 d21892 eaafc8 fa62e6
0adaf6 4b93f7 6931f1 7a819f 8b7402 ada4a2 bc225d e4a35f
0addef 189fa2 325ba4 696457 8fbe9f a87efc b2a33f d2120a
0ae1cb 0b7585 83c83c 92324e 939879 a44dfe ca82d8 d02628
0ae1d9 4d4be2 6f749e 92a5fa 9d4b5a a19696 de4519 f79f41
0ae1dd 6b64be 744a65 887f6e 91a4fb adb898 ae2e03 db8023
0ae2d6 3b44e8 70588a 9592d8 a65d60 b6ab8c ea2819 ff9c24
0ae3a6 5d6768 793c96 7da7bb 939079 b25810 b843fe e49728
0b48f9 407635 42c585 6f7afe 939801 a0d736 b03f98 d67cb4
0b4fe3 4b6a74 5c81ff 7bcf4f 9591b4 c19b95 d1b9fd d83332
0b55d0 27d58f 548ccd 5f666f 969196 a05d44 c1c1d7 d3981b
0b6a4d 379eda 56d9f2 6b8635 7950f3 854e85 a9bd23 e28587
0b6a58 49a7fb 5a7112 94937f 9c32f9 adc4ca b853a1 e39f20
0b763b 3ea1f6 629d1f 902dfc a1bdd4 c0d02d d11997 f97b91
0b765b 45e34f 784f03 89a39a 8f40ff 908f26 b656a6 c3a7e9
0b7865 38db18 961c8e a50efe c1c4df cb8c9e e50216 ee41c2
0b78f9 216a57 63b1f0 8f4897 97959b aeceab de4614 e1aa43
0b7d2d 44cdf6 59ae34 6e25f6 add293 b55df3 c72d94 e185ad
0b7e95 37cc99 643cd3 73895f b22d04 bb69ff c8b8d7 d7921a
0b87fe 6d08f9 719885 7f5944 83daa1 b5a9cd c31d9f e17f29
0b89ff 5234fc 68799e 6a682f 84c1c7 97af1c b7877e dac095
0b8d99 2bcaf7 6c771a 7b37a5 9b4165 b456fb c4cf24 ea8274
0b8ee9 3946e5 56702f 6be502 a2a6bc a54d90 a8921e efa191
0b9bfc 57daf0 665653 8da2a2 9205fd a2794a c2289d cfb542
0b9d8c 276971 60cccb 676f21 7da754 9652ee bfd010 c38afb
0b9eea 6157c1 7ad3ff 873b67 8a827d bab7ba d10726 e09137
0ba025 416857 7ad019 a28c8b ac13fb ad288c c4c2d0 fa50de
0ba2d7 28794f 54dbe9 90258e 967f00 9739fe a0a8a1 cbb01a
0ba2e5 654ddf 6cd7fe 6d7267 7b4375 b86322 beb7ba eb916e
0baaa8 27707b 94be92 963041 ab68e3 db0709 e0a9fa f97c1f
0bacfc 2d716c 718958 90d1ad 953511 a51efe d752aa dbab33
0baffa 385fe7 5b6003 679608 77de0b b6b2aa c372a9 d5236e
0baffe 5f8e03 6f6650 8b44f8 92d745 a0027a b4aa9a d65daa
0bb8ff 4e73fa 874b5e a789ac b7cab6 c56863 c70801 e0a958
0bbcff 376d0d 4da835 7a7e71 8f4da9 97db38 c8b39b de74b2
0bbdb0 4e36f6 656907 866de6 97586d a5abff b3d031 e06a62
0bbdff 357cd6 774f52 93d5a9 a59cab b62d05 c27462 d7b223
0bc184 308486 635d49 948815 958eea 97cc09 a90dcc d5bbd9
0bc391 6f52b3 857360 8e8bf3 a1d857 a41d0e c0acd1 e74706
0bd1c7 4c6bf6 7b6064 7d7e9f 9da0ff a42a04 cec92d e27667
0bd395 73615a 8d949a 8f2d77 b0c6d8 baa819 bd51ed d61f11
0bd6bb 558999 7c3ded 936909 9f1f47 a3a6f0 ad9c71 b5d429
0bded1 1f7b2b 68535d a1a0fc aa9a87 b239fa d74a9f f69c22
0bdfeb 4a8638 6d4f71 759ae9 7e32f1 a7ad7f ae7a92 f99b0e
0be1ed 6653be 858be6 8ad001 8b356a 957377 c1a4a4 c62d19
0beb44 4e603f 5f68e1 828485 8f4584 a9c0a0 bf94e0 c07d46
0bec1f 0c9eff 75b26a 7c6e61 8803f9 933800 c4b2c8 cd55ac
0c58ff 56757b 827944 8e229c 9cceed a28eff bca2a8 f1a04a
0c5bd0 61a47c 76dd99 7d5f76 907ebd c2b1ca ca3706 e09527
0c5fed 68d1ff 727287 754f46 768bda a5a7b2 b17038 dda760
0c67fe 688588 83c5b2 9e289b a70b14 ad97d2 b87955 e2bd14
0c6d06 29da22 6e9e4f 8452f0 8c8084 97468d b4c8c9 cd7fcb
0c6f54 8f967a 91c2ce 9321f6 a26e92 bb5105 d7c288 f64af9
0c7098 69c03b 6b5357 868665 967ffb cb3700 ccc5ae f496d2
0c7279 4d9eb2 90d0f1 992a42 994cd2 a9ad8a db3c34 f89d19
0c748d 579ae5 657764 8201e4 aabcd0 b5751f b7a293 fab461
0c74dd 2fd6a8 33690c 825381 87c02e a488a8 cf4e65 f6a5fa
0c778b 748878 88d48e a528f5 af0322 afafb6 c784df fd291e
0c77dc 33b6f1 834164 9d7f6c afb8be bc2017 e36a05 fab25e
0c788a 56672e 739482 84dd87 a635eb b695fe dba5c4 e37b15
0c7ffe 656398 73bee8 873f56 aaa100 c83235 ca7386 f9ad88
0c846d 4bc4df 516119 8668f6 884a8a 9b8b29 b3d081 fc66aa
0c8541 822eec 853983 8b788b 8e89f8 9dcdea b7baa0 d59c19
0c9cff 5b2bfe 68d4fc 768aa7 956e00 b2b7a3 b33059 c89c22
0ca0e8 5349f9 8d3852 9bc1ce b06c87 c92b25 c9c7a5 fc7935
0ca0ff 2b61eb 76487a 7f7c7b 87bfbe b9482c d2c38f e98118
0ca3e0 5b960d 6c39f2 7e6753 92d4d4 a9c60c bf938f c82d8c
0ca5ee 755038 7e800e 852bf3 a4b43b a6cce8 eb25a4 fb95a5
0ca605 3a6369 706941 939784 9abec4 be39b7 cec698 e676fe
0ca6a4 4d3cf6 6a756a 997f22 9d3792 a5cbee c1b662 e05dfd
0ca708 6b6357 74d6f7 a38af8 a417fb a51b02 bbbc89 d53494
0ca7ed 495f58 754ffd 7b5296 8e8c97 aa6836 b5c4c6 c7a844
0caae4 64748b 7d44bf 928b80 9e1a58 b86a2d bbc0b5 d2a929
0cab91 11708a 2be5b2 8002d9 86b953 ac4f39 b25eea e29fd6
0cab94 276376 2ae4bf 725f4d 729017 9726fd 97c835 d37ee6
0cac7a 3252c5 708014 9892fc 9fbc38 a86da2 ae1e62 e2b3bf
0cb3e7 568746 5a27fc 7c5db5 92466a a7ced4 bfb97c c07998
0cb3fe 466ff5 6f4e84 7a8e86 99c2cd bf272b d8c295 df7107
0cb6ef 4a9277 74477a 8557d9 b2afb6 b51e12 c08102 f4b287
0cb876 4e807c 8d3c2f 8ecf1c 9046ba cfc1c6 e2420b f075d2
0cbdfb 813ff6 959ba2 9868ad 99d4b1 9f3a42 e54801 fc9c4c
0cbf8c 6e8b9c 7c7806 8d2494 b46bff b4c9d1 b8235e d7ac2d
0cc78b 3348e4 64918b 6a618c 92c929 a978fa d43a39 fba4d5
0ccde2 595d56 5c83f4 84968c 906f34 b3058f c0c7b0 cda028
0cceff 496a70 713ea5 8d7d3f 9ad6a6 a863ff abb424 e272af
0cd1c7 158dea 4443e2 7a9a78 93588b ab2d3b b2d086 fe6a15
0cd697 7a8995 8833cd 8d3f0f c2a428 cbbedc d62866 e858e7
0cd759 527e8d 8aaa95 978508 993c2d 9b00f9 db51f0 dcb1ec
0cd92e 2365ff 5d6662 8e2197 9287b5 bf897d c1c1d0 dc3a21
0ce0dc 4f697e 864ce1 8aa1f3 913b23 949892 a07d07 cab142
0ce0f5 639afc 7e8784 895aa1 8c3a4c a7bbac bd020a d3953f
0ce3cb 556e86 5ea5b9 90444f a0c518 cc9c85 d34614 dd06fe
0ce4c9 387fda 615b17 7d9015 95aee3 ab1f7e b1c33f bc8983
0ce6b5 287350 28a77d 8bcf1f 991777 a223f8 a57007 c09bc0
0ce79d 554df4 595678 6b8a96 a1bdc4 a8b02b b45536 ca71ec
0ce79f 3c690c 8a6cea 8fb4b4 986869 b91f8b d3a0ff dd7e4b
0ce7a4 75697c 77c012 8a04be a397a0 b4163e c548d2 fe7ef7
0ce893 66b80e 758085 85397f 8f23e8 b567ca bb4537 d4abc3
0ce968 4e8799 6825ef 8c8a6c 984e1a a6bcb9 e66b04 e770f8
0d44fe 5e5d9d 65bdea 837bfd 857b81 a35b42 f25f04 fd9c91
0d4cfd 3fc9fc 4b8ed4 b0286e b19572 b5c8c6 dd0002 f58201
0d4feb 5b6393 69d047 846768 8e8ca3 cc5d01 d2babb f369fd
0d4fef 48b9da 7c6db0 a37a07 aa3762 accec8 c7bb4f e86987
0d63ee 75e328 926897 9795fc 9f2822 b8aac1 dd677c f52b02
0d6480 5c908f 7e5853 9e06fe a5c6de b7b662 ca5be6 d03e06
0d6bfa 4a6980 61d2bf 923441 998fd2 a3827a e40f16 f69047
0d703f 58c9f1 7739fe 7b8e05 9a5e82 a5d55f a674fc cb9a9a
0d798d 677e65 8fad9d a82d16 b544f8 bed121 d27720 dd94e1
0d86b3 3ee917 593dd8 65aa35 726232 b73178 b9ade1 d0939c
0d86f8 26c7f2 4f8161 6d11f7 9a3b7e 9ed06b b08ba4 d96508
0d90ec 12d39e 6a42b2 94a9be 9e5983 b72531 ccc92e e2673d
0d90f7 22e4aa 790ded 7e5490 9b9198 a9b5e6 b55d55 d29b08
0d912e 60584c 764ef2 8b9ff7 914283 927f85 bfb1b3 f3b91c
0d9bfa 495ec3 774a56 777c97 9cbdd7 ab9982 b1521e ec9035
0da2ff 22894f 724ae3 78b542 85d2fb 992c68 9b7ca7 d1aeb2
0da51b 6d45f4 6f7376 745300 95a1ff b0d101 d5a785 fb49b5
0da884 4c6e7f 5edfb8 774d43 888407 8a56e0 9aabcd cab534
0dae10 5332f6 586d0c 895aa5 9dabbd b6566e c178fd fea08e
0db0f0 5b6129 7ac240 838e64 8c45ef 904d74 bc7ea1 cac1c3
0db27e 3b6357 7f30e9 83762b 99ccd6 b28fff be5995 fa9a1b
0db7f7 386747 719646 735c8b 795cf7 99c4a5 ae8ba6 eeba41
0db7f9 43a224 6c09fb 88d91e 9352be 9b4744 b4b68d ca7ca9
0dc344 4554ea 7d6396 9285fd a8031e acd0b2 c25569 d0aae0
0dc497 5d7885 6c3fb6 7a604f c075d3 c9c0e0 d04902 f3a43a
0dc9f1 5b6a5d 68a852 9f19fe a5d51c a81111 af9fa6 b154ae
0dcaff 326087 3697b1 7d7c6d 8147fd 9e4715 cfbcbb e09427
0dcbfb 6885ca 814173 8327f9 918e98 9dd1b5 bc3a52 e48146
0dd186 5d907b 645f78 a55030 a641e7 aec8d5 bd8b19 c18bf8
0dd39a 256764 43988c 925daf b12d0e b1c4d9 c38043 c68bff
0dd57d 3148ec 889f9a 9d5c94 b70e4c c7c2db e973f4 fd1015
0dd9fc 4f3ce6 4f7d22 6bb25f 765b5e 977afc b2b0b4 d2459f
0dda58 6e32da 80778a 925050 a2a8c8 c360fe d4bfbb e2471a
0ddb3d 535685 745d5f 7f92c1 9031fb ab6e37 b79ca0 bcc4e1
0dddd8 4e63f3 608b29 785787 89c756 91364b a286ca cc8a98
0de1e0 289826 71766c 804391 8135f8 89ce42 afad95 c867c1
0de2dd 5e6940 8055e1 8d3074 8da4f9 ab7191 b4bb80 e37009
0de39d 5d558b 6f9c87 8a5744 9d35ff cd5b07 cfb322 f566f5
0dea2e 5b7982 7347a0 895d00 9a64fe 9db8af bb90d6 e8605a
0e47fb 33df22 645ea1 8396f8 8f8aa0 a05967 c1a087 e91722
0e49f3 399984 57e39c 6b5a94 976933 a778f9 a8a537 f198c9
0e57d7 37daf6 5f8cfe 6e749b 895b47 97c757 b89596 cd5600
0e6679 538eb9 54cade 6b6554 a319f4 a89b9d dd682f f4b489
0e6869 35e1a6 724fc2 7e91f3 91897f ae4f1c afb5ca da8c2c
0e6afc 54668c 679edc 927466 9acc5c a80714 bca4a6 e24c17
0e6c08 33c4a1 5f954f 7640d7 99dc16 a377fa a84c78 d5a4dd
0e772d 57aa03 7b7c80 7c3f7f 9925fa b8bb84 be5dc3 fe9ff2
0e7809 565b57 6aa508 8259e9 9acde4 b16995 b78cfd f4899e
0e7d4c 2ac0f2 6720fb 878e03 a8c38e b43ba6 ecbe26 ef6ead
0e7f12 10c3fe 78b342 932c6f a044fb a67774 d1b3bc e153ac
0e886f 41c296 724b8e 8e64ef a481b1 b6c1ef b73311 e37c1a
0e8926 3cbd01 7732f9 7f4565 906bb5 aec490 ba6e83 d990f5
0e8a16 4d6048 94c2d6 9931a6 9eb90b a48381 e847f4 f4b2a6
0e8a39 595869 69c63a 6e44ee 868284 c2c0fc c46dc5 ccb1b8
0e8b21 5a25fe 8d62ff 8ec94d 9b3d69 9f7eb2 d7b5f2 db919c
0e8b5a 695489 8d939d 99d093 b3a113 bf1d01 c90ffa fe71f5
0e8e24 2ad6fa 62bc08 703bba 8185a0 b03169 b36ff9 d5a090
0e8efc 4150c5 6a6775 799dac 91cffe b1533b b6bbab e29151
0e90a0 535c59 57ccc2 899176 9839ee 984b0f cec77f d97e18
0e931c 38dfe1 502ffc 755f57 8eca0d 988cf6 b3a680 ef27aa
0e9608 64c561 6b6082 84928c 913644 a229ea bcbdc5 cb75d5
0e996f 32c8fb 6c5e73 92afb2 9e2805 ad9016 ae33d7 d3c38e
0e9a1b 0eb3ff 7c59da 875655 a1b897 a20079 bb7fac ddc443
0e9c19 526e4f 7b00ee 9491fa 9b879b a445a8 d4b8c5 ed877c
0e9ffe 2c6660 5edbe5 729081 786814 a0c2a7 bc4da2 f18d33
0ea075 1ae79d 516787 83434f c21ef0 c6a8ca c83324 d39208
0ea8f7 656367 808ea3 98d1d4 a5102c a61ce3 b36c0e ff776f
0ea986 266c52 7c41fd 868b2f 95c725 a65aa9 b696fc e0b4cb
0eb602 3f7330 7e4ef3 853d66 956ca8 a3acd9 c9697c fca4ac
0eb6ef 3d6fff 6d5c83 9ad0cf 9c9586 a41524 cb5e29 daad23
0eb794 706f7f 7535fe 814a42 98d36e b164ce c6a4d9 d63a06
0eb7fa 6513ff 8b59c8 98465b a2c1a1 c978a9 d2c925 f02e1e
0eb9f1 4a56f4 4d8418 605850 908e7f ae669e b2c8be e4a562
0ec005 697d32 8733dd 8788dd 883c55 afc6f8 b76889 c3a592
0ec0a6 5f7966 874f81 993118 9cd87b a060e6 db7230 db9cef
0ec2d2 5d43d1 608021 8778f0 b02576 bc7f96 c9c6a4 ff9a1b
0ecaff 48ac24 5730f5 6d6727 90d975 9c9daf aa63e8 ba298e
0ecbfb 4386a5 62565c 733ee3 828f85 b5c6c7 d10a04 d59c52
0eccfb 3a4be0 7d7fe5 815d39 999d44 9ed4a0 bf3a85 d58baf
0ecd00 2f6ef6 346549 76904a 8f457f acceb7 d56a9a e29ae7
0ecde4 3e6459 79a49b 88679a 9362fa 9a540a b8ce94 eb8c23
0ece00 773ffc 824f52 8690de a37b92 c15325 c6c3d8 fe9599
0ecea5 485d7d 659399 8917fc 9bb113 b6561d e2aae2 e44ff6
0ecff6 584bfc 78689a 8e3d26 9b6d6e 9ed77a b5a3aa f75510
0ed3c7 70a87f 736265 a90c04 b9d046 c501b3 c58efa f83a28
0ed4af 468033 6f468f 7829fe 83b052 ac81c9 ad607f d3b9f3
0ed558 359710 61603b 928a94 a22dfd a23c90 b7c7bb d66bef
0ed68d 527123 7f57ea 8e9700 971f73 98adbd ab6a7f d1c719
0ed7ab 5b5d5e 749075 8846f7 9d67a6 b5d357 bf97f0 e7640f
0ed80d 4e972c 5c5c59 7b57f5 9a438e adccb6 ba91ed d36d9b
0edd09 646a6b 912289 92b589 9d3df1 a5792d d2b8fa f441a9
0edd89 3c48e8 787bb7 7f6e6a a3acf1 b0341e b49caa d9721a
0edef6 3a9379 6a5368 94c39e 9585b5 b31ce3 b92c1f f97922
0ee0ea 615858 6e7f99 a520e7 ac8efe b2b748 b91a0d c27e7b
0ee0ef 3aa2d2 6d5b87 735af5 8faca3 a70531 babf40 cf5a38
0ee738 595a53 67838a 9c4712 a238dc a99363 aab8bf fb5efb
0eeb55 45a22a 496a40 9d968a 9f05fd aabbcc cf27a0 da77fe
0f4bed 5fd24c 8a5d8e 9480ff b81400 b896bf bccaba d45766
0f59f6 46d4ce 6291d4 686f71 8dc211 9b292e b2680b bc9881
0f60af 4d9bff 637789 8ec6a1 ada4bf b32555 f8283b feb22a
0f619c 2f85fa 5b676d 6cbfe6 839798 946834 b49f62 c0c7bf
0f61ff 36baf0 8a329c 8a9fa7 c4c791 c9606e da1701 f4a103
0f6486 1584f2 1acc8d 687a70 895813 a0a0be a49019 e0c023
0f667c 5998f9 70dcab 7f8d8c 8828f4 a66742 b9b3cd e0924a
0f67d3 4edbf4 5f7485 6a9bdd 977515 a2a1a6 a31943 d7b054
0f6a54 27989d 32db1d 8e9e7a 9633bd c33903 d4bdd7 fd57f7
0f6d2f 30e1da 609fd2 6e9206 7f3cdf 92697d 93cd30 db878c
0f6d5a 59b176 8256fb 908e9b 9f3a92 b1d452 d4a4e5 ee2912
0f72ff 77589b 81b0ec 8a4339 a9c601 d27678 e43f04 eab4bf
0f7751 4be629 727292 8d13ac 9caebd 9d8207 cbb194 e338f6
0f7966 35c9fc 797817 803d84 818ba9 b2c8c8 bd2afd c09b75
0f7e66 4eadf0 8295a0 9347fe 9a2993 a7cebe c1b85f d35011
0f826c 12ddec 58611c 719117 a8be79 ac1394 ba79f3 e580ab
0f82cd 6e916f 74657b 864d2e 96b5fc ada4b2 e96213 eeb789
0f876c 6ec886 740cea 9b4099 a7a4b1 ea2d14 ecb202 f823fc
0f8fb1 5dc4ff 6916fe 7e712a 8e9793 a63468 a6cfa8 cca239
0f8ff0 4e41e3 626287 7d9aac a1545c a2d63a c8b198 e30917
0f90f4 62c7f9 7e2bd2 7ea1a5 8f5374 bdc9aa c24e1a e29a03
0f94e8 6243fa 6cd6f8 746a89 774f3d b1c321 c95605 d3938e
0f9579 54cb8a 6d5fc6 79466b a93425 ae9dbd bf8506 ebbe1b
