# colors_mcd20.0_mld2_nc6_cvd100.0_minj40_maxj90_ns10000
# Python 3.6.6 |Anaconda custom (64-bit)| (default, Jun 28 2018, 17:14:51) [GCC 7.2.0]
# NumPy 1.15.1, Numba 0.40.0, Joblib 0.12.3
c3311f 4dd02c 0047fa cec8ef 844d8d de7193
a51f1e 69a15b 02f2a2 8437e7 d077e3 804d78
61a861 1c6d28 02f2c7 8e1cd1 ca8fd0 b54b80
eb1b12 ebc172 02f2fc 4f8bf3 6437e4 ba4982
d87513 daea02 02f4cc 623be3 ac9ac3 6c6177
a8640b 8ac23f 76817e 02f6c3 3d61a5 d18ade
647204 78ad80 02f737 1f6959 d4b0e1 e300a1
02f795 a6b4c6 4b3cfc 6a6094 c770f9 eb2459
c1bab3 02f814 4c7477 8e0ebd e43ef7 ba091d
02f830 3b7d48 a0a2ab 605472 ebc7fd d06cf0
178d0b 7eb681 02f854 b788dd 9b35b0 e5d2e0
fcc301 a68a01 27b79d 02f8ee ce1abc aa061d
dc9e35 8a8e85 166c11 02f9d4 10a8c6 9e357c
c09a6e 83500a 02f9de 3ea7ff 851cf2 f72a9d
f09191 d41a0c 02f9fb 0991bf 8607fb 734e54
7c9b18 baf426 02fbba 5072d6 cf9bd9 a6244f
6d8913 8ac983 20968d 02fbf3 921ec5 cf5ce7
a93835 d08f13 e4d2a1 35a39e 02fbfd 9273f5
cf6f4b 02fc96 a5a6e3 8267c2 e3d9ef ad1b59
b63a04 82ce6f 259670 02fcf2 9d8fc9 8939b0
6d651f b2b2a0 50c81c 02fdfe 3d5f8e d26aee
02ff33 b0c4ba 7b40cb f5abfc 9e5571 ed0e14
8dca79 208e24 02ffe7 8927c0 e162ae 9e145e
aa5a59 c6cb4f a8e8f1 0345ff 7c7ad1 e98d9a
c34a32 99958d d6d88f 83b4da 034ef4 87547e
d74126 d8db24 bae3fa 0358f3 6296fe df969f
4d872e 86cd76 0359d7 fec0ec c574aa 765a63
e75d16 b3e11d 24d9f6 0359e0 a24d71 d6a5aa
9ba309 23f0b3 035abd 7197e5 efcefd b2565e
d3d000 3ca34e bde4c4 035cfd 7a707c fe6ad2
fdac0b 8f7a36 62ebaf 669ca1 035dc6 b48bff
834d01 e6b45e cee3d1 39bdde 035ef7 f50b67
df832e e1e357 5c5e4a 5b918c 76cfd1 035fec
f78201 33deab 03638e 8a8fa6 eac2f9 8d5a5d
a45627 9a9485 a3d569 03648f 6b8cf3 f6b6f1
538905 13f07c 0365f0 9da8db 864162 c77883
947e3e b4f431 3fdbc3 0366d0 a193d2 a8015c
ecde18 929e2c b8ded0 036796 d888ce b51242
cce837 629e60 72dbb7 03686e 9e26e5 f477f6
80560a b6c51d 0aa562 03695a 89e2de de25b2
f1bc40 05fdce 036976 6a9ad3 a407e5 d81b33
9b5731 e09a6f 0369ae 77abfa 73727a cbc4ce
8e584a e55503 bfe47a 55bbfd 0369bb 8c8295
7a980d b1f34d 036a4b 47b3d2 9525ad ec9295
dcd0b4 667d07 05c940 036a4d 7c17f8 eb34b0
cc901a 036d01 7cf4bf 7e8fbc 9219eb bb3975
c2ee47 23ab36 036e4a 7327fe 826189 e6a9e5
99ea99 45ae51 036f30 960bf8 eb82cc ba2a88
ebdf31 7b942c 037149 3bb89c f085f8 b03ba8
a9592a c59c6f 77f409 037175 2da3d8 8244e3
fad537 929d3b 97dbf7 0371cd 964670 fc7fab
d81412 e9cdc1 6ad307 758c97 0371d9 7d474f
ab4716 8bf5ac 11bf4b 037276 df17fe efa4eb
ed6933 71f683 bbc4c4 53addc 0373bd a63c46
607703 79b92b 3af9c3 03745e eeb5f9 d918bd
f9a145 037545 98b1f8 9946fb a84389 b5a6ac
fe8404 2efca4 acc3cc 0377f7 9d7c82 c2242c
7faa48 7bf87d 03793d 0992f3 b4328e f6b4db
c37f2f d3ce1f 53f2cc 0379fc 875079 b0032f
d1d0ca 5ffc3a 6fb26a 037a0d 6e0df9 d36fbf
eabf27 037a41 84e5f9 32a1f0 8713db a54283
6b940d a5d664 59bae7 037ae8 be5075 efced2
afb610 037b03 5ef2a7 2fa7b6 8f41e9 f20277
ebbd9c 4fb622 037b50 46f9fb 9722fe a75e9c
bde924 86ac2a 037c3f 1ed0b0 a769f9 ce1096
af2c04 ea832b bbcdc6 037c6c 63b6f9 6c39c7
f8cd4b 038112 25ddb3 f66aec c115a9 9b7e89
038126 20fe73 68b0a1 7e1dfb e259db 972884
a0261b c77729 a4bf91 4eecfa 0381e5 766673
b00b0b d4a01b aee6a1 038265 b394ea 7f27fa
a3331d fb4e0e 8ed58a 03827a b148d4 e297ea
e6aa20 038446 81eae9 9787b9 892cd1 96326f
b80f02 a09761 39ea0c 0386d2 cad2ef 974f6b
d6d845 038739 86d3fe 848390 c16bf1 9127c3
edde03 75a048 386b52 add0e1 038afa 8d288c
cbdc42 61dfab 038b63 ba14ac f598dc e60210
d1480d d7ab4a 038b7f 8ae1f8 8b81da 7e3a95
cee79f 8aaa83 038c1f 7333fe caa6cb 9d1e7e
ad1f05 43d05e 038d7a db27ec ff93ed e1cfd0
badd3c 557120 19cba0 038d7f d8a2f9 aa3eba
ccdfcc 4ee858 038e15 ada2b3 f10bf9 9f1d60
038e3c 55cc93 5f5d73 a90fe5 f8c2f0 e26ed0
8a4b1d 7bc22d 06f6be 038f7c a174d8 f2acf6
f6c893 039340 36d6d2 1e43fc 8575c1 a2206c
e5c691 8aa610 039361 3adfe5 e324e1 843f6e
d38105 dfdd00 a5f1be 0393b7 8222bf b10745
a3d10b 039454 54f1e2 b88bff 8102d6 f624a7
8f6910 dac12b 8be3d0 03947a b79afa 8b54f7
67e189 039655 95a0a4 d7d7f9 802fb4 db7df5
fc8601 70690e 88d0c0 039989 c56cf2 982793
897c1c a0d34f 0ce8c1 039a8e 860bcb d94fe3
ebb936 938115 54efe3 039aac 800bfb d23676
99e0a2 039b89 df20f4 d6b1d3 9d1082 e90747
8ff283 039bf7 820efa ba3c86 d9abc3 f21424
f3cc58 039e39 05e2f5 9084ac ad0af5 a60a5c
aaa6a0 efb049 039fe5 b3ddf4 4a52c2 ad2355
c02b25 dd8f32 0afbc4 039ff0 5e4cee 685484
f9721e 91d5a6 03a1c7 8902ef aa101c 987375
8c9c1f 6fe87c 03a293 9247ee e5aae9 96375a
946f00 a3b607 3deac3 03a2c4 8641e9 ab0d52
03a316 20e087 1454fc b192b0 f8c9e7 794a57
cf9e00 03a580 65defc 8384ac 8828be bd1530
e74526 a6e732 03a67f 970ef5 c982f6 91355b
e7cc3b 03a753 9fb9b2 1562b4 bc85f2 794a4e
d45623 e9c026 27fdaf 03a77f a1bed0 8d67b3
d7b309 277412 15ebac 03a7a2 8a4bce 8e326d
93632a 9ecc45 1ff4c8 03a7a4 7d1ae7 faa8fb
c9c528 236a17 aed9dd 03a7c6 9420b1 eb2262
7a6938 84dc13 03a9fe d8cbeb 8608eb d155a2
8b7441 ccb944 7f9493 15f2f6 03aad9 0f6ba3
a66009 e1de8c 03ab7c 196a6c a6c6d6 b25ffa
b7e219 04710e 03ae21 0de8ae c39ac9 d42fe9
e89505 96936a d4e49d 03aedb 6b3bfd 98257e
a12b14 03b208 92dad1 2565de aa99f6 8c6d73
b5b518 597e48 ade8b9 03b2a8 de46fe b40d98
9c6d45 75f06e 03b398 7a5bdf b294dd fec9ec
597e05 84ef84 03b578 793ff3 fe7be6 9e0f6d
d13f1e 9ed132 03b899 32f5f1 5d78a0 7d4955
d7c746 51841d aee0d5 03b8e7 9b33db e94b89
919234 c0eb7c 287454 03b995 dea6e7 de07b9
d08322 f2d274 03bdab c5e2f9 9937e7 ce255a
cd3b0b b8e115 03c371 623af1 df9ad4 a9619c
bd150e c1d20c 03c379 9767e4 92277b e892c8
ba350b e3d4a7 03c52f 568085 aeb4dc 8c35b0
a04d2b a5f399 03c62d 5f5dff fc91d7 f72787
685805 03cf55 7374ed a899b0 c5286f f1d0d8
adde09 3f8843 03d0af ea97fd c63dc4 7a4a61
eed4ce 7ebc03 03d1fe 8f03b6 ec38a4 bf001b
e58614 edd87c 03d3c2 2855f0 ab84f8 973253
8a4b24 c3a300 03d49b 3378f0 dcc9ed 736e72
bd0e00 be8f54 a9e759 03d4e7 058cf3 95308b
a59681 586133 03d613 768dac 3362db ecd3e4
ca9760 c2ed5a 03d8d1 414dc9 6f707e b30419
d88833 d8e201 03d9af b4bfef 896df2 be375f
03da07 4a7a88 c9dcf2 a18ee5 8a08de e31b3e
d29d87 bfe413 03daed 3077fe 74568e a94a4f
b3af38 03dafc 2b84ec 776980 f68ca5 c20014
d5e2b7 03dd2b 1b9461 921ced ba7fdd aa4487
03de02 bcc5d8 9146f5 944c58 f77d90 e50c13
356d39 03de42 c2d4ec b188ee 8204d6 f3119d
f3c835 42955f 03deb9 7914eb e443d0 914270
9c553e 03e473 949599 5b71d9 6c5d7c f7cef5
03e538 99a6ae 7369a5 e2d1fd f03b6c ae051e
b96209 d0b708 03e5a7 3a7263 9998ef 831ecb
fc1a0a c5f01f 03e5b9 204bfc a48cf1 b34390
03e807 0d46fa 937ed9 984f7c f00539 f88595
9eb24a b6f304 03e8e2 0e6c71 a608fc c70830
f9392e b69991 aef647 03e8eb 6c7991 d51ffb
dcbaa2 7f813b acf323 03e9f7 6297f6 4662a7
03eb0f 5e888e aec0cb cc6afc 8b20ae cd233e
966633 03ed58 545ac8 978ecd e4d5eb e67e92
cc140d fd730e e2e190 03eeff 7489f3 978285
f2b667 668d05 03efd4 7e09df d44ba8 875861
a2ad21 31745f 03f1ff 7429ed b75fc1 f0a5b3
526407 80a001 03f256 bf16da fa94de e21870
03f367 d4deda dba3f5 a852ab f35d88 a72c3a
786216 05b80e 03f3b3 657474 2955dc e475d5
b99d9c 795451 cf6d08 03f41e 2384d0 c6bdff
d84402 03f511 12a1f3 125ae9 764a67 e099af
ae735f 03f572 5d63cf bb9ef5 696173 fec9e2
03f67a ccdad6 728a8c a448d5 f68df8 cc020f
e2b112 446d5d 03f6db 96acf2 a722d0 ea55a1
c4543f 03f76d 7b4cee 6e5c7b c584c7 f0cde5
cad041 858a1e 7bb097 03f7ee e71ccd a6154c
a6cb69 03f7f2 7050fd d986ff 926684 a61d2b
a4bc79 5c836d 03f8f1 2fa0ee a2099d ef0f17
9d8d65 03f92b 9391e3 863af4 c9c3cb ab0252
c03424 d3c2bb 03f943 238871 939ab6 c826ef
5f704d 6cb557 03fc2b ebbbe6 f42ed2 794d70
d97e66 a1ed44 03fcfd 1c9fd6 3542fa b7325e
45a429 03fdd3 acc0fc 305ae1 b494a7 8e394f
e5d848 6a7f19 80aea4 03fdee 236474 c048db
8a4b42 d0d81b 03fed4 aabafc 8b70e0 f86881
81472a bce820 54c07b 03fee2 6664ad c49ce6
c8241d 53c35d 03ffd2 0f6cb8 c4b1ff 605b61
c27c6d fac74e 03ffe4 16b6cd 0c5cf8 a01685
d2926a ebdd2a 0deec6 044bf9 9f7dfe bd1d6a
efd11f 77c3a3 044bfa 655d84 dd67e0 dd064b
78da59 0ca5d7 0454fc 694f73 f6c2d7 ce1c3f
b95202 bcec54 4f6d5b 65cb95 0455d6 ca74c8
a65630 4cf25a 47a1c7 0457f4 d9d8f3 75626e
3a6700 a8ec61 31a7ef 045cd9 cb5665 e3a8ab
c07837 0cfe1d 045daf 7092f2 cfb0c6 7a6467
946c41 fad924 12f0b1 045dec 9b077f df81c0
f7908a 98411e d0e802 a3d1d9 6f94b6 045dfe
ebbca1 0461f6 9bb0dc 906a97 aa1557 f10a23
abe53b 4f9840 25ffdf 0463ab e078f5 746e74
dea306 36f3c4 21af92 0463b2 bcaedd d31123
905b57 f99971 d74a02 9aecd5 0464a8 b68cb4
f1c6be 638527 36da0c 04678d 0a93f5 a793a1
e43813 eebc45 47fbf2 5caaad 0469d8 844445
a35a19 b1a557 63f5e2 046a5f 728eae 8e27e0
92503d 63bf4a 2af4ff 046a8a ae82fa e794af
e87e0c a9f25b 27caa9 046af5 995b88 9f2d2e
f7981f 5e6b38 17f9be 046b6e 55afbb bf2bd0
cf973c 87681a 2af8af 046c5d dbb8f9 e31ba8
b0382c 9ea38a 17c90d 046c82 e4ccef de49f0
8e4e3b 1ec202 046cf8 c8dffe 8d7693 d2abaf
b9d34a 046d0c 53d3b3 8e3ace d78eeb e81270
716d0a 9db31a 7cd5a8 046d5d 7d21f6 d554c5
aa2908 0dbb46 7aeff2 838d90 046dcd 82406f
c5da28 046e0e b5eae9 71a0c6 9b3bd2 e5787e
aa918a 765938 26ed39 046eec 9ba3d3 fad0d7
70562d b4e080 34ae27 047171 cba7e8 c435e0
916332 fc9c32 8ea185 21e3cf 047172 dc2cc8
9d3c34 eed803 9d940c 61d795 0471ce a7a2e3
a65405 d7c507 919979 33ffb7 047392 6fa0e3
e8d4d4 79cd5d 04763d 1f9ef0 7f03db eb219e
0cf72d 0bb364 047641 dfd5e3 e883f1 bc2eb1
7dd587 047831 a488d1 7f03eb 7e5d77 e8b7d8
65841a 3bfb3e 60af87 04787e e1bae7 e93fe6
dc2620 86cf1f 047899 d2bafb 7507fb cb919d
d57232 f3d5b5 b7e800 1bc5d3 0478c8 b41464
8b813d d5c237 78b5a6 49f9fa 0478e4 bf1785
e5cd0a 047a1c 9eeef1 b293fb 8c0bdd c3317e
9c430d b0f10e 36c77c 047bff 886793 d3a2c6
e37518 f3d911 047d6e 34bedf b146ee aa1724
b56d2a f8b004 81c493 737e78 047fb6 dacdf8
2ec81c bbe8bc 048063 8500fa dbadd7 bc3da3
ab4814 a0ae3f 5de1b0 0480fd e6d3ff 754a71
806a07 92ed37 0481c3 dcd5de b9086c e86c89
c0d04d 048621 6acbb9 8103f4 e440cc 8c4f6a
dabd5b 048630 26d1c2 6c20ef c250b0 6b5a65
e3ce32 989b72 2ffbd0 0486aa a7baf1 bb081a
d9cfbb 59d820 048782 a09dd4 8637c2 e4233b
c1783f 854602 efd021 0be9d0 048a97 7739dd
bd5316 76706a c3c721 67e3f4 216386 048afa
3bf066 d3e1da 048b90 8f0bc2 e983f4 c81a30
e17d4b 96fa0c 29c9d8 048daa 6c36d4 cd0c64
d2a918 939789 3d6d70 048ffd d2c6ee 7e0de1
dc7d6d 81690e cad934 7fedea 0490f6 760bf5
cd7a0f 33f413 0491f1 7e6b7a fac4cc a71c21
fa7a03 6bfcc0 0492a5 751bfa e4c0f9 c02859
89d369 04958c 09fcf1 850ac9 c451fe a7294b
d4a479 81fc0c 4c722b 049ac3 d6caff 7f11f6
f7a733 9b7a2c 049b8f 3fe1d5 8c30fa c88afe
bbec2a 049c26 5ad9a2 663ce5 d767c2 bb0979
8d6427 a3a868 54f214 049f9a 7d0eee fdc8e2
697768 04a116 04f338 b7c6d9 8504d9 d557e4
e33b05 05ed1d 336560 04a195 a24cbb fbc3e6
e54a17 34fe16 667d72 04a1fd 8e02e9 e1a8c4
cb5606 eca349 266f58 07f5d1 04a3a9 a129ed
79aa42 adf162 186b14 04a4ce 9c0ed8 db3484
c6c16a 04a5a4 17eaec 7356c5 873b65 b71e20
accf11 72f0f2 04a5da 8c10f8 fe7f92 d11f39
ada221 adf636 04a687 04f1fd e100be 8d3756
ebd6ca 1bfa47 04a850 b4bffa 7119f2 ed139c
04a90e 4ae5a1 2d57e7 f985e1 987987 a70726
935522 96b218 72eba4 04a981 146b7a f43cfa
8dbe0d 4f7a20 3cfbd7 04aaf8 7507f9 a57281
735813 80f049 04ab4f 7f51fa f9b0ec ab1687
c9ef1f 75e3a3 04ab5b 7731e8 907fa9 8b3d5e
9fef0f 356f0e 04ae52 7614e8 d76ede 8c5571
9f420f 33f474 04ae6f 764c76 d579d2 e2cfe0
04b01f 62f18e 5c64c4 bbafc5 a47880 a32335
92403a 9adc9a 04b238 d4b7e2 807980 e524d1
c40a00 cad010 a9e6db 04b4f6 5b5a65 9c2de7
844d2d e2bc4c 99880d 8beecd 04b4ff d8029c
ab4443 f97432 04b594 afe3f1 6e6fca 735070
49fc93 04b674 436f69 d41ebe eea1d0 dd020f
ac8d70 dacfac 91c60a 04b6ef 6e6b8e b2192c
7b7064 5cfc5f 04b747 0b61f2 ff78e7 ad080c
37fd3a 04b777 2258c5 dbc2f4 9b8aa8 c7032b
a8b125 407912 04b794 10fde7 f62fcd 823d72
f5d4d4 cd7a72 aed655 04b8e1 993ed8 ac074e
04ba1d 7a857c 62f6e9 6e4f80 e604f9 b70d11
04bb14 9ff1d7 7053ef 764c83 df7fc0 a63f4a
8e5100 bbe42e 04bc72 2d6856 6ef6f0 e51fa2
ba9055 b1ef84 2c690d 04bccd 8a5dbd a91666
f5c1a7 437f2a 04bd19 930dfb ca62e2 a80165
eeaea2 88871c d7e84b 04bdf6 9613a5 e85199
eeb6b0 d8622a 87f627 04bfea 226793 926167
e5321d b1e414 04c1aa 8b57e5 d690f7 7d566b
cedc13 138235 04c3a9 988bef 8e21eb a3246f
67762e b2efb4 04c421 2a675e b833aa e99cc8
737148 b1ebb1 04c52a 1653ef b988b3 a22d80
e5d5bf 436443 04c620 7749aa b786e8 ee5b8e
ee7c79 ead462 0c8e1e 56615a 04c6c1 9a43ca
ac2705 d5e74a 04c8a0 575a68 a83ec7 e698fa
c79895 83a119 a0e303 546836 04ccf7 be01ae
6c6009 04cd6c 0c4bef 9c8cfe e6c0f1 c04c8b
248615 04cf1d a888d6 edc8f7 992262 d16585
04d12b 2352d3 8f85e9 d2b4d2 fb4f8d a42b3e
e28528 f9dc3a 2c9686 04d1d6 8664bf be2643
d1d75b 27891d 04d1e7 ab5ce0 c01582 e97e91
4c7905 04d209 d9cdeb c26ffd 9122c3 da5993
72503e 7d8723 04d66c 396f7a ced4f8 fa19ce
a1a788 239025 04da0d 7c4de8 ed82e7 b7077d
b5e20f 12855f 04da9b e42df5 f1abf3 902682
ef7472 91552f d1de0f 04dbc6 9ca2f0 6a68b2
e9d0a9 75b928 3c670d 04defa a424d4 d34c6e
ef684a e6d302 04dfab 64787d c806f7 bc0626
ea7128 c0eaa1 809887 04e3da b15ad2 ab0f7a
b6da04 708738 04e49e 118984 dd28ec f6bef9
d90f0b fc8540 04e5b6 5d5bcf a89ec1 9d3d5b
7b6046 b4eb7c 7aad49 04e5f2 126a81 c122f7
c7921c e2e032 94b89d 04e5f4 7b52e7 a11b76
af0901 df6e3c f8d29b 04e6ea 626b6f 4b89f4
f5b728 c2e8c4 04e6f6 a044e5 a41741 c76a7f
e3c2bb b28767 596914 04e742 6731e7 f644b8
96b588 189f0c 04e807 a63fc9 ee9dd0 bb0f62
a44c37 fdce11 ae9c2e 0ca0a1 04eaed 7250b0
fc9d39 1f6b0a 04ebb1 c568f0 9f21a0 ed0269
cc9387 fe5318 d3e388 04ebf1 9151c4 ab0440
dca12c 04eeb9 07a4d3 c7d6fd 5035f3 d61764
875423 b9cca1 33c012 04f0fe 6b18fa eb24af
04f14e a4b9b3 0e66a2 ee7cef ac3148 fb0002
776609 68af2e 04f2b4 2d4ef1 f57de1 b03b77
e6e18b 319f13 04f2e7 8941f0 c293fb a06090
aef26c 35b907 04f2f5 cf84fd b808e7 aa1a36
04f36a 779a96 d1d9e5 c497eb a437a2 ea0a30
eb581d 897972 04f515 628ecc 1459c8 cabcdb
6b5532 1bb118 04f55b 8240f8 d1bcdc b71076
974f42 f49104 04f5b1 21ae93 4848d2 b18bfa
a0a871 04f60b 284bff a13d89 ebabc9 de0809
a74e46 b4a012 04f698 4996a7 6d3aec eed0f5
836a4f aea56b a1e51a 04f6e6 10628e 379fe9
c62f0e 04f899 2ba577 7c6dc2 f194d8 804b65
a0978f aeda1e 2f862f 04f8bc 9f25bc ee9ef0
c22c27 b0cd47 3fb180 04f8fb 6f43ec d580fa
828061 04f91a 5472ed bea8f5 a22b86 e8afbc
9c7c65 f76c07 04fbbc 278699 8435e5 f7a1fd
e0521c afa58c 04fc5f 79a1ca 254ff9 735e73
a24a3e d1c452 8aab96 04fdf7 21a6f8 761af1
b1e805 23ba50 04fdfc 7700ee a564d1 a4323d
bb4e45 87b61c 04fe9b 906bea daa9f1 956e8b
ea4512 e0c338 08ad8b 04fef7 27696a 9f9ae4
6d8812 8dc07d 04ff06 1c5df5 f272d1 cb1375
e4340e 89be89 04ff51 7600ed eabdfe a853a1
b22517 9e918d 7fca43 04ffcf 3b4dea ea7bd6
b1b32f 04ffe1 65b2c1 685bf9 9d0785 b0737e
b65346 c6d143 47be9b 04fff4 9488ca 9610cc
e3dcdb c36543 1bf565 054afd 606394 de93ce
e71101 ddd6d1 41e31e 054fe4 97a3bc 5a6273
d21915 57bc76 c0e8ce 0551e5 645f82 b583db
ae4532 c89c48 5df9ae 2e9f8e 0554e8 d4cdf5
bd6361 48ef2d 429fff 0555dc 68688e f3aeb4
8b5709 c4c031 8df5da 5b99b3 0555f2 e21e7b
fead1d 4fba96 51faff 0555f9 8d78b2 ba3358
6a5b06 2fb51b 16f487 0558f2 e18fb8 b14b76
e9c918 3a782c 49ffb6 0559f6 cab6f7 fc3ba0
9cf01d 055cf4 d39ae8 964e87 ea737b a81a22
d5650f 0ce953 055eea 8a5d7f d79cc2 a91731
418802 a5e58f 35bbdf 055ff5 9b097d 8e7c88
bc340f a0e97e 50b290 5c676e 0560be f3a9f5
8a4113 f77d2e d0daa2 24e1f6 0560ff 7e74a1
b93333 c2aa49 579b85 93dce0 0564b9 704f65
b97d70 a3d840 1bf6e1 56abb6 0566f1 af051e
dd8469 b8ec06 2ceed0 056897 5b99d5 962f3e
c1630a f69f23 5d594e 0af7d1 0568b5 a79bbd
877542 d3e71e 27e29c 0568fe d08cc7 af1094
976813 d4b213 a3c6b4 056955 28dcf6 e910f9
a2998d c6e725 617630 056962 75baf4 b53cb8
a87936 79ee5d 056b78 71a0b3 733ce2 f4cdce
649f17 4aff45 056c3f c2a4f3 a205aa ff3ba5
d1bf5c 056d1d 9be3d0 13adec a10896 ed226e
c6915e 9ce607 056d22 8696b9 9b33e4 f8cee5
53f721 58a466 056d45 9f12b0 ec43ff ecb0c8
c5b142 707e08 056d51 1ef7c1 3ca7ba 9635ce
f8b57c 6b9e99 a9ddea 056dcf a02150 fb1442
14c86d 056dd0 685969 c08ab5 e0ced4 d20021
c5a04c bcef03 056e4e 15f3c3 9c9ab6 954395
686c16 0ced02 c8e5d1 0570e3 b095ad 9b2366
b9a66f 696905 bae705 8cb6e8 0570f6 c04f8a
10c910 057122 b1e6eb b9a6f5 d40092 d3818a
cf9b56 057201 88f3db 73a3f0 850ffb a34798
febc88 8f8772 057204 37f7f6 0facfe b82c93
77f95a 057206 bd84ff b00ad6 fab9f4 ea4377
c8e217 729725 54d2ba 057267 9218a9 f44aff
9c992d c5ef10 7de4b2 057341 f48dfa f31392
a8ef72 47b142 057508 ad10f7 c39bcb 9a2761
64690c c6eb4f 78a546 4ed8f8 0575ef d73284
bea51d 05773a 33f59d 8c97fd dcd9f9 d91895
d18c7a 98d80c 057a01 26b8fe b50fe1 ddcccf
d04d45 edaa55 07f8cf 057af5 98a6ce 754c78
56690c a0f908 4cc066 057b6e c8b8cd d42fc1
826e08 e5e60d 85b458 057b76 41d2ce 8764e4
8cfd21 057c34 4bbc7e 787b82 c001be dca6ce
dfdba1 68b023 057d11 61daf6 2791ff 796694
057e03 68d76f 8575fe ac9bc8 912d92 f2cdd7
c5e4bb 30e01b 05800a 7242d8 e667e2 f90a83
dfd60b 05803f 2fbf7e 3ffdd6 6c25ed 976bc8
a6d885 05822e 4eb8f4 6c15fe d60b9b c98492
6c850e 91ca1f 3dffb8 058371 990fdb ff94d3
e3df7a 8ca91d 058375 94b4fb a84ac5 bd0936
f0d4cf ba350c 5ff74b 058568 832cc5 b795b8
72c529 058637 1eebfc 5e575e c937b1 f491af
9d2723 37cb09 0586f6 c3b4e6 844b71 f16a94
05882d 30d673 d2d6f0 a100f2 d07fe6 c3418a
98b191 06fc2f 058886 8b31be fb48fe f00f1d
878120 afeb10 54cdcf 0588a8 8201d4 b20f5a
66e359 05893b 545d5d d3dbe6 9c2cc0 c97dd2
824a41 e1ddb9 949a1c 058996 45c4ec 7532f4
fabb41 058b2f 22fbd9 919fa4 a84cc9 a4016c
f4cdb7 4ece17 167d11 058cff bbb7df f8068c
a90603 fdbd9c e77715 058f74 7cd6e3 a36ded
aa350e 12d540 05908b a8a3fb 9636fc edcacd
c81807 f1a443 8f917b 65d7dd 0590ff 9d2593
97f559 0592a2 741fdc 9f2861 dfbcc8 ee4353
e4c8c8 866f36 26f10b 0593e3 7e1cd9 af3b77
e3d038 059417 6cded1 fa0de5 9b038b 7d5f67
ddd599 7ebc03 059554 0ec6eb 7d54b8 834765
915e4f aba264 18f713 05979b b4b0f7 603ae9
b8c65d 36fccc 059896 8a12b5 ed65f8 c1035c
d6ce2d a5cdb2 05993b 1becff f815c6 924164
b9770f 87ec49 0599f9 5747f6 ccc1cc a12853
d48916 e3df0d 3ae8b8 059ba6 7309fb b12a4a
6bfca0 059e4b ced1e7 734eca d67ef6 734e64
d08065 4e7102 0af43e 059ea7 ab11d7 e7cfea
f4ca1f 059f47 48ddb7 9e9ce2 7b32fc d5058e
ff986a 8d7f0a 3c6b4a 05a1a0 13e2e3 b20fdb
f4d338 7f911d 55e4b8 05a1cf 2855d8 9b4565
b03208 6ce824 6f916d 05a6cf 1c65ac f2c0c2
a90300 d8bbb2 c1f147 05a9e8 981dc2 ff395a
f97a0a bec499 78e9ff 05aacc 7c497c d31c44
fccb29 2c7107 05ab5b 44e4cd 73419f d36bcf
e5dcbf 566716 9de522 05ac17 8807fd fb49d3
dbe723 05ad1f 28704b 52eccb 8b24fa eb72ec
b0be67 69ebe9 05adba 0849f3 74588b df0a4a
f2d566 127220 05af74 a9c4e5 8d3dfd c6328c
bbc6b4 507b43 30f611 05b40e bd17f5 fc79e2
306b1c 05b41d 55f6ac bbc4e5 965ceb e65089
afc85f 3a710c 05b598 9ee0f2 ef3dd0 685762
cb3219 cbac1a 05b695 1cfbf7 5d3cfb a65aa3
b21911 e0d7d5 9ae919 05b6f8 7c6891 ff586a
f49161 416615 18fdef 05b7d3 665efb e20e74
b6c358 4f905b 91efca 05b9ed 5e34f7 ac167b
9f8f82 7d5512 d1e585 05ba0a 90e5f3 c629e1
825a49 05bb5b 5c31fd 977df8 ddd6dd db2b98
6c794c 05bd29 07fccd b9bff6 7f2cfa b07b9e
eca905 05bd8a b0d8f5 8808c2 aa73ae d70b2d
ad1105 f0d7c4 a6ea33 05c0dc 7461dd db5973
648c22 90f851 05c1fa 127bc8 b51b74 e1a7ac
b07670 a52f09 05c20a 71fc99 7372cb cbb0ec
cfbfab c8862b 6a6b49 86f80e 05c4fd c50da3
8f6141 efa20d abe4d1 05c5e6 8053fe da308f
a1ca14 2a7b51 05c789 937cbc 7b02f5 e8c1e2
946e51 ead2ad 05c831 a5ecf9 959b9d 1b7098
bbe90b 05ce8c 7c4b8e f93ff2 efbbed b61d4e
4b7f2e cee2c8 05cf5e 9c5aea e1aee1 a43b7a
c94929 cee555 7d9083 05d0e3 6713fc 914aa3
c3ef16 0a8341 05d1a7 7939e6 c87ed8 a20a74
05d248 2c8d50 c2cfc8 f336f4 a21397 a58b9d
6c6a14 c9e5c3 05d254 8016e5 f496e9 dd4683
b6e836 3d7d2d 05d2af 7412f3 a475cd 9c3b78
aa5837 afef0c 05d380 603ed2 937adf f6bafb
f8baaa a0a827 d0ea0b 05d3e4 5d78bf 9f1e3b
ea3816 e2cd05 05d58e 3f6a6c a7ace3 a53ac8
be1d08 aad853 1b9669 05d5e8 977af6 8b04df
e79f52 5c5d10 15756a 9dabac 05d5fc b752bc
c5c9bc 05d837 2f834a 8820ef f999fe 9e6997
abf636 367a23 05d891 e1cbee ca1ae3 70515d
53851a c1e7ae 05d91f 605764 ad10bf b29bb0
