# colors_mcd18.0_mld2_nc8_cvd100.0_minj40_maxj90_ns10000
# Python 3.6.6 |Anaconda custom (64-bit)| (default, Jun 28 2018, 17:14:51) [GCC 7.2.0]
# NumPy 1.15.1, Numba 0.40.0, Joblib 0.12.3
e69f97 af3108 a7ae0d 447c62 a0edfd 004ffa 9593e5 f81ca2
d5e94f 01f6c4 97b7df 9805fb b545a8 63565c b20822 f26f7a
fc3a10 93aa79 01f771 547b6a 11abde b20fa4 e5dae2 b3061c
7a8f00 01f779 77b195 cddded 4d597e 8908e2 e066bc 994d56
635e5d d5e74f 21943a 01f8c2 a8bfdb 4144e7 bc68ff ca539d
9f2f11 7b9504 a1c951 15bb94 01f8c6 ca0dce e686e4 8a5d75
fbda44 528b1a 01f9c6 34a1e1 b0d0ea 7142ba a4586d e87d84
df5545 e6c03c 01f9c7 307e92 97b4db 6d3bc5 a574f9 934351
01fa39 12772c 24b454 7b7f7e b491f4 7a25e2 9b519e eeb5c0
a93a04 fddb20 5fb44c 01faac 407d7a b7d5e2 9e6dd6 802ea9
ed7303 d6e1c8 01fc4d 84b2b5 6655a5 aa7af4 a56778 bd202e
794d27 c78400 a8e203 5bb192 01fcc3 36706e bc06e7 dba7e1
d2dc32 39bc63 237e4f 01fcd3 93969f d123df 77457b f7a2fa
df8f4c edd401 27b8a2 01fce5 c8a0fa 9c42bd cb4762 a90204
b79e9b d7400e 88cb02 01fd99 0cb2d4 dfdcea b412c2 8e6982
eba619 42670e 01fdc6 0fa7a0 accae5 8d6af0 9c2a81 ed3975
e1ca25 787d6b 4bc583 01fde0 3d6978 9135e8 b57edb d50020
dc6b2a c2d118 4e6958 01fea5 77b5d4 9926d1 b08f92 a80609
d22e1f dfa907 7f8f7d 01feaa bcd2e5 6c96f3 731afe 884898
a22d1b ed6d2e a6c19e 01ff0c 6d5efb 6b5990 efb9f6 9b7b8e
a12102 8bd641 01ffb7 299a90 a81ebc f44df6 efc0e5 e81352
8a7631 7bb81c 78fb27 4b97de 024df4 c7c5de c60484 eb6f8e
c5a420 e3e615 4c6306 2c8e61 abe1de 21c4fc 024fff c60a8f
a33a05 86a52a 69fe44 28a58e 546a83 0253dd e3c7f4 db72e9
c01b01 35b86e 1cf788 456d5b 0254e7 987dfa daaded cf5896
9f8e8a d7e0c1 378907 24dd21 0256d4 febbf6 e172d1 9d4b82
766d39 9a9b84 11ce34 c3cfcc 5d7d95 0257e8 dd98f7 8f335d
a1b187 8cf212 41c4fb 0257fd 8170ae a30654 f5d2dc ea1120
b0925f 835b02 a8e06f 25f8d2 42b3b4 0259d2 9b81ec bf2e65
f8b9b0 505f3c 1ed823 029b3c 025cfb bec3e3 a40190 c760ad
cd7e03 7b4e04 aed4ac 1ffd51 025edf a494cc ecd1f5 bc3263
dc8280 da100a d4c629 73f3c7 0260c9 c7ccfa 9994bd 5e595b
e9ccab 958a2e c0ed08 3dd3f9 0260d1 798fff ff50a2 b32256
f8b9ab e23f1a 89df26 0262ce 569df9 e2d5fc a47f99 913961
f0c9b1 44e222 688683 0262e6 a5a6f9 dbdbf6 694e7b c61544
bc665f b62001 b7a008 15fa8e a1c0b7 479eb3 0263a2 e8d3ff
d51f12 f3d696 9db517 49ede0 0264b2 86a1e1 eb8f9e 8d5458
e0840d d1e133 41cab2 0266df c8e0fe a28ac1 9c256b e42a59
ad6343 f56f00 cbd079 29f6dd 0267e3 8398bd 725183 cd9496
84561f 8f8678 59ad1c 96e169 02686b bc03fd fb5dcd fdc8d4
7e6b0e e1de0e 9ea820 5ba183 026a4f 23ebc8 f33aec a02296
f4d7af 4eda2c 0f9e6e 026b5a b3add8 7c1af6 aa569d c80212
c8976c dbd6c9 98e931 08d0f5 8295a3 026bfb 565e6f b81435
f88d8c b4c60b 99d9cf 0eb0f2 026cec 937e99 7b4371 ac3b44
fdbf44 afb488 53fcde 026d70 82b2ba 8114cb da46da f01f33
efca3c 849026 026e40 40fabf b3cbde 52a5f1 8330f9 e60784
b1652a b1a187 c8de81 026e81 4fc4f9 7e7bf4 7c0ce8 ffc9d7
dabd2e 968c07 28efa8 027152 1da1ff 99abc2 8e17f8 c42896
ade56c 67b424 027154 58ddfe 9f86d2 892ffd a72490 eda3ab
a3692c e1caac a09583 91fd2f 18aeff 0273c3 a9b8c7 a71d5a
fbcf0f ada269 02744b 9bd3c2 7f9796 6d14ff f375f8 c03cb8
d1c72d 027506 5eb17a 42f1c3 8049f1 97639e f684ea 913259
dfd4ab 9cb44d a5f531 1fccca 02757d 847bda 7b23d9 c84547
986205 cab515 0bffa3 48b08e 027580 c5c7f9 f512ed a51a4d
9b9490 a7e093 37c321 027636 7a5e8e c227fb f2d1f3 e986e5
915d57 e4b794 98a109 abe20a 649498 16c2ef 366182 0276fc
e98c06 d9ea02 9bc691 027723 4ce8e0 5386ff 7c00f5 e60a97
e98151 b1eb33 02776f 47b9f7 980dbd b88ea7 f1d5d8 c71a2a
af2212 63af46 2ef41c b4cabe 0277b3 f6bdff 928990 6f4f5c
a1ef15 69a309 027840 a68bbf 992af6 e6bcf6 a70d78 f68f9d
725f2c 88931a 48fa22 027871 4da3d8 960ca5 f72b9e edbbce
edcdb4 90a65e 32e81b 027b03 17a5b8 ccdef7 795bce c24c77
85ad15 16fe64 027d2d 05ad79 682de3 9f67d3 cd9ec6 c11c7c
e9d1c5 0eb90d 1ff85a 028240 a4aee7 7129da a6296e c77599
be967f 028320 0bf063 0da4f4 cfcdf9 9a0ad0 e536a0 9b265e
e9dbb9 abdf3f 028422 25f1f3 868fba 7b44d8 a6146f ec6377
913c16 ac7802 bec352 028462 10fec1 a5a1f7 7d479e f45aa6
7c4b36 c85913 a4b09f 58f576 02847c 6e35ee e7d2f2 cd79e5
54e477 7daa8a 028646 34a1fc 9719e9 a283a5 923c79 f1c1dd
65c01e 028818 94efd2 9b76eb 8319d8 ffa3fd 98458a fe5991
c31b0a 6fad52 4ce717 028866 6f11fa d738b0 e0d8db cc91a6
f4d5b6 4d620d 889566 08ed2e 0288b5 bcbaee 8703e2 91556c
796c21 acae71 d0eb4f 59e8ce 028b79 b4bcff 7410fe e02bc0
a62f18 f37a23 f0e030 65685d 24d290 028ba3 bac3dd 943bfb
93b57e 72f42d 028c46 ad83e9 7601fc 8652a1 bb7798 f6a6cb
f8b2ad 9d8582 f65d19 19fb07 028dba b3b9db 7235e3 b92933
d5680b dde75a 6ba283 46d2ce 028dfe 5740d8 957297 b30f12
805452 d71205 ca9a57 feda40 a5e3b2 028f8a 2dc6f0 b842f6
72524e e4c85e 029020 bee7ea 7151f9 a51495 e57bd7 ea3e84
ab0f01 bc8204 d9e590 8bb380 029083 18cdd3 7137f8 bc6eff
a4a21e c6e121 87dfa2 02947a 535a70 b624d0 ff73e3 b00337
9c6c0e 7ace04 17fcbc 02956e 716b8c d8b4ff 8c02c7 ed30f7
835046 d2853f efca32 8bbe9f 12fef6 0295e2 6543fe ba188b
dc9f8f 6d604f d1e33b 02961e 36dcec 6731ef af78f1 b14996
a95012 ead7c6 a4e15a 45715f 3ad9eb 0297ea 0e4ff4 fb329a
a3ad5f 0a8123 7dfba6 0297f9 7a7698 9309e3 eb9ac5 9c1f5d
e9cf5a 9db486 029911 b7e5e4 3fccf7 712cff 9b6181 a90944
c77d25 c3c3be 9df189 029986 0cd1f0 476378 8b3fdf 992d30
814f08 19e776 029a5e 9379f6 9015d6 bb9cb3 c01f83 fecdd9
854832 c8722e 75da64 029a82 5a43f4 886aae db8ff9 d4cfd4
a0b22e bcef93 1d6f10 029a98 2cd4d2 8855b8 c67bff e2206b
be553e ed8973 cbddc4 3cf703 029bdf 8f9ea8 3d61a5 6c6b76
af3622 fb6402 ead621 60dc92 029c8e 26686f 7142d3 d982f8
b9a192 c7e793 607362 029d1d 15e1f1 0e53f5 908eea 892e8d
bfb17f 9eeb2a 4c6a40 029e24 33dee3 205df6 991c81 f53e99
8b9604 cccec9 83e30e 3a701f 029e92 675188 f19dfa ea2df7
c71f13 c0d63d 3e8266 90cbb5 11fafd 029ef7 8429ee 754c73
745d07 a4b316 029f5d 3aefab 645cc1 9b8dfc fabef6 a1106a
ec4c3b ab1f0d 7ee330 029ffa 5253dc e6d0f9 ac5e8a ff95b2
c8a91c cad3b7 306d1e 02a09e 11d7e9 925fdc a13668 ea2d5a
f62d18 cfd25e 42f8f5 02a0c8 781afd 7f3b95 bb4e68 dc99a3
ea680c 7c6a4c 98a58d 1df053 02a1bc 8236e9 e0c9e4 932978
ca5525 f1c542 02a27e 76eed7 1248f8 cfb5fd a480c7 8d428d
b1150c f2a45d 83dcd0 02a2a7 b6a7fe 6e56d4 6d4e78 d0595d
bd9e14 b4bea4 7cf905 0d6c3d 02a2e7 8a2ef1 fbcef5 b6598a
606047 c8e477 02a31f 95a69c 45d9dd 4f41db cb6aeb 98417f
913e1b a5c607 02a446 17eeab a025f1 e370db fec3f8 e30791
dfc88f 98b10b 508a2f 02a6f8 d0d6fd 3146f5 f435b2 a42967
c7be9f 4a6807 0ef935 02a7a7 c6e0eb 666bc9 ae306c f8124f
8f451d d9e215 02a82a a5bfb3 23e2fd b67cf6 9325d2 e62a95
edbe1a 878a00 6fe7b1 12776e 02abaa d4d3f8 ae07e2 a60536
9b3526 e4d00f 97d8aa 02ad4f 03fdfa 67788e 7d40c0 e67af9
e9aa8e a38c2a a1f62c 1cf2f5 02b0e1 5562a9 a40d4e ce5e7f
b20e04 d9c814 8e9928 327e5f 02b298 3debe3 9f27bd da73e1
a7aa32 dce38e 217636 90e1da 02b3bf 2443f9 775ba5 cf5f7e
8bf651 047f0d 02b516 95aa9f 6c04ff e3c3f3 d437cf 926782
b8582a fb8a33 dadda0 02b5a0 63e8eb 3a7799 c97ffe 8c08e3
e1d0b1 838f67 81e425 02b7b5 c76cfb 962dcd 9e1c59 ea050a
a28809 cdbe23 316834 a3e2cc 788686 02b7ea 9102f1 a13f99
c8b431 586e23 42fec2 02b895 adc4fc 765de1 9b74a1 9f1266
f4bd0c 599029 6bf8a5 02bd94 cfc9f3 9c72c6 891fb5 bc226e
d5aba3 615b0d 87a010 a9ea74 4afcef 02bde6 6f6cfa c35f92
c8c7b2 93f70d 02bf0d 245ce4 ffafea cb6bb0 705066 c12935
e33c25 e0d022 b3c8b1 418388 02c1d9 9a73ff 7543c2 a11945
a4571e d0e22d 02c279 9df2d8 317667 aab3dc 720ff5 8f71ad
675e1f c5d5ac 80fb08 02c41b 4a6ed7 ea87d4 ab0a83 ea1c68
39ff5c 02c429 188667 a289f9 785ca6 ead6f4 eb89b0 aa0f15
dcd00a 989a18 3c6a08 9ff3ab 02c9b2 b8b2fe be52ed c5146a
89472c c3ad2d b6d6b4 02c9fb 8e9ba9 666685 c740f7 e1586d
fed1ce f0867c 546005 a6f113 02cee5 258eca 7f1ee6 c9476c
8cae1d 347c0b 9df676 02cfc8 c26ffe 9424bd c0226d ee7c90
02d421 bdd6cf 5f938e 5c24ff 705995 c358f8 f794ee e90052
9c6c64 9e2d10 d4e2d1 02da40 8a97a4 1961d4 ef74f9 f7c2fb
ecdab9 02dc23 24988e c2c4f7 c35bfb 99249c 68535c c62329
c6601c 02e047 8ea59d 367c8c 8a14ff e585f6 efd2e7 a40747
6f9a39 02e229 27754c a6aef5 6a2de3 a165e4 aa5e8c fdadbc
ec3421 a1877e c9ee0f 02e398 2f65d8 6b6c7e f284d7 a61138
c29902 e1d467 567405 98cbac 02e3f2 104ef5 938bb1 c23b6d
c5e84b 02e5c2 698c8d 2f6376 925ed0 e690f5 b00340 f9253e
ccb187 757d17 a2f701 326d67 02e5f4 8a94ff 9b03f7 eb1fa9
fa2113 d8948b b8e960 02e8ee 477177 60a2ed 9322ab 9f2039
d4c01b 8a983a 02e999 648ca1 c4dbe8 c1a0fd 9600d3 a72125
805146 e8861d a28b70 e5d97c 02e9e2 45aab8 2747ee 75619f
aa8150 6d5f00 d7ca16 c2dcc1 02e9ff 709fbc 844df4 b42c72
f6d4af 76910a 95cb10 02eaee 7e3add b46cd3 ca2362 e9789a
76614a d78f3d e1e53e 77b89b 02ebe2 1b8488 ac83eb 873ceb
a97c0c 7bad86 02ec3c 1f7f5e cacede 797392 b66bfc 7c26c3
e5d8cf a0a374 199405 02ef53 a0b8d1 6744d2 c76eed 776466
d3a711 297543 02ef98 80a9a0 c4d9f9 b296e2 904de2 b81f83
9a2f21 e09450 d4ea46 02efbc 3fafb4 bfdaff 6d5ae8 8a5578
9f391c e35b17 cbd4b7 02f140 4da593 691af9 8e46a3 cf7dd3
02f227 aabaf0 a126fd 921d8d b6649b b61043 d8bbbe ff3c44
ae2f07 e4ad54 928b6e 3c625b 02f2c7 cec1f5 7824e8 db55c4
fdd633 b6b276 3e7206 02f4cb b5cafc 6d26e2 cd5bbb c5066f
9c988f bdeb65 68b712 256a3d 02f4cc 8132fa faa4f6 d05db8
b1493e f66a1d 02f572 2254ca 7289de 616679 b9beff cab6bf
e5cfb3 39b834 02f602 697172 b8bcfa 373ef8 af5db4 b81f38
c75621 88ae87 02f71d c8e0de 4447df 9276c5 e7a7f6 915972
f99860 937903 3f675f 02f7d9 1997f9 a9c4fd 8d02f4 e91caa
db4728 02f908 97bea9 406a70 3077fe a285b2 faa8fb 992b3a
954b47 da8c2d bbf31a 5bab8a 02f99f 1676e0 696787 ceb0e2
5d5c46 a5d863 679537 02f9de 2eabff 3a70df ae008a cf9195
eba491 837f76 ccd90f 146d13 02f9e4 80a9e0 c005ea aa0777
8e7e78 4d6612 92dc11 689b11 02fac7 a614e0 fd4fd3 b4007e
a4d76b 46c09c 02fae0 3c5cb0 bb81c5 a05770 a3162a fb2934
f24e12 e4a88b a1e013 02faec 09b3e0 ab12a9 8d7c83 b80023
ccdd04 21b13c 266f45 02fafa ae9dd4 cd3bf8 cc158e dfa4ad
dd7935 a84c01 b9da15 599f8a 02fbc9 6c43e3 806ca1 d4a1fd
cbc8a7 717457 93d70a 619d0b 02fbff 0fbec7 0b6bd9 922873
d6935c f2d3b5 02fc05 6ba0fe b1bdd6 9831d7 e14094 9a2f36
739101 a1df26 3bbb89 22725a 02fcc9 6c1eee 8c669a cfa3d4
7e7e74 b8e247 3d6d03 5dbb6c 02fcd0 a411fd cca4e3 be3ca1
eca006 886e20 ace1b2 306556 02fcfb 73a1f2 2d4bfa e41984
a21d14 73950f 02fd79 b0d2c7 2360dc fc8bfc a680a5 735659
ca7104 d9c14b 15c0a2 02fddf abb7e9 464ffc 8f79bd cd0563
937800 d2ca24 57604d 8fc9b4 309d9c 02fdfb f50df3 a800a1
814540 c0d13b 04920c 8acbab 02fdfc 7055d9 a288de ea027f
74522a a98628 9fe22f 33bc88 02febc 0f78fe b3a4c0 c22c77
656833 a2af72 cce5cf 02ff5e bd27ec 9f0274 f493d7 e33a94
9c5122 e59a0d afa58c 02ff8c 416466 7ea0da c8d1f4 984ddf
fd4d08 ae9579 5e594f dad73d 02ffed 70b3d6 a31ef6 a61085
bdc229 68a173 7bf5ab 034af3 7f5492 c77ad0 9b3b55 e10a17
a27d7d d0342b a6b70c adee8e 034cfe 897dff a22c93 f592d3
765947 d6cc5e 179704 7ee6d9 0350ed ac9dda b02486 f55a87
d17034 9c4400 f0b012 3f7564 1cfae4 3da4ef 0351ef b29ca0
ce7408 f4b234 5b6842 81cda2 0b9e8c 0351f1 d6d1f7 c580e1
fe932f d6e0b0 8fa9a6 a9e0e6 4eb6f6 0352f6 8d5a81 f33055
eb1f15 c5cd8c 86eaf6 10aeff 0352f7 724689 eb59b6 9f475d
ff5515 f5ba73 8a8d71 bed4d2 1bb3f3 0357eb be5898 a1193a
fa9583 8d8509 dedc16 87e2da 37a0e7 6f8092 0357f4 954f55
f9c70d 5b700e 77a35d cfe2cf 69daef 1c98b4 0358cc 9c375f
fcd09e 837151 70c31d 0359fa cccbd8 9a999d e86cde b32579
cae447 66aa2e 6fd9bc 035af7 636a9c d7a6ec 8f8890 9e2935
c12923 f8731b 7df672 465f87 035afd 698ff2 baaec4 ae6c79
e13203 93cb1f 18f8a8 2dbb8d 035bf7 635878 bfa0cb a45456
bcba9d 89897a 88f25c 06bb1d 035cff a294fa 97518a a7123a
87740c bce329 57bd72 73fbad 035dd2 9886db e3aac5 ad3e64
8e9000 9ec185 3ff52a 0361fe fd8df7 ff42aa efd4e0 b44e5c
e1d8c7 637721 8ec44b 0caa99 4ee1ff 0363a5 b57cf0 855163
c28252 c0e115 5affb8 179ece 5f7581 0364bd a89fa2 aa0406
a46645 f3d134 42bf89 9ef1d4 036770 cebeeb 8406f0 f61bc2
9c7e76 e4e313 83a324 6fd9c2 036772 ed06e0 fe8ff7 ad252f
975125 e8c09c 98fa0a 3bc00a 0368b3 adaaef 8f828c 65565b
94af48 5e781f abf736 58d8cf 0368de 8894f3 9c0086 ed2a86
a95021 b69e64 55ea0b 036a60 90a0a2 189af0 cad7fb 7f469f
89460c a1810a aec303 446a5d 11ad79 a4cde9 036cda 8789ad
808a5d 9bd353 036d0b 0bf4cb 7528fa c087fc af4280 dd77a6
bfa041 dee322 036d22 3aad9a 86e6de bab0ff d903d5 725763
f7d4c3 6ef917 9da59d 38a341 036e1c 993eff cd7cce a91395
d57e35 cfe90a 44d9a3 036efb 91839b f4acfc 983499 a72224
92991d bde338 036f1c 75f6d1 7ab6ad 9b05c0 f780f3 d60c78
efd94d 8ea646 036f42 18e5b3 a9b7f9 870dfd b164f3 d72f95
eb5623 745443 6da789 23e585 036fde af94be f8c5fa b01d80
bebca7 7c8f5f 03700e 1ee745 c2e0ed 9248c2 dc7fe7 b2256e
c09c7a e9dbc8 1eeb34 03703e c6d9fe 812bfa 7f7786 f14cdf
9f8145 e3c548 77eab2 0370f6 7996cb 695c90 e2d8fb 8b4246
a1b58d 1af009 037102 23a823 7541d2 9966a3 f98cea f2d5de
97a01c bfda05 037113 19fbaf 7eb8c6 9a31cd ae1268 e65089
983401 6bfb64 4cb264 037254 b29be3 892deb f41f9a eeabbf
a6ac4a c0ec67 037541 52a9f3 8454f3 bb0e8e cb719b ffbac0
f0dba1 9e8204 98cd16 037545 54d9d5 967ded 8227c6 e75c8e
b4a594 f6d7a1 3cdb0b 037604 bcc7f2 9488e9 9a26e1 97295f
ceaa51 e2e71d 98a195 037610 a8dcd1 12a9c1 736479 be08f9
d3dc43 8ab25e 037811 3afae2 9c08fc 9e007f ec37b6 9c6b71
da0d03 b1af47 b7f422 3ab598 037a74 41f4ef a773ed 7f2fe8
b29d02 dbd939 90ca8f 037b3a 47f7eb 6d6a80 8f0bae fb07e5
51b90b 037e0a 3bf77c b1ace9 a56df2 8d1bd4 992176 d0737f
e0afa4 80e924 63af2e 037e2b 0795fc 746d88 e0d9f3 632af9
f79885 b8e914 037e43 09fede 739cf1 851afa 893391 a2849f
df967c c2d01e 038003 8ee0f4 8896e3 9543e3 99909c 8d4c69
f0bfad 6dfd13 0dc136 03806a bcaee3 831ccc f45ba0 b7182c
7f4f0f 74a029 a1e777 2ab895 038165 695c87 ac21f6 d994d3
e07225 bcab8e b2de05 52f4d7 038171 8383f1 7a4c9f a9052f
b6b22a 738e5f 63f5dc 2eb5b2 038183 cd56f9 9325bb a51416
b2ab8d 6f6b23 6da50d 92e116 03836f 3bf7f5 7620da df6db6
e2c787 6b5719 848c2c 03867b 0feffe 89afb2 6b4db0 c475ea
c42a23 f47802 c4ac83 caea66 038a73 71d9e9 715281 d400e9
b7a781 e5ddc7 4ef04c 038d28 7a8385 9834e5 961b7f f885cc
f24444 bcf313 5def9b 038d8b dcbbea c870e2 a700ca a42442
a41c0c f4b03a 82904c d0ddb0 81c4c5 038dd1 8115eb a0507d
bd856d d2c35f 06fecd 8bc1c9 038dfc d828ac aa0016 785559
e8bea4 86f809 55bf17 038e0c b59ff5 8242f6 8a3b7e e5568d
c08b7a 038e15 09e34f 959af9 9b09e1 f2c8e7 fa2ba9 ab1e59
788476 89be89 038f08 03fd15 ddbbfc a118eb a2117f fa34b7
d2a325 828574 1e7021 2fdb9a 0391f5 b9c9f0 6d1aed b30f8a
e1bfa9 97a41e 96fb35 03925a d3ccfe b257dc b11582 e776ab
fbc4b8 36cc10 039340 bcccfb 9f24fb ae037b e852bb b49294
a7d552 039446 5c6464 55cafb 6f13fe 8e4cb0 e36ca4 ffbcc0
5f7107 77b910 039474 84efdc d2aeff 7801ec bf4de0 a50c84
ff5d50 5d5d08 c7ee00 63f09b 0395e4 8128fa d5afcb bb298f
8d4e44 f5d203 9da11b afc8b8 039689 78f4fe 7a11f1 c865db
c41414 e39c11 93f3c9 03986a 9793b1 d3bdf8 da06f8 a1128b
dcbaa2 e06c0a 1ef410 1e6e93 0398e9 93b3c6 7b0af3 bb2631
933900 967d55 d0c7a9 abe748 21daeb 0398ff 454ff8 f759a4
9c5218 bd9d1c d9df14 31ffc9 039a7b 95abeb 707697 4642e7
cca300 527921 10ec9b 039a8e b5b5ff e5d9ed d441e9 8e2994
bc1c01 db7c3b f3c469 3e6357 18e3d1 039b91 b38fe1 9b289a
ce4605 b8e358 75f4fa 039cf5 796c8a 9b08db 90394a fa7881
cb6336 c9cc6c 90b7a7 41ecef 5b8789 039cfd 9705b5 a5043f
b6867f a5e611 039d01 5df5de 8f79f0 c1aefe 7e1cd5 8e4785
b74203 ecac73 c9e6d1 039d92 70d9ec 9a91fd 7d1dff 714b8f
a92b0f df750a fac01d 2ff4b1 039e9a c8b1ea 730ced a55cd5
835025 a59e91 e0d6ab 7dc82f 2a7b79 3cddf2 039ff0 882be3
c22808 d4c7ac 8dd712 03a088 106a6a 44f2f3 b3a1f9 cf06fc
c2b01f dbe1b6 588450 98a79e 03a1c7 93d6ee 6f44d0 786072
83681c a5a226 1ef868 c9e2dc 03a1fb 375aed a31988 df4e7e
cfbab8 a5de60 126a3a 03a25e 8915f0 c358fd fe81da c22e80
6d7b21 55ea5f 03a4ec 6625f5 e8d0ec d51194 d6828f 844f57
b06f39 fdd904 908f88 45ea9c 4f646d 03a4ed b3bcca 9826d2
d38a7a ef480a c9d704 1ff8e1 03a5f3 483ffe 9c338f a50e2a
e9e213 666d47 b2d8b0 03a616 4bd3db 5e45f3 87398a a18e91
e5deb7 4f6542 6afb37 03a64d 9ab7b8 970bdf f53bed c02186
e2cf24 496810 03a701 63fac3 9bb3e9 7e84a1 924ecf d91870
5b6106 b3f428 03a715 1de5ab 6262aa d8c5f1 cc7ef3 b74c6b
d2d26c 03a753 17fafc a9a4f4 7c42f7 8b659d a52258 ea98ab
b0804c d8d65c 0bffc4 03a7a4 adcbf0 b489fb ae21fc a90e51
c7f009 7bbc4d 236d12 68f0c9 03a7ff 7445fe a70b95 f1318d
ccbb99 c0ed32 689b02 546250 7de6e8 03abdb 4d4dfc dc3292
b0a961 2b7a1f 11febf 03abfa 9bb4c0 3841f8 7666a5 b86578
acf127 396900 03ad49 06eda1 8e21ee ae5cbb d4a1c9 aa1362
747247 dadcd3 739e01 6fe36e 03ad92 20697f c913e0 e791de
a22521 c8770b d5d747 03ae74 467768 8ed2e2 9281a7 9511d2
de2828 f48b0e 57fb8b 03ae81 5051fe 8c7eca eaa8f0 7b495d
e0a703 2b731b afeabe 03ae87 4239fc 9c91f7 825db0 c8b7dd
885e49 ecd28c 8db215 b0eae0 03aedb 484fe3 9e1073 f54796
e8564b f7b911 bee1c0 03b2a1 60f8ff c493f8 b240f4 ad0680
ae4117 f4773a 7d7a6c d3e3a1 03b2a8 37616f 88dcfa 864ff9
40f365 cae4d4 03b383 939fc1 633dfa 9c4797 a80149 fb0b2e
7cb302 daded2 238711 6ef368 03b3a1 69697a dc10e4 faa2f7
aa0f02 806c60 03b40f 71f2a9 cecbe3 8a13fd 98367e fa49ca
dab953 777a38 bbeac1 03b5a6 52e8f5 4350c1 b370ff 9a3661
c3b257 d2ed05 6f937a 75efe8 03b6ee 715a7a b603dd a81427
b7f054 447710 03b764 45f5bb a3acdc 7b5eb2 9b2865 a47f91
7b891c a2d00f 416542 9beaef 03b7de 7160f8 7c4f80 e66c8e
dbd3c6 735c04 03b923 15f44f 4e65de b581b0 9a1083 df0a67
ad780e b8c108 68f7a7 91b4a4 03b9d0 467ba4 790fee c70461
f6450d 7b523d e1df17 b2dade 03bbfb 835bc8 af0375 d6788f
7a6e0a cad580 03bc01 7aeed9 8472d2 f1a0fc 952b66 f6437f
ccc035 7b8e47 8cefd8 03bc9b c7c3fe 9514d5 e156ef a20b71
efd97b 457f0f 03bd14 b2ddd5 502dff a876e4 704c9b b16778
c7ad20 42670d 78fa96 03bdab 6355f5 ad9df2 8d4888 d25769
d13a0a f0a31e 77735d 06fdad 03be89 b2cbd8 2765bc 8293b1
267b0a 46fb35 03bf05 c8e4d9 9781ca 733faa ebb2fd e0476f
fe1100 7bad72 6dfe8e d0d8d5 058996 03c1fe 945ef4 a80e5a
884c2d d4d791 03c20c 6cf7f3 7501ed 7a6583 f808d7 d996b0
c8c9a2 60ff41 56a44e 03c2fe 735cd4 685b76 fc69b1 a31f3d
b04a29 03c605 13fbc4 7a67e4 c9bdf4 9f87b4 884b85 d97a87
fea708 dbd09b 8fa07b 03c7d2 295dbb 7f84ff 9a5173 e00028
f2db95 605d0f 03c810 bac4d4 7c8598 b975f6 a30ec8 d63b60
b98570 e6dbcf 94cf49 3a8113 03c9fb 4e3ef5 8676f5 d83596
d7c246 859a5f a6f1bb 186f43 03cbbf 7856ec be8eff a7649e
facebe 7f7a06 03cc0d 155cd2 8d8ce3 c5c0f6 b13b5e d87b93
c2c6a3 03cc24 0b9130 17fbef 8d919b 8f39fa f47afd 86457b
c44314 f7db05 03cc77 48655b 7a9090 d2caf3 bf79ec 875696
d1120d bf9d21 f7dc41 03cdc3 1a5fc8 767997 b480f9 9b4e54
845c26 dfd9c8 7a917f 03cf55 4c6360 a507f8 cb3ea1 f38dcb
dcc1a2 498013 03d007 cfd2f6 a684f9 9025e3 f02696 a0115a
c2cd31 767a4b aeebbc 03d2e1 4158dd 818be4 7c427b d487a3
e07959 f6cd40 03d4bf 1a53fe 5c557b bfa1fb 987a82 c9011a
d8ceb2 89b207 a7ee18 2c6834 03d5df 4393a8 a803dd c87576
ae8885 c02d10 fb603a a4e97c 03dadc 7b8ab2 4f52f5 605a6e
b35f29 f89113 a7d899 6e9d92 03daf7 6613fe a45bfe 7a5980
a6786b a23f0b c1b563 bff115 03dbde 47627b 7d13d4 e540dd
d8d7a5 83a36a 56724c 03de02 9146f5 e785e3 971d82 d95196
b03826 c18940 b8e723 76958b 03decd 1a84ba 7617ec 78576d
6e712e aaf726 03e083 404ae7 897ef7 a696b0 decfe6 b7087b
fadb0b 9a950c 51620c 03e0a7 427a77 d6ccf0 8f21bd ff3fed
ec4f39 a02410 99f252 babdba 03e0fc 4b99f9 6b45e2 7e6f7d
8a9849 4f663b c8e7c7 03e522 ab17e8 e576f0 fac1f1 d82185
b00804 03e57a 8eb3aa 605cf5 a789d7 e4bcfc ae4f83 ed3a4f
f3a698 60632e b2ea43 2aac41 03e5e1 a59bf6 a946ec c71679
a8403c f03d02 fed487 239780 03e5e4 780de3 7b5084 dc4fe1
864c4b 8c8a45 03e758 a9bab2 628185 4b45da e5b8f2 e65ae6
953606 8bb135 d0e4b3 03e7fd 09a5fe 783fbc a976a8 dd1a66
a85454 abe974 47b625 03e8d8 2855f9 7c709c b693f1 fa7f98
665c48 f6db78 64a822 03e9f9 9f29ec d069fd 9f327f fb719b
9d4a43 d2926a e9d14c 03eac1 8d9da4 38a0e1 316587 8742ff
ad8574 7a543e f0df6a 6cb602 03ebda 38a0fe 8044e6 cb368d
e87005 9ff247 5eb198 03ebec 5a65a0 c786f9 765964 c4292b
b7280a e36d01 03ec6e 259d7f d8caf6 6e27f6 a46ba9 853c6a
