# colors_mcd20.0_mld2_nc6_cvd100.0_minj40_maxj90_ns10000
# Python 3.6.6 |Anaconda custom (64-bit)| (default, Jun 28 2018, 17:14:51) [GCC 7.2.0]
# NumPy 1.15.1, Numba 0.40.0, Joblib 0.12.3
0047fa 4dd02c 844d8d c3311f cec8ef de7193
02f4cc 623be3 6c6177 ac9ac3 d87513 daea02
02f6c3 3d61a5 76817e 8ac23f a8640b d18ade
02f737 1f6959 647204 78ad80 d4b0e1 e300a1
02f795 4b3cfc 6a6094 a6b4c6 c770f9 eb2459
02f814 4c7477 8e0ebd ba091d c1bab3 e43ef7
02f830 3b7d48 605472 a0a2ab d06cf0 ebc7fd
02f854 178d0b 7eb681 9b35b0 b788dd e5d2e0
02f8ee 27b79d a68a01 aa061d ce1abc fcc301
02f9d4 10a8c6 166c11 8a8e85 9e357c dc9e35
02f9de 3ea7ff 83500a 851cf2 c09a6e f72a9d
02f9fb 0991bf 734e54 8607fb d41a0c f09191
02fbba 5072d6 7c9b18 a6244f baf426 cf9bd9
02fbf3 20968d 6d8913 8ac983 921ec5 cf5ce7
02fbfd 35a39e 9273f5 a93835 d08f13 e4d2a1
02fc96 8267c2 a5a6e3 ad1b59 cf6f4b e3d9ef
02fcf2 259670 82ce6f 8939b0 9d8fc9 b63a04
02fdfe 3d5f8e 50c81c 6d651f b2b2a0 d26aee
02ff33 7b40cb 9e5571 b0c4ba ed0e14 f5abfc
02ffe7 208e24 8927c0 8dca79 9e145e e162ae
0345ff 7c7ad1 a8e8f1 aa5a59 c6cb4f e98d9a
034ef4 83b4da 87547e 99958d c34a32 d6d88f
0358f3 6296fe bae3fa d74126 d8db24 df969f
0359d7 4d872e 765a63 86cd76 c574aa fec0ec
0359e0 24d9f6 a24d71 b3e11d d6a5aa e75d16
035abd 23f0b3 7197e5 9ba309 b2565e efcefd
035cfd 3ca34e 7a707c bde4c4 d3d000 fe6ad2
035dc6 62ebaf 669ca1 8f7a36 b48bff fdac0b
035ef7 39bdde 834d01 cee3d1 e6b45e f50b67
035fec 5b918c 5c5e4a 76cfd1 df832e e1e357
03638e 33deab 8a8fa6 8d5a5d eac2f9 f78201
03648f 6b8cf3 9a9485 a3d569 a45627 f6b6f1
0365f0 13f07c 538905 864162 9da8db c77883
0366d0 3fdbc3 947e3e a193d2 a8015c b4f431
036796 929e2c b51242 b8ded0 d888ce ecde18
03686e 629e60 72dbb7 9e26e5 cce837 f477f6
03695a 0aa562 80560a 89e2de b6c51d de25b2
036976 05fdce 6a9ad3 a407e5 d81b33 f1bc40
0369ae 73727a 77abfa 9b5731 cbc4ce e09a6f
0369bb 55bbfd 8c8295 8e584a bfe47a e55503
036a4b 47b3d2 7a980d 9525ad b1f34d ec9295
036a4d 05c940 667d07 7c17f8 dcd0b4 eb34b0
036d01 7cf4bf 7e8fbc 9219eb bb3975 cc901a
036e4a 23ab36 7327fe 826189 c2ee47 e6a9e5
036f30 45ae51 960bf8 99ea99 ba2a88 eb82cc
037149 3bb89c 7b942c b03ba8 ebdf31 f085f8
037175 2da3d8 77f409 8244e3 a9592a c59c6f
0371cd 929d3b 964670 97dbf7 fad537 fc7fab
0371d9 6ad307 758c97 7d474f d81412 e9cdc1
037276 11bf4b 8bf5ac ab4716 df17fe efa4eb
0373bd 53addc 71f683 a63c46 bbc4c4 ed6933
03745e 3af9c3 607703 79b92b d918bd eeb5f9
037545 98b1f8 9946fb a84389 b5a6ac f9a145
0377f7 2efca4 9d7c82 acc3cc c2242c fe8404
03793d 0992f3 7bf87d 7faa48 b4328e f6b4db
0379fc 53f2cc 875079 b0032f c37f2f d3ce1f
037a0d 5ffc3a 6e0df9 6fb26a d1d0ca d36fbf
037a41 32a1f0 84e5f9 8713db a54283 eabf27
037ae8 59bae7 6b940d a5d664 be5075 efced2
037b03 2fa7b6 5ef2a7 8f41e9 afb610 f20277
037b50 46f9fb 4fb622 9722fe a75e9c ebbd9c
037c3f 1ed0b0 86ac2a a769f9 bde924 ce1096
037c6c 63b6f9 6c39c7 af2c04 bbcdc6 ea832b
038112 25ddb3 9b7e89 c115a9 f66aec f8cd4b
038126 20fe73 68b0a1 7e1dfb 972884 e259db
0381e5 4eecfa 766673 a0261b a4bf91 c77729
038265 7f27fa aee6a1 b00b0b b394ea d4a01b
03827a 8ed58a a3331d b148d4 e297ea fb4e0e
038446 81eae9 892cd1 96326f 9787b9 e6aa20
0386d2 39ea0c 974f6b a09761 b80f02 cad2ef
038739 848390 86d3fe 9127c3 c16bf1 d6d845
038afa 386b52 75a048 8d288c add0e1 edde03
038b63 61dfab ba14ac cbdc42 e60210 f598dc
038b7f 7e3a95 8ae1f8 8b81da d1480d d7ab4a
038c1f 7333fe 8aaa83 9d1e7e caa6cb cee79f
038d7a 43d05e ad1f05 db27ec e1cfd0 ff93ed
038d7f 19cba0 557120 aa3eba badd3c d8a2f9
038e15 4ee858 9f1d60 ada2b3 ccdfcc f10bf9
038e3c 55cc93 5f5d73 a90fe5 e26ed0 f8c2f0
038f7c 06f6be 7bc22d 8a4b1d a174d8 f2acf6
039340 1e43fc 36d6d2 8575c1 a2206c f6c893
039361 3adfe5 843f6e 8aa610 e324e1 e5c691
0393b7 8222bf a5f1be b10745 d38105 dfdd00
039454 54f1e2 8102d6 a3d10b b88bff f624a7
03947a 8b54f7 8be3d0 8f6910 b79afa dac12b
039655 67e189 802fb4 95a0a4 d7d7f9 db7df5
039989 70690e 88d0c0 982793 c56cf2 fc8601
039a8e 0ce8c1 860bcb 897c1c a0d34f d94fe3
039aac 54efe3 800bfb 938115 d23676 ebb936
039b89 99e0a2 9d1082 d6b1d3 df20f4 e90747
039bf7 820efa 8ff283 ba3c86 d9abc3 f21424
039e39 05e2f5 9084ac a60a5c ad0af5 f3cc58
039fe5 4a52c2 aaa6a0 ad2355 b3ddf4 efb049
039ff0 0afbc4 5e4cee 685484 c02b25 dd8f32
03a1c7 8902ef 91d5a6 987375 aa101c f9721e
03a293 6fe87c 8c9c1f 9247ee 96375a e5aae9
03a2c4 3deac3 8641e9 946f00 a3b607 ab0d52
03a316 1454fc 20e087 794a57 b192b0 f8c9e7
03a580 65defc 8384ac 8828be bd1530 cf9e00
03a67f 91355b 970ef5 a6e732 c982f6 e74526
03a753 1562b4 794a4e 9fb9b2 bc85f2 e7cc3b
03a77f 27fdaf 8d67b3 a1bed0 d45623 e9c026
03a7a2 15ebac 277412 8a4bce 8e326d d7b309
03a7a4 1ff4c8 7d1ae7 93632a 9ecc45 faa8fb
03a7c6 236a17 9420b1 aed9dd c9c528 eb2262
03a9fe 7a6938 84dc13 8608eb d155a2 d8cbeb
03aad9 0f6ba3 15f2f6 7f9493 8b7441 ccb944
03ab7c 196a6c a66009 a6c6d6 b25ffa e1de8c
03ae21 04710e 0de8ae b7e219 c39ac9 d42fe9
03aedb 6b3bfd 96936a 98257e d4e49d e89505
03b208 2565de 8c6d73 92dad1 a12b14 aa99f6
03b2a8 597e48 ade8b9 b40d98 b5b518 de46fe
03b398 75f06e 7a5bdf 9c6d45 b294dd fec9ec
03b578 597e05 793ff3 84ef84 9e0f6d fe7be6
03b899 32f5f1 5d78a0 7d4955 9ed132 d13f1e
03b8e7 51841d 9b33db aee0d5 d7c746 e94b89
03b995 287454 919234 c0eb7c de07b9 dea6e7
03bdab 9937e7 c5e2f9 ce255a d08322 f2d274
03c371 623af1 a9619c b8e115 cd3b0b df9ad4
03c379 92277b 9767e4 bd150e c1d20c e892c8
03c52f 568085 8c35b0 aeb4dc ba350b e3d4a7
03c62d 5f5dff a04d2b a5f399 f72787 fc91d7
03cf55 685805 7374ed a899b0 c5286f f1d0d8
03d0af 3f8843 7a4a61 adde09 c63dc4 ea97fd
03d1fe 7ebc03 8f03b6 bf001b ec38a4 eed4ce
03d3c2 2855f0 973253 ab84f8 e58614 edd87c
03d49b 3378f0 736e72 8a4b24 c3a300 dcc9ed
03d4e7 058cf3 95308b a9e759 bd0e00 be8f54
03d613 3362db 586133 768dac a59681 ecd3e4
03d8d1 414dc9 6f707e b30419 c2ed5a ca9760
03d9af 896df2 b4bfef be375f d88833 d8e201
03da07 4a7a88 8a08de a18ee5 c9dcf2 e31b3e
03daed 3077fe 74568e a94a4f bfe413 d29d87
03dafc 2b84ec 776980 b3af38 c20014 f68ca5
03dd2b 1b9461 921ced aa4487 ba7fdd d5e2b7
03de02 9146f5 944c58 bcc5d8 e50c13 f77d90
03de42 356d39 8204d6 b188ee c2d4ec f3119d
03deb9 42955f 7914eb 914270 e443d0 f3c835
03e473 5b71d9 6c5d7c 949599 9c553e f7cef5
03e538 7369a5 99a6ae ae051e e2d1fd f03b6c
03e5a7 3a7263 831ecb 9998ef b96209 d0b708
03e5b9 204bfc a48cf1 b34390 c5f01f fc1a0a
03e807 0d46fa 937ed9 984f7c f00539 f88595
03e8e2 0e6c71 9eb24a a608fc b6f304 c70830
03e8eb 6c7991 aef647 b69991 d51ffb f9392e
03e9f7 4662a7 6297f6 7f813b acf323 dcbaa2
03eb0f 5e888e 8b20ae aec0cb cc6afc cd233e
03ed58 545ac8 966633 978ecd e4d5eb e67e92
03eeff 7489f3 978285 cc140d e2e190 fd730e
03efd4 668d05 7e09df 875861 d44ba8 f2b667
03f1ff 31745f 7429ed a2ad21 b75fc1 f0a5b3
03f256 526407 80a001 bf16da e21870 fa94de
03f367 a72c3a a852ab d4deda dba3f5 f35d88
03f3b3 05b80e 2955dc 657474 786216 e475d5
03f41e 2384d0 795451 b99d9c c6bdff cf6d08
03f511 125ae9 12a1f3 764a67 d84402 e099af
03f572 5d63cf 696173 ae735f bb9ef5 fec9e2
03f67a 728a8c a448d5 cc020f ccdad6 f68df8
03f6db 446d5d 96acf2 a722d0 e2b112 ea55a1
03f76d 6e5c7b 7b4cee c4543f c584c7 f0cde5
03f7ee 7bb097 858a1e a6154c cad041 e71ccd
03f7f2 7050fd 926684 a61d2b a6cb69 d986ff
03f8f1 2fa0ee 5c836d a2099d a4bc79 ef0f17
03f92b 863af4 9391e3 9d8d65 ab0252 c9c3cb
03f943 238871 939ab6 c03424 c826ef d3c2bb
03fc2b 5f704d 6cb557 794d70 ebbbe6 f42ed2
03fcfd 1c9fd6 3542fa a1ed44 b7325e d97e66
03fdd3 305ae1 45a429 8e394f acc0fc b494a7
03fdee 236474 6a7f19 80aea4 c048db e5d848
03fed4 8a4b42 8b70e0 aabafc d0d81b f86881
03fee2 54c07b 6664ad 81472a bce820 c49ce6
03ffd2 0f6cb8 53c35d 605b61 c4b1ff c8241d
03ffe4 0c5cf8 16b6cd a01685 c27c6d fac74e
044bf9 0deec6 9f7dfe bd1d6a d2926a ebdd2a
044bfa 655d84 77c3a3 dd064b dd67e0 efd11f
0454fc 0ca5d7 694f73 78da59 ce1c3f f6c2d7
0455d6 4f6d5b 65cb95 b95202 bcec54 ca74c8
0457f4 47a1c7 4cf25a 75626e a65630 d9d8f3
045cd9 31a7ef 3a6700 a8ec61 cb5665 e3a8ab
045daf 0cfe1d 7092f2 7a6467 c07837 cfb0c6
045dec 12f0b1 946c41 9b077f df81c0 fad924
045dfe 6f94b6 98411e a3d1d9 d0e802 f7908a
0461f6 906a97 9bb0dc aa1557 ebbca1 f10a23
0463ab 25ffdf 4f9840 746e74 abe53b e078f5
0463b2 21af92 36f3c4 bcaedd d31123 dea306
0464a8 905b57 9aecd5 b68cb4 d74a02 f99971
04678d 0a93f5 36da0c 638527 a793a1 f1c6be
0469d8 47fbf2 5caaad 844445 e43813 eebc45
046a5f 63f5e2 728eae 8e27e0 a35a19 b1a557
046a8a 2af4ff 63bf4a 92503d ae82fa e794af
046af5 27caa9 995b88 9f2d2e a9f25b e87e0c
046b6e 17f9be 55afbb 5e6b38 bf2bd0 f7981f
046c5d 2af8af 87681a cf973c dbb8f9 e31ba8
046c82 17c90d 9ea38a b0382c de49f0 e4ccef
046cf8 1ec202 8d7693 8e4e3b c8dffe d2abaf
046d0c 53d3b3 8e3ace b9d34a d78eeb e81270
046d5d 716d0a 7cd5a8 7d21f6 9db31a d554c5
046dcd 0dbb46 7aeff2 82406f 838d90 aa2908
046e0e 71a0c6 9b3bd2 b5eae9 c5da28 e5787e
046eec 26ed39 765938 9ba3d3 aa918a fad0d7
047171 34ae27 70562d b4e080 c435e0 cba7e8
047172 21e3cf 8ea185 916332 dc2cc8 fc9c32
0471ce 61d795 9d3c34 9d940c a7a2e3 eed803
047392 33ffb7 6fa0e3 919979 a65405 d7c507
04763d 1f9ef0 79cd5d 7f03db e8d4d4 eb219e
047641 0bb364 0cf72d bc2eb1 dfd5e3 e883f1
047831 7dd587 7e5d77 7f03eb a488d1 e8b7d8
04787e 3bfb3e 60af87 65841a e1bae7 e93fe6
047899 7507fb 86cf1f cb919d d2bafb dc2620
0478c8 1bc5d3 b41464 b7e800 d57232 f3d5b5
0478e4 49f9fa 78b5a6 8b813d bf1785 d5c237
047a1c 8c0bdd 9eeef1 b293fb c3317e e5cd0a
047bff 36c77c 886793 9c430d b0f10e d3a2c6
047d6e 34bedf aa1724 b146ee e37518 f3d911
047fb6 737e78 81c493 b56d2a dacdf8 f8b004
048063 2ec81c 8500fa bbe8bc bc3da3 dbadd7
0480fd 5de1b0 754a71 a0ae3f ab4814 e6d3ff
0481c3 806a07 92ed37 b9086c dcd5de e86c89
048621 6acbb9 8103f4 8c4f6a c0d04d e440cc
048630 26d1c2 6b5a65 6c20ef c250b0 dabd5b
0486aa 2ffbd0 989b72 a7baf1 bb081a e3ce32
048782 59d820 8637c2 a09dd4 d9cfbb e4233b
048a97 0be9d0 7739dd 854602 c1783f efd021
048afa 216386 67e3f4 76706a bd5316 c3c721
048b90 3bf066 8f0bc2 c81a30 d3e1da e983f4
048daa 29c9d8 6c36d4 96fa0c cd0c64 e17d4b
048ffd 3d6d70 7e0de1 939789 d2a918 d2c6ee
0490f6 760bf5 7fedea 81690e cad934 dc7d6d
0491f1 33f413 7e6b7a a71c21 cd7a0f fac4cc
0492a5 6bfcc0 751bfa c02859 e4c0f9 fa7a03
04958c 09fcf1 850ac9 89d369 a7294b c451fe
049ac3 4c722b 7f11f6 81fc0c d4a479 d6caff
049b8f 3fe1d5 8c30fa 9b7a2c c88afe f7a733
049c26 5ad9a2 663ce5 bb0979 bbec2a d767c2
049f9a 54f214 7d0eee 8d6427 a3a868 fdc8e2
04a116 04f338 697768 8504d9 b7c6d9 d557e4
04a195 05ed1d 336560 a24cbb e33b05 fbc3e6
04a1fd 34fe16 667d72 8e02e9 e1a8c4 e54a17
04a3a9 07f5d1 266f58 a129ed cb5606 eca349
04a4ce 186b14 79aa42 9c0ed8 adf162 db3484
04a5a4 17eaec 7356c5 873b65 b71e20 c6c16a
04a5da 72f0f2 8c10f8 accf11 d11f39 fe7f92
04a687 04f1fd 8d3756 ada221 adf636 e100be
04a850 1bfa47 7119f2 b4bffa ebd6ca ed139c
04a90e 2d57e7 4ae5a1 987987 a70726 f985e1
04a981 146b7a 72eba4 935522 96b218 f43cfa
04aaf8 3cfbd7 4f7a20 7507f9 8dbe0d a57281
04ab4f 735813 7f51fa 80f049 ab1687 f9b0ec
04ab5b 75e3a3 7731e8 8b3d5e 907fa9 c9ef1f
04ae52 356f0e 7614e8 8c5571 9fef0f d76ede
04ae6f 33f474 764c76 9f420f d579d2 e2cfe0
04b01f 5c64c4 62f18e a32335 a47880 bbafc5
04b238 807980 92403a 9adc9a d4b7e2 e524d1
04b4f6 5b5a65 9c2de7 a9e6db c40a00 cad010
04b4ff 844d2d 8beecd 99880d d8029c e2bc4c
04b594 6e6fca 735070 ab4443 afe3f1 f97432
04b674 436f69 49fc93 d41ebe dd020f eea1d0
04b6ef 6e6b8e 91c60a ac8d70 b2192c dacfac
04b747 0b61f2 5cfc5f 7b7064 ad080c ff78e7
04b777 2258c5 37fd3a 9b8aa8 c7032b dbc2f4
04b794 10fde7 407912 823d72 a8b125 f62fcd
04b8e1 993ed8 ac074e aed655 cd7a72 f5d4d4
04ba1d 62f6e9 6e4f80 7a857c b70d11 e604f9
04bb14 7053ef 764c83 9ff1d7 a63f4a df7fc0
04bc72 2d6856 6ef6f0 8e5100 bbe42e e51fa2
04bccd 2c690d 8a5dbd a91666 b1ef84 ba9055
04bd19 437f2a 930dfb a80165 ca62e2 f5c1a7
04bdf6 88871c 9613a5 d7e84b e85199 eeaea2
04bfea 226793 87f627 926167 d8622a eeb6b0
04c1aa 7d566b 8b57e5 b1e414 d690f7 e5321d
04c3a9 138235 8e21eb 988bef a3246f cedc13
04c421 2a675e 67762e b2efb4 b833aa e99cc8
04c52a 1653ef 737148 a22d80 b1ebb1 b988b3
04c620 436443 7749aa b786e8 e5d5bf ee5b8e
04c6c1 0c8e1e 56615a 9a43ca ead462 ee7c79
04c8a0 575a68 a83ec7 ac2705 d5e74a e698fa
04ccf7 546836 83a119 a0e303 be01ae c79895
04cd6c 0c4bef 6c6009 9c8cfe c04c8b e6c0f1
04cf1d 248615 992262 a888d6 d16585 edc8f7
04d12b 2352d3 8f85e9 a42b3e d2b4d2 fb4f8d
04d1d6 2c9686 8664bf be2643 e28528 f9dc3a
04d1e7 27891d ab5ce0 c01582 d1d75b e97e91
04d209 4c7905 9122c3 c26ffd d9cdeb da5993
04d66c 396f7a 72503e 7d8723 ced4f8 fa19ce
04da0d 239025 7c4de8 a1a788 b7077d ed82e7
04da9b 12855f 902682 b5e20f e42df5 f1abf3
04dbc6 6a68b2 91552f 9ca2f0 d1de0f ef7472
04defa 3c670d 75b928 a424d4 d34c6e e9d0a9
04dfab 64787d bc0626 c806f7 e6d302 ef684a
04e3da 809887 ab0f7a b15ad2 c0eaa1 ea7128
04e49e 118984 708738 b6da04 dd28ec f6bef9
04e5b6 5d5bcf 9d3d5b a89ec1 d90f0b fc8540
04e5f2 126a81 7aad49 7b6046 b4eb7c c122f7
04e5f4 7b52e7 94b89d a11b76 c7921c e2e032
04e6ea 4b89f4 626b6f af0901 df6e3c f8d29b
04e6f6 a044e5 a41741 c2e8c4 c76a7f f5b728
04e742 596914 6731e7 b28767 e3c2bb f644b8
04e807 189f0c 96b588 a63fc9 bb0f62 ee9dd0
04eaed 0ca0a1 7250b0 a44c37 ae9c2e fdce11
04ebb1 1f6b0a 9f21a0 c568f0 ed0269 fc9d39
04ebf1 9151c4 ab0440 cc9387 d3e388 fe5318
04eeb9 07a4d3 5035f3 c7d6fd d61764 dca12c
04f0fe 33c012 6b18fa 875423 b9cca1 eb24af
04f14e 0e66a2 a4b9b3 ac3148 ee7cef fb0002
04f2b4 2d4ef1 68af2e 776609 b03b77 f57de1
04f2e7 319f13 8941f0 a06090 c293fb e6e18b
04f2f5 35b907 aa1a36 aef26c b808e7 cf84fd
04f36a 779a96 a437a2 c497eb d1d9e5 ea0a30
04f515 1459c8 628ecc 897972 cabcdb eb581d
04f55b 1bb118 6b5532 8240f8 b71076 d1bcdc
04f5b1 21ae93 4848d2 974f42 b18bfa f49104
04f60b 284bff a0a871 a13d89 de0809 ebabc9
04f698 4996a7 6d3aec a74e46 b4a012 eed0f5
04f6e6 10628e 379fe9 836a4f a1e51a aea56b
04f899 2ba577 7c6dc2 804b65 c62f0e f194d8
04f8bc 2f862f 9f25bc a0978f aeda1e ee9ef0
04f8fb 3fb180 6f43ec b0cd47 c22c27 d580fa
04f91a 5472ed 828061 a22b86 bea8f5 e8afbc
04fbbc 278699 8435e5 9c7c65 f76c07 f7a1fd
04fc5f 254ff9 735e73 79a1ca afa58c e0521c
04fdf7 21a6f8 761af1 8aab96 a24a3e d1c452
04fdfc 23ba50 7700ee a4323d a564d1 b1e805
04fe9b 87b61c 906bea 956e8b bb4e45 daa9f1
04fef7 08ad8b 27696a 9f9ae4 e0c338 ea4512
04ff06 1c5df5 6d8812 8dc07d cb1375 f272d1
04ff51 7600ed 89be89 a853a1 e4340e eabdfe
04ffcf 3b4dea 7fca43 9e918d b22517 ea7bd6
04ffe1 65b2c1 685bf9 9d0785 b0737e b1b32f
04fff4 47be9b 9488ca 9610cc b65346 c6d143
054afd 1bf565 606394 c36543 de93ce e3dcdb
054fe4 41e31e 5a6273 97a3bc ddd6d1 e71101
0551e5 57bc76 645f82 b583db c0e8ce d21915
0554e8 2e9f8e 5df9ae ae4532 c89c48 d4cdf5
0555dc 429fff 48ef2d 68688e bd6361 f3aeb4
0555f2 5b99b3 8b5709 8df5da c4c031 e21e7b
0555f9 4fba96 51faff 8d78b2 ba3358 fead1d
0558f2 16f487 2fb51b 6a5b06 b14b76 e18fb8
0559f6 3a782c 49ffb6 cab6f7 e9c918 fc3ba0
055cf4 964e87 9cf01d a81a22 d39ae8 ea737b
055eea 0ce953 8a5d7f a91731 d5650f d79cc2
055ff5 35bbdf 418802 8e7c88 9b097d a5e58f
0560be 50b290 5c676e a0e97e bc340f f3a9f5
0560ff 24e1f6 7e74a1 8a4113 d0daa2 f77d2e
0564b9 579b85 704f65 93dce0 b93333 c2aa49
0566f1 1bf6e1 56abb6 a3d840 af051e b97d70
056897 2ceed0 5b99d5 962f3e b8ec06 dd8469
0568b5 0af7d1 5d594e a79bbd c1630a f69f23
0568fe 27e29c 877542 af1094 d08cc7 d3e71e
056955 28dcf6 976813 a3c6b4 d4b213 e910f9
056962 617630 75baf4 a2998d b53cb8 c6e725
056b78 71a0b3 733ce2 79ee5d a87936 f4cdce
056c3f 4aff45 649f17 a205aa c2a4f3 ff3ba5
056d1d 13adec 9be3d0 a10896 d1bf5c ed226e
056d22 8696b9 9b33e4 9ce607 c6915e f8cee5
056d45 53f721 58a466 9f12b0 ec43ff ecb0c8
056d51 1ef7c1 3ca7ba 707e08 9635ce c5b142
056dcf 6b9e99 a02150 a9ddea f8b57c fb1442
056dd0 14c86d 685969 c08ab5 d20021 e0ced4
056e4e 15f3c3 954395 9c9ab6 bcef03 c5a04c
0570e3 0ced02 686c16 9b2366 b095ad c8e5d1
0570f6 696905 8cb6e8 b9a66f bae705 c04f8a
057122 10c910 b1e6eb b9a6f5 d3818a d40092
057201 73a3f0 850ffb 88f3db a34798 cf9b56
057204 0facfe 37f7f6 8f8772 b82c93 febc88
057206 77f95a b00ad6 bd84ff ea4377 fab9f4
057267 54d2ba 729725 9218a9 c8e217 f44aff
057341 7de4b2 9c992d c5ef10 f31392 f48dfa
057508 47b142 9a2761 a8ef72 ad10f7 c39bcb
0575ef 4ed8f8 64690c 78a546 c6eb4f d73284
05773a 33f59d 8c97fd bea51d d91895 dcd9f9
057a01 26b8fe 98d80c b50fe1 d18c7a ddcccf
057af5 07f8cf 754c78 98a6ce d04d45 edaa55
057b6e 4cc066 56690c a0f908 c8b8cd d42fc1
057b76 41d2ce 826e08 85b458 8764e4 e5e60d
057c34 4bbc7e 787b82 8cfd21 c001be dca6ce
057d11 2791ff 61daf6 68b023 796694 dfdba1
057e03 68d76f 8575fe 912d92 ac9bc8 f2cdd7
05800a 30e01b 7242d8 c5e4bb e667e2 f90a83
05803f 2fbf7e 3ffdd6 6c25ed 976bc8 dfd60b
05822e 4eb8f4 6c15fe a6d885 c98492 d60b9b
058371 3dffb8 6c850e 91ca1f 990fdb ff94d3
058375 8ca91d 94b4fb a84ac5 bd0936 e3df7a
058568 5ff74b 832cc5 b795b8 ba350c f0d4cf
058637 1eebfc 5e575e 72c529 c937b1 f491af
0586f6 37cb09 844b71 9d2723 c3b4e6 f16a94
05882d 30d673 a100f2 c3418a d07fe6 d2d6f0
058886 06fc2f 8b31be 98b191 f00f1d fb48fe
0588a8 54cdcf 8201d4 878120 afeb10 b20f5a
05893b 545d5d 66e359 9c2cc0 c97dd2 d3dbe6
058996 45c4ec 7532f4 824a41 949a1c e1ddb9
058b2f 22fbd9 919fa4 a4016c a84cc9 fabb41
058cff 167d11 4ece17 bbb7df f4cdb7 f8068c
058f74 7cd6e3 a36ded a90603 e77715 fdbd9c
05908b 12d540 9636fc a8a3fb aa350e edcacd
0590ff 65d7dd 8f917b 9d2593 c81807 f1a443
0592a2 741fdc 97f559 9f2861 dfbcc8 ee4353
0593e3 26f10b 7e1cd9 866f36 af3b77 e4c8c8
059417 6cded1 7d5f67 9b038b e3d038 fa0de5
059554 0ec6eb 7d54b8 7ebc03 834765 ddd599
05979b 18f713 603ae9 915e4f aba264 b4b0f7
059896 36fccc 8a12b5 b8c65d c1035c ed65f8
05993b 1becff 924164 a5cdb2 d6ce2d f815c6
0599f9 5747f6 87ec49 a12853 b9770f ccc1cc
059ba6 3ae8b8 7309fb b12a4a d48916 e3df0d
059e4b 6bfca0 734e64 734eca ced1e7 d67ef6
059ea7 0af43e 4e7102 ab11d7 d08065 e7cfea
059f47 48ddb7 7b32fc 9e9ce2 d5058e f4ca1f
05a1a0 13e2e3 3c6b4a 8d7f0a b20fdb ff986a
05a1cf 2855d8 55e4b8 7f911d 9b4565 f4d338
05a6cf 1c65ac 6ce824 6f916d b03208 f2c0c2
05a9e8 981dc2 a90300 c1f147 d8bbb2 ff395a
05aacc 78e9ff 7c497c bec499 d31c44 f97a0a
05ab5b 2c7107 44e4cd 73419f d36bcf fccb29
05ac17 566716 8807fd 9de522 e5dcbf fb49d3
05ad1f 28704b 52eccb 8b24fa dbe723 eb72ec
05adba 0849f3 69ebe9 74588b b0be67 df0a4a
05af74 127220 8d3dfd a9c4e5 c6328c f2d566
05b40e 30f611 507b43 bbc6b4 bd17f5 fc79e2
05b41d 306b1c 55f6ac 965ceb bbc4e5 e65089
05b598 3a710c 685762 9ee0f2 afc85f ef3dd0
05b695 1cfbf7 5d3cfb a65aa3 cb3219 cbac1a
05b6f8 7c6891 9ae919 b21911 e0d7d5 ff586a
05b7d3 18fdef 416615 665efb e20e74 f49161
05b9ed 4f905b 5e34f7 91efca ac167b b6c358
05ba0a 7d5512 90e5f3 9f8f82 c629e1 d1e585
05bb5b 5c31fd 825a49 977df8 db2b98 ddd6dd
05bd29 07fccd 6c794c 7f2cfa b07b9e b9bff6
05bd8a 8808c2 aa73ae b0d8f5 d70b2d eca905
05c0dc 7461dd a6ea33 ad1105 db5973 f0d7c4
05c1fa 127bc8 648c22 90f851 b51b74 e1a7ac
05c20a 71fc99 7372cb a52f09 b07670 cbb0ec
05c4fd 6a6b49 86f80e c50da3 c8862b cfbfab
05c5e6 8053fe 8f6141 abe4d1 da308f efa20d
05c789 2a7b51 7b02f5 937cbc a1ca14 e8c1e2
05c831 1b7098 946e51 959b9d a5ecf9 ead2ad
05ce8c 7c4b8e b61d4e bbe90b efbbed f93ff2
05cf5e 4b7f2e 9c5aea a43b7a cee2c8 e1aee1
05d0e3 6713fc 7d9083 914aa3 c94929 cee555
05d1a7 0a8341 7939e6 a20a74 c3ef16 c87ed8
05d248 2c8d50 a21397 a58b9d c2cfc8 f336f4
05d254 6c6a14 8016e5 c9e5c3 dd4683 f496e9
05d2af 3d7d2d 7412f3 9c3b78 a475cd b6e836
05d380 603ed2 937adf aa5837 afef0c f6bafb
05d3e4 5d78bf 9f1e3b a0a827 d0ea0b f8baaa
05d58e 3f6a6c a53ac8 a7ace3 e2cd05 ea3816
05d5e8 1b9669 8b04df 977af6 aad853 be1d08
05d5fc 15756a 5c5d10 9dabac b752bc e79f52
05d837 2f834a 8820ef 9e6997 c5c9bc f999fe
05d891 367a23 70515d abf636 ca1ae3 e1cbee
05d91f 53851a 605764 ad10bf b29bb0 c1e7ae
05da14 1d9110 8422ec bde6b0 c088f1 fb5188
05defe 138b08 67566a a1e16d b796a1 cd25c1
05e0c9 146e07 4a92ca 722ef4 e2196f ee9361
05e3bd 7542c0 8887c4 943354 dbe83a f85068
05e3dc 30877b 9c0197 c8e473 e907f9 ee1d2c
05e5fb 546778 b00530 bdec18 c9b37e de06d6
05e728 389c22 5440f9 716265 d1ddbe f376d0
05e8f1 64a89b 815168 be5cfc ee5b43 f4d019
