# colors_mcd16.0_mld2_nc10_cvd100.0_minj40_maxj90_ns10000
# Python 3.6.6 |Anaconda custom (64-bit)| (default, Jun 28 2018, 17:14:51) [GCC 7.2.0]
# NumPy 1.15.1, Numba 0.40.0, Joblib 0.12.3
85790b b6ec41 7ab508 0ec584 01815f 67fae8 0046fc cab0ff a11196 ff1eb5
f0a678 6c5c07 e1d90a 7e9b1c 38fccb 017bf9 c7c1f1 ad8bc5 b72198 b16f85
ddda0d 5a5e13 5bb12d 63ffa7 c0d0ce 017c9d 9470fe 7136eb c698e7 a26264
ae5f1f a99f7a c1e6c6 1ef541 017d78 91aeb5 6e2afe 9c64dd 882e9c f983fb
d2b587 84a41a 50fd30 017e09 b0c6c6 7607ee a938ab ee6bf0 a77da3 e6126f
d92f12 ca9760 b9f140 018064 7de1cf 77829c c1b4f9 8a02fe ef2df9 962994
a1a292 c8ec04 526226 32b612 92e2a5 018067 9202fe c14cd8 ad018c f1a0d2
c84b3a 9d8c83 a4e25e 1dd9b6 01808e 9e9bd0 763aa9 be40fa eed0fb 8a455e
bcd620 6aa409 018128 32ffcb b9d4fe a586eb 6c25e8 c49fb6 b54f82 f67581
698317 80aa7c a6eeb9 06d942 01817e d8d0e0 773e94 be9cc9 ce2dea ad345a
afa383 e2d5a7 6e6f59 81cf07 26ecee 74979b 0181a9 03a6ff 7317f7 c20509
978685 df6738 85523c c0d93b 9feac1 0181ed 8e9fc1 696493 6c03fb fdccfb
f3d6c0 95732e a7e30c 41cb71 30f4f7 018393 a6a6be 7545cd c483f4 aa0854
dd7720 95e360 5db1a2 1bf6cf 018470 7a06ef bf49ee e2ace6 9f2d97 d90352
e1c30c 6d692c b3db94 75a452 018478 3ebfb4 90edfc b8a3f5 7f00fe c840d4
fec698 d7eb1c 9cb406 01882b 57645f 2cb1a7 bad2df 7505f7 7b5688 e621eb
9c370d d76c06 f2b52b 53feae 2ec797 018866 bedae1 cca7f9 8717ef aa6bca
f8d3c4 6e7006 b3ba73 98f033 018965 81aea3 44e2f2 51636e 8a12b8 d664c0
b28e45 f4a704 04ff89 64b69a 01898e 5b2ef3 cbbaea de3dde b01219 885658
aa2407 ced441 899f0c 11c17d 018a57 97efe2 afb3e8 9137f3 7d4468 d55da4
d2e4c4 5cdb59 98b29a 018a6e 9681a6 ab1cca f248fd a20072 ecb2d8 df1346
806b00 8fa924 bae056 89f7b9 30c091 018a86 485a8f 8179f1 e49ad8 ae0553
b40000 f24516 996e5d 8ced61 42c072 018ad5 4552b7 f2a3fc b9b3b8 a62e6d
f4b835 79eda4 14bc7b 018b6f d1dce2 8034ed d3aaf1 b55eb2 98206f e9020e
f26511 904d07 e4e60a 96d581 59f5d4 018b84 0c4bf3 8370cc bbacd3 bb115b
a69999 e2190d f0c7ac 70df35 018c4d cedcec 582bfb d53edb fc82ee a62b6b
c27a49 576804 ade40e 2bcea2 018cf0 7e99b0 bfaffa 721de4 efd4ee dd1f80
c56b29 774e2f c5e30a 98b690 018d71 14e6ed 70a7ef 69597d a736d5 a392a8
af3d2e edd7c0 a1b164 59f91d 018f6f b9cbf9 1a44fd 6d5599 b86af4 da9db1
cf4717 e09066 e0e33a 89a6a2 b7dce0 40c2f7 018fe5 2e57d6 747197 836165
8a7871 f0d8b6 92ee26 56ba5e 019012 08e6ea 722ff6 ef47da b6238b cca0ab
978b89 d43506 fc7516 d5b386 c1f059 31f6cf 0191c6 9bb6d4 7c1fd8 a03857
df8c0d 887b3e dada05 7fc591 71f3e1 0193cb 9599a1 c6b9ff 7329d4 a14c79
af3416 c1cd0e 78a74a 2cc79b 019677 a9dbe5 5738fa 8f6dfc 7f688f c290c8
744f43 d2c14f c3e5b1 019717 65e4f6 929fba 7f30f6 c26ffa a20494 e45b7e
fab096 ff6a1e b4866c d9e045 acecea 26d2fc 0197e1 7e8199 8225b9 b62a3f
b94126 f77108 dbae7d c5e629 94abac 4ce8fb 0197ff 6a7da6 1047fa 7e575d
a42011 ee4d12 be9978 8a725c b0cc0a 6ce2bd 0198ab 406a72 a9aefd 8a41ef
ddca91 595d27 7cab0e a0f521 01995f 7ec4fa 927ffd 6c3ed7 c263a7 b20f71
d41111 7eda04 019962 42fec3 134af6 cdcbf7 a094ef 6c596d f043ae ce9aa1
e2d344 428410 79b669 7ef0cc 019cf8 4c38f2 cec2f8 a30f89 dc40ae 9f7079
895543 e28d4d c25400 cfdc2a a8d3b0 869b8b 019db5 0fd8fa 9862ff 6a5081
7d4f11 d28a26 cbba87 76ef06 738965 3d6c70 019dfc d5def8 991ae3 ef06a4
5b6c25 bedcb5 1bd52c 019f68 116e5c a48eec 9b2eff 901e92 dfb7da f435a3
a0392c e9c3b7 dc4a04 f3a30a 8a9768 019f99 adc3db 681ef3 8a519f ea47fd
f71814 d2d155 5f9c6d 69cdae 019ffc ccdbf0 a8a1c0 8333ee a75992 a4284d
7e4c06 d0b863 cfed04 01a016 49f0d6 bebcff a689b9 c60de4 f9088b ad0655
dab87c b28311 888971 c8f021 0f6e2c 8eb1b3 90e4f6 688593 01a0f1 a50aaf
b19c82 e3ceaa 56b314 81fb2e 01a0fb 2966cb c3c5f2 854278 c36e9f c40f48
9a3904 b4a493 aad10a 01a242 69f8af 6f7774 2e62fc 938ffe 864e90 f8b2ed
dfd1cc bd5007 fe930c a2976a 616f54 86fb7d 01a2ae 3c61c5 bdc4f0 774578
a82002 c2a506 e9d816 95f5a2 01a35d 1ac8d8 89969a 8239ed a167b9 8f4478
e78732 d4e74f 01a481 2ef0cd b9c4f2 4c58f7 ab80ed 925d99 a1135d e0133c
f2b09f c56641 b2b316 cfeb12 77969c 01a4e1 b2d0e8 5b39e6 964a94 ae0954
973226 d34202 ac9e68 14ec52 7b9291 01a5c6 c7d6f9 a425c1 705b60 e8c1c2
675852 9c6735 f4d4a9 c1e429 92af22 4edcfc 01a6fa 7053e8 d03f8a fd7697
e3dea0 45ee01 5d7265 01a855 7d78e8 bba2fe 791ff1 7d417f f7a1bb bb0b17
9b4020 dcc638 95891e a8dca7 01a87f 60f3e9 5d6a74 968ff6 973af8 813a98
b77a69 f7d81b 49e6dd 2d7071 01a8e6 6c42a4 ec48a9 a8174f fd93ab eb0812
ab221c f5d6ae 5ce804 01a94e 4d5e5f c5d2fd 821bfd c68ffd b54cb8 ee8fbc
7a5548 b94002 9a8371 e0e20f 8eb10a 36eaa3 01a9b0 0c6774 c3d2f3 b92ac7
846864 dbcdbf ae9e83 bb7c0d 94cd36 53defb 01a9e4 204dfc ae0394 a9020b
b75c2b c6a769 c8de12 54695e 3be4ba 648fa0 01a9f7 0672e4 c8dafb 833d78
f69386 9c412e dbdece 6be60e 01ab09 9170f9 6737d5 ab92cc fcb9fa 856675
e09c99 5e5b43 c6d134 01ab39 c2e3ed 79c5fe 8962fb 992b8b fe60b7 a7747b
e3bd26 92c684 07751b 6fe9d4 01ad9c 6337e1 cfbeff f848ff af1a80 e91f65
a90602 ed9f8d eedc60 b0ac09 679145 1d6f48 b0d5d2 01adc9 8037ea d42487
f2dc03 a2ad21 437139 74a27b 0beead 01aedb bfd7fa aa2be0 9b1473 da54a0
c4a41a e5d994 01af77 51d1fa a8b3ba 7b7786 8d11ee 8e2c88 dd42d0 bc2c35
6f6060 a1823e b2c27d a6f017 426500 01afa0 31eade 9d9df0 7052ef a21484
d03c31 887c7b e69d85 bee03a 01afb0 94eefa 446a8c bbaeff 7826d3 c160ee
ab1717 d99d8d 8b775a 94e621 01b01e 21dcfa 6c7783 9f9eae c53be9 fcd0d3
c3d315 4d8730 a5f3a2 01b182 4c60fd 6b5a9e ba97c6 8b7388 ffc0de 88434f
bcbb18 bfee8e 86b27c 3a952e 6ee7d0 01b4be e521f7 97478c a1224d 918184
dfa992 844e26 aede40 798668 4caf1c 69f5e5 01b4fd 4662f2 b30477 ef5dbb
cfa69f e5dfae 5e5e19 97de01 5faa15 6fece7 01b7da 056df2 923982 d24163
926126 4ef726 01b84b 737399 dbd8fc c99cfe de12f8 af236b efa2bd aa8689
7b4a41 867b3c b4b468 b1e116 85f0d9 5f7b77 01b9a3 7f05fc f073f0 b2209e
864923 d8770d d0b282 72f321 01b9ce d2dff1 8a8a8f 5655d5 855e91 ec1f61
aa6e5c be3800 b5aba3 efd8b4 84e81c 01ba08 0eeeff 3354f8 8b8ec9 744d77
be8c5d 847600 aed79b 24fd2b 386c40 01baa7 9d7dd6 a812f2 f6cfec ab1c7f
8b6868 a69a4c acd12e 4afcb3 01bc9d 7331ff a20787 fc0abf ffbce4 c50924
fad1ac ce9358 b26102 b9d211 32704a 8f9e96 abd4de 01bcf4 154bf3 9371a2
855617 cee6c2 78ee56 01be4c d3b2ff 7601ec 795897 b26fe1 e480af bd4d67
f0bf16 a89929 cfd1b6 97a2a1 0e8085 87edf6 01bfe7 6b15f7 a459da c1024f
c7a495 6f8124 9df10d 01c00e 1eeedd b4b0ff 8612f8 8f52ab bf6b93 96315a
ee2d06 cb866f a9de32 386956 71f5d5 01c1bd ad7aea 9b0efc f8bbff ae4499
f7c99e 83cf14 1d6e20 04a754 88eff2 01c1fb 9c3efd a9449b f36da9 6a6163
a0341e bfe18c 01c205 088368 2be8f7 ab84fb a136f6 8b2a93 c554aa e8a1b2
d3d928 677500 97ac2e b0e7ad 689e81 01c2bf 8b0aef e051fe cb0c90 8b424a
de7f0b f3be5d 136b42 05fecf 01c3a5 a3c3e2 c800dd ad7bae ac0073 e81868
aa7a3c 78560e dda805 98f1bc 01c486 4458fd 9582da c7b6f9 af97ad c41184
d36e5e b4c784 a6f446 01c5b6 25919c 8453d3 ca85e9 efbdfd 993e62 ab131c
9aac12 436501 62fa27 01c67e b4c7c4 7075bf 8205f9 f793fa ab7d94 cd1e5c
e35739 a1310e f6ae3b 2ffdc9 01c6aa b8c8ee 5b59cf a68ee8 9f6f95 665455
f97817 7d4c05 9b9e79 b6daa2 286f58 01c6ba 8f14fb b963f3 ffc7f6 bb2d98
af3902 81877c 01c722 99f0af 3f6352 1058e7 d772d8 ffaafd 9d588b c3b3bd
e2d3c1 bdf306 8da57f 316b29 01c820 0ae9fb 148cff 8518f3 d756aa 7a6570
d1d0d0 8ea920 53fe74 479066 01c88a da1cde e0a2de 83427f a680a3 b80c1f
8b8217 6dfe64 01cd02 bfdac3 621bfd 915fd9 deb1f6 7f487d b1435c c88a90
e8c55f 768e08 0c732d 01cdb2 93a0d2 ced6f8 7449e9 8a2d91 c24e80 f97881
dfd5c8 aa997c 7dfe71 01ce29 8594a3 aac3df 891bd1 bc51e5 93427e c3084c
e6cfb1 8c947e 7bc215 93fb45 0e7773 01cffa 7224dc a261bf d481b3 d32635
70630e 84930b b0d934 496556 9cf3cd 01d081 616eeb 9299e0 fcbbed e00a91
ea4002 d1c10b 9ce3bd 1eae63 2a7969 01d0f9 868cb6 a516f1 912e88 ad272b
f1c6b6 cf6e01 91d746 31aa7e 236c78 01d0fc 8967ff 7704ef bb87b3 c6213f
b6a19a 5c982e b0e5a7 186f25 01d22a 60f9f2 7a56f5 a586fe b55ca6 ae276b
b60601 ab6852 f4610d c8d21f 01d2b2 6e777e d1daf9 9ea3e1 5b61e1 991584
b25042 b18907 d2d113 84b779 a6f1c7 01d2e3 1b91f6 3c5ecb 87818c 7f486e
f0b6a3 7ec11c 91fc3f 4e8765 01d3de 2865d5 9b8af9 9f188a fd5ca8 d40a21
a76300 ddd982 9cac19 a7eed3 01d3f4 7779fc 6e4ab0 e191b2 a40f3c ea4d71
ac1612 bf644e ff6e0a fbca06 a2ebce 7cb7a5 01d3fe 51767e 9778c5 8d0ef1
f7a00f a86e00 a3996c d2d2ad 399694 01d9dc 176b74 8c0ab4 e617e7 b80d45
989796 86650f ddde3a bbcfcd 01d9fc 6a8cb4 a745ff 9307a2 b40b63 f63c5c
f75e20 a78472 9af64c 01dabb 929df3 7d7f9a 4d55ff d1cefc 6a4b99 ac1756
a80d08 dd721b c1d26c 85906b 01dcbb badffe b1a3f4 7550e3 a87391 9b3a60
a71b0e e53e08 c8a267 d9e0a7 96ef16 8da39c 336e66 01dddb 109cb4 7a40e5
ad1f07 a1b109 cfeb29 309f53 01de96 7317e5 ee1ae1 fdaff3 cf82b2 a24e82
f60c0c 999a74 b9d9aa 01df1a 397357 818bec 8e35e6 87358b deb0db d15a9e
c73213 dd811b e1df46 51a588 01df96 1e58ed 7e79bb ada2f2 615476 8d585b
ce8411 dce852 a8dcb5 3ba594 01dfe4 0d6880 7e53e0 b586ef b1144c e64668
e0dbd6 a4e45f 0fb634 01dffc 6f76e9 6d10f8 9c4f8f cca5bc b30d3c 978388
a7a527 baf400 237f1e 01e08b 59a2aa 8c60e1 dbcbe5 f183f9 a03166 b96b76
c0d941 79bf73 438d59 53635e 01e0c1 074bee 9593ab 795391 b966e3 ed1320
15851d 01e129 dfdaf9 b7a3f6 7b00fc 9c52c3 9e0d6e c387a7 e9536f fab8be
01e340 2e9f5c 3b7152 e5d8f5 bba5d1 8315e5 b66adb ac4d86 f0b6ba cc0b0d
fd2310 bae815 119e5e 01e49c a794f3 ddc1e9 931db5 7d6b81 b390ae 9e262a
ff873b e6dc9a 387516 b3bbb2 01e4ed 749bc7 8a60e8 6418fc 90328c f1006d
d84a1b ae9990 f38e52 e0cdb5 a2f207 01e4f8 788dc3 9301f2 99356f ab0225
575f1b b9ea08 83b959 528d5c 01e5be 445cf3 ad82fe c99dce 95327c c16294
bf811d dec59c 826f45 01e713 c5e1e9 88a1e3 6a67a0 5844f2 98255a f7567e
e25a52 955607 b3ba99 01e747 84a1a4 53797d 0b57f5 754495 cb80df fec0f8
953324 968e81 ccac5f b8f30e 64930e 01e7b6 b9b3fd ba17c3 745f6e e670b6
fb1a10 e4d90e 01e88e 459bd8 4855fe ded9f9 b1a6b2 922387 ae6481 b9052e
a9ed1e 516136 7a8e6c 0ba914 01e997 900bd0 ea1cff e7bedd b593a7 ba357e
f6d172 baac7d 788b04 217356 01e9c3 7da6a4 d0deff 6645c1 925b8f fe5be8
e0d9cb a8aa87 01ea40 55869a 9e93f8 8541f8 941694 e4a4ce b3004a f8123b
9e7f7e d7a288 e1e338 4bb906 07781c 01ecf0 be93f4 a10bff ca3fae 87465f
b15230 c2912a acc5b4 01ef6f 3b9990 495a82 a278e7 900bed fdcaf7 6f595a
cc9e6c 957f2b d6d0b7 01f01f 88a8ab 2b98fb ccdff8 717a92 4664b9 605c5d
9f4c2a b2a381 759e0b c5e7c5 01f05d 23a7e4 2c50eb ebc7fb dd048a 5f575a
f8dd13 afa83a 80b9a3 01f094 cdd5e0 4856c2 7e7b85 694f70 de72d1 d42531
c89487 69773d adef08 44b21c 01f0c7 9788c4 d4b1fd b62afc a4048c 825767
e2b295 7d4e30 b8db04 769077 27b543 01f1e8 3b7271 aea4f1 d519d1 a986a7
b0753a caac43 d2cebe 94fc05 01f2fe 87a1f0 616487 988ca2 8618ba b10d4a
dd5a24 b39078 8cdb2a 01f3b7 7693d5 afafba a90efb f2ccfc 9a5070 aa1e25
ba0a05 cfc367 878c68 5da400 01f4c5 0d686c abd1ed 0c7bfb db0baf e27ea9
98321d cae85c 627163 199d22 85c78e 01f4d9 4a48ed e2a5f7 c66dc1 8e4c89
f0b05d 396808 50b9a1 01f5c0 d7ddfa 6d62e3 817696 c9a2f0 953b5a ec1945
dba758 abf312 0b9110 10be9f 01f5d3 606468 6811fc debafc f108f2 a10492
94381f afaa99 a4f71b 77b246 01f5de 598be6 bcb9fe 9016eb 93759a d30f67
999c01 3f7401 01f657 3090be a1b8f0 d6d8e7 9633f3 9c057f a05e7f ea777d
3a8f01 3cbe5a 01f779 8b9b96 c6dbea 0382fa 6421fa db9dfa e607b2 9c5058
d1a260 9c630d 01f7b9 1ebaaf c7e1ee 6582ba cba9fc 7b20d9 b7035c e34c75
9c8775 478f14 01f905 0f9bfe 97add0 cfd9ea 8449c2 bc6095 a3134f fea9ac
91ac0d 03741d 01f96d 6799f1 325fff bcbfed aa03af ec7ea9 e3296c f0d1d8
ead8d0 7a5102 63aa35 01fa10 5a83fe bab9df 7773a7 8811e7 c9255d b19199
ce2707 577558 2ec145 01fb6e bde1fe 1263da 9d87f9 8b2f8c 967194 fba4bc
ba9a98 a5f919 51c943 228323 01fba3 b6b8d5 867a9d 9203de fa0df8 943859
ba4822 f7671e 8ceb21 6c926d 56625d 01fbe7 0d90af 17bfe7 a10bd9 fca3aa
b31b0a de6336 a5c1a0 01fc4e 599598 b68aef 9002fb ab47ba eaabda 6a5255
ab0f07 a45f56 fbd3c6 a89747 01fc56 20a08c a7b8ce 665ad9 76588a e96efb
963409 e8d614 8c9c36 a0dba5 4e9d7b 047553 01fcee 9f24c2 d985e0 ca4a9c
a80803 ed4b05 817456 a8e945 01fdd0 02bbac 4681be d3bbff 900cfe 9c356b
d38968 7b5f51 9ce71b 5d8716 01fdf8 59bbf8 976bfe 7f23cd b43481 d8babe
b7947a 35681a 06990e b6d3be 01fe60 928ca1 f3d0fc a410b9 f75ceb c5106d
999b18 cbd522 078365 01fed8 94c8e7 1297fa 7b77a0 8e32b6 fb8f96 c50612
fbaca7 cf7d67 955f01 cfd658 01fee2 73bee3 295ef0 837fbf 6c4a93 ad1554
df3b2d 72cf3a 01ffaf 04a677 43756c 9291a6 9042f5 c574e8 a0038b e9b4e1
ad230a dacc7b 517552 09a718 01ffd3 b4dbf5 5f36e4 c668f6 b03f9d e46ca9
b55c31 eaa157 e2d2b7 81947b 26726b 7af3f8 81b6b9 024afb b491ec 8262b5
f95a0e e0cc89 30fedb 93c0d2 1e8be8 024cf4 7a7691 9c3a62 c5152a b29496
ccc1a1 8fbb11 c0ef54 58753d 41eef2 29b9c3 0250e4 7c78fd 9d3768 e25686
cb7774 fba67d cdec0b 7aad09 347405 77daec 1891f3 0250e7 965e8c b09aaa
7b5b59 eb3629 a51504 c1e90a 66d36d 7b9384 26a1d9 0253ef b44d93 f5b0ce
ab3c22 f8cb7a 53aa1d a6ccb7 71f5fc 0255ee 7f7c87 6e4790 d09ef5 b06ac5
cca32d 6c6501 b2e687 5dd9c5 0256d5 7a7ef4 8378a1 c9a5f9 d42763 ff6787
6b544c c55221 db9114 cfba95 c9ec5c 75877b a8e3de 2d9baf 08ccff 0256ff
bb110c d87e2a ade421 6fbe97 26fca1 7b8885 0258dd 747fff 926aa7 eb99e2
bceea3 2f8319 09e71c 0258fe 7093e0 cebdfe 990da8 c84178 f3cad9 fc7399
f5df07 999b95 5a8a2b 69bd2d bad7bf 17d4e5 0258fe 8481fd c2179d 806167
91432a b87c61 f06406 ade486 62e2eb 5a779c 0259f8 a8a3ff af98af 7b6568
964500 fd9401 95b678 b3f194 4bd4ef 025abf 73668a a974ed c087a3 d22c5a
965137 f1be9f d25e0e 8a8f72 aed110 65f5f3 25b4ba 025aec 4a5d81 9083f2
eac8c4 f59010 b6eb74 31711b 939f9b 7ed1eb 5295c8 025bbf a25684 d2515b
b09d79 9bcc37 3a6912 219e15 09f8fa 025bfd a883fa bc0d8c d5659b fcabc6
c26562 c31f11 e3e0a4 72f803 5ec10e b4c9c3 025dc5 8f879b d69fe2 855061
fa3308 fcac00 4fe68d 0260bf 6ca2fc c6d9f9 706380 9d92aa b80b10 a06162
a78e81 8f6609 9ec72f 39e3b5 c4e2f1 0260e7 6c8ac4 cdaefe 6b4a8f af0351
c29f93 cad62f 73ad37 2c843f abe9c6 0260f4 baadfd a11289 7e797c f269b7
b9620d abd033 afeec5 58be85 17f0fe 0260f6 a295ec 893197 ae889e ca0257
518a58 04bd2a 1ffc67 a1c0ad 026586 a434e6 908292 f9cdf6 ed85d6 c30208
f8bbbb b45232 767e73 75c75a 84fe63 02667b 3e96df cdd7f3 6d43dd a993a8
7c6008 bfaa50 9def06 5c8564 12e8bd 38ab9f 0266fd bbb3e7 5b5a60 c022a0
fb7218 70f262 5db174 026770 c3c5d0 900ddb ed91fe d943de a98da1 d90932
a56059 df711a a19e90 d4c709 5efdb9 86abc0 0267b5 c9d8e6 458ffe a40c6b
db100d db9130 aecb90 7af83b 1ba07e 026966 8109f5 c9a8e3 cc5aff 9f40ab
845502 dcbb19 7a981d 17fdaf 026a56 c1c9d1 8fbbf5 6d5efb af1889 ff3e97
b2260e c3892e a5a785 677363 43f36a 469daa 026bdb a1b9ed 7b4c75 f6c7c8
dc7f76 a3d93f 239907 026c1d 3bbeb5 8febf1 9570ec bda1fb 9c01ab 826a78
9f9325 c4cc48 026c2a 399b6f 51ecad 93a5aa cbdfef 646878 e688ef cb2fc4
96741c afb104 85f88d 026c47 35af8b 676d79 979fb9 d8c6ff 9b0eb1 e332f4
c43600 e5dac5 9aa53f aceb1e 026d4c 7fcee4 7790bb 3378f0 665a93 b7848a
626158 6f9461 52f43b 026e06 0bbd19 aebeb1 3861fc ebcff5 d493df cd4099
626f32 36a715 a2ce9f 27ee2e 026e63 e2d7ff bd0bd7 f960f4 bfacbd e71e89
ddb1b0 948b85 dae491 5c6f20 41b94d 026e7a 9fcafb 9b11fc d26fbc a20b5a
ce635f c29811 edca19 b9be9c 09ffe6 4bbac7 567c8c 026eed 804553 b1181b
8c3e34 abe02e 699525 22c27c 17f8b0 026ef6 70559c c69ecc f7cef6 b6627e
e29071 adec04 026f05 8df1f8 12c4f7 6c97a6 8b59f9 ad1786 d9bbbd 7f6d6e
7a7c65 c3ddb8 6ced4e 47b55d 026f1e afa3e7 734ac5 f0d0ec bc5994 bc9ca5
cf790e c0c09c 0ef54f c2e0f0 7490a0 34adfa 026ff7 5f5d97 aa0818 8e5a5c
ec5047 fcd1ad 66f328 7bae9f 02707b 896fff ccb9ff 8321cd be7dbc b82042
ed8420 8f650e d5e2c3 92f30c 29a578 027159 701eeb d25df7 d8b1e4 e214a9
605d08 569341 c1ebba 30e552 027166 890dff 9f3baa e761e8 e9cee4 a39092
eae142 839918 027207 1dcea2 767bf4 c7c1ef 8a00fc a5379a be7fb1 d53972
e8c5c4 a69062 36d630 027220 8c9da2 dadaf9 8f3cfb e56beb 98098d 885a6f
ffd609 b5be8a 45ab04 027236 4fe0e4 6c4bec 8d6ca9 ca85f6 96246d b77175
c40e08 ca8520 ecd810 d1e4cd 75ab82 027267 05b3f5 8edcfb 9986a8 bd1dbe
91782c aca951 a4e620 70947a 02ffea 02726b 559aec 7c2acc d63da3 f2a1b3
ad6a11 665c4b d3d6a2 1dde2e 649378 02727e 16a4ee c5dff3 8147e7 d79fb1
ea988d e6d8d6 4ffa24 237c16 16b225 0272ff bbcdfd b095fd 67576d b473ad
89421a 8f9a05 a4c395 3df40a 4e9b89 027362 a717fb fd52f1 c23ba1 dc99c4
f9db1d 969a84 49aa22 87d479 027449 13f6d3 6644fe 9114a3 ff68ef 9f6e8c
9b371e ba854e e1bf97 bae428 02745d 36a092 aeece9 47d1fb 9a51fe 934f90
fa9c7b b1750c dde239 787966 c0d2d2 7a9fa0 027481 54bef3 9d6cfa 8f14bc
e79f8a 7e8253 84e40d 41b105 027487 a69ac8 7303f2 bc52e6 ecc8eb b3030b
c05944 abbaa6 36fd17 33c627 758d86 0274fe 705f9b b182c3 e7bbe7 7e475f
bc9115 cce982 027602 99c0a1 5e929d 6123f9 ae6de6 8749a4 f1b7e1 bf3567
a1ab35 a7ee22 679d76 027830 40cab4 7210fe a651fe f3d1f3 c972c1 bc2d81
c3be22 6f911e b2ead9 027858 57beb8 dbcdfe 7907e3 d178ff b04eb4 ec688c
de6015 eadcb1 1def2f 4e795a 49ac71 0278d9 a69cf9 9e3d7c db9fbe a9081a
9c9808 02791f 3fef80 46b588 676f78 afbefe a86ef5 7302f7 81419d ead4db
718b12 b7efa9 03ec33 9cb7a6 027957 535a73 8401ef e9cbf7 cc5cc9 9b7c8e
ae2a17 28b123 09fb4c 9cc9b1 02796d 8f89a5 7d34bf eed1f9 fb71fc ef0880
bd8f1a cec972 027a42 2cb6a4 0aeccf 7a77fd b5aaf9 9113b9 ba2e80 f63c77
fd7b5b fdc30c a1b7a3 a8f1b6 027a79 55a7ba b252f1 8605d6 e5cbe6 b50913
c97161 efd6bc b6aa24 adec03 027b1a 5bac9e 3cd9f6 393ff8 996bdb cc0172
f7d5bf 767115 79f22c 36ae5d 027b5f 8274fe beaeee 9202c9 9e0175 f6059b
f31807 9bc722 5bae80 61f4a4 027b69 6812fd 895bc9 e37ef7 dcbfe0 b4002b
f32113 f4b809 91a16e 03f192 027c66 2aa3af beb5ff 8a5cd7 e6cfd8 a21c21
89a166 6bd635 bcc7bc 027d07 49fbf8 a35afe 8323c5 c48ae8 cb368e 8a4b57
25fb0b 027e22 53b49b b4c4f9 a689ec 722cfb 8a59a0 9e145e fe0d59 ead8dd
ad3410 a7ed00 87a389 12c435 4bfead 027e5b 168cfd 7717f3 f8b5e8 f40cba
b39893 6aa240 6ae46e 027f55 6d52b0 d9c5f8 a467fe d96db5 ffc5c9 af0d0e
81684d c88419 b4d805 13f593 4cbc93 027fb7 c5a6ff 7c15d8 ab1170 f7c7da
b72e20 f19f73 ac8d01 b5e809 02845e 7d9ffc 9b3ef4 7e3b88 f3d1f0 d2599c
b61d05 cb9819 aad499 24fe3e 879796 0284a4 6f9eec 8a1cc5 dfc2eb f51f62
d7d7a8 616a22 8fba15 83fc26 0285f1 4747d4 a2759b 992b79 fcb5d8 f26c7d
bd7105 e8d7a5 9ec43f 5bb18e 1ceef6 0285f6 384ece 6f669a 998daa bb0654
ae9c47 f0d534 526d00 c3e9b3 02875c 6cbda8 d5bff9 6e00fa ea0dea 8e567d
c3c815 486146 028818 54ba86 02fac7 c5c6fc 801dff ea4fef a87ba3 a30c85
e7621c 14e941 baead6 0288b5 97a1fd d3c2e9 8218fe a45473 c7162d f39293
7d5b0a 928f21 d3e05f 80bd9d 82f8d0 648197 0288f2 5f30f9 eea4d9 be326f
d9a338 f0e018 909a6f 028902 5ef59b b9c9cd 79a3dd 753bba f4309f b6215e
df2623 eaa18f 81f513 028965 49bff9 6e31ef d2cad3 af67b4 a498a4 941c89
e3b29a 959e06 b2d738 028a41 9ed8f7 a7a0ff 5230fe ac56df ac2c75 ef6bb2
716900 909e26 52f28d 5aba8c 028a6b ae40f6 ed96e3 873776 d353a3 efd3e3
c0362e da7500 cfe1c4 4ce156 8ba89c 028bdc 8a06ff dcbdd8 ab5196 734f58
e28103 b89f74 576e12 08f95f 2c8070 028bff 80b1e9 d4d8e8 8719d4 b357aa
d37b19 90b489 26fd49 cee4d8 028ccd 446581 8a8693 7e20c6 dfabff af394e
f0c206 8fb35b 68705e 028d0e 70f799 2eb59d cea8fc 8625ef a672c3 82437d
7e5927 eaa931 b17d04 88bb9d 028d6e 44fafb 746b8a 7509f5 a697b2 f024f1
f3730c 7b4d0a a09876 e2d41b c4e7b3 028d91 24d9f6 9377ed 7909fc bd0864
f0d3c4 f8b130 716036 a68718 35e5f8 028ef4 8c9cb9 9613a9 b92272 db6b7b
a3b254 bcf25c 029020 62edae 93b9b6 5c4bdd a87cee e1a8fa 9b2464 b06c8a
d41212 98bd0a aaf603 3ff8ac 02905e 6ea1f4 1250e4 6c578b dfb9e0 df86a3
f53d06 cdc175 c6ef07 6aecc7 02906d 6b4be7 a579ff 694f82 c784b3 b30a12
73b325 c0ee8f 029148 25ddd2 7d74ff b2a6fd 7a21e4 b35ba1 b1026b e08f9d
bcdba4 80af5f 61e51a 029275 506677 8305e4 e492e7 da35bb e9cee2 cd0332
fcd62e 7bb34c 7fe2bd 029278 466165 cdd1f2 d088fc 9200da bc5caa cc0115
b40f00 f3b704 929635 06da82 029378 91b2b1 b8e4f2 56597d c1a2ff d12ed2
b88a5f 346e37 2ef567 7ebaae 0293aa 9458f2 6c06fe e6d6f2 e99cfc b63476
764d4a 528f23 68c243 59fa36 0293f7 791dfa e3b6f9 e403aa ff96b4 c77283
