# colors_mcd20_mld2_nc6_cvd100_minj40_maxj90_ns10000
# Python 3.6.6 |Anaconda custom (64-bit)| (default, Jun 28 2018, 17:14:51) [GCC 7.2.0]
# NumPy 1.15.1, Numba 0.40.0, Joblib 0.12.3
0046ff 05d274 7a5396 c62b45 dddae2 e088db
03763d 23f0ae 2aaaa3 9540e8 b4ad13 d2d4ff
037730 20af65 85f1e8 8c8ba7 bfe123 c31aeb
03775f 894de5 a02f0a be79a9 decaad f66d25
037818 61b833 707272 8df92f bcb9bc be59e4
03786d 6d00fb 755c02 90dad7 b9c774 bf49c7
0378c9 66b1e4 93344d a68418 b6e6f1 c6dd1d
037af8 596d69 89ccac c65d28 cebef0 e7a401
037b12 5a5b5e 979ad5 a49077 a618fb d6de8f
037b20 67588f 93b95b a28186 a3eec8 fc85d9
037c5e 4bdcfa 6d29e0 a676d1 b5c28c b8740d
037d3b 6eb367 96fc41 9b29f9 c23d94 f0c8f0
037e07 05bd73 a9edec ab4f82 c1e20d f47bf4
037e17 53fbd9 78408e 8c7ddb bdbe26 d77693
037e2f 7a2fe3 945c93 9683fc 9ecb44 e7afd2
037ef1 3ecfea 5f5a7c 9a4928 cb7c78 dde12a
03804b 625f75 63bf76 a620fa c2e940 c487b5
0380c3 705770 91e535 98301b b87165 f9a8cc
03881d 19c41b 8237f3 973b6a e4adc2 e553b7
038916 671ff8 86848f 87d57b c463f7 ddcefc
038b1c 59fdcf 783ba2 9b9bb4 cfd600 d74cfd
038b75 3ecd5c 791ef5 857010 a277e4 bec1d0
038b7f 4de3a2 6735d5 a17dfd b98030 fdb5fa
038c77 70630b 7a21d7 8ed306 cd66ca ddbdf3
038ceb 687e22 73ec5c 7a4b5a c1bcd9 d57b8f
038db3 6f24ec a5c9c8 c32e54 de8700 ecd78d
038dde 5c567b 719719 7f5746 bcdee7 dbc18c
038ddf 68dd1f 6c647a 884315 b67865 eabdd1
038e3c 41f1d5 7948f6 855772 9c9dcb c2ba55
038ee0 5d5e67 84d250 92512c a4887d c8c0c6
038f78 6d621e 75f0df 8bc118 ca34f7 caa1f6
039041 596163 909495 a039e1 b6d86e df9eef
03918e 19f7c6 714db2 738e42 95d340 e19deb
03934c 4fdf9a 7640aa b06cfe bdf02e e193cc
039838 0fe928 821dd8 9eadcf ba3888 d3c9b3
03988b 4d589b 6adeab c6dc35 dc0552 f68cd6
039b3f 6e5257 91dd02 ab1d9c b499cc ffcec0
039c34 696766 6cd56c 87398d bc78fb e2d4de
039c3c 704d69 725ace 98aaa7 9cf63c d28bfe
039d16 66f7fe 6c6654 a6dd73 c32c9c f881b1
039fa8 4842e8 58e4e4 606760 975d10 c6a453
03a176 7c4d96 8d4100 a0c0c4 de5dff e2c267
03a1d3 175ab6 8a4a59 8ef642 c4b6ba ce8b39
03a420 73d8f3 814e5d b96af5 d6e35c f8959c
03a5e4 176a5f 744ea6 83de4c 958c24 edd3c9
03a668 0557e7 2df79b 737281 ba090a d780f3
03a7a5 72f2f4 7f33a2 c9d79e e7355a ef9a01
03a81c 868394 a700fb b5f12c edc3aa f45bf3
03a955 41644f 913ef0 9ea2b1 bfe5ef d6d974
03aa34 2ef6a4 366a4d 9b3f96 e4e300 f170d0
03ac2c 2fec33 744ce0 7e686e 9798c2 cfd9cc
03aea0 4a6487 a26456 b7e399 d78bfe ff7904
03aeeb 107401 92eefd 961496 a9d711 ed8e8f
03af80 8e7599 a24c07 a7eebc e5befc f19011
03b0ba 1bfbcd 5369c5 96246e 9c774f c6c226
03b204 196af3 58fa6a 595c65 a79cf9 b99290
03b262 7355d4 867085 92e1bf a32d09 d8ace6
03b322 27f87b 496c05 9737de c82e76 e09ace
03b3de 356676 9ec4b7 a23bfa ba5f37 ddd97e
03b444 55672b 8422fa 9bd6f4 a05099 e9d4ac
03b4d5 2565c5 747075 a1b68c cc6901 eec000
03b5b7 315bc6 91f1f4 9e185e e71c4a eba670
03b604 22fb34 2b66f4 497048 cc6195 d3c8d0
03b6da 655de3 71f8cb 897176 ac2117 d5b042
03b90b 3744f8 806fb5 905b30 b8acc5 fdceb3
03b99a 334cdf 836f9f 95f592 b07442 e4a3ea
03ba82 53632e 6053fb 953e82 ccdc09 cf85df
03baee 677e90 7834c6 b2ebe6 c16757 ebb75b
03bca8 7269a3 993251 a2ecfa b17f4a d2d91d
03bce7 478c17 5e47b4 b2758d bce9dd fec678
03bd16 3f6bdc 764a5d 8a919e a72821 fac097
03bdd5 3a7d81 8d4a02 975de9 d38c66 e5d543
03bde7 5668ab 735831 7bac19 c77583 d0e573
03bdf9 69516e 7e67f5 a77a0e b9e0e7 c2c28b
03befd 0f9330 723dd8 97d65c bb618b eccad2
03befd 237687 9846fd a05a3c cd9627 dcdba5
03c0a2 1f7153 9a29f5 9b7e07 b0ec3c c898f1
03c0f8 686ef1 7a6a8a b77a72 e62e00 fccf99
03c290 4955bc 5d752d a889be b6d3ff dce129
03c391 438451 775876 9fb921 e93ad5 eed0e1
03c3ad 536d5f 85a945 894407 c24bdb d1e85d
03c604 5372c9 7c4965 a18ba1 c1cfd6 cb0d09
03c9e9 1363cb 826066 b4e8db f1d102 f85e15
03ca26 496a3a 934ec1 b8d7ff e2ddad ee71af
03caa4 64640d 71869f a90ff9 bdda2a e8a5f8
03cad6 3475b4 91443c b5e6c9 f0cf4e fe626b
03ccaf 398b00 6e0ff8 a93e6e ae63d6 cdcc40
03cef1 2f68e0 89b19d a82716 b4910c cee100
03ceff 4d83d8 63566a 9c563b a5c9b8 dba14b
03cf23 1c7dc7 5b7109 944169 9d8872 d6d1db
03d9d6 5867cf 8a9281 a21443 a36b00 fabe81
03e126 4a92c9 5b5576 a1451c b3857d cec3d3
03e151 1171f6 6a5784 738d83 a90929 bdc5e7
03e6c9 285ceb 7d95d4 a81012 b17078 d9de39
03e7ff 149dc8 366574 7d1afb adc7a5 f11c17
03ebc6 5c50c5 7d596b 889ebb bdb653 c92831
03f23f 3687fe 6b638d a90533 bbaab2 e75d42
03f2ee 09aa36 216c0f 979b9e 9d61b8 b5ef97
03f42f 1c6851 aa4ecc abacd6 d86f24 ecd0cc
03f635 0e7585 8980f1 a1332b da8674 ddd6d0
03f7e6 3a6c0d 5d99bd 84886f 9d3571 d7d622
03fa7c 1e6850 7646d1 a57ccc c8c4db ea7700
03faef 1bb1d1 557f36 8a43a4 bdafa1 f9a125
03ffb3 4c6863 89cd0d 977c36 e048c2 f2b5fb
03ffcb 2361ab 89b0d6 b72214 bd746e d5dd50
03ffdc 5b7386 80b4d0 8428d2 a77247 b2c651
0448fc 819b2c 82e931 885e61 d34ea6 d9cceb
044af2 608df7 68ee10 71608e 9a5b3f aba091
044bf1 648fd6 8be0c3 95959c d7b725 dd0456
044bfd 8e9349 99406e a3cbc0 d871e4 edcc72
044df1 1e9815 944787 af8cce bcdb9e fac8f4
0454d7 28aee5 907405 909b8f a1e1b1 dcbf22
0458cd 51fbe9 625d77 789daf b75445 bfb15c
045ac4 1aabec 71868b 9c4e17 9fc4c4 f0ba04
045aef 07bf11 5cff5a 8083b3 97746b e5cac0
045eaf 20fbfe 319fb1 ad3024 b5d63a d5776d
045eea 1daeaf 52f5e4 685478 ae7631 bcd678
045fe5 7b789a 95abfb 9c5d5a ceb598 f26e1b
0462f3 43d891 8b7d60 953e7d c2e822 e769b1
0465a9 1a9ce3 67755c 99c2cc c89815 f3da90
0466a8 8a716a 8babc1 ae470b d0e2c1 d1ac11
0466c3 80f494 9b3901 9f8375 dab1fa ff6c11
04677c 707008 71ab91 a32af7 c1a52a cfd8dd
046862 40c2a2 62721c b54ecb d9c4f7 e3ab0f
04686f 1baf97 43f1ca 8a7835 d4c326 d547cd
0469e3 5ee3d4 8a7690 9d342c b9e183 e0730a
0469fb 655670 84f9aa 94a030 b51429 ed88d2
046a53 55afb4 8ff1da 953797 ae9233 ddd862
046aef 04bff2 506750 93cf6d 9d9090 c07110
046b33 6c97fb 6e6c78 9e1bb4 aeaab6 dfac50
046bac 48a6ec 923c0a b7cfca cea50b e04566
046ca8 12af02 94f0f7 a7a3e4 b15463 e9d075
046cad 60a2d0 67705e a86809 bcd4e5 bebe47
046d4a 6fb305 7852fe 95d9f9 b360a0 efd3b0
046d9d 35e826 5994ff 758b7d b23f0d eac2e0
046edd 1ffd8e 586270 73522a afc5cd e28d0d
046ee3 456d22 803e79 95b235 a6f2b9 ee8fbf
046f69 07aa70 885e01 88d50b 9a63fe d69dda
0470cd 71aea6 815948 b1edd1 c4c055 c8650f
0470d9 5dadf3 95ec51 96352e 968f45 f998a8
04714d 58ae96 a5ebdf b4c725 c011dc f87bfd
047241 65b7c2 962dbe bbeace f3317c fea138
04732a 75c2ee 7fa20f 932be5 b9747e f2d950
047333 74b9c7 8956d2 8b356e 9aa081 d2e959
047455 5ca716 7de784 a599a0 d629e5 f6c7f5
0474f9 7e994e 94ea9e 982d49 b889b2 edd3eb
0477bc 476153 8a7219 aff622 cbbbe6 e89b7a
0477e6 0ad223 7d5a75 909b89 9a322a f1d4c2
047821 75acf5 87828b ad14b9 bbcdca e3d149
047828 07b509 46f66e 9b4b7b bacac1 d390f0
04798b 79d77a 854cfc 8c8c6b ae3008 d0caf1
047c2e 4ffdd1 888c9d b318f6 b5bef9 c1ad54
047c42 05b0c0 6f5878 805ffc 94f1bc fa9d19
047df3 739a94 7d4a7f a6cff5 b6953f f2d74f
047efc a15f5b b192bc cbd9dd f1c87a f25f1e
048074 8d68cb ad1235 adb9cb f2cd67 f45d1d
048129 38eef9 90a198 915bc0 943b68 ccca82
048155 56be86 981dba b589d1 ddd4d9 fcba1e
0481ce 746847 94f2cd b59597 bab9e2 fd7b19
0481fe 0bd549 327d28 b7b5eb c06b99 edc9c7
048225 12c965 605f6e 8714bc bdbfcf d253c2
048297 2cc8f4 692aea 736944 c6df1d eaa792
0487ed 566223 85a3b4 964980 c1decb df9548
0488d0 64565e 85afb4 8df2d8 bb6b04 c9c739
048900 7fb9fb 8008f6 93977a b45d95 cfda2c
048906 8839d7 8eeefc a22764 b7b292 d26cbd
048d3f 7f3e86 8869f6 a4b6f5 bb6e93 e2bf7b
049097 76ebf3 84b48d 9635f0 cf313d f9aa1d
0490a6 824f1a 8af1fc 9a8d61 d7d4a7 f1a309
049342 63569c 83d7af 97778a c2e612 d7a2f9
0495a5 556953 8bddaa ac1bf9 b3892a d9d80e
0495b6 68ebed 707146 89ac96 a01a6b dec419
04962d 565c84 a99ca5 ace3ef eac906 fc62fd
04962d 67db37 8a56d6 b76486 ccd1d2 d997ec
049680 775438 7a6eb5 81cca3 dd8b13 febcf0
0496f6 306e2a 825f7c 95d8d5 999c8c f1860b
0497d7 803f7f 9cbbc5 ad9848 b3240c f2d889
04994d 575b5e 84e8b5 b018e0 bdd028 dc81d1
049b1e 7fefe3 8c48ed 8f507d 9eab99 edc927
049bec 376c68 99a085 a3e205 c16514 eed3e5
049ced 5e618a 8a4345 a89d96 d5d5e1 fc583b
049d26 1153d7 8c4d56 9298a8 bbe4e2 ccc576
049d89 61557d 8bab07 a34811 bbdfd2 cf60d5
049da3 5b54a3 69d9fe 726657 c1d2c2 c59b0d
049edc 62538b 71e7e9 95795b ceeb0a ecab8e
04a605 22f806 716d56 9c1c7d b09fb5 bb44e8
04a666 64696f 73eda7 a44dbc b20b02 d090d5
04a685 7826ed 886013 aa9d27 aff630 edc5d9
04a6e2 1cf4b1 7d6429 82918b a1018f ddb232
04a832 84e245 855ddb 8e3f53 d28dca e3d3de
04ac84 92efdb b6d424 b854a1 cc2e23 dd93f9
04ac9b 2b724d 99ecaa bd1eb4 d3c5e4 fd8314
04ad32 6b5ab5 86494a b384fc b6d7e5 efd387
04adcf 31766b 4df5c8 6d2fd5 baa552 be3d13
04ade4 0a6cba 786f55 7fa42e a8d5db eed846
04afe8 735bfa 7d427c ade640 baaaaf e16d22
04aff7 517389 87705a c7d3dd cf821d fdd389
04affc 1b63de 87738d 9cda67 ccb1bc d41f0b
04b010 6e7373 7c5803 a6d87d ce28eb eec7d8
04b063 8f7d9b 9bd4cf 9e2836 af0ae1 dce920
04b116 384fd0 834f6f a1e5bf b2aec9 e8e25c
04b1cb 56655b 87987f 9c31e9 c5da98 ce9b07
04b2fd 1a8a3a 7743f5 7c527e afe5e6 d1bf35
04b5b4 0a639e 977bfd b35d5c b7ae2a cae5ba
04b79c 306569 64f8bf a176c0 ae623e edc803
04b805 715429 828f81 b360c5 c3dce3 f2bc8f
04b9e9 848d8e 963baa c2e1d4 ce5d34 dbd261
04bbda 1366df 8cc83f 917957 952b63 e6cdc3
04bcfd 5a6eb9 8c482d d8dce9 dabf56 ed748d
04c0be 8d4f20 9a45f5 bfe8bb eb9739 f33474
04c150 514bf3 69f7e7 824484 bfa3f4 c32413
04c1ca 178c13 735a67 8b63f7 abebd6 b3c63d
04c57c 187811 863e6a c1ef1f e941d9 eea9d9
04c5fc 3b80d5 6f5159 9bdd3e aa5019 f46c93
04c8d6 497507 887ffb 9b3363 c7ec0d c89570
04c8ff 6568cb 9e3047 b0e7e7 b3b402 fc698d
04cabc 318955 99277e 9d76e8 b2ab1e c2e997
04cbdc 284ee7 775d05 a0943a cf2f79 d1da55
04cdae 406764 8438ce b25c0f bf8ced fcb948
04cef9 2979fc 954387 99b2ab ac1d1c d5c054
04d2f8 466e51 998925 a7adad c940cf eec038
04d4ff 057106 93949d b41ee5 bcd2b9 e98954
04de31 0982e5 8a939c 95366f 9c7e38 c6d6e1
04e1f1 607dde 846116 84868a c1e8bd dc8a0a
04e47d 7e52ad aa6771 ae111c c599e7 d5dfde
04e57a 487ff9 585a7b 9f9ec0 ac5f1a e0dbe0
04e947 08a05d 3945f0 a43e82 c470e2 ffb6e4
04ebe0 318d1f 6b556d 968f9b d630f7 dfb864
04ed3a 4773d4 868fa6 9b802e a93166 f0c2df
04f544 4d7421 91a4cc ac977e b12fc4 d7d4d8
04f804 413bfd 6f6b92 b5a3e9 c30c30 df7f74
04feca 1c84ef 5e757e 8ab7cf ba6e2c d4d337
04ffb1 1c6d18 32ae7e 735ca3 95d903 e69fd7
04ffcf 59675e 8ab5c1 a84fe4 becb04 d05f1e
0545fd 2cea0f 58881e 795e85 8b96fa e1a9aa
0547fd 506c72 805434 88ddae 93b20c b27ec0
0548fc 4c6845 7ca17f cc258f d971e5 f5d2a0
054bef 5c9c5a 6cef61 aa5b91 daded7 eba0fd
0551e0 54676e 90c54e 93651a bc87d7 ecd2e9
0551fe 669692 685e8f 91e503 a05849 e2a2e5
0555f8 5d7997 7acba8 905d48 bca5ee ec920f
0557ff 7475ac 806763 91dac9 c8a5ff cb9e43
0558d8 5d6e7f 6ed543 a6a298 ad592b dad9f8
0558e6 80abec 989198 ca4c12 d0ddf2 f39c68
0558e8 a178a0 a9dca8 d6b2f6 db3046 f79c04
055abb 61abce 717f73 d05e13 d5cab5 fea316
055ae2 39a3ee 3c6642 88f2a5 ab828b f67702
055dc4 54f326 8c8297 ca3a2e cab2e4 fbaaab
055ddf 17d015 4f5b6d b44722 ca8be4 d5e1b8
0560ce 45b90d bce4fd bf90f0 c46b7c febba7
0561d7 5f9ef4 62f65f 777387 d36905 eea4b8
0562f7 625d2e 739fe4 b3437d b7b7be e38861
05638a 23acd7 64f661 65726b abb7aa ba8125
0563bb 30b130 81666c 9d2a0d c784b0 d7d1d6
0568ba 7b5106 7e9ce0 7f7c86 c1d0b0 e9b41c
0568ea 4dacf9 7c6f92 9f214f abb2b8 daaf5e
056962 5fdba6 7b79b5 af2916 caea1e d48d04
056971 4b9e8f 94e6cd a462dc c94933 cab8f1
05698b 14bafa 779192 8d5a3e a1e876 e4731f
056b4e 19c8ad 864496 9b91d4 bb8620 bdec3b
056d19 56f99c 8660b9 c5b9c3 ec950a f91c69
056d84 8579f4 a0d042 a58e90 b65e1b fbb3f8
056e61 10ae8e 92d95c 976ec1 9a580f e3bddb
056e65 0ba8c4 21f5e6 796114 7f53db f1c671
056ed2 27bb65 7d838c 855944 bdf20b eeb5c8
056f3b 41ab8c 7e980e 916396 c4cbdd f4d264
056f4e 7662af 98cbc0 ba99f1 cf926c fbdb37
057047 47d0e9 83a893 af41a4 b7edb1 bea517
057331 6646ae 7591e6 a19da0 d1dedc fac120
05741b 6dfe59 739abe 8706c4 8f817c d9d1d8
057424 81b783 8e40dc af6192 d3d532 f583e7
05744a 41a7b3 9b45de b2810e b4c08f b4defd
05778b 49f9cf 7e9e96 bd5d33 c798e9 ffa23a
057853 5ef6a9 ad950f afb7cd d938e5 e4e410
05785d 71518b 838dff 8fe716 d094b6 db6208
057935 685264 8774be b0838d d7bdd5 fd9667
057a81 4dbfde 9d3b3a a92be6 ceb87e f5410d
057afb 626581 7c5830 7fb1f9 c8bac3 e7a24a
057b46 2cb580 8816d4 8c7eac d2d0fd e7c207
057d1a 0abdfa 8164bd aed0d3 b00869 d1a96f
057e1c 8be5f7 939a8f d146c7 d1e4c2 fdbd3c
057e26 399bf9 7f3ca2 aad6ee c8cd6e f1689b
057fee 88dcec 8b432b aa8d0d fc73a0 fcd01e
058086 08f114 6a32e1 715f16 9f71ff cbb3bc
058145 6a6079 7da698 c459fa cfdef1 e7d190
058184 89f5d8 a1acf0 a6232d a73ae8 fdb055
0581d9 59e6f9 6b6b7f 88c723 ac1c19 c09d8f
0581e3 646f7a 735b1f a6f3a2 a99f7d ffb7fa
058218 13c96d 6f1ce8 a4f208 ac62ab fa98c6
058282 48f501 923fce 9b360d b1be93 f867eb
0582ff 8bd5be 8c8eaf 9d555a d7beff e4a800
058398 566929 7713e8 77bce8 b0dc54 d9aeb0
058496 45b6fa 635a55 a9752d b7c0c6 fdc36f
058687 5cbd9f 8341c8 c2f026 e54420 fb9ffa
058783 5ecdab 7959c4 a9303f cbb1ee e0952b
05891f 9d5cf5 a03089 d4cbeb d8b502 f86f98
0589a1 625d5b 90927b a4d3de cd8513 f6ce79
058cd8 226936 775878 8da12f 98d1ba fcd752
058dd4 49655c 89d5ee 969489 d4cdb4 db8925
058e51 635a71 6cfe65 b8aeac d42ede ff91f5
058ebf 66fca3 a29182 b11436 c5c2d5 ef8428
058f02 72c4de 912286 b043ef bcda69 d25087
059436 626272 949ea3 97e7ef b46ce6 d3c66a
059474 7fc3ba 854a85 8a73ea becf59 c24a14
05958d 386721 56d4cb 73951e bb72ea c2cf06
0598d4 2e5aaa 65d5fb a3294f b29109 c9ce9a
059b85 5750aa 83702f 9682e2 c4d9d6 d1b631
059cf5 365d8f 7a8283 87e37e bdb4bf c26c3c
059d9f 644ea0 a54a5b b2dd2c f18efc fa3b1c
059df0 3d8817 79fc75 832ddb b27592 d8ccf7
059ece 4e4ae3 957634 b23478 b6e1e3 ff9d70
059f39 5e48c8 9f6990 a296fa cee0e0 dacd32
059f4b 49645c 8db9f9 ba31d6 bfd821 f1a6b1
059f88 19ec7e 39636e 7b6320 d01fd9 f1c6f3
05a051 5afd9d 6a5fb8 6d5c63 a80901 e29cc7
05a072 29e8d5 5a5d8a 9e2d05 b0af23 d358fc
05a074 42656f aa46fd abd566 b23713 f689c0
05a099 527109 9655ed 9cdcf9 d7dcb9 da973a
05a391 7b32ba 88f1f5 a65922 aa8aef c2cf83
05a3b4 4f46ef 86cb61 883f52 cc4e0b e8d6f1
05a57d 34fda9 8562c1 8e4015 b4c3db c6b507
05a5dd 364de3 67627d 73e3b1 a94540 d1ab1e
05a8c2 7a6b70 8955fc b80504 c5f014 d6a367
05ac08 454bd1 63666e 98dbc8 d1df40 fa8ff2
05acd8 1b59eb 819e5d a93962 c5dfe6 d7d462
05ace8 426790 997374 b24901 d3dcf6 fbae95
05ad87 1e7368 66ea85 a7a8ce b443bd f03109
05adcb 673de3 7b5c62 c1261b c6e0d1 c7be40
05b2c2 2e41fe 63884c 76f3f9 7e5582 f7a423
05b2d1 4a6980 984ef3 aef179 c1b8ae ca5c59
05b47a 6b525c 7e65d4 aa4928 d1cae7 fab800
05b5e4 4567c7 a1ccc6 a94c61 b1b43d dd0005
05bafd 635c74 7d55fd 9a7737 aee4f2 ccb87f
05bb43 26f99e 7d5f67 9c1091 cb5cf2 e2b1eb
05bc0a 5769f1 78fa2b 7e5057 869784 dd9adb
05bc7e 3a6d26 925ff5 9be525 b94284 fecee3
05bce4 4f5e53 a32fa9 a68293 bed1bd fea950
05bdbb 556112 6269d1 a2f0d0 c3b864 c64472
05bdf3 486800 887e70 a2edf5 a339ad cbb045
05bdfa 51895b 81349b 93859e a1bcaa f7b428
05c0c5 166776 7b5b21 8574d3 a19a1b a8e892
05c0f2 615a64 8469fe 96945c bae1d3 ddcf00
05c665 7d6769 8946fc b51102 c6d9ed cd74b6
05c6ce 776696 9aa731 a43f14 b5767d c0e2a6
05c78f 893f62 9df359 a134f2 df9ef5 e36323
05c8ba 3e877b a6f0a8 b60f2e bd4cd3 c2be10
05cdcb 596b29 5b81d3 88416b c0747f d2c610
05d30b 566300 a854e6 baebad dc4481 f390d4
05d5d9 2b8dd0 6d5c39 7c9b08 b7df1d da6c88
05d6f2 25970f 5c5c69 938a89 b309e2 b7eb52
05dbe5 7b64a5 804a40 c2ed57 d6927e eb3b00
05dd8c 0e79d9 53720c 947876 b7f11d c7a4f0
05deb4 4f45d7 8282dd 9d2c71 c0d048 e72d5c
05def8 2347f3 3e9d97 c44040 d99005 ffce8e
05dff4 506257 9dcc9d c84df6 f0d424 f8592b
05eb94 60ac1f 71724c 914480 9571f4 dbacdf
05f336 16ab23 536320 8a3aaa b68590 cbdefe
05f50d 357479 5fad7d 9c3d1a baa4c6 bb35f3
05f54a 6077e9 715b63 cac0f7 ea999e f62b26
05f750 3a60e0 94597f 9fab90 e65b0e fc81ef
05f7db 5fa4bf 6657c0 6c546c 9d552e b5d247
05faa7 33ad9a 9248da 994a09 dfbffc f68b2e
05fabf 367b92 967a54 acd40f f42dfe fdb1f7
05fd0b 20666f 9246e8 9db983 a5342c ec77bd
0646fd 4a6864 9bc158 a777d2 b95c17 fec9e6
0647fd 3f7945 9683ef a6e9ec a8ae35 b73383
0652ee 38b7e0 447626 7bfe2e 963f6b 9ca61b
0654e0 7e82be 9de8e3 a84b6a b0c626 d98f9a
0657f2 549fcd b96c79 badc15 cd1c08 ebacb0
065ae1 11a595 5aedc9 bd0053 c1b612 cac2fd
065af6 79a50d a0302c a471a4 afced9 ddda98
065dfb 0ad12a 4c5e61 9e7ab6 bc3711 d8c2dd
065eb7 11ae90 41ecd4 7a6e3b 8bbe0f bf8de1
0661a7 13eef0 77a0f1 93475b a7b71f cc8081
0662d0 16f0cd 82b351 8c6849 a1156f d38aea
0663ba 6a7378 76bcdd 973322 af9600 eed2b5
066485 10d622 9569fb a95434 aa9a85 c8cbd6
06648b 35aea0 7e5448 8e9143 b3dd95 cf55f9
066a5c 40c78f 897a28 8e03ea badc0c e83db5
066ab7 30fbad a27f8e ab1327 c2b1df fb4749
066ac1 5aeb19 a0a591 a62053 ca7319 f38efb
066c23 517fe6 944082 b0cbae e3a81f ee3065
066d5a 10c919 aa3504 b64cfa dcc8fa ee8e9e
066dae 0ba9dd 6ce8e5 90a59a c85136 d6b95c
066def 596448 6fbfcc a8a986 e66009 ffd669
066e0b 5bb376 8249ea c5dbfa d1d112 d97bf4
066e63 11b0b4 5ff0f3 a8bd86 b42bc4 bb0514
066ef0 797a96 89bda2 ae5735 c6a7ed f2bc2d
066ef3 2be7dc 60688c 9e7e6e c3dd51 f14f0f
0670f9 708f7f 86f65f 8f3875 c5aae9 e46b1b
067144 31ec02 6f931a 87648a 8e53ff eac1bd
067145 73c853 873975 8d878e dca3da ea1de1
067151 64edb2 7b9f62 7e3f7e aa73c5 dec832
067152 7c9319 82dbbb 894bc9 da75bd ebce22
0671e5 5d646e 66a18e 937a2a a3eac8 d3a7e1
067274 9e87d3 a3d0a5 c13e0a ea901b f3bcfc
067321 1ffd6e 5ba26a 7a6988 c023f1 ecb0e0
0673ec 843a75 94f2ca 9d84a6 ced20f de3f4d
0676bf 6c4f68 6e8457 78affa bb9702 e2db47
067782 53682c aa19e8 aaf0ae bbb5d0 d38276
067820 54fcda 720bff 9860c2 a6a8c8 dab772
067827 8ef18d 9735de 9b2d6b d6727e e5b1fa
067bf4 6f4f61 a14102 aeb7d4 b58e47 f1c3b1
067c1e 85c1de 9e61d0 ac0067 e2c151 ed6d80
067c1f 1fb0d8 8852e6 97e831 a12f6a ddad9c
067d85 66afa7 8335e4 afed74 c44a47 e478fc
067dd2 30e3f9 5e5b68 ba6322 bbe65e e394ae
067dfa 5fcfd4 755a50 9d9b43 b13196 fccc45
067e0e 765877 7d54e1 83bd16 cdc0c5 cf7ec6
067ee9 655779 9f9bb9 b77676 f3d624 ff5113
067f0f 13fc9f 6b21ff 8bb80a ce6ab2 e9d5f6
067fed 707460 77b1ac 7f427e bc0701 cac32d
067ff3 6f716b 78ddfd 9d290b acb6b3 d79c3d
06802c 59b632 8af639 972c67 aa78d4 d4c7d8
068239 38bf8e 61517e b97bfc c9dce6 f9ad10
068303 2fa7dc 9ad25a 9c1bb4 a17e83 f7cacc
068387 48cadb 5c6e39 72aa2a 955be8 d7c9a6
068416 6adefa 7f5267 abc53d cf4df6 f8d0bd
0685b9 6f5453 84a400 a23c09 bacbe2 e1b29d
068745 625661 85f0c2 aa16ad af90c5 edb706
068a51 36d9bc 6c03fe 9150ae 9e9ee3 e8be4b
068a52 5e5c6e a5afe3 b346d9 d0df54 f499a3
068ad7 536724 5de1be 6813fb 905576 c7ab58
068cf4 7a4e5d b9797d cbbb71 d1d8f1 e32e10
068e13 07c4f1 8922d4 c9dfd7 f5628c ffb75e
068eee 75707d 983610 ac8b43 b4bdad fcc93e
069047 8d798c 9724a1 abebf1 c2be81 fb3ef0
0690dd 6d4f7b 76edbc 8d9fa3 cdb640 d22638
069191 6d4bc2 9b8cfc a9d9fd bd3d24 c3c64c
069298 526d3f 85cd35 8c29b8 d8b6ac f353ff
0696fe 555f23 77d2fd ae3b8b f6bf3e fd4170
069729 5afb1b 6345e2 6c5752 c07bbb d0c8d9
069913 49f4f3 904d58 a8d31c bf94fd f3469c
069ab4 7533f6 78795d a3d3d0 dd7708 e2df4c
069aca 1a5ab4 3bf088 736275 c44f46 dccefb
069c6b 28fd17 7b628d 983e11 a1b3bc de57fd
069cf4 576090 8cf6b5 b5b8cf ecb901 f7094c
069cf9 5b6193 95cbca b64b1e b99c7c d4e349
069f7f 8167a8 a2b9e6 b43415 ba9907 f4d0ba
06a186 5340ed 7cd4ce 856db0 b05532 f7c36e
06a24a 44624c 8acbf8 987ef4 b50890 e0cd2f
06a286 795784 80e9c2 c272db c8e75a f10a1f
06a30a 7b5c53 89f7a3 9048f9 cbc0fe d484a5
06a3e9 4d45dc 717d4f 7feea8 9dba05 ca5296
06a3f1 2f45ef 46880a 90446a b5e1df eac92a
06a408 796d68 989bb0 b9dde6 d316d7 d8b680
06a592 2bfc91 596584 6a5e31 cdc7dc f94eec
06a592 602ffe 9871d4 9a4806 9cdc36 e0a7e1
06a6df 69807a 8b32c8 a1f09d c43229 d19c0d
06a705 1059ce 6c6e81 7cdf76 b383e2 ead5ec
06a7fc 178368 81548e 993b0b e88510 eabdd3
06aa6b 0ef29d 1b55e2 8a668e bc96fb cbdcf0
06aa6b 427402 9c4dba 9e265d 9fcb0c e0b3be
06ad1e 336814 89f3b7 b816e6 c19beb e42889
06add6 294aef 8b9491 92dfe2 a4623b fcaf29
06ae88 7c2fbf 9883c7 b9cff5 c42b1f dcb636
06b042 2b706c 8939fb 92411c bde723 f077b7
06b04f 4f53dd 93e4aa b1acc8 bd1269 edda19
06b068 09685f 705c13 8ceaf6 badc13 de1fb5
06b0c4 294cfd 9a597b 9df1c2 a2ad47 c12815
06b0ed 168037 87e9f0 941f89 ac788e decd2c
