# colors_mcd16_mld2_nc10_cvd100_minj40_maxj90_ns10000
# Python 3.6.6 |Anaconda custom (64-bit)| (default, Jun 28 2018, 17:14:51) [GCC 7.2.0]
# NumPy 1.15.1, Numba 0.40.0, Joblib 0.12.3
# Python 3.6.6 |Anaconda custom (64-bit)| (default, Jun 28 2018, 17:14:51) [GCC 7.2.0]
# NumPy 1.15.1, Colorspacious 1.1.2
0292ee 0048f9 656365 b75ba0 f19dd1 ccd197 67fe05 0dcc0a 128836 81998e
016781 7757fc a388fb dd98c9 efd5e2 d45b61 706018 aeca99 47c524 5bfc47
1498f6 0167cc 565c7b ddd3f4 ee81b2 7c6935 fac804 b39d1a 79a06f 1ceba1
0168e8 acaab5 9390fb 8e376b af1f31 e2dbd9 b17d24 8edd36 06c37e 4f8a74
90eae7 2199a3 01697b 6c52ce be74fb af2026 95706b f74529 e6ca0f b5ba9b
3a9ca1 016986 922de9 d066fc eeb9f7 976434 e9861c c8e80e 94d3bc 626563
7fa89f b8e2da 12b8ef 6f7781 7415ff 9050c3 bf010c 94954e cddb43 016a4d
016a6b 92e5f3 3899f9 7642ef a59fb9 d5181a c28971 dcc4b6 c6eb7c 63c300
016bfc aa86d8 f0c8f0 8e209c d8328a e591b1 b1c605 6eb367 c9e7c9 037d3b
c3e0f7 aaa8bd 9052fc cd7dfa 8f4e90 fe4783 e6c7a8 4fe53a 099b21 016c29
016c60 4adcc9 95a8f0 8a3ff5 8c4898 a77e9c a6c046 56692c 69963d b4f09f
4af3e6 76b5d1 6c8599 016cfc 835263 b47571 c9b765 929412 556124 b4f510
2be3fe 3054fe 8a83e3 953189 856673 cd811e e2d881 016d32 c5e6d3 26b992
b3dce2 28ccff 9347ec ba73b7 973582 feb474 697517 89ae0f 29a074 016d51
17f4fd 76b6fc 016df2 6c7faa aaa5b8 9a320a ce5c08 837261 edb15a cfe5c7
5dbca9 88f5df c1a1f1 ac39f5 b43d8d c59410 796407 abdf64 65915d 016e53
66e5dd 016e7d 0ab1df 7972ff 7901ee ec93a2 b2371d e5dca7 a6c810 667e6c
9acfef 0791d4 9300fa 877685 89448c b5a6af eba70a e0dfaf 809d66 01702e
0170f7 c6c2fd 953ca1 c87ec2 f2d1db 963404 c95d03 7dd611 7c956e 47694b
a4acb5 1595ff 9410f1 e3c9fc ac3da3 f1b60a a89a55 787671 017114 94dbaf
436afd a19bfe efd0fb 8e2196 b065a0 cc9eba 93a848 afe6ad 017136 57977b
7257d0 a17efe 66516e e295c7 fdd768 8db137 5e862b c7dcbc 01714e 28a57d
809a9f 0171d0 d4dcfe b996e8 b30474 e35e18 826f5a ddc508 0bbc75 62f3c6
0172c3 a09df7 9a8ea8 d6c4de a02c62 e29c9c b66c62 615d11 05b90d b1f1a2
0ea8fb 0172ea b0b6c8 aa2d9d a67699 fc7f19 775817 eadf61 558466 6cdaa6
02fbe8 90abc0 23abff 636e7d 0172f8 8b574b bf874e c8b99f 91908b 95ee44
7603fc 8065ac b878fe d383b9 fdc3de adcb04 638b2d 97f7a7 37c57e 01735f
5fadab 017487 b2caf2 9a8ce4 a61be8 c9ae6b cee53a 699009 496346 4decc8
687c85 94aab6 31aaf1 0174d0 e2d7f2 7d4655 ad360b be8320 b7af8e 9dea32
58a0a2 abe5fd 6a26ff b0a2f6 8453b7 ef0d77 94371a e37846 d8cc7f 01755d
01786e 6599a1 96cdef 9243e8 b885ef 9d3427 cc6517 f7c023 dfdecd a2bb7b
92d0db 9391d8 7a55e1 65517e 9e7f95 d0a569 7f5702 dfd4bd bbf13c 017954
b0cceb 914fed b673c0 9e1190 cb0c1e d87c0e f7d32a dcdfca 4cb893 017b61
565d5c 07eef9 5b9fdb 6e5cee 95358a bb6c96 dabbbd ffa51a b7ee93 017c13
2deeee 017cfe 8399d2 646ca4 5f5863 c49999 b50d22 f4533a c1d406 b1ebb9
7bc7fa 626265 824ff9 774284 ad66a9 d7b9c4 989391 ea9d57 abf629 018133
3bbba8 0181ec 735a80 fd9ef4 963347 c3636d cb1001 a69d02 9ae23c 50fec5
90e2d9 0182f9 ada7fe 6f5b9d bc6984 f898a0 a4280e b0a332 d8e68b 3f6d52
5feef1 5f6061 95b2f9 9895ae d429d6 893084 dcbdb4 ab897c f4a30a 01832d
605c6d a439ff c375ce 8e19a0 f7c3e8 ae4104 f36c11 78df72 90ad90 01835c
01847e a7daed 877cff 6048d2 c886bb 764f37 bb611f e3e17f a2be04 35c084
c7d9d5 10bbe0 0184d5 8d4786 9d808e b0081b ed9385 ec5b2b d7c52c 4e5e56
c4d3db 8953fa d99ff6 bd5fad 9c0f7b 9c9885 6c6a5e 018612 26c233 32fca6
b4b8c6 af35ee 95859b 704785 f86ef1 f4d5c6 9c4a04 5ff666 13bc54 018664
62d7f2 891df9 e73aca d49ab5 9e225a ecdf53 01872a c9dcc4 36b45d 828781
018991 b0d3e5 7d2cb5 ff48e2 b86454 b51d01 fe4607 f6dc08 b2bb6c 70a698
32d7e0 018ae5 473bfc 72568c aa84a2 926322 a9b292 68ae2a a0eb66 586f5f
75f0ee 7b3af7 6c4a92 cfa0ff bc6aba 8a4b62 9ea001 aae01c 018b3c 8ca893
018b7b 7537fb aa98ff 9564c8 d5bdde 78437c 9b3c1d c97922 84d953 07bb9e
8fd2ff 018bf3 8c9eb6 904799 ecc0c6 df8288 ac051a fc5018 c2e43f 406b57
728e8f 72c6cf 018cc9 3659ac 9a3e10 b0903f e7c41d 666c58 a5b399 b4eeb6
018d80 b5e7fd 88a4b9 6646fc 9874dc 884498 e40f69 963d29 ef9628 bfbeb2
51fbdc acc4fb 7d93fd 928fa2 7552d4 725d7a 913d10 c19f08 d3d086 01905e
34e8e5 606571 8813bc b45ac0 b2a7a8 af1028 df7512 f2b83c bfe6b2 019365
01948d 0a47f9 8d9ef3 c4aec6 9a369a a23108 dc560b 756b58 a0d228 94edc7
0195fc 949cb7 6333fc d4cde7 824fa0 ce7579 fdcaba 913c04 908814 40d956
b5cfe2 7b98b3 0196f7 0954da 646a99 bb9593 9c402f e9d8c0 7c9203 37e13c
46fceb 4b6364 94a2da 8753f3 8c709d e6cd9f 805b02 b58d04 98dc1b 01987b
bacae7 a75bfa 8121c6 d08af4 a35394 d2e740 959c85 019903 5a645a 68ecc7
019a98 14f4f8 14686c 7a4eed aa94e6 9d383b ffac0d b37f09 78a974 b1d2ba
8b9fac 6768c4 d0acf4 6c5a65 a4132d ca5301 e6930c fcd409 85ec93 019c71
019ce2 654ee9 932d77 ffb9e1 b598a5 b0191f d15e18 cfe914 6e7f62 53d176
7a8a88 019ec2 5f55dd 6f577f f0d2ee 8c3e43 c45207 c7a339 7eee90 aabcae
4bf8f2 01b4fd 52627a 864bd4 de71b8 a41730 996e6e dcb39f a1e431 019f18
019f97 25646e dedcdd adcbf8 831ffe aa57c4 894c3a d27652 c5b808 08f78c
26edff 019fdb 1353de 938598 755777 c4b5c0 f1bf36 8aad76 cbe2bd 458c2f
01a0c0 765de2 9d0f75 7d5156 c60005 b46f5b ee6011 d1af85 75e523 d0ddd6
32645e 54d5fa 01a0ef 843df8 db93b0 b55a08 f5da17 9cb013 b1dc89 658d7a
99e2ff 8396a7 ec77f7 c53ad2 844373 b4402b b2992a caca9d b8f420 01a178
c5d8f4 969fdd 523fe5 988e97 ac4f9e dca280 726351 d1d900 01a22c 45fed0
5929fa 6d4e9f cca7e6 92729a e045fe 9c4659 bce55e 01a230 90a492 83e2c6
10e0fa 0662f2 948cf0 85667a d894b0 9e2138 d54e21 dcccb3 81d42a 01a26d
94cec8 889baf 736f7c c79bff 8213ce ad5fd1 d7b434 d1e39d 386d38 01a273
809c99 01a2c3 c4dffe 426183 ab0ee4 905504 fbc22e be951d 7b7860 c0c4b2
8f98b2 6d35ee d7b8fc b76fec b12b91 a91004 feca58 01a305 457256 9ecbbb
7ce2dc 01a3a2 4f50fb d09cf6 8659a2 fcac9c 983112 bf8952 bceb49 5c645b
26685c 618994 01a3de 0366ed 8e3d94 eeb7cf 7d7a0c ccdea5 96af7d 4de501
01a4ff 1062f1 999cb8 8e3a97 bd4a73 ed8386 e4c82e 376a23 399e2b c5e2d7
01a59e 92b4f5 773fe5 9576d0 dbd1e2 6c556c b15602 febb34 8fab65 5e8565
92d1c4 01a5cb 845efb d4c6ff 774496 af7285 a7294f ed0b2b fbb952 b5a57c
c2ccff 5d2df0 b17bf9 854faa fe95bb 9f2f4d ce1408 bb9813 33fb62 01a684
01a6fc 416bd9 afa6c1 665a75 e6d4f4 d1717a 885b37 d4b24d 8e8c0b 93deae
01a6fe 2558f4 656795 a09fb8 dcc4f7 65545a c64c11 d8b021 a9d4a2 489671
1e5ce6 cdb3de 8e8492 66556d c375da b2e440 7db011 547616 01a764 11fcd3
cfe0e1 6d7e8e 6d30ed 9e66dc 793f8e fa9ff3 b12627 f95035 dfd688 01a77d
9fa3a8 01a7fb 2d7bb1 caceed 6b23fc b8286b f4d2ce f2a678 8a571c c17d18
056e7b 8ea7b6 01a8fa bfdefe 735ed6 a1125b 9a9567 c9d02d 567025 11f2a5
b0cacc 8100e4 fe7efe d83ec3 8b4572 f5cd0a a2a646 6d7c41 69fbbb 01a989
01a995 a3baf0 6258fe 8585c5 6f5871 cb5453 e7cbc6 caa322 bded0c 41660d
ccd8d3 8fdafe 01a9df 7e7f85 a111ef af0c91 b9a198 c8780d 645a4a f0b201
bac3c7 01a9fa 3c5d85 8755e4 c36c89 b20b00 82594f e93e0a f5d8a8 54da37
4ae6d8 728791 455e8b e894fd c94ae8 954958 847815 b0b601 b2f607 01aa6f
2c7879 9e9cff 8863df ecc8e4 d084b1 918402 5f5d12 a9b641 67fdb1 01aa79
2b66eb 9594fe 9685ae d2b0da 94307d d11a4e c48a24 fec50b a1d5ae 01ab8c
01abd0 c0c4ca 864ed7 994080 aa7890 ef8c90 a12113 ecd571 519634 4e6752
01abd8 7259dc ab2d82 d95da1 ead8d7 9e7f6f d7a172 5d5f40 388b0a 58f614
01abea 5b5b85 a718e3 9e81a3 ecc8e6 9a481e fc6f17 8dfa76 9ec495 549375
ccd4d1 8dd6f9 01adf7 a2a3aa 5a60c3 787180 a1184c d95103 b28168 d6b779
577e7f 7d13d4 b14fc0 fcc8f5 f183e7 e44b11 5f6048 c5d6aa 76de2b 01b083
82dcf1 01b2f9 628aa6 2e63a7 c2a6b0 ffcdc8 a94322 e88c6d 7c7671 a5d908
687e7c 403efd a067e2 9b3990 c87fb5 f8b7ca 726c31 a1a584 8fdc74 01b318
749ca7 01b6f0 515d67 3a73ce f1d3ee e07c0d 766002 898c75 7aec34 b2b9ab
1956d7 c49cff f0cbe9 bb6fad 9e3170 85847d a2e000 01b71c 2e7b30 5eef9f
6cf7e0 b8adf8 d70bfd 975e84 cd93a8 a41f0b cec793 9ee728 6d8756 01b822
2a6f92 9c41f9 ec68f8 f8c7ee aa8697 b93958 804a00 b8bea3 70ee1a 01b850
7ff5e6 849499 255df6 906fb1 f096f1 a6250f fa7917 cadf9a 378356 01b873
7719fa a074ce 773e97 dfa3d5 aa3920 e76a1a d8d3c8 96dd57 5f7d6b 01b883
01b8b0 3f667d d6dce4 7f00e2 c952ce 917a79 955116 e0cd02 6fa743 24f69b
1750ef abbaea a275e5 ab0687 a86580 c1989a dadb9f 557a1e 52f507 01b947
a0b1f1 4449da d3cee1 9c78fe 9a75a5 a7286c c8a018 597b41 a8f079 01b988
7ea29e b4d8d5 476b6f 01b9ff 1152e2 8b6ab0 a95329 f57300 c6ad7a d1e44c
bfe5f4 9bb0b9 6c6af7 615d83 866968 a7071d e23220 c1b712 01ba7a 19f8bd
4becff 4657ea aba9bb 9088ff 8372a3 f4a826 b17b06 d7ddc6 43643c 01ba85
3f716c a0aaf2 a05cfe f2cbef c465a8 6b5e06 95a144 a9dd21 3af4ac 01ba93
476e70 0654f6 b5c1fb 684996 b575dc bd3d1e cbb143 e0e801 4fefa9 01ba9a
01baa6 65717e 145ee8 898cee e8c0f0 ea303d ac0705 ff7b00 8bf455 d3e2cf
a6ebe5 356f74 01bbf8 753ca4 c929ff e994ab 966808 dfd39b ada238 6f8765
01bbff 0869ff c712a5 fa62be a48b83 69615b 915b1b bcc29b 87ed1d 59b22b
60f6fe 516467 238ea9 01bcf0 acb0b3 6f43fe c48176 9a2f0f e34d1f e8bf43
41627b 8495b4 c3bee5 8c48d9 be9b99 b42100 8d7754 f8dc18 01bd29 86edcd
adbde6 5630f4 9a7de7 705186 ce749b f5c2c7 cd1d0e 37f140 01bd47 4f6e57
6ee7e3 7391a4 6250a8 9c64fc bf9ef8 845467 c95310 f9b73b c1ebab 01be95
fa9efb d5c6cf 96798f f429dc 913d5f 94b81d a8f605 2c902e 1ef794 01c085
01c0b8 13f4fc 6a7989 8b96e6 8729d8 844559 b63b03 be7757 c2af2c 9adea4
2b52df 5a7ffe 846ba3 e3dae1 fa95e9 d01b15 01c124 56f689 546d5a 99b7a3
a6bbc0 4795af 01c1fb 345f91 9363ff 9e5766 a92b08 a5967a d6cc62 8af3c9
d9dde2 4d76e9 aea9ef 97859b 893972 b40a19 d3b59b 01c30a 60f55c 587c5d
386ee7 9896fa ab8dae f3ccf2 aa326f b57439 ff8f0e 7a5128 70f287 01c387
01c4c8 5042d7 9668f3 936194 af4224 f0af7f e87604 c6e60b 558a70 76f8d5
909f9f daabe8 b279c1 b705e1 715863 e88201 b1f272 397c35 01c578 4ef6c2
01c7b5 616c70 c8d4fd 6070ee aa98ea 754395 8f4b36 be8160 e6be16 60ffa1
01c9f7 267fda dfdbe2 7d466d ec83b4 a82c3e f4c807 96873d 8eda90 648a79
9c8cf8 7759dd dbbcef 994a85 b6a506 7a792b b7f12a 3f6449 01ca8b 039678
9aeef9 01cafd 146cff 535f91 be83ad 7d4c45 b82706 f6cc7f 6c984e bfc1bc
01cbe1 627275 8900f8 cd2fba a41900 87744c e6d33f 91a419 add8a0 78ad97
428b7b 8df3e8 5d596f c3aafd 963ae2 bc69ba c54025 ed7705 bddd05 01cc8b
758681 bae7ee 35748d aa98d5 b650ff 841eb9 998e0a 5d6610 bfe037 01cd9e
d0dddb 4a606b 4a8ec0 8e25f2 b59dab b40439 bb6202 e9ce96 83976d 01ce2a
65f9e8 8548dd d997fe ab71a8 a50b89 6d525a d21928 01ce48 a4c6a4 54907c
627392 347ffc 712cd4 e59df2 a22562 ad8180 7c6322 e2e712 01d15c bddfc4
319d95 685edf bd84de e1bcf0 815387 c55924 e6961f 9cfa22 01d39a 4d6159
7161ee 89418e cbbec6 e17dda 6c6567 a8181f b56f10 b8e596 829a74 01d42c
8397a4 b6cde8 686ef1 bc96f7 954292 66585b cd0422 b77a72 fccf99 01d439
01d4e0 1469f4 8499fb 695691 933941 ac792d cfa765 dae044 b4dbb7 8a908c
01d4e3 798991 548cfc 0b5cf2 4b5f8d 675452 e6784f a84e15 dcd57e 9fb9a5
01d6e7 7793cd 814edd 866f88 961889 c6927a c65800 b3d40c 18714a a3dfc3
759a99 565ace ae80ff deb1f7 76497d 9d3f13 a2874e 01d82a 647060 c4d8ca
b3dfd8 445e6e a401fc 9783a3 db81f0 b40305 b76550 fcd497 01dd07 88a796
01e7e1 6430ee 685c86 a670d8 9f4f11 eb9844 e4d49b bef123 458065 76b6a1
01e9fb 5c676f 4159fe a27de5 7a43a0 cc94b4 d00305 aabd2b b2ee92 5d965a
01edff 397784 a7b3b7 16b3e9 8c61df b1055f 86470a 9a7d4b edac2f b1ecd1
c4d4f0 979be2 b71fe5 704e5c fb1c9d ad1d0a e0a284 947a55 0db706 01f00b
01f0ff 9003f5 e939d8 be1083 715249 a67005 d1b667 d8eb01 afc7b8 03a27c
124df5 956bc6 cfa2dc 91557e bf0909 8bc008 a2f71a 2ba858 297149 01f19e
01f1ed 929bb5 871efe c45eee c41086 e48372 844c39 8b7c0a c2c51e afeab4
5b61d6 a79aff 665e7d 9482ad d8b2d6 8a403e 9d7512 01f350 c5e4c5 36af6e
01f3f1 aaa1dc 933df6 874897 b76a95 f0bab2 c24b03 b4f33c 58614e 14b25d
c6def7 4373d2 99a1e1 a17290 a21283 754c58 bc150d d76d46 cfc5b3 01f532
5a9690 5f6785 ab84d9 a928f7 d3bcd4 b0605a ab0f14 94b25e cbe6b7 01f818
a091e2 aa29f5 e1afd2 ba598f f54e1d 9a3701 01f948 82c27d cfe3cb 317356
4dbcb6 4f6068 2e63ba 968aeb e0d8fe a58682 6e6c2b 94ac2a 97ea33 01f9cc
6eb4a8 bee5fb c74cc5 f67eed 84387f a23200 ebcb45 92a206 5b8253 01faab
4e5e63 9802c2 f8abfd d948b0 be908f 797252 d9e926 71a026 84d26f 01fac7
3b6071 d3dbe7 6a8ab4 9abdfe 773bfe 765b4b a8630b d78d16 b7b687 01fb34
398090 6046c6 8c71ee caabdf a4455c ca8b80 5f6a00 6d9b0e d7e0d1 01fb70
01fbe5 64bdde 5f6ec9 a17b9d 9b340a c26530 6c6053 f6bf07 9fa399 a9e593
9fc9d2 7856dd b49df7 815084 d4729c dae0bd 11bc2f 01ff52 077223 575b58
35fcf1 889aa4 024bf2 bc65dc 8b3f7e e4aca0 a6ab13 52711e a6ec37 14896f
73928f 3aa5f5 024deb 7d699d d3c7e0 e6b0a1 ba2a04 b88a17 61f70c 4c6860
86f1fb 024df3 4e6196 827a87 d87bcb b61b57 9e661e e6d492 a5c311 78bda9
024dfe 9875fd e0bbd9 c8079a df7f1d 7b6722 989489 04f643 b2e2b6 56685f
5bb6aa 81f4ea 0250f1 9d73e8 dea8fd 97407f ce2e07 f1a333 bee3a1 4f7652
c6dee0 8ba6ac 83cfff 4999da 616872 0250f7 cb851f 8a7959 e0d429 aaa881
b4b8ba 10b1fe 0252f3 9669b0 eecdfd bf366e c6877a 4e7018 29a402 6ce556
62859b 2397f5 0252f8 6d4598 fab1c9 8e6359 bd8a77 ba5709 98b622 80fa96
ccd5d5 12dbff 3ba0ca 0254ee 714492 9f6988 e34648 e3ad84 82ff19 127801
515c5d 0254f0 b982d8 874a95 fecbe0 c1312d ed8131 abd091 0afe33 5e8877
b3d7eb 99a0a8 0256fe 6d80e0 6a4d9d 805e5e b94b09 b78d69 e3c61e 1ffbb9
3d8182 0257fd b177fa f0d3f3 921c99 e28ec7 b55f23 849574 72d364 bac9b7
60c6f5 5277a6 0257fe a47aff 695669 c095b2 f1637e f9bec1 a86525 a2d161
91e4d7 1bbbc4 025aec 6581c4 93307a d81e17 ceb643 6c745a caeaa0 96b98e
025afb 8b88db 676599 b1a8c0 916e68 a62a16 f75c0c ffc12f a6f3a2 1ebb71
44628c 025afe a09cd0 dbc7df 91828f f5a691 ab6d56 8d3e11 ea7405 72ff4a
29f6ff 586b75 025be2 b87ff3 943141 d43728 d7bfb7 e68402 b6e53c 719f77
c3d1d8 025bfb e35bc6 a04a83 635651 f5db2c aca723 456d18 74da96 79958b
025ff6 52608a 897cc9 e2c2f1 764f45 aa5300 b7eb1d 81bc2e 81f9b7 02b192
6f8289 2596f1 0261cf c3c3fe 5d557d e9d5d2 df4700 845b43 b6946a 68d60e
7a8185 0261fe 7a8af2 c3c6e6 59509f 8c4949 e5cbc6 ce5f00 c0956e 6dd727
0265be 5c9ef7 f7b2e3 972579 f57ea6 816b66 baf00b 547714 75b63f 64f498
b6e9df 0265e5 db97d4 cd559b 7d495a af232d 83816c c6e511 10c141 99b19d
0265ef 7891eb 7b7492 a798a1 e6c1d4 894d5d c16f64 2a6d07 b9eaa2 28dd1f
33ad9a 026878 9248da dfbffc d76eec ef3553 994a09 f68b2e 70ff6f c0dfc1
bfcdea 848488 2364fa bc82c7 9e25a3 fd6c50 cc2308 edd345 32d9a0 026a55
b0d0d5 026a79 8d7cff af9fda 7b48ca c62e08 f0d8b1 788370 3cfd2e 5cb861
b9def3 9bacb8 55bcfd 7e6c80 c637d2 b88b7e e66210 f7a365 cfd2bd 026b3e
cee1e4 026b81 85a3cf 680ffe 9055e6 9b9297 c7264f c47724 d8c69d 4efc27
a1e4e7 026bcb 8d91eb ba99b6 bf217b f89d9c b76d67 fad984 5c631f a0c410
b3d6f4 026cea 645460 ba86ac 9a3d24 d75505 eca711 d0e38e 678169 05bf86
35d5fc b0b2b9 673def 986bd3 885474 b3837f e6cd94 aef202 026e08 21b836
026e65 3db4b8 13ecf6 611cff a95df2 a6149e cf2b06 ead3bd baa386 95dc10
b1becf 167cf1 8d868f ba1ca2 795861 da8a0a e8d75c 026f07 51945b 53c78f
a9cbcb 7233ff fe8efc e242cf 94597e a58f97 f6175a e0d358 027024 41ffba
852dff b16bf3 ec9cd2 cb0ba1 904b69 d37b16 c7c907 83896b 02702e 95f1ab
b1dcdc 0270e7 57587f 8f90be d8b1ff b39093 c44603 f69769 706455 ccea30
c4d3db 66a9fe 9a4bf8 984a8c ca77a1 e9e40b b4b326 719652 027131 5af8a7
11b1cb 0271fe c8d7fc 535e98 cc6274 874135 e1e617 738304 9bbb66 70e0c3
7bd1d0 65626f a222fe e27ff5 c04db4 d5c399 a6994b c2ec39 02721f 639681
027286 73dbf8 683ce4 a579e6 a2035a c28b99 9f6041 fdd901 cddbba 6fbc48
69c6ff ccd4df 0272fd 63599e af80b6 665464 e68c9f 9b5649 f2da6f 649c11
abadb7 d9dcfe bd7cf4 a422d5 856f7e 99127e e9d3bb 64a528 6eda24 02741a
9321f1 bd84f7 b73a9a ee95c3 8d8503 b3d001 466412 ace8b6 29b46e 027461
92adb2 7022e2 985dc2 f795fc b41d72 e55a74 aa9e12 cecdad 80f549 027534
47a9f7 0276f3 cecce0 b56497 8f3c46 e75d48 c31903 c8bb18 8cb398 76f9b2
2da3ca 7858e7 805b89 952f52 d18e3f c9e505 7c8973 027703 86f8bc 88bda4
a5adaf 49cbf1 2f88f9 6725f2 a1389f 897582 ca9a64 d1d528 027720 c4e1c6
027994 96a6b0 7c3ce1 b16af6 fbc2ed bf4256 b8b085 09b809 27f32f cce5c6
0279a8 6e20ec b49ffa d8bed9 aa91a9 a06775 a52d33 ffa49b 759c42 63d51c
30bffc 2949e9 6876f5 a6018a c673a8 ff9971 dae733 6d6e60 027b03 9fe4cb
ccd5e9 034afa 6f7aff 8d87b8 88487a 917880 dccc22 027d3a 43bc6c 7af9a4
70becc 7b2afa 804488 e146e1 aa798a f8d95c 9eae60 575b51 028011 c4dbc5
78baac 02807d 3ee5f2 8c00eb e730d0 aa0254 8b5a0f a6a064 d1e415 b6eccf
dfdcde 788fe3 913ef2 90238d 6c5b66 b297a8 fa5a5f ebc219 028102 8fe794
8908dd b961f8 ecd2e1 f490dc c23086 9f9c98 afd708 48af31 5bec98 028250
c4cefc 8f9cf6 5e27fe 825dcd b687ab 994776 ec8385 efd09f 44d725 02832b
0283ef 9da3dd e2cbee 5e585f 8f4f96 bf747c 9c4015 a1a630 bcf147 49ddad
11b1b9 afd9ff 7127fd 9068cf ee9d8f 775030 9d7e2c caeb4a 8ebc07 02866e
77beb6 597585 0286f8 1458c9 eca7fd ae2111 805f54 9ba452 cadc08 8df7bc
646b6e 0858f1 c4c0d7 a567ae 8b2a98 ef7cf8 e4ca5a 028709 a8e7c1 6fa086
76b0a3 6942fa 615c89 e3d9e6 b273cd e8a3ee 804c1f c46601 1bf26f 028769
028890 7dcbd6 eb2df8 865b1d fbbe47 bb9330 a5b298 6d8b66 c3e8ca 416158
869c9c 62e9ed 05b3d3 7820f9 ad57ff 8f45a4 d1c699 aff647 50614a 02890e
719598 cbcfcf 028aca 683de1 676370 eea9f5 844826 c46700 9ba47c 66d12c
79a8d6 c3d3e6 607b9c 028af8 0b5cc5 b32b6f b07e27 cbc07d 69fd0e 8e998c
23fbfd 02bbca 028ba0 6a5ad7 6d5d63 9c312e ebc94a 8c9441 a9d1bc 749f8e
cdced5 876afe cb96fa c927ac 765868 ca79a8 fe5f70 fbcd99 86d101 028c20
028e7c 96ecfd 12bfff 7649e5 655087 f45bb5 8c4b26 f7c760 a58229 b9c5b7
028f9e 21b8ef d0def0 b30ae2 a82069 cc674c ab9d97 6f550f 8fc317 55f1ba
a4cbc1 779aa1 02c9f5 0290cf 8234f0 924174 be3218 bb9c68 cbd718 6f755f
0299ed 244af2 b070a1 903e81 df9ec2 bd2a0a 9ea032 c2d145 56885b 2afbb1
7856e2 cbbff9 c27fba 903d76 887774 8dc959 306a11 029b15 58fcc6 11c79f
86adb7 456879 c70cec ef74ff 76524b aa3e05 e9d0c3 999b36 78ef4d 029b7a
82d0f4 029bec 5b5daa 75677a fb8cb1 db3a51 a21c1a b9a417 ebd31d c4e8a6
5bf9f3 9fa3b9 5b33ff 7b58b8 b77bf3 a55873 deb09d 4d6211 b1e804 029c3b
967aec 7137c5 b39cc3 f0cefa 8a588b ab362c f8521e 37ea26 c4dbcb 029e73
0b53de ac91f2 775f97 f6cdec db7b3d 9b4c0c b2e00a 26e79b 3c6c59 029e87
029efe 4244ff 6a5b9d 987fa4 774b57 d9c1c3 c98284 c1292c a9f370 60c821
77d6e0 626b72 4c4ce7 a375fa af86b0 f97d6d a22204 ddd32a 029f07 cde5c2
722ef9 8b5dba dd84c3 92366f ffc4de bdcd84 9afc07 029f17 4f724c 939a8f
67ccba 3e6167 78839d b2a2ef e8d3ff aa43da 9d4a21 ce8615 aade6e 02a06f
1d6861 8bb9b8 aaeaf5 02a0d0 145af9 d83187 ce982f f6d20d c6cfa3 607b41
03f9e3 8394a3 be84f6 a80ef7 963787 e3b2ab 6e6c68 61d01b 057006 02a156
41eeec 02a1a1 90b1f8 6f488a d603f6 986b6f e4b69b 8e9f07 c4ef44 17760d
02a1f3 5f6b7b ccbfe1 8537b0 f884a6 98312f fed0b2 8d8558 88b92c 6df808
41fee0 81c0ce 5b30ed dc6cff d322a2 9a777d b0ab90 b8e47c 02a232 2c7040
7deff6 6e01fb aa4dba dd85e7 a59ca1 656314 ced3b3 7fcc07 02a242 4e7466
92babe 62869b 02a3fe a329e8 a80068 c9963f 7b6a1d c7c69d 929286 58fd47
b3b9bf 02a3ff 4668cd 575a7a 8c85a6 906d67 cf4624 ce9481 e9d1a9 65cc16
d7dede 8017ff b682fb 9a51c1 eaacf2 ad3276 e4618f 60764b 02a404 7acd78
7a95a7 02a4fb 555af1 665277 f5bce9 cc928a aa3706 986d5c bcd504 9deda6
89a7a2 9b27f7 d988e7 b556ad a82301 ee5b0a dddccd 82f346 02a563 327260
72dad5 b0acf9 7d73b4 7235bf 855b6e 964502 e1c98d 9daa37 baf30a 02a575
9c48fe f7aefd 9a4698 d373cd 74716f 3a692b 69f94b d6e2cd 02a653 a6b0a9
56cfdc 68606f 9b40d1 d76efe 9d8d9f fcc740 147201 97b693 02a73c c9e3d0
abd0db 02a7fe 721efc 9a0787 f214b1 ae662d eaad6d e5e404 899884 596e65
02a89f d6ddf8 96aafd 9b48d3 9f1d84 a8021b ca5b34 b2c72f 74edc3 656866
6b92a8 02a8f9 4261cd f1bce4 8d3f54 bf807f 7f7329 9daf14 c1eb14 7ed68b
7c909b 02a8f9 c3dafd 8651d0 814470 b72a4a fcd4b8 bd701e c0a282 9ec108
a5a7a8 a1d6f3 186dc9 535c73 8d98ff 8f6963 ab2a1d e2ae7a d6e909 02a901
c6cdda 8d99ca b730ef 84387d 685b5d bfac14 ede129 247800 5df4a5 02a987
5b6768 8eb9c7 29759c 02aaf1 682aec 958c8f ea8061 8e7009 d7d605 6afbcb
97a4ad d1def4 a134f8 853e8e b962be fd83f5 cfd631 02ab17 40754e 0fdfa1
02abb0 6870d9 bfb7fa 9f447e f8c8d2 947673 a9a67c 6d9e10 366f1c 4eec31
7adaf5 02abf8 728aa7 4f6077 346dc6 dfb4b9 a36b6f de734a a53a02 d0e874
02ace9 9453fa 884b83 c66485 f096b0 e8d7a5 a9a760 5b5c54 9ee304 12842e
