# colors_mcd16_mld2_nc10_cvd100_minj40_maxj90_ns10000
# Python 3.6.6 |Anaconda custom (64-bit)| (default, Jun 28 2018, 17:14:51) [GCC 7.2.0]
# NumPy 1.15.1, Numba 0.40.0, Joblib 0.12.3
0048f9 0292ee 0dcc0a 128836 656365 67fe05 81998e b75ba0 ccd197 f19dd1
016986 3a9ca1 626563 922de9 94d3bc 976434 c8e80e d066fc e9861c eeb9f7
016a4d 12b8ef 6f7781 7415ff 7fa89f 9050c3 94954e b8e2da bf010c cddb43
016a6b 3899f9 63c300 7642ef 92e5f3 a59fb9 c28971 c6eb7c d5181a dcc4b6
016bfc 037d3b 6eb367 8e209c aa86d8 b1c605 c9e7c9 d8328a e591b1 f0c8f0
016c29 099b21 4fe53a 8f4e90 9052fc aaa8bd c3e0f7 cd7dfa e6c7a8 fe4783
016c60 4adcc9 56692c 69963d 8a3ff5 8c4898 95a8f0 a6c046 a77e9c b4f09f
016cfc 4af3e6 556124 6c8599 76b5d1 835263 929412 b47571 b4f510 c9b765
016d32 26b992 2be3fe 3054fe 856673 8a83e3 953189 c5e6d3 cd811e e2d881
016d51 28ccff 29a074 697517 89ae0f 9347ec 973582 b3dce2 ba73b7 feb474
016df2 17f4fd 6c7faa 76b6fc 837261 9a320a aaa5b8 ce5c08 cfe5c7 edb15a
016e53 5dbca9 65915d 796407 88f5df abdf64 ac39f5 b43d8d c1a1f1 c59410
016e7d 0ab1df 667e6c 66e5dd 7901ee 7972ff a6c810 b2371d e5dca7 ec93a2
01702e 0791d4 809d66 877685 89448c 9300fa 9acfef b5a6af e0dfaf eba70a
0170f7 47694b 7c956e 7dd611 953ca1 963404 c6c2fd c87ec2 c95d03 f2d1db
017114 1595ff 787671 9410f1 94dbaf a4acb5 a89a55 ac3da3 e3c9fc f1b60a
017136 436afd 57977b 8e2196 93a848 a19bfe afe6ad b065a0 cc9eba efd0fb
01714e 28a57d 5e862b 66516e 7257d0 8db137 a17efe c7dcbc e295c7 fdd768
0171d0 0bbc75 62f3c6 809a9f 826f5a b30474 b996e8 d4dcfe ddc508 e35e18
0172c3 05b90d 615d11 9a8ea8 a02c62 a09df7 b1f1a2 b66c62 d6c4de e29c9c
0172ea 0ea8fb 558466 6cdaa6 775817 a67699 aa2d9d b0b6c8 eadf61 fc7f19
0172f8 02fbe8 23abff 636e7d 8b574b 90abc0 91908b 95ee44 bf874e c8b99f
01735f 37c57e 638b2d 7603fc 8065ac 97f7a7 adcb04 b878fe d383b9 fdc3de
017487 496346 4decc8 5fadab 699009 9a8ce4 a61be8 b2caf2 c9ae6b cee53a
0174d0 31aaf1 687c85 7d4655 94aab6 9dea32 ad360b b7af8e be8320 e2d7f2
01755d 58a0a2 6a26ff 8453b7 94371a abe5fd b0a2f6 d8cc7f e37846 ef0d77
01786e 6599a1 9243e8 96cdef 9d3427 a2bb7b b885ef cc6517 dfdecd f7c023
017954 65517e 7a55e1 7f5702 92d0db 9391d8 9e7f95 bbf13c d0a569 dfd4bd
017b61 4cb893 914fed 9e1190 b0cceb b673c0 cb0c1e d87c0e dcdfca f7d32a
017c13 07eef9 565d5c 5b9fdb 6e5cee 95358a b7ee93 bb6c96 dabbbd ffa51a
017cfe 2deeee 5f5863 646ca4 8399d2 b1ebb9 b50d22 c1d406 c49999 f4533a
018133 626265 774284 7bc7fa 824ff9 989391 abf629 ad66a9 d7b9c4 ea9d57
0181ec 3bbba8 50fec5 735a80 963347 9ae23c a69d02 c3636d cb1001 fd9ef4
0182f9 3f6d52 6f5b9d 90e2d9 a4280e ada7fe b0a332 bc6984 d8e68b f898a0
01832d 5f6061 5feef1 893084 95b2f9 9895ae ab897c d429d6 dcbdb4 f4a30a
01835c 605c6d 78df72 8e19a0 90ad90 a439ff ae4104 c375ce f36c11 f7c3e8
01847e 35c084 6048d2 764f37 877cff a2be04 a7daed bb611f c886bb e3e17f
0184d5 10bbe0 4e5e56 8d4786 9d808e b0081b c7d9d5 d7c52c ec5b2b ed9385
018612 26c233 32fca6 6c6a5e 8953fa 9c0f7b 9c9885 bd5fad c4d3db d99ff6
018664 13bc54 5ff666 704785 95859b 9c4a04 af35ee b4b8c6 f4d5c6 f86ef1
01872a 36b45d 62d7f2 828781 891df9 9e225a c9dcc4 d49ab5 e73aca ecdf53
018991 70a698 7d2cb5 b0d3e5 b2bb6c b51d01 b86454 f6dc08 fe4607 ff48e2
018ae5 32d7e0 473bfc 586f5f 68ae2a 72568c 926322 a0eb66 a9b292 aa84a2
018b3c 6c4a92 75f0ee 7b3af7 8a4b62 8ca893 9ea001 aae01c bc6aba cfa0ff
018b7b 07bb9e 7537fb 78437c 84d953 9564c8 9b3c1d aa98ff c97922 d5bdde
018bf3 406b57 8c9eb6 8fd2ff 904799 ac051a c2e43f df8288 ecc0c6 fc5018
018cc9 3659ac 666c58 728e8f 72c6cf 9a3e10 a5b399 b0903f b4eeb6 e7c41d
018d80 6646fc 884498 88a4b9 963d29 9874dc b5e7fd bfbeb2 e40f69 ef9628
01905e 51fbdc 725d7a 7552d4 7d93fd 913d10 928fa2 acc4fb c19f08 d3d086
019365 34e8e5 606571 8813bc af1028 b2a7a8 b45ac0 bfe6b2 df7512 f2b83c
01948d 0a47f9 756b58 8d9ef3 94edc7 9a369a a0d228 a23108 c4aec6 dc560b
0195fc 40d956 6333fc 824fa0 908814 913c04 949cb7 ce7579 d4cde7 fdcaba
0196f7 0954da 37e13c 646a99 7b98b3 7c9203 9c402f b5cfe2 bb9593 e9d8c0
01987b 46fceb 4b6364 805b02 8753f3 8c709d 94a2da 98dc1b b58d04 e6cd9f
019903 5a645a 68ecc7 8121c6 959c85 a35394 a75bfa bacae7 d08af4 d2e740
019a98 14686c 14f4f8 78a974 7a4eed 9d383b aa94e6 b1d2ba b37f09 ffac0d
019c71 6768c4 6c5a65 85ec93 8b9fac a4132d ca5301 d0acf4 e6930c fcd409
019ce2 53d176 654ee9 6e7f62 932d77 b0191f b598a5 cfe914 d15e18 ffb9e1
019ec2 5f55dd 6f577f 7a8a88 7eee90 8c3e43 aabcae c45207 c7a339 f0d2ee
019f18 01b4fd 4bf8f2 52627a 864bd4 996e6e a1e431 a41730 dcb39f de71b8
019f97 08f78c 25646e 831ffe 894c3a aa57c4 adcbf8 c5b808 d27652 dedcdd
019fdb 1353de 26edff 458c2f 755777 8aad76 938598 c4b5c0 cbe2bd f1bf36
01a0c0 75e523 765de2 7d5156 9d0f75 b46f5b c60005 d0ddd6 d1af85 ee6011
01a0ef 32645e 54d5fa 658d7a 843df8 9cb013 b1dc89 b55a08 db93b0 f5da17
01a178 8396a7 844373 99e2ff b2992a b4402b b8f420 c53ad2 caca9d ec77f7
01a22c 45fed0 523fe5 726351 969fdd 988e97 ac4f9e c5d8f4 d1d900 dca280
01a230 5929fa 6d4e9f 83e2c6 90a492 92729a 9c4659 bce55e cca7e6 e045fe
01a26d 0662f2 10e0fa 81d42a 85667a 948cf0 9e2138 d54e21 d894b0 dcccb3
01a273 386d38 736f7c 8213ce 889baf 94cec8 ad5fd1 c79bff d1e39d d7b434
01a2c3 426183 7b7860 809c99 905504 ab0ee4 be951d c0c4b2 c4dffe fbc22e
01a305 457256 6d35ee 8f98b2 9ecbbb a91004 b12b91 b76fec d7b8fc feca58
01a3a2 4f50fb 5c645b 7ce2dc 8659a2 983112 bceb49 bf8952 d09cf6 fcac9c
01a3de 0366ed 26685c 4de501 618994 7d7a0c 8e3d94 96af7d ccdea5 eeb7cf
01a4ff 1062f1 376a23 399e2b 8e3a97 999cb8 bd4a73 c5e2d7 e4c82e ed8386
01a59e 5e8565 6c556c 773fe5 8fab65 92b4f5 9576d0 b15602 dbd1e2 febb34
01a5cb 774496 845efb 92d1c4 a7294f af7285 b5a57c d4c6ff ed0b2b fbb952
01a684 33fb62 5d2df0 854faa 9f2f4d b17bf9 bb9813 c2ccff ce1408 fe95bb
01a6fc 416bd9 665a75 885b37 8e8c0b 93deae afa6c1 d1717a d4b24d e6d4f4
01a6fe 2558f4 489671 65545a 656795 a09fb8 a9d4a2 c64c11 d8b021 dcc4f7
01a764 11fcd3 1e5ce6 547616 66556d 7db011 8e8492 b2e440 c375da cdb3de
01a77d 6d30ed 6d7e8e 793f8e 9e66dc b12627 cfe0e1 dfd688 f95035 fa9ff3
01a7fb 2d7bb1 6b23fc 8a571c 9fa3a8 b8286b c17d18 caceed f2a678 f4d2ce
01a8fa 056e7b 11f2a5 567025 735ed6 8ea7b6 9a9567 a1125b bfdefe c9d02d
01a989 69fbbb 6d7c41 8100e4 8b4572 a2a646 b0cacc d83ec3 f5cd0a fe7efe
01a995 41660d 6258fe 6f5871 8585c5 a3baf0 bded0c caa322 cb5453 e7cbc6
01a9df 645a4a 7e7f85 8fdafe a111ef af0c91 b9a198 c8780d ccd8d3 f0b201
01a9fa 3c5d85 54da37 82594f 8755e4 b20b00 bac3c7 c36c89 e93e0a f5d8a8
01aa6f 455e8b 4ae6d8 728791 847815 954958 b0b601 b2f607 c94ae8 e894fd
01aa79 2c7879 5f5d12 67fdb1 8863df 918402 9e9cff a9b641 d084b1 ecc8e4
01ab8c 2b66eb 94307d 9594fe 9685ae a1d5ae c48a24 d11a4e d2b0da fec50b
01abd0 4e6752 519634 864ed7 994080 a12113 aa7890 c0c4ca ecd571 ef8c90
01abd8 388b0a 58f614 5d5f40 7259dc 9e7f6f ab2d82 d7a172 d95da1 ead8d7
01abea 549375 5b5b85 8dfa76 9a481e 9e81a3 9ec495 a718e3 ecc8e6 fc6f17
01adf7 5a60c3 787180 8dd6f9 a1184c a2a3aa b28168 ccd4d1 d6b779 d95103
01b083 577e7f 5f6048 76de2b 7d13d4 b14fc0 c5d6aa e44b11 f183e7 fcc8f5
01b2f9 2e63a7 628aa6 7c7671 82dcf1 a5d908 a94322 c2a6b0 e88c6d ffcdc8
01b318 403efd 687e7c 726c31 8fdc74 9b3990 a067e2 a1a584 c87fb5 f8b7ca
01b6f0 3a73ce 515d67 749ca7 766002 7aec34 898c75 b2b9ab e07c0d f1d3ee
01b71c 1956d7 2e7b30 5eef9f 85847d 9e3170 a2e000 bb6fad c49cff f0cbe9
01b822 6cf7e0 6d8756 975e84 9ee728 a41f0b b8adf8 cd93a8 cec793 d70bfd
01b850 2a6f92 70ee1a 804a00 9c41f9 aa8697 b8bea3 b93958 ec68f8 f8c7ee
01b873 255df6 378356 7ff5e6 849499 906fb1 a6250f cadf9a f096f1 fa7917
01b883 5f7d6b 7719fa 773e97 96dd57 a074ce aa3920 d8d3c8 dfa3d5 e76a1a
01b8b0 24f69b 3f667d 6fa743 7f00e2 917a79 955116 c952ce d6dce4 e0cd02
01b947 1750ef 52f507 557a1e a275e5 a86580 ab0687 abbaea c1989a dadb9f
01b988 4449da 597b41 9a75a5 9c78fe a0b1f1 a7286c a8f079 c8a018 d3cee1
01b9ff 1152e2 476b6f 7ea29e 8b6ab0 a95329 b4d8d5 c6ad7a d1e44c f57300
01ba7a 19f8bd 615d83 6c6af7 866968 9bb0b9 a7071d bfe5f4 c1b712 e23220
01ba85 43643c 4657ea 4becff 8372a3 9088ff aba9bb b17b06 d7ddc6 f4a826
01ba93 3af4ac 3f716c 6b5e06 95a144 a05cfe a0aaf2 a9dd21 c465a8 f2cbef
01ba9a 0654f6 476e70 4fefa9 684996 b575dc b5c1fb bd3d1e cbb143 e0e801
01baa6 145ee8 65717e 898cee 8bf455 ac0705 d3e2cf e8c0f0 ea303d ff7b00
01bbf8 356f74 6f8765 753ca4 966808 a6ebe5 ada238 c929ff dfd39b e994ab
01bbff 0869ff 59b22b 69615b 87ed1d 915b1b a48b83 bcc29b c712a5 fa62be
01bcf0 238ea9 516467 60f6fe 6f43fe 9a2f0f acb0b3 c48176 e34d1f e8bf43
01bd29 41627b 8495b4 86edcd 8c48d9 8d7754 b42100 be9b99 c3bee5 f8dc18
01bd47 37f140 4f6e57 5630f4 705186 9a7de7 adbde6 cd1d0e ce749b f5c2c7
01be95 6250a8 6ee7e3 7391a4 845467 9c64fc bf9ef8 c1ebab c95310 f9b73b
01c085 1ef794 2c902e 913d5f 94b81d 96798f a8f605 d5c6cf f429dc fa9efb
01c0b8 13f4fc 6a7989 844559 8729d8 8b96e6 9adea4 b63b03 be7757 c2af2c
01c124 2b52df 546d5a 56f689 5a7ffe 846ba3 99b7a3 d01b15 e3dae1 fa95e9
01c1fb 345f91 4795af 8af3c9 9363ff 9e5766 a5967a a6bbc0 a92b08 d6cc62
01c30a 4d76e9 587c5d 60f55c 893972 97859b aea9ef b40a19 d3b59b d9dde2
01c387 386ee7 70f287 7a5128 9896fa aa326f ab8dae b57439 f3ccf2 ff8f0e
01c4c8 5042d7 558a70 76f8d5 936194 9668f3 af4224 c6e60b e87604 f0af7f
01c578 397c35 4ef6c2 715863 909f9f b1f272 b279c1 b705e1 daabe8 e88201
01c7b5 6070ee 60ffa1 616c70 754395 8f4b36 aa98ea be8160 c8d4fd e6be16
01c9f7 267fda 648a79 7d466d 8eda90 96873d a82c3e dfdbe2 ec83b4 f4c807
01ca8b 039678 3f6449 7759dd 7a792b 994a85 9c8cf8 b6a506 b7f12a dbbcef
01cafd 146cff 535f91 6c984e 7d4c45 9aeef9 b82706 be83ad bfc1bc f6cc7f
01cbe1 627275 78ad97 87744c 8900f8 91a419 a41900 add8a0 cd2fba e6d33f
01cc8b 428b7b 5d596f 8df3e8 963ae2 bc69ba bddd05 c3aafd c54025 ed7705
01cd9e 35748d 5d6610 758681 841eb9 998e0a aa98d5 b650ff bae7ee bfe037
01ce2a 4a606b 4a8ec0 83976d 8e25f2 b40439 b59dab bb6202 d0dddb e9ce96
01ce48 54907c 65f9e8 6d525a 8548dd a4c6a4 a50b89 ab71a8 d21928 d997fe
01d15c 347ffc 627392 712cd4 7c6322 a22562 ad8180 bddfc4 e2e712 e59df2
01d39a 319d95 4d6159 685edf 815387 9cfa22 bd84de c55924 e1bcf0 e6961f
01d42c 6c6567 7161ee 829a74 89418e a8181f b56f10 b8e596 cbbec6 e17dda
01d439 66585b 686ef1 8397a4 954292 b6cde8 b77a72 bc96f7 cd0422 fccf99
01d4e0 1469f4 695691 8499fb 8a908c 933941 ac792d b4dbb7 cfa765 dae044
01d4e3 0b5cf2 4b5f8d 548cfc 675452 798991 9fb9a5 a84e15 dcd57e e6784f
01d6e7 18714a 7793cd 814edd 866f88 961889 a3dfc3 b3d40c c65800 c6927a
01d82a 565ace 647060 759a99 76497d 9d3f13 a2874e ae80ff c4d8ca deb1f7
01dd07 445e6e 88a796 9783a3 a401fc b3dfd8 b40305 b76550 db81f0 fcd497
01e7e1 458065 6430ee 685c86 76b6a1 9f4f11 a670d8 bef123 e4d49b eb9844
01e9fb 4159fe 5c676f 5d965a 7a43a0 a27de5 aabd2b b2ee92 cc94b4 d00305
01edff 16b3e9 397784 86470a 8c61df 9a7d4b a7b3b7 b1055f b1ecd1 edac2f
01f00b 0db706 704e5c 947a55 979be2 ad1d0a b71fe5 c4d4f0 e0a284 fb1c9d
01f0ff 03a27c 715249 9003f5 a67005 afc7b8 be1083 d1b667 d8eb01 e939d8
01f19e 124df5 297149 2ba858 8bc008 91557e 956bc6 a2f71a bf0909 cfa2dc
01f1ed 844c39 871efe 8b7c0a 929bb5 afeab4 c2c51e c41086 c45eee e48372
01f350 36af6e 5b61d6 665e7d 8a403e 9482ad 9d7512 a79aff c5e4c5 d8b2d6
01f3f1 14b25d 58614e 874897 933df6 aaa1dc b4f33c b76a95 c24b03 f0bab2
01f532 4373d2 754c58 99a1e1 a17290 a21283 bc150d c6def7 cfc5b3 d76d46
01f818 5a9690 5f6785 94b25e a928f7 ab0f14 ab84d9 b0605a cbe6b7 d3bcd4
01f948 317356 82c27d 9a3701 a091e2 aa29f5 ba598f cfe3cb e1afd2 f54e1d
01f9cc 2e63ba 4dbcb6 4f6068 6e6c2b 94ac2a 968aeb 97ea33 a58682 e0d8fe
01faab 5b8253 6eb4a8 84387f 92a206 a23200 bee5fb c74cc5 ebcb45 f67eed
01fac7 4e5e63 71a026 797252 84d26f 9802c2 be908f d948b0 d9e926 f8abfd
01fb34 3b6071 6a8ab4 765b4b 773bfe 9abdfe a8630b b7b687 d3dbe7 d78d16
01fb70 398090 5f6a00 6046c6 6d9b0e 8c71ee a4455c ca8b80 caabdf d7e0d1
01fbe5 5f6ec9 64bdde 6c6053 9b340a 9fa399 a17b9d a9e593 c26530 f6bf07
01ff52 077223 11bc2f 575b58 7856dd 815084 9fc9d2 b49df7 d4729c dae0bd
024bf2 14896f 35fcf1 52711e 889aa4 8b3f7e a6ab13 a6ec37 bc65dc e4aca0
024deb 3aa5f5 4c6860 61f70c 73928f 7d699d b88a17 ba2a04 d3c7e0 e6b0a1
024df3 4e6196 78bda9 827a87 86f1fb 9e661e a5c311 b61b57 d87bcb e6d492
024dfe 04f643 56685f 7b6722 9875fd 989489 b2e2b6 c8079a df7f1d e0bbd9
0250f1 4f7652 5bb6aa 81f4ea 97407f 9d73e8 bee3a1 ce2e07 dea8fd f1a333
0250f7 4999da 616872 83cfff 8a7959 8ba6ac aaa881 c6dee0 cb851f e0d429
0252f3 10b1fe 29a402 4e7018 6ce556 9669b0 b4b8ba bf366e c6877a eecdfd
0252f8 2397f5 62859b 6d4598 80fa96 8e6359 98b622 ba5709 bd8a77 fab1c9
0254ee 127801 12dbff 3ba0ca 714492 82ff19 9f6988 ccd5d5 e34648 e3ad84
0254f0 0afe33 515c5d 5e8877 874a95 abd091 b982d8 c1312d ed8131 fecbe0
0256fe 1ffbb9 6a4d9d 6d80e0 805e5e 99a0a8 b3d7eb b78d69 b94b09 e3c61e
0257fd 3d8182 72d364 849574 921c99 b177fa b55f23 bac9b7 e28ec7 f0d3f3
0257fe 5277a6 60c6f5 695669 a2d161 a47aff a86525 c095b2 f1637e f9bec1
025aec 1bbbc4 6581c4 6c745a 91e4d7 93307a 96b98e caeaa0 ceb643 d81e17
025afb 1ebb71 676599 8b88db 916e68 a62a16 a6f3a2 b1a8c0 f75c0c ffc12f
025afe 44628c 72ff4a 8d3e11 91828f a09cd0 ab6d56 dbc7df ea7405 f5a691
025be2 29f6ff 586b75 719f77 943141 b6e53c b87ff3 d43728 d7bfb7 e68402
025bfb 456d18 635651 74da96 79958b a04a83 aca723 c3d1d8 e35bc6 f5db2c
025ff6 02b192 52608a 764f45 81bc2e 81f9b7 897cc9 aa5300 b7eb1d e2c2f1
0261cf 2596f1 5d557d 68d60e 6f8289 845b43 b6946a c3c3fe df4700 e9d5d2
0261fe 59509f 6dd727 7a8185 7a8af2 8c4949 c0956e c3c6e6 ce5f00 e5cbc6
0265be 547714 5c9ef7 64f498 75b63f 816b66 972579 baf00b f57ea6 f7b2e3
0265e5 10c141 7d495a 83816c 99b19d af232d b6e9df c6e511 cd559b db97d4
0265ef 28dd1f 2a6d07 7891eb 7b7492 894d5d a798a1 b9eaa2 c16f64 e6c1d4
026878 33ad9a 70ff6f 9248da 994a09 c0dfc1 d76eec dfbffc ef3553 f68b2e
026a55 2364fa 32d9a0 848488 9e25a3 bc82c7 bfcdea cc2308 edd345 fd6c50
026a79 3cfd2e 5cb861 788370 7b48ca 8d7cff af9fda b0d0d5 c62e08 f0d8b1
026b3e 55bcfd 7e6c80 9bacb8 b88b7e b9def3 c637d2 cfd2bd e66210 f7a365
026b81 4efc27 680ffe 85a3cf 9055e6 9b9297 c47724 c7264f cee1e4 d8c69d
026bcb 5c631f 8d91eb a0c410 a1e4e7 b76d67 ba99b6 bf217b f89d9c fad984
026cea 05bf86 645460 678169 9a3d24 b3d6f4 ba86ac d0e38e d75505 eca711
026e08 21b836 35d5fc 673def 885474 986bd3 aef202 b0b2b9 b3837f e6cd94
026e65 13ecf6 3db4b8 611cff 95dc10 a6149e a95df2 baa386 cf2b06 ead3bd
026f07 167cf1 51945b 53c78f 795861 8d868f b1becf ba1ca2 da8a0a e8d75c
027024 41ffba 7233ff 94597e a58f97 a9cbcb e0d358 e242cf f6175a fe8efc
02702e 83896b 852dff 904b69 95f1ab b16bf3 c7c907 cb0ba1 d37b16 ec9cd2
0270e7 57587f 706455 8f90be b1dcdc b39093 c44603 ccea30 d8b1ff f69769
027131 5af8a7 66a9fe 719652 984a8c 9a4bf8 b4b326 c4d3db ca77a1 e9e40b
0271fe 11b1cb 535e98 70e0c3 738304 874135 9bbb66 c8d7fc cc6274 e1e617
02721f 639681 65626f 7bd1d0 a222fe a6994b c04db4 c2ec39 d5c399 e27ff5
027286 683ce4 6fbc48 73dbf8 9f6041 a2035a a579e6 c28b99 cddbba fdd901
0272fd 63599e 649c11 665464 69c6ff 9b5649 af80b6 ccd4df e68c9f f2da6f
02741a 64a528 6eda24 856f7e 99127e a422d5 abadb7 bd7cf4 d9dcfe e9d3bb
027461 29b46e 466412 8d8503 9321f1 ace8b6 b3d001 b73a9a bd84f7 ee95c3
027534 7022e2 80f549 92adb2 985dc2 aa9e12 b41d72 cecdad e55a74 f795fc
0276f3 47a9f7 76f9b2 8cb398 8f3c46 b56497 c31903 c8bb18 cecce0 e75d48
027703 2da3ca 7858e7 7c8973 805b89 86f8bc 88bda4 952f52 c9e505 d18e3f
027720 2f88f9 49cbf1 6725f2 897582 a1389f a5adaf c4e1c6 ca9a64 d1d528
027994 09b809 27f32f 7c3ce1 96a6b0 b16af6 b8b085 bf4256 cce5c6 fbc2ed
0279a8 63d51c 6e20ec 759c42 a06775 a52d33 aa91a9 b49ffa d8bed9 ffa49b
027b03 2949e9 30bffc 6876f5 6d6e60 9fe4cb a6018a c673a8 dae733 ff9971
027d3a 034afa 43bc6c 6f7aff 7af9a4 88487a 8d87b8 917880 ccd5e9 dccc22
028011 575b51 70becc 7b2afa 804488 9eae60 aa798a c4dbc5 e146e1 f8d95c
02807d 3ee5f2 78baac 8b5a0f 8c00eb a6a064 aa0254 b6eccf d1e415 e730d0
028102 6c5b66 788fe3 8fe794 90238d 913ef2 b297a8 dfdcde ebc219 fa5a5f
028250 48af31 5bec98 8908dd 9f9c98 afd708 b961f8 c23086 ecd2e1 f490dc
02832b 44d725 5e27fe 825dcd 8f9cf6 994776 b687ab c4cefc ec8385 efd09f
0283ef 49ddad 5e585f 8f4f96 9c4015 9da3dd a1a630 bcf147 bf747c e2cbee
02866e 11b1b9 7127fd 775030 8ebc07 9068cf 9d7e2c afd9ff caeb4a ee9d8f
0286f8 1458c9 597585 77beb6 805f54 8df7bc 9ba452 ae2111 cadc08 eca7fd
028709 0858f1 646b6e 6fa086 8b2a98 a567ae a8e7c1 c4c0d7 e4ca5a ef7cf8
028769 1bf26f 615c89 6942fa 76b0a3 804c1f b273cd c46601 e3d9e6 e8a3ee
028890 416158 6d8b66 7dcbd6 865b1d a5b298 bb9330 c3e8ca eb2df8 fbbe47
02890e 05b3d3 50614a 62e9ed 7820f9 869c9c 8f45a4 ad57ff aff647 d1c699
028aca 66d12c 676370 683de1 719598 844826 9ba47c c46700 cbcfcf eea9f5
028af8 0b5cc5 607b9c 69fd0e 79a8d6 8e998c b07e27 b32b6f c3d3e6 cbc07d
028ba0 02bbca 23fbfd 6a5ad7 6d5d63 749f8e 8c9441 9c312e a9d1bc ebc94a
028c20 765868 86d101 876afe c927ac ca79a8 cb96fa cdced5 fbcd99 fe5f70
028e7c 12bfff 655087 7649e5 8c4b26 96ecfd a58229 b9c5b7 f45bb5 f7c760
028f9e 21b8ef 55f1ba 6f550f 8fc317 a82069 ab9d97 b30ae2 cc674c d0def0
0290cf 02c9f5 6f755f 779aa1 8234f0 924174 a4cbc1 bb9c68 be3218 cbd718
0299ed 244af2 2afbb1 56885b 903e81 9ea032 b070a1 bd2a0a c2d145 df9ec2
029b15 11c79f 306a11 58fcc6 7856e2 887774 8dc959 903d76 c27fba cbbff9
029b7a 456879 76524b 78ef4d 86adb7 999b36 aa3e05 c70cec e9d0c3 ef74ff
029bec 5b5daa 75677a 82d0f4 a21c1a b9a417 c4e8a6 db3a51 ebd31d fb8cb1
029c3b 4d6211 5b33ff 5bf9f3 7b58b8 9fa3b9 a55873 b1e804 b77bf3 deb09d
029e73 37ea26 7137c5 8a588b 967aec ab362c b39cc3 c4dbcb f0cefa f8521e
029e87 0b53de 26e79b 3c6c59 775f97 9b4c0c ac91f2 b2e00a db7b3d f6cdec
029efe 4244ff 60c821 6a5b9d 774b57 987fa4 a9f370 c1292c c98284 d9c1c3
029f07 4c4ce7 626b72 77d6e0 a22204 a375fa af86b0 cde5c2 ddd32a f97d6d
029f17 4f724c 722ef9 8b5dba 92366f 939a8f 9afc07 bdcd84 dd84c3 ffc4de
02a06f 3e6167 67ccba 78839d 9d4a21 aa43da aade6e b2a2ef ce8615 e8d3ff
02a0d0 145af9 1d6861 607b41 8bb9b8 aaeaf5 c6cfa3 ce982f d83187 f6d20d
02a156 03f9e3 057006 61d01b 6e6c68 8394a3 963787 a80ef7 be84f6 e3b2ab
02a1a1 17760d 41eeec 6f488a 8e9f07 90b1f8 986b6f c4ef44 d603f6 e4b69b
02a1f3 5f6b7b 6df808 8537b0 88b92c 8d8558 98312f ccbfe1 f884a6 fed0b2
02a232 2c7040 41fee0 5b30ed 81c0ce 9a777d b0ab90 b8e47c d322a2 dc6cff
02a242 4e7466 656314 6e01fb 7deff6 7fcc07 a59ca1 aa4dba ced3b3 dd85e7
02a3fe 58fd47 62869b 7b6a1d 929286 92babe a329e8 a80068 c7c69d c9963f
02a3ff 4668cd 575a7a 65cc16 8c85a6 906d67 b3b9bf ce9481 cf4624 e9d1a9
02a404 60764b 7acd78 8017ff 9a51c1 ad3276 b682fb d7dede e4618f eaacf2
02a4fb 555af1 665277 7a95a7 986d5c 9deda6 aa3706 bcd504 cc928a f5bce9
02a563 327260 82f346 89a7a2 9b27f7 a82301 b556ad d988e7 dddccd ee5b0a
02a575 7235bf 72dad5 7d73b4 855b6e 964502 9daa37 b0acf9 baf30a e1c98d
02a653 3a692b 69f94b 74716f 9a4698 9c48fe a6b0a9 d373cd d6e2cd f7aefd
02a73c 147201 56cfdc 68606f 97b693 9b40d1 9d8d9f c9e3d0 d76efe fcc740
02a7fe 596e65 721efc 899884 9a0787 abd0db ae662d e5e404 eaad6d f214b1
02a89f 656866 74edc3 96aafd 9b48d3 9f1d84 a8021b b2c72f ca5b34 d6ddf8
02a8f9 4261cd 6b92a8 7ed68b 7f7329 8d3f54 9daf14 bf807f c1eb14 f1bce4
02a8f9 7c909b 814470 8651d0 9ec108 b72a4a bd701e c0a282 c3dafd fcd4b8
02a901 186dc9 535c73 8d98ff 8f6963 a1d6f3 a5a7a8 ab2a1d d6e909 e2ae7a
02a987 247800 5df4a5 685b5d 84387d 8d99ca b730ef bfac14 c6cdda ede129
02aaf1 29759c 5b6768 682aec 6afbcb 8e7009 8eb9c7 958c8f d7d605 ea8061
02ab17 0fdfa1 40754e 853e8e 97a4ad a134f8 b962be cfd631 d1def4 fd83f5
02abb0 366f1c 4eec31 6870d9 6d9e10 947673 9f447e a9a67c bfb7fa f8c8d2
02abf8 346dc6 4f6077 728aa7 7adaf5 a36b6f a53a02 d0e874 de734a dfb4b9
02ace9 12842e 5b5c54 884b83 9453fa 9ee304 a9a760 c66485 e8d7a5 f096b0
02ae97 3b55fd 536474 5ce5b9 7e4f1a 95c067 9d71bc bd7906 f4cff5 f98bfd
02aeea 615a33 6a63cd 79b788 89e2fb a13574 ac7f9a c6e9b2 d27c1a dbc62c
02af18 2fe86c 3b6cd7 506c02 815c5d 97257e a3b6f8 b99a8b cfcccc da6fac
02b015 376d73 666c38 70e10a 7600f1 8f9ea8 965cc8 c5a588 c9ddcc f9cdfc
02b0a1 32ebae 4c703d 7320fa bba1f6 bc35ac c6e4ef d99741 edd331 f60d75
