# colors_mcd18_mld2_nc8_cvd100_minj40_maxj90_ns10000
# Python 3.6.6 |Anaconda custom (64-bit)| (default, Jun 28 2018, 17:14:51) [GCC 7.2.0]
# NumPy 1.15.1, Numba 0.40.0, Joblib 0.12.3
0045fe 5783de 65756e 88e0ce a62c23 c4b5f7 e2de3e e37a34
01c6ed 0a8d9c 6d45ef 71562b 80a588 b67f1f d5cccd e9b434
01c7b5 6070ee 616c70 8f4b36 be8160 c3a2fd cae0fd e6be16
01c7ef 376473 779d56 80571b b25aea c9bb20 d6e0d5 e479ab
01c85e 3a5f7f 645f57 91a8a3 a262d7 d896f0 da2f02 dedbd6
01c921 087d19 6e5054 7338d5 7a81e7 abb6e6 b55f90 e3c8ca
01c955 554ff0 6f7746 903089 b28aef bef006 c77496 efb6cb
01cab4 3b54c7 6a6610 6b7296 af79f3 cf576a d8daff dbcb0a
01ccc4 0348fe 41767e a472ec a8e70c b90e27 e2dba8 e8684d
01cd9e 758681 841eb9 a52e2b bfe037 d84afb eaa5eb fd5438
01cdcc 4d8576 6d11ff 705581 ade8bd b4382c bb4feb bec626
01cf09 028850 6a34e0 7a5976 8782ce a8949f aee3fe cbcfb6
01d1f8 2e5af3 5a857e 783f8d b00440 baf324 ef8c60 f1c1be
01d2ff 2e6d27 329bb5 784ca8 94506d ace4dd bc8863 decd00
01d82a 565ace 789691 a87706 ae80ff b82d51 c4d8ca deb1f7
01d833 387c23 5e5855 9a1db2 9e7bf3 aa7a88 c0e8b6 cfb2cc
01e7e1 458065 694e84 8faf44 9f4f11 a670d8 bef123 e399a5
01ea9b 3576f2 6b688e 81b434 a86e5d ae0d0b d9e72e da93d2
01f11b 0c56fb 0ea90c 6c729b 6f533f b27dff bfdce7 d0a786
01f13e 5974cc 5f5669 9b412f b7aadb c08a8f e74f00 fdc8bf
01f1a1 3aab5f 676e5e a127a1 ac0402 ac90ca c4d8e2 e7bf2a
01f1c9 556ec4 74a782 7f526d 96341c c893c0 e2dd05 e36721
01f1f1 4490de 6b5d15 8a19e5 a6b69d d21378 dfe073 e77e3a
01f2a7 078fa3 5451b2 865c4d 9c9784 aec3e5 e4e60d f47417
01f45b 086dfd 0e6a42 48afad 8b881c a42397 a597fc d9d2f3
01f4d6 398b2e 5b5969 8b87a1 8c46b3 a1bbf6 c1a691 c5eb0a
01f50b 439150 565c57 8329e6 ac76f7 b1cca2 b64893 d190be
01f620 28987d 772deb 7ba013 905eac a71a1c d0d6de d394ea
01f62e 06b35d 565a65 8e858e b42607 c11fd8 c6dfc5 f27aff
01fa11 2b8c67 67576d 9a4506 b4d5a0 bb4bf8 c6abcb d2850d
01fa8d 1963f4 678fa0 827d5d 833d7f 94bb05 b22200 e7bcd2
01fb59 27aceb 70667d 725ef3 93b0af 992b3b da6255 dfd8f5
01fb5c 03a6cf 4555eb 7a5210 7d827f ccdbfe d1b0b1 e67e03
01fb9d 217624 21b84b 7a7b7a a6b2ac b232a1 f358ef ffabf2
01fba5 44b75c 4b64fe 625790 755130 abf618 ad80bd fdb5db
01fdc8 046a53 55afb4 953797 a275e9 ae9233 ddc8ff edc500
01fdeb 5f528b 6f5cf8 75b392 818b15 8e4f57 c67bb5 c6cb63
01fec1 056c57 869da3 a148df a43809 ba92f1 f0c3ef fb8d40
01fec1 567ff6 6514fe 675691 917078 a2c0e4 c4b60f d01206
01ff10 079075 495d69 7d1ef1 a04d25 b7b9b4 e96902 e982ef
0247f9 537871 7fab47 8c69b1 ac1828 afd8ce dede75 e094f2
0249f9 0c9df8 43de82 578095 8a816e 914c1b a8b8ce f96702
024df9 32832e 4ae3af 849b92 ad246d b66ec0 cbddf1 d9d940
0250e9 20be12 34fc0e 497b7c 5d6800 a6c298 c076ea f6b3ee
0250f4 477423 84777a 8d99e9 9b4792 9ce5a1 e7d2fc e9bf1a
0250f7 4999da 616872 a99ba6 b4473a c6dee0 cb851f e0d429
0251eb 489d93 756faa 9bccb0 bb3352 cce41c d5a2fe e38848
0252f3 0aa63b 1a6b0c 6ce556 9669b0 b4b8ba c10e6c d28ff4
0252f8 2397f5 8e6359 98b622 9b0e78 cf4d97 cfed23 fab1c9
0253e1 1ab6db 706da0 726623 9fd709 a81e65 bf8d5c edd4dc
0254ee 82ff19 8b8cf7 9f6988 a2163b ccd5d5 e34648 e3ad84
0254f0 25c996 5e8877 714687 b982d8 c1312d ed8131 fecbe0
0254f6 07a6e5 61659b 705249 a27d7d d3daed e77837 f9be9d
0255ea 6b6471 8ae3eb 8eab44 935c30 b178ce f3dc0e fc94ac
0257d2 30ab81 397b27 56e934 76556d 867cb9 bdb0eb efd1c8
0257f5 126e0c 6495ea 6e6d89 8ccb81 9c7566 a9a0ab edc0f9
0259ec 029625 10cb7e 6d727f 735244 aed914 bb92e3 f2c9fe
025afe 25b988 437a6c 826eab 9f3915 c17617 c3cace e2b627
025bd0 6a9bb0 6d6b06 9d366a 9fae17 a5e1dc ac7f68 dde171
025fbf 25a2b7 51fba4 576878 8b8a7d b8ccce c23225 cfb329
0262b7 48a8eb 556a71 a8b019 acccd7 b07d6a c82403 f2d2a6
02639c 2cd355 6d6a00 727cf7 a7656e aa95b0 bce8d6 ebbbff
026678 5d9c97 8f4e2c 9de515 ac8ce2 b228f6 d39260 f4d0e3
02667e 71613b 7ef1fe 84b1b1 909b0e cd0fde d5dd4b df86f8
0266b4 04f6b9 47a894 625661 ae6b1c b1d1e2 bac917 c887f6
026878 05faa7 33ad9a 9248da 994a09 c57fe8 dfbffc f68b2e
026959 03af80 7068f2 8e7599 a24c07 b5e0cf e5befc ebac0b
026960 70bc66 78f7c8 8b849c a514f9 c3b6d4 e72602 f05af7
026bbc 05f379 74546b a80900 b7a6fb bd99ab dc5449 e2dad8
026c4f 03f84f 4fb33a 928f8a 9529a5 c5daf2 d5c4b0 f464cf
026c70 32cf88 697650 7f2dec 9e9f05 c263c0 c7d827 fb9ae9
026cd5 33d116 687a76 765b33 9c0b7f a198e8 c4ddfb d1c2a4
026cea 05bf86 41fdb0 645460 929e04 9a3d24 bfde1f d892cc
026dee 942c5c a2b7da af6891 afa80d d6162d ecd864 fa8090
026dfb 2e7201 3ff0af 66b350 7b7c7b a4359c b9a6ec f9d206
027074 17a1ce 79511c 8748eb 8cc89d 9f7f60 d7d1f4 eec703
027131 5af8a7 66a9fe 889898 984a8c 9a4bf8 b4b326 c4d3db
027152 5ddbdb 698104 8292d1 a1d011 a423e3 bb9f76 e9d9a6
0271ee 1e6e3f 43abf9 91e4e4 96b71c b66b7f cbee4b e5a3a1
0273d8 635856 709481 7ad1b1 a2752c b0158b b1b956 fcb5fd
027424 43a881 6b6a86 79f240 9aa10f a957e3 d3e0cd ff8dd8
027508 03a81c 54e20b 645856 868394 cc22d6 edc3aa fa76e7
027528 6912fc 8ad618 9e978a c053f4 d61493 ecc6d7 fd85ed
0275ad 5aa4e8 6f7c7f 8f4742 a5d2e1 cd652c cdea38 f3aa9e
0276f3 4d6551 76f9b2 8cb398 b56497 c31903 c8bb18 d3cfed
0276f9 3b7630 56b68b 5ff4c5 8d3270 997ba0 c8bcee e2a924
02774f 4fbafc 7b6b93 95aba5 adecbb b92df7 be9537 e0d204
027873 5ee70e 6b943a 7842bf 8f383d b97ebd cfd5e9 f68c99
027aa6 33ee34 646867 799fee 94967e af0e2a ba740c f6bfe0
027bec 11f6e3 764f8b 98b591 b24651 c4891f d4a2ff fbc33d
027df9 3f5e92 746766 7e8da9 b2c8fb b55220 d3a321 dfd2bb
027e79 6fb38a 75671d 97ecaa ab92b8 ccc9d6 d01dd3 e0b139
027eeb 506388 54c742 6f504e 7d854f cdd1fe ecdcad ed90b0
027fdf 34de72 579b02 8b4783 9d2537 ac8283 bfd5ce c7a6ea
0280e7 2de020 5e6f06 7c97a7 834769 b78c78 cfd7ee e7c5b4
0281c6 37cbff 64687b 96aeb1 a5180c b6ecb3 d1c93e e46067
028709 054dff 42c2f7 a567ae a72d68 acdfd2 e4ca5a fc5b66
0288ff 5b794e 60fbd3 7d0cdd 9d9696 a35da1 a5b5ea f1b126
0289e6 525b7e 64befe 828888 b9c6cd bd130d e3c762 f1591c
028d17 5ed6ec 6d6a6d 9c038d 9e9b78 aef50c e33ec7 eacdbc
028d63 5abe9a 66556f 858d0f a001c9 bd77b1 bfdbe5 c4ca04
028f7f 59c996 9e3201 a116c2 aedd21 b188db e46d2a ecc9e9
0290f9 2864a1 5f696e 80a8c0 87643f 999587 cce1ab f09741
0299f0 3052ee 727769 8ea8b6 c4050e d78325 d9d7f6 eecc61
029a1e 25d59d 536a48 784774 8e46e3 bfd4e5 c2ca2f c677cb
029ae7 558075 59ebfa 8631a9 8faf77 b73622 d7e1c7 f8a30b
029b15 58fcc6 7856e2 80796f 8dc959 903d76 c27fba e2bee7
029d1b 1dd9f0 842fc3 86899c ad3357 b5e582 ba71ff d49183
029e87 0b53de 26e79b 9b4c0c ac91f2 b2e00a b48b1b f6cdec
029f17 3be27f 7102fd 8b5dba 939a8f a13d5a d5c5cf fb74fe
029fc7 0362c1 7de5e8 8d3863 91967b c7ca98 dd310b faa31d
02a1a1 17760d 41eeec 6f488a 8e9f07 c4ef44 d603f6 e4b69b
02a1f3 40670c 7be132 8537b0 8d8558 b55183 d6cff7 f884a6
02a1fe 67689a 7df411 8e513f 90858c bdb9d3 f1b4a6 fb674c
02a242 41694e 6e01fb 7fcc07 868089 aa4dba ced3b3 dd85e7
02a368 07fab5 78768a 8d269b b01e0f bfa9c6 d74feb f5aa15
02a583 50636a 7a7714 96ab04 9825c3 a1d8f7 bf7acf e3dd4a
02a653 3a692b 69f94b 7c777a 9a4698 a6b0a9 d373cd f9b2ef
02a745 2f5bd2 786e6f 7af2f6 98aff4 a7022a c0d413 f79da0
02a7b7 447373 8534bb 86dbf7 9e987d bd4818 c0dfa5 e6932a
02a7fe 596e65 721efc aa499f ab899e abd0db dd5e24 eaad6d
02a89f 576673 74edc3 9b48d3 a7083d b2c72f ca5b34 e980f9
02a901 535c73 775b1c 9357d1 a1d6f3 a5a7a8 d6e909 e2ae7a
02a970 087172 6bf7bc 7a5fc9 97bcc0 be99f7 d14714 f4cc48
02ab17 0fdfa1 40754e 941490 a134f8 cfd631 d4489d fd83f5
02abb0 366f1c 4eec31 6d9e10 8d6dfe 947673 cda78b cfd8fe
02ac0c 1662e4 3d6616 b0d4ec b78efb c2456c ee9e8b efdf05
02ac91 0d6d79 76e41b 7e4ad7 903a43 c094f4 d5d9b0 d64224
02ace9 12842e 2bf6f1 8549b3 96275f 9ee304 c66485 fc96af
02add1 51ed9f 5265d1 757987 89aca1 8b4a21 c7dce7 cea01c
02aecf 475ec3 655f29 76effd 9d1267 c7bcb3 fb0867 fb832c
02afec 5dec2c 5f8c90 864c9f 8da221 a82400 cda99a cfdae5
02b244 10fe28 247a10 928b8e 9a3080 aec1cd c241f0 ebdbb3
02b2dd 1d835e 69f7a6 8b6b91 9400b4 a1aba5 b03f0f d5bc1f
02b386 526564 67f5a4 944ca6 9ba3c8 c26605 e2d8ec f2ab09
02b3bd 1cfdbe 29806a 6f5b87 8a73ea 904616 b68807 f6cb37
02b4db 267a19 69a939 8061c0 9c276f adda32 ae6b7a fdc8d1
02b5fd 0459f3 666ca2 6ce93b 774f4b a39cac d3771e eed0e2
02b60e 30f93d 983de5 9d2482 a49cba ae6f7a cddbdf f59d98
02b786 4c44fb 4f5d73 807200 91f1e4 9571d8 c0acf1 f9bf0f
02b9fe 106861 7523f3 796d31 9bb7b3 ad9a57 be43aa e8db43
02bc69 15ffc4 72507e 96e223 9b6fe7 9f3e43 d1b4d9 e81a01
02bc88 245dd4 7c7a09 87f2aa 94b61c ab3e70 c276b3 ffb5e7
02bcde 0b7c89 8e3946 91c43c 9301e5 9d987e cd4d23 efd4d4
02bd45 4549fa 46855d 62536f 80ee07 a46cc8 d3dcc6 e79cf3
02bd97 40f9af 4d797b 6e3bbb 7b6436 937ed2 b1c4d9 bdbd43
02be78 5860cd 784e2f 85850d 97e2f4 ae0d72 d279b8 e3cd27
02bf80 075afb 646f5b 834278 a2cc0e a7789d bd6309 e5b3ee
02c0d8 397bf0 5e6220 974d92 99ab24 b0cfc1 d04c6d edda61
02c1b9 6741e4 8d87e1 92627b 99ebff a83f1f cc853f cfd68f
02c2c1 567da9 7e1fea 83af71 955f52 b0edc5 e14505 e4c632
02c353 7ef4f3 83427e a244fb b4e901 ba3352 bda0ff da67ad
02c4ff 13926d 60597b 9a4a1f 9d3de7 bfe7d0 c0be4b d97aaf
02c862 1b802a 794769 8560bf 9a9afa a3ecc6 ae7288 c2b7d2
02c8de 516616 6d6fd9 75a93e 9b3a72 adf07e c7c5b8 d4698c
02c9f5 459541 645b4c 7f4afa 9dc5a3 a12c85 ba7ba5 c9c912
02d022 217c0f 7e8475 933afa 97267b b8ed99 ce7dcf decfd9
02d026 049343 566158 989d99 9b27ea b9dea6 bb5da8 e9ace5
02d09e 5a64ec 7c4f88 7d7f82 a74c3b a7a5dd cae731 fd5803
02d0a4 0d8750 8f22ed a69fff b1990e bd4fa6 c2e4f6 e9d440
02d10a 437d9a 5c5959 752eed a689ff b06843 b4d7eb c6baa8
02d1a2 426e5b 819253 844cdc a36196 a42c05 b2bfff e6d107
02d2a0 4e878a 755801 7f57c7 9daf31 b4dfe7 eae314 f574f0
02d5f4 279e9a 73633a 8162d0 84a203 8e3179 bae3d8 f1ba83
02da14 466184 8958f9 8c3a45 a48ac1 be6c78 c0d1cd c61804
02dffe 2052d8 68794c 8d507b 8fae5a a5ed7a b478e6 e690b6
02e134 4490cd 608b13 754c61 880ff9 8e7e76 aabbb1 f3b9fc
02e1fc 2b6675 8295a8 ac4dca ba3105 bcd9c9 ed6f52 efdb1b
02e2e9 319cc1 3e6180 9600ea 9b3c4c c8e744 d40502 e07367
02e664 4f8799 6e5724 9e25f7 a2a7f5 ab7c6e c8b2b0 df6700
02e819 559820 942aad a3084d a793da bd8794 bfe8c0 e0c9ee
02e8aa 1baa70 2e6660 9051f6 99d404 c983e9 d75701 dbcbeb
02e9fc 0f9b47 63574e 754ee5 82cd42 a8598c aea2b1 eedab3
02efc2 3685d6 6b6a77 943f11 9898ab a38468 b0ee28 f2780e
02efee 437285 5a9ef4 775538 8a1ae9 a8d359 bc7630 bfa19a
02f1b6 386d23 59a768 a63b83 b127fb ccca4a d5def6 f96cd5
02f449 455f66 47949b 8f4ebb a24737 b68c61 c2c5c9 fe6feb
02f4d4 1161f7 566278 56ac03 8c6c4f a7df2a ab8bfb c4b08c
02f5fe 195dcc 6d8cb6 75d72d a37048 b2a5a5 b72a74 e8dcc0
02fa55 3260f1 7780b5 7a576f abb1d4 bd523f e48b80 f9d0d5
02fcec 0a758b 38b4b9 6e9f14 973bf7 99323c 9ae36b a08078
02fe0a 4e5c69 8a53d4 9b6b3e a1bdf2 a3b055 e86e9d eed6db
02fef4 5a5971 8a8ec2 9c4532 a7ec0f ac36fd d97763 dfc89b
02fef7 06b9fd 1e5eab 6e665e aed197 b29aa5 c85e23 f1a11c
02ff34 187cf8 535883 8b5133 938882 94b3da cc7a0a cec0a0
0346ff 36af89 537776 696529 9f72fa a5ecf7 c89e0c e3d68b
0348fd 6169ac 856e6b 93f05b 9ca792 a73815 bf8a0d ffb1f2
034aff 62599d 6ef4fd 748fbe a54e67 c2030f d7c17e f26e00
034ffc 7d7bcf 8e355b 9be9c8 bc0d14 bcd61b ce99bd d37252
0350e6 247205 6df7da 74b87b 937fe2 bc3b77 bede3a efaafb
0352fc 4cd300 568dfd 7d6947 97197e c0b5ef ed5a90 f0d9a6
0353e6 19ab89 66717e 8ab32f 944f35 cfdec5 d46de2 ffaff4
0354ec 805477 868a84 9cd0b5 b8563a dbcef7 dd7bdf fed86b
0355fc 4a94ba 615288 84d1d1 a66716 d2e5b4 f8bf34 fb6873
0356e7 647cb1 9c4329 a0f71a adacf7 c3757e eab4c6 fb5400
0357fd 1ba3d0 78695d 84ee06 8d308c e0350b e29c80 e4cdf7
0358cb 58d1ea 748bd0 838185 875d05 b88f57 c0e3d6 d7cf58
035adc 62546a 66ae8a 99f0e5 9b564d a682c7 dabc24 e34c10
035bf4 794386 8c8df8 937a96 b2ee8f cb9c46 cd4051 eacad9
035cdf 23f0fb 5c5574 889b8c 8f5d3b c2c921 c2e4c6 c582c4
035eb5 28cae3 706d05 7983f7 a5cfb5 b49b58 be5a76 f4d165
035ee4 4c6058 7fbf71 8d8a83 be2402 c4ee65 c67abf dbbad1
035fd4 31feba 486247 57ad7e af73a3 b3cbde c0be1d c65906
035ffa 48d115 4b6961 81772c 8b3289 dac9f4 f749a3 ffabab
0361e6 0cae5b 495d6b 7e5337 8a7fa7 aacddb c993ff f3c82f
0362a8 4bf793 6c94b8 797560 a1a999 ca0c12 ca940c e6d5ff
0364a6 28ad94 48ffa7 557557 9b79fc a9a33e b91f09 feb6f0
0365c6 1aa237 576f51 65ef5d 918b91 932a6e bfc0cd dc86fe
0365ee 5e748e 6e5245 8cdf2e 969a9a d887dd e2d8f2 eb5b38
0366e5 7f3e87 807b70 818ec5 b51a08 d2cbf4 e96c2f f8d3a1
0366f5 3da07a 56cbf7 595e38 82809e bdd1c3 e8db5b f1611f
036860 07c7f1 617fed 888da1 a83906 c69310 cbd6ce f2df5a
036867 638050 68eaaf 8338ac 8ab72f a676cf cded2b e2a6df
0368e3 6ecdf7 7e5359 ac8394 bad9c2 be3a15 e7e31b f7813d
0369cb 28bc45 647c92 79685c 86f132 a1aaa0 a82604 deaae5
0369df 2a6b2c 71bed0 848482 a7157c b58b31 c2e7b9 ebbe1f
036a4e 3ea871 6b5a80 7246f5 78dac8 ca75e5 d5610b f1c645
036b3a 43a69b 8549d6 8d8924 9e2c74 a5eee3 b8a4fa c9c20e
036b82 29a42d 4cf279 8d544c 93a393 9740ef d1dfdc fb82da
036c9e 24f7f9 6b6f65 7da0dd a1e852 a5a5aa a6261b b39136
036d1a 0e9ffe 8d24e7 92a6bd d1dafd e4bfb9 f01981 f18a37
036df7 26faaf 5fc158 904379 a59299 aff535 bc1a27 d6c5e1
036e24 0cbdfa 48a800 766274 9ce9fc afce76 b236cd ff60b7
03700c 1ea608 76e055 8530f0 af5a78 babcbb c17be9 ffb1fe
0371ff 697073 70f3e2 79408b 84aba6 a76e1f bcb76c fc8cfa
037201 729184 78ff01 9252df 9f3480 c2dd9d e3aaf1 ed8639
0372ee 5cafec 63575b 7f988d a0663d a7dffa d89e58 edd5c8
037509 18adf5 849e02 85548f 8753fa b3dbee c2d082 cb8084
037509 49a626 5be860 847973 9e1873 b321e3 c9d2c1 e386c7
03763d 23f0ae 2aaaa3 9540e8 9e1075 b4ad13 d2d4ff f23b77
03772c 0bb10d 55e7cd 5d5b60 908a8a aa26de acb2ee f0da7d
037730 20af65 71e664 8c8ba7 9c0879 c31aeb d0dfd1 e1aef0
03786d 2fad86 755c02 7f9a00 90dad7 bbce3c bf49c7 fc76fe
03787c 69a1f5 80eafe 963432 a131dd b37d1c b3e07f b8a698
0378c9 27acfc 6c7885 93344d 9fbfd0 a68418 c6dd1d ef8785
037955 6584fc 6f3aba 6ff5fc 95afb3 9b7802 d4d3b5 e9b11a
037a54 21b9e8 7c70fb a3909a b6289a bddba1 e68316 ffd31d
037af8 596d69 89ccac 9588aa 990a92 c65d28 cfbfeb e7a401
037b12 8b4bf6 965195 979ad5 a3d7e0 a49077 d6de8f fe9106
037c78 2cf613 7898f1 9725c7 992c3f b16e05 bcb8d2 f5b4a5
037e17 783fa6 7ee1e8 8c7ddb 9d3761 a38a9e acbda3 e69d32
037e2f 793bd2 90f5b6 945c93 9ecb44 aa7ff5 e47586 e7afd2
037f94 45a5fa 585c52 7d9787 8026f7 86e27f 9d6e31 ccb8c5
038000 099de9 752fc6 7a8f9d a3d845 ab9070 b40968 fcc2e3
038085 40b689 809b11 84542d c5e5a3 cb9fd8 dd0dde ffc000
03819a 4d6410 60ed46 779c27 7f28df 90796f e04df9 fecddf
038528 4abe7e 655e6a 88f5d4 a980a6 c8b8ef ce1dd7 eea700
038886 0dbdbb 7230cd 796b1e 80a367 ace5c8 ad70e2 ccbe29
038969 5e7710 86baa5 8f2d7c 92a609 b149df c3eb2a d1a8fb
038aca 735c72 94adbd af0c06 b8e8e0 bfd621 e0ad95 f1384a
038b1c 45a7e3 59fdcf 783ba2 9c3559 bf708e c8d2f5 ddb06b
038b7f 4de3a2 5c5d29 9e1799 b5ca13 b98030 f326dd fdb5fa
038db3 03c7fb 6f24ec 7b9692 a5c9c8 c32e54 d6d868 de8700
038dde 2c608c 586443 66c1fe 719719 b97f86 bcdee7 dbc18c
038f78 53578a 6d621e 8bc118 8ee3f7 ac92bf ca34f7 eaafaf
039041 2cc85f 88fd42 909495 a03474 a039e1 d2d7da df9eef
03918e 59fdbc 714db2 738e42 85433c 95d340 a470ff e19deb
03934c 4fdf9a 7640aa 7ab104 995577 b372fa d2e637 e193cc
039411 06acf8 5d6750 8c2a9a 97c6c5 bcd040 c49b7c c55990
0394cf 2a59b8 6d6a6f 96cae3 b4aa7b ca580f d5dcce febe07
039838 821dd8 9eadcf a26bf8 b69393 ba3888 d7d6d3 fdb946
039936 364fec 5be09c 6f6698 8a3e49 9f8c8f a0a1df d4e90c
039a9f 06dbe1 4c7654 8bb284 9d1c9d 9e73f8 ba8c0e e0e21b
039d93 61fa63 6533f9 8b6ecb 943046 adbafd ca8c0d d6c7c7
039df6 5b56d5 81718a 884350 b1aab5 b4e6bf d25429 ebb55b
03a0ba 466334 73ecff 923ddc 943e6e b78676 c6d436 ffbbbc
03a237 3755fa 4f6425 73ce01 9784fa c59ead d2118e dad7f4
03a42a 5349df 6c7263 9783ef a22200 a9eeac c1b4c2 fec428
03a4c0 0959cb 41f6f3 7f516b 919b83 b0d797 bb3f06 d39b01
03a5e4 176a5f 6ce75c 7552fd 958c24 cbcffa d83f95 edd3c9
03a646 1c6a5f 8b18f8 a05bae bcd954 c290fe e679a6 f8c4e9
03a668 25741b 2df79b 737281 962eca a5b2b4 d780f3 fbd700
03a688 1d7807 755065 a1e59e b897c7 bf36bc e3d9e4 fcbe00
03a720 625e02 6346f7 748773 973678 b6e75a df52b9 f4acdb
03a955 6df5dc 855085 913ef0 a22549 a68aa4 d6d974 e86bfa
03a977 3b6e71 8562e1 93e832 a62638 cc96e4 e7d6fb ed3210
03a9f2 603be3 71bb3d 79698a 8ff6a5 9e4150 bab4c5 bb7f82
03aa34 366a4d 752cf9 828889 9b3f96 aec4a3 e4e300 f170d0
03aadd 4b5ce2 8aa8a9 8b4d02 9adbf1 ccdbb9 dc2f6e e99b01
03abd1 117d48 704ba5 74f6f6 969212 b3b9b3 bc628e f2ca72
03ac17 4b6b77 58eb79 7e28df 8e3f23 bc5ed8 bcadd8 cbe4de
03ac2c 2fec33 744ce0 7e686e 8b481b 9798c2 bb9793 cfd9cc
03adfa 189810 6c58e4 836f9a 85f55d 9db2bf b8095d e28581
03b0f7 2f57df 63768f 63f2a6 873f55 afadb2 e32a29 f7a337
03b204 196af3 32f332 595c65 a0382e a0b5e4 b99290 dfd0c2
03b24c 2870ab 685a09 90d1d6 a4255f a890fb a9808f cee10a
03b2e5 0cf852 417597 747b68 7f0fd6 af7e04 b1b799 c4e3ec
03b322 8a5914 8cfe00 9737de b67cff b9ce8a c82e76 e09ace
03b3ff 6e68f2 7d4176 987aa1 adb5a2 ade4f8 b14a47 fd9c25
03b444 2f7902 777a6e 8222d5 9bd6f4 a05099 be81f7 fd9aa7
03b4fc 536ff4 6a5a82 8193a6 884738 a5d1c2 b19746 e9d204
03b50e 04677f 606d33 8ae5f0 9f9cb7 d8ea1f daa197 db39e7
03b522 1b7b2e 96d6b4 a40e6a ae0ee4 d5e960 e150ac f9b1ff
03b604 2b66f4 497048 8d3991 a1bbfd bab299 bff153 cc6195
03b6da 655de3 897176 8d2f75 a2b3ae b5e8f8 d5b042 ec1804
03b6e7 7650bc 91a09f 92645c abdac2 ad0201 dcbc66 f03f05
03b90b 134df8 3bf506 3e6e6b 806fb5 905b30 b8acc5 fdceb3
03ba23 20f530 267ab6 665460 67835f ae1e04 b6b3a2 fd98e1
03ba26 2c8236 48ee9e 8b9883 982562 a33ef2 b5f40d cfa2c5
03bd16 586cc9 764a5d 8a919e a2cff7 a72821 c5f100 fac097
03bdd5 3a7d81 6c03fd 8d4a02 975de9 bfe7dd d38c66 e5d543
03bde7 5668ab 605763 8a531e 98a814 9fd1be c77583 d0e573
03be7d 38806f 9c2c23 9f4eec b197f7 bad5fa e97008 edde4a
03bf38 564fad 7ff122 856a83 ae1a3c b8a5f2 d0939e eacee7
03c0a2 1f7153 32ffd9 9a29f5 9b7e07 b0ec3c bb3e99 caa6e5
03c0f8 66585b 686ef1 9dad27 9ec4c3 b77a72 c72416 fccf99
03c279 348f2f 3ffcb2 7740a3 a33b64 a9bcc1 ce71e4 e4cf04
03c290 4955bc 5d752d 7a566b a889be b5cbe5 cd910f dce129
03c3ad 536d5f 6f5480 85a945 87450d a4ec9c c24bdb f598fe
03c604 5372c9 76f97d 7c4965 a18ba1 c1cfd6 cb0d09 f08cff
03c67c 384cff 5b8539 885285 a2f068 a88ff0 b384a0 e1c0e2
03c8c8 629368 724eea 756509 9a1d7e a1edcd aa81fb e3ab38
03c9e9 826066 986fdc b22416 b4e8db cd9282 dad77e f85e15
03ca26 25745b 6b00ff 934ec1 a76501 c7cffe ecda99 ee71af
03caa4 64640d 71869f a7e9f2 b43a69 b95af9 bdda2a dd7d50
03cc98 1f4bf1 58861a 8283fa 8e526e aee0eb b885ad d9cf38
03cda8 6e766d 702cf0 7f518a 993017 da61fd e3bdfa fa8021
03cdfb 1bac01 3a647e 656740 a16bf6 a8d3d0 c5868c e5df6b
03cf23 1c7dc7 5b7307 969eb9 9d2955 9d8872 a0f4a2 d6d1db
03d0fb 558240 6b5373 a3b285 a64afd b9dedb e7c617 ea6caf
03d25a 169497 477045 8d2a90 9a34f8 c3c8e2 e570f0 f2d4bc
03d595 209d5e 336806 7055d7 7e4e60 959cbc a5e022 fccbf8
03d633 0b4ffb 606b5f 73438e 7a91ba 9a6115 c2def6 d5beb0
03d9d6 5867cf 6f5e7d 8a9281 8b98fd a21443 a36b00 fabe81
03dafe 853c6b 8b97a7 917968 afd7c3 c40b11 cbbc57 e812e5
03ddf6 699ea5 6b04ff 6c5977 a95a56 af58ea c5e696 ed8539
03dfaf 11ab41 5a5e43 9048e7 98417c b792ed e4d7fc f4cc08
03e126 4a92c9 5a2df6 667365 8cad7b a1451c b6edab cec3d3
03e12f 5d843c 615754 925af4 9c4189 cfc9ed fb689a fbc8b2
03e151 1171f6 738d83 968e10 9d3b84 a90929 c9d4bc e18ade
03e176 187264 809e8b 904cd2 ac0d05 b48af2 c57219 fca7c9
03e717 5a66fb 627369 704d81 a094a2 ba710c bdd8b6 f38ff0
03e83c 2b47f0 5898ee 7f8474 904a8d b7b8b2 c86915 fcc7fa
03eb23 159c0c 586d4d 7f446c 831be3 8f7ec9 bdd6e2 c2b08f
03ebc6 3691fd 5c50c5 7d596b 889ebb bdb653 c92831 ca7b80
03ebe9 0f53ee 1795ef 7b7d95 af215c b8ef8a cda5a8 f67951
03ed43 229391 565c4f 7c68cc 8d9818 9ec1aa ae2500 e4c2ff
03edc2 25970f 42642c 6f5569 938a89 b309e2 b7eb52 d49ef7
03eef7 78477e 7b7d83 8fb8a6 baa432 c6ec1b d02824 db4fcf
03f09b 06ae78 6c6971 972e9f 9b9dd0 c24e05 c7b21e d2d2e7
03f2ee 09aa36 5d6001 8823fb 974160 9d61b8 afadac b5ef97
03f3fd 1eb4be 923a01 9c34d5 b2d5b8 db2567 ee8e47 fed82a
