# colors_mcd20_mld2_nc6_cvd100_minj40_maxj90_ns10000
# Python 3.6.6 |Anaconda custom (64-bit)| (default, Jun 28 2018, 17:14:51) [GCC 7.2.0]
# NumPy 1.15.1, Numba 0.40.0, Joblib 0.12.3
# Python 3.6.6 |Anaconda custom (64-bit)| (default, Jun 28 2018, 17:14:51) [GCC 7.2.0]
# NumPy 1.15.1, Colorspacious 1.1.2
0046ff dddae2 7a5396 e088db c62b45 05d274
c9d8e3 c97ffc ad0db0 ec9b16 037215 12a584
b321e3 e386c7 847973 037509 d1d3cb 5be860
7f6dcb d1b8de ac7885 a3ef22 48b83c 03751e
a8c1bf 0bb9f5 6c45a8 97718a fcbc68 037530
d3deeb 0375d4 89a9dc ca621d e5b16b 476756
2aaaa3 d2d4ff 9540e8 b4ad13 03763d 23f0ae
85f1e8 8c8ba7 c31aeb bfe123 037730 20af65
894de5 be79a9 a02f0a f66d25 decaad 03775f
707272 bcb9bc be59e4 8df92f 61b833 037818
03786d 90dad7 6d00fb bf49c7 755c02 b9c774
b6e6f1 66b1e4 0378c9 93344d a68418 c6dd1d
596d69 037af8 cebef0 c65d28 e7a401 89ccac
5a5b5e 979ad5 a618fb a49077 d6de8f 037b12
67588f fc85d9 a28186 93b95b 037b20 a3eec8
4bdcfa 6d29e0 a676d1 b8740d b5c28c 037c5e
9b29f9 f0c8f0 c23d94 96fc41 6eb367 037d3b
a9edec f47bf4 ab4f82 c1e20d 037e07 05bd73
8c7ddb 78408e d77693 bdbe26 037e17 53fbd9
9683fc 7a2fe3 945c93 e7afd2 9ecb44 037e2f
3ecfea 037ef1 5f5a7c cb7c78 9a4928 dde12a
625f75 a620fa c487b5 c2e940 63bf76 03804b
0380c3 705770 f9a8cc b87165 98301b 91e535
8237f3 e553b7 973b6a e4adc2 19c41b 03881d
86848f 671ff8 ddcefc c463f7 038916 87d57b
9b9bb4 783ba2 d74cfd cfd600 038b1c 59fdcf
bec1d0 791ef5 a277e4 857010 3ecd5c 038b75
038b7f 6735d5 a17dfd fdb5fa b98030 4de3a2
7a21d7 ddbdf3 cd66ca 70630b 8ed306 038c77
038ceb c1bcd9 7a4b5a d57b8f 687e22 73ec5c
a5c9c8 038db3 6f24ec c32e54 de8700 ecd78d
bcdee7 038dde 5c567b 7f5746 dbc18c 719719
038ddf 6c647a eabdd1 b67865 884315 68dd1f
41f1d5 9c9dcb 7948f6 855772 c2ba55 038e3c
038ee0 5d5e67 c8c0c6 a4887d 92512c 84d250
75f0df caa1f6 ca34f7 6d621e 8bc118 038f78
909495 596163 a039e1 df9eef b6d86e 039041
03918e 714db2 e19deb 738e42 95d340 19f7c6
b06cfe 7640aa e193cc bdf02e 03934c 4fdf9a
9eadcf 821dd8 ba3888 d3c9b3 0fe928 039838
03988b 4d589b f68cd6 dc0552 c6dc35 6adeab
b499cc ab1d9c 6e5257 ffcec0 91dd02 039b3f
bc78fb e2d4de 87398d 696766 6cd56c 039c34
98aaa7 725ace d28bfe 704d69 9cf63c 039c3c
66f7fe c32c9c f881b1 6c6654 a6dd73 039d16
58e4e4 039fa8 4842e8 975d10 c6a453 606760
a0c0c4 7c4d96 de5dff 8d4100 e2c267 03a176
03a1d3 175ab6 c4b6ba 8a4a59 ce8b39 8ef642
73d8f3 b96af5 814e5d f8959c d6e35c 03a420
176a5f 03a5e4 744ea6 edd3c9 958c24 83de4c
0557e7 737281 d780f3 ba090a 2df79b 03a668
03a7a5 72f2f4 7f33a2 e7355a ef9a01 c9d79e
868394 a700fb f45bf3 edc3aa b5f12c 03a81c
bfe5ef 9ea2b1 913ef0 d6d974 03a955 41644f
9b3f96 f170d0 e4e300 03aa34 366a4d 2ef6a4
9798c2 744ce0 7e686e 2fec33 03ac2c cfd9cc
03aea0 4a6487 d78bfe a26456 ff7904 b7e399
92eefd 03aeeb 961496 ed8e8f a9d711 107401
e5befc 8e7599 a24c07 f19011 a7eebc 03af80
03b0ba 5369c5 96246e 9c774f c6c226 1bfbcd
196af3 595c65 a79cf9 b99290 03b204 58fa6a
7355d4 d8ace6 867085 a32d09 03b262 92e1bf
9737de e09ace c82e76 496c05 03b322 27f87b
356676 03b3de a23bfa ba5f37 ddd97e 9ec4b7
9bd6f4 8422fa a05099 e9d4ac 55672b 03b444
03b4d5 2565c5 747075 cc6901 eec000 a1b68c
03b5b7 91f1f4 315bc6 9e185e e71c4a eba670
2b66f4 d3c8d0 cc6195 03b604 22fb34 497048
03b6da 655de3 897176 ac2117 d5b042 71f8cb
3744f8 806fb5 b8acc5 fdceb3 905b30 03b90b
334cdf 836f9f e4a3ea b07442 95f592 03b99a
6053fb cf85df 953e82 ccdc09 53632e 03ba82
b2ebe6 03baee 677e90 7834c6 c16757 ebb75b
03bca8 a2ecfa 7269a3 993251 b17f4a d2d91d
bce9dd 03bce7 5e47b4 b2758d fec678 478c17
8a919e 3f6bdc 764a5d a72821 fac097 03bd16
3a7d81 03bdd5 975de9 d38c66 8d4a02 e5d543
03bde7 5668ab c77583 735831 d0e573 7bac19
b9e0e7 03bdf9 7e67f5 69516e a77a0e c2c28b
03befd 723dd8 bb618b eccad2 97d65c 0f9330
237687 03befd 9846fd a05a3c cd9627 dcdba5
9a29f5 c898f1 9b7e07 b0ec3c 1f7153 03c0a2
03c0f8 686ef1 7a6a8a b77a72 e62e00 fccf99
b6d3ff 4955bc a889be dce129 5d752d 03c290
775876 e93ad5 eed0e1 9fb921 438451 03c391
03c3ad c24bdb 894407 d1e85d 85a945 536d5f
c1cfd6 5372c9 a18ba1 7c4965 cb0d09 03c604
b4e8db 03c9e9 1363cb 826066 f85e15 f1d102
b8d7ff 934ec1 ee71af e2ddad 496a3a 03ca26
71869f a90ff9 e8a5f8 64640d bdda2a 03caa4
03cad6 3475b4 fe626b 91443c f0cf4e b5e6c9
03ccaf 6e0ff8 ae63d6 a93e6e cdcc40 398b00
03cef1 2f68e0 a82716 b4910c cee100 89b19d
03ceff 4d83d8 63566a 9c563b dba14b a5c9b8
1c7dc7 d6d1db 944169 9d8872 5b7109 03cf23
03d9d6 5867cf a21443 fabe81 a36b00 8a9281
4a92c9 5b5576 cec3d3 b3857d a1451c 03e126
1171f6 bdc5e7 6a5784 a90929 03e151 738d83
03e6c9 285ceb 7d95d4 b17078 a81012 d9de39
03e7ff 366574 149dc8 7d1afb f11c17 adc7a5
889ebb 5c50c5 7d596b c92831 bdb653 03ebc6
3687fe 6b638d bbaab2 a90533 e75d42 03f23f
03f2ee 979b9e 9d61b8 b5ef97 216c0f 09aa36
abacd6 aa4ecc ecd0cc d86f24 03f42f 1c6851
0e7585 8980f1 a1332b da8674 ddd6d0 03f635
03f7e6 5d99bd 9d3571 d7d622 84886f 3a6c0d
c8c4db 7646d1 a57ccc ea7700 03fa7c 1e6850
03faef 1bb1d1 8a43a4 bdafa1 f9a125 557f36
4c6863 f2b5fb e048c2 977c36 89cd0d 03ffb3
89b0d6 2361ab bd746e b72214 d5dd50 03ffcb
03ffdc 80b4d0 5b7386 8428d2 a77247 b2c651
0448fc d9cceb d34ea6 885e61 819b2c 82e931
044af2 608df7 71608e 9a5b3f aba091 68ee10
648fd6 044bf1 95959c dd0456 d7b725 8be0c3
a3cbc0 044bfd d871e4 99406e edcc72 8e9349
044df1 af8cce fac8f4 944787 bcdb9e 1e9815
28aee5 0454d7 907405 dcbf22 909b8f a1e1b1
51fbe9 789daf 0458cd 625d77 b75445 bfb15c
9fc4c4 71868b 1aabec 045ac4 9c4e17 f0ba04
045aef 8083b3 97746b e5cac0 07bf11 5cff5a
20fbfe 319fb1 045eaf d5776d ad3024 b5d63a
52f5e4 1daeaf 045eea 685478 ae7631 bcd678
045fe5 95abfb 7b789a 9c5d5a f26e1b ceb598
0462f3 953e7d e769b1 8b7d60 c2e822 43d891
99c2cc 1a9ce3 0465a9 c89815 f3da90 67755c
8babc1 0466a8 8a716a ae470b d1ac11 d0e2c1
0466c3 dab1fa 9b3901 ff6c11 9f8375 80f494
04677c cfd8dd a32af7 c1a52a 707008 71ab91
046862 d9c4f7 b54ecb e3ab0f 62721c 40c2a2
1baf97 04686f d547cd 8a7835 d4c326 43f1ca
5ee3d4 0469e3 8a7690 9d342c e0730a b9e183
0469fb 655670 ed88d2 b51429 94a030 84f9aa
8ff1da 55afb4 953797 ae9233 ddd862 046a53
04bff2 046aef 9d9090 c07110 93cf6d 506750
6c97fb 6e6c78 aeaab6 9e1bb4 dfac50 046b33
b7cfca 48a6ec 046bac e04566 923c0a cea50b
94f0f7 046ca8 a7a3e4 b15463 e9d075 12af02
bcd4e5 60a2d0 046cad a86809 bebe47 67705e
95d9f9 7852fe b360a0 efd3b0 6fb305 046d4a
046d9d 5994ff eac2e0 b23f0d 35e826 758b7d
afc5cd 586270 046edd 73522a e28d0d 1ffd8e
046ee3 803e79 ee8fbf 95b235 456d22 a6f2b9
046f69 9a63fe d69dda 885e01 88d50b 07aa70
71aea6 0470cd 815948 c8650f c4c055 b1edd1
5dadf3 0470d9 f998a8 96352e 968f45 95ec51
a5ebdf c011dc f87bfd b4c725 04714d 58ae96
65b7c2 962dbe f3317c fea138 047241 bbeace
75c2ee 932be5 b9747e f2d950 7fa20f 04732a
74b9c7 8956d2 8b356e d2e959 9aa081 047333
f6c7f5 d629e5 a599a0 5ca716 7de784 047455
0474f9 edd3eb b889b2 982d49 7e994e 94ea9e
0477bc cbbbe6 e89b7a 8a7219 aff622 476153
0477e6 7d5a75 9a322a f1d4c2 909b89 0ad223
bbcdca 75acf5 87828b ad14b9 e3d149 047821
d390f0 9b4b7b 07b509 047828 46f66e bacac1
04798b d0caf1 854cfc ae3008 8c8c6b 79d77a
888c9d b5bef9 b318f6 c1ad54 047c2e 4ffdd1
05b0c0 805ffc 6f5878 fa9d19 047c42 94f1bc
739a94 a6cff5 047df3 7d4a7f b6953f f2d74f
cbd9dd 047efc b192bc a15f5b f25f1e f1c87a
048074 adb9cb 8d68cb ad1235 f45d1d f2cd67
38eef9 915bc0 943b68 ccca82 048129 90a198
b589d1 981dba ddd4d9 fcba1e 56be86 048155
0481ce bab9e2 b59597 fd7b19 746847 94f2cd
0481fe b7b5eb c06b99 edc9c7 327d28 0bd549
bdbfcf 605f6e 8714bc d253c2 048225 12c965
048297 2cc8f4 692aea eaa792 736944 c6df1d
85a3b4 0487ed 964980 df9548 566223 c1decb
85afb4 0488d0 64565e bb6b04 c9c739 8df2d8
7fb9fb 8008f6 b45d95 cfda2c 93977a 048900
8eeefc 8839d7 d26cbd a22764 b7b292 048906
a4b6f5 8869f6 7f3e86 bb6e93 e2bf7b 048d3f
049097 76ebf3 9635f0 cf313d f9aa1d 84b48d
8af1fc 0490a6 824f1a f1a309 9a8d61 d7d4a7
63569c d7a2f9 97778a c2e612 049342 83d7af
0495a5 ac1bf9 b3892a d9d80e 556953 8bddaa
68ebed 0495b6 a01a6b dec419 707146 89ac96
ace3ef 565c84 a99ca5 fc62fd eac906 04962d
ccd1d2 8a56d6 d997ec b76486 67db37 04962d
7a6eb5 febcf0 775438 dd8b13 81cca3 049680
95d8d5 0496f6 825f7c f1860b 999c8c 306e2a
9cbbc5 0497d7 803f7f b3240c f2d889 ad9848
575b5e b018e0 dc81d1 bdd028 04994d 84e8b5
7fefe3 8c48ed 8f507d edc927 049b1e 9eab99
376c68 049bec eed3e5 c16514 99a085 a3e205
049ced d5d5e1 5e618a 8a4345 fc583b a89d96
bbe4e2 1153d7 9298a8 8c4d56 ccc576 049d26
049d89 61557d cf60d5 a34811 8bab07 bbdfd2
049da3 69d9fe 5b54a3 726657 c59b0d c1d2c2
71e7e9 049edc 62538b ecab8e 95795b ceeb0a
b09fb5 bb44e8 9c1c7d 716d56 22f806 04a605
64696f a44dbc d090d5 b20b02 73eda7 04a666
7826ed edc5d9 886013 aa9d27 aff630 04a685
04a6e2 a1018f 7d6429 ddb232 1cf4b1 82918b
855ddb e3d3de d28dca 8e3f53 84e245 04a832
92efdb dd93f9 b854a1 cc2e23 b6d424 04ac84
04ac9b d3c5e4 bd1eb4 fd8314 99ecaa 2b724d
b6d7e5 6b5ab5 b384fc 86494a efd387 04ad32
31766b 04adcf 6d2fd5 be3d13 baa552 4df5c8
a8d5db 04ade4 0a6cba 786f55 eed846 7fa42e
04afe8 735bfa 7d427c baaaaf e16d22 ade640
517389 c7d3dd 04aff7 87705a cf821d fdd389
04affc 1b63de 87738d ccb1bc d41f0b 9cda67
6e7373 ce28eb eec7d8 7c5803 a6d87d 04b010
9bd4cf 8f7d9b af0ae1 9e2836 dce920 04b063
384fd0 b2aec9 834f6f e8e25c 04b116 a1e5bf
04b1cb 9c31e9 ce9b07 c5da98 87987f 56655b
afe5e6 04b2fd 7743f5 7c527e d1bf35 1a8a3a
04b5b4 0a639e 977bfd b35d5c b7ae2a cae5ba
306569 a176c0 ae623e edc803 64f8bf 04b79c
c3dce3 b360c5 f2bc8f 715429 04b805 828f81
848d8e 04b9e9 963baa ce5d34 dbd261 c2e1d4
04bbda 1366df 952b63 e6cdc3 917957 8cc83f
04bcfd d8dce9 5a6eb9 ed748d 8c482d dabf56
04c0be 9a45f5 f33474 8d4f20 eb9739 bfe8bb
69f7e7 514bf3 bfa3f4 824484 c32413 04c150
04c1ca 8b63f7 735a67 b3c63d 178c13 abebd6
e941d9 eea9d9 863e6a c1ef1f 187811 04c57c
04c5fc 3b80d5 6f5159 f46c93 aa5019 9bdd3e
04c8d6 887ffb 9b3363 c89570 c7ec0d 497507
b0e7e7 04c8ff 6568cb fc698d 9e3047 b3b402
04cabc 9d76e8 99277e b2ab1e c2e997 318955
04cbdc 284ee7 cf2f79 775d05 a0943a d1da55
406764 8438ce bf8ced b25c0f fcb948 04cdae
99b2ab 04cef9 2979fc 954387 ac1d1c d5c054
a7adad 04d2f8 c940cf eec038 998925 466e51
04d4ff 93949d b41ee5 e98954 057106 bcd2b9
c6d6e1 8a939c 0982e5 95366f 9c7e38 04de31
04e1f1 84868a 607dde dc8a0a 846116 c1e8bd
d5dfde 7e52ad c599e7 aa6771 ae111c 04e47d
487ff9 585a7b 9f9ec0 e0dbe0 ac5f1a 04e57a
3945f0 c470e2 ffb6e4 a43e82 04e947 08a05d
04ebe0 968f9b 6b556d d630f7 dfb864 318d1f
4773d4 868fa6 f0c2df a93166 9b802e 04ed3a
91a4cc d7d4d8 b12fc4 ac977e 4d7421 04f544
413bfd 6f6b92 b5a3e9 c30c30 df7f74 04f804
5e757e 8ab7cf 1c84ef ba6e2c d4d337 04feca
735ca3 e69fd7 95d903 1c6d18 04ffb1 32ae7e
8ab5c1 a84fe4 d05f1e becb04 59675e 04ffcf
0545fd 8b96fa 795e85 e1a9aa 58881e 2cea0f
506c72 0547fd b27ec0 805434 93b20c 88ddae
0548fc d971e5 cc258f f5d2a0 4c6845 7ca17f
054bef eba0fd aa5b91 6cef61 5c9c5a daded7
54676e 0551e0 bc87d7 ecd2e9 93651a 90c54e
669692 0551fe 685e8f e2a2e5 a05849 91e503
5d7997 0555f8 bca5ee 905d48 ec920f 7acba8
91dac9 0557ff 7475ac c8a5ff 806763 cb9e43
5d6e7f 0558d8 dad9f8 ad592b a6a298 6ed543
d0ddf2 80abec 0558e6 989198 ca4c12 f39c68
0558e8 d6b2f6 a178a0 db3046 f79c04 a9dca8
61abce 055abb d05e13 fea316 d5cab5 717f73
39a3ee 055ae2 ab828b f67702 3c6642 88f2a5
055dc4 8c8297 cab2e4 fbaaab ca3a2e 54f326
4f5b6d 055ddf ca8be4 b44722 d5e1b8 17d015
bce4fd 0560ce bf90f0 c46b7c febba7 45b90d
5f9ef4 0561d7 777387 eea4b8 d36905 62f65f
739fe4 0562f7 b7b7be b3437d e38861 625d2e
23acd7 05638a ba8125 64f661 abb7aa 65726b
0563bb d7d1d6 c784b0 81666c 9d2a0d 30b130
0568ba 7e9ce0 7f7c86 7b5106 e9b41c c1d0b0
abb2b8 4dacf9 0568ea 7c6f92 9f214f daaf5e
056962 7b79b5 af2916 d48d04 caea1e 5fdba6
4b9e8f 056971 cab8f1 a462dc c94933 94e6cd
779192 05698b 14bafa 8d5a3e e4731f a1e876
19c8ad 9b91d4 864496 bb8620 bdec3b 056b4e
8660b9 c5b9c3 f91c69 ec950a 056d19 56f99c
056d84 8579f4 fbb3f8 a58e90 b65e1b a0d042
056e61 976ec1 e3bddb 9a580f 92d95c 10ae8e
056e65 21f5e6 0ba8c4 7f53db f1c671 796114
7d838c 056ed2 eeb5c8 855944 bdf20b 27bb65
c4cbdd 916396 f4d264 7e980e 056f3b 41ab8c
98cbc0 7662af ba99f1 cf926c fbdb37 056f4e
47d0e9 af41a4 bea517 b7edb1 057047 83a893
d1dedc 7591e6 6646ae a19da0 fac120 057331
739abe d9d1d8 8706c4 8f817c 6dfe59 05741b
8e40dc f583e7 af6192 d3d532 057424 81b783
41a7b3 b4defd 9b45de b2810e b4c08f 05744a
7e9e96 05778b c798e9 bd5d33 ffa23a 49f9cf
afb7cd d938e5 ad950f e4e410 5ef6a9 057853
838dff 71518b d094b6 db6208 8fe716 05785d
8774be d7bdd5 685264 b0838d fd9667 057935
057a81 4dbfde a92be6 9d3b3a f5410d ceb87e
7fb1f9 057afb 626581 c8bac3 7c5830 e7a24a
d2d0fd 8c7eac 8816d4 e7c207 057b46 2cb580
aed0d3 0abdfa 8164bd b00869 d1a96f 057d1a
8be5f7 d146c7 fdbd3c d1e4c2 057e1c 939a8f
aad6ee 399bf9 7f3ca2 f1689b c8cd6e 057e26
88dcec 057fee fc73a0 8b432b fcd01e aa8d0d
058086 6a32e1 9f71ff cbb3bc 715f16 08f114
cfdef1 6a6079 c459fa e7d190 058145 7da698
058184 a1acf0 a73ae8 a6232d fdb055 89f5d8
59e6f9 0581d9 6b6b7f ac1c19 c09d8f 88c723
646f7a 0581e3 ffb7fa 735b1f a99f7d a6f3a2
6f1ce8 ac62ab fa98c6 a4f208 058218 13c96d
058282 923fce f867eb 9b360d b1be93 48f501
0582ff 8c8eaf d7beff 9d555a e4a800 8bd5be
058398 77bce8 7713e8 d9aeb0 566929 b0dc54
058496 b7c0c6 45b6fa 635a55 a9752d fdc36f
058687 8341c8 fb9ffa e54420 c2f026 5cbd9f
058783 7959c4 cbb1ee a9303f e0952b 5ecdab
d4cbeb 9d5cf5 a03089 f86f98 d8b502 05891f
a4d3de 0589a1 625d5b cd8513 f6ce79 90927b
058cd8 775878 fcd752 8da12f 226936 98d1ba
89d5ee 058dd4 db8925 d4cdb4 969489 49655c
635a71 d42ede ff91f5 b8aeac 6cfe65 058e51
058ebf c5c2d5 b11436 ef8428 a29182 66fca3
72c4de b043ef 912286 d25087 bcda69 058f02
97e7ef 949ea3 626272 b46ce6 d3c66a 059436
7fc3ba 8a73ea 854a85 c24a14 becf59 059474
05958d 56d4cb bb72ea c2cf06 73951e 386721
65d5fb 0598d4 2e5aaa a3294f b29109 c9ce9a
059b85 c4d9d6 5750aa 9682e2 83702f d1b631
7a8283 059cf5 365d8f bdb4bf c26c3c 87e37e
059d9f 644ea0 f18efc a54a5b fa3b1c b2dd2c
059df0 d8ccf7 832ddb b27592 3d8817 79fc75
b6e1e3 059ece 4e4ae3 b23478 ff9d70 957634
cee0e0 5e48c8 a296fa 9f6990 dacd32 059f39
8db9f9 ba31d6 f1a6b1 bfd821 059f4b 49645c
059f88 39636e f1c6f3 d01fd9 7b6320 19ec7e
6a5fb8 e29cc7 6d5c63 a80901 05a051 5afd9d
29e8d5 5a5d8a d358fc 9e2d05 b0af23 05a072
42656f aa46fd f689c0 b23713 abd566 05a074
05a099 9cdcf9 9655ed da973a d7dcb9 527109
05a391 88f1f5 aa8aef 7b32ba a65922 c2cf83
05a3b4 4f46ef e8d6f1 883f52 cc4e0b 86cb61
b4c3db 8562c1 8e4015 c6b507 34fda9 05a57d
05a5dd 364de3 67627d a94540 d1ab1e 73e3b1
05a8c2 8955fc 7a6b70 b80504 d6a367 c5f014
63666e 454bd1 fa8ff2 d1df40 05ac08 98dbc8
c5dfe6 05acd8 1b59eb a93962 d7d462 819e5d
05ace8 426790 d3dcf6 997374 fbae95 b24901
1e7368 a7a8ce b443bd f03109 66ea85 05ad87
05adcb 673de3 7b5c62 c1261b c7be40 c6e0d1
76f3f9 05b2c2 2e41fe 7e5582 f7a423 63884c
05b2d1 4a6980 984ef3 ca5c59 c1b8ae aef179
7e65d4 d1cae7 6b525c aa4928 fab800 05b47a
a1ccc6 05b5e4 4567c7 a94c61 dd0005 b1b43d
aee4f2 05bafd 7d55fd 635c74 9a7737 ccb87f
cb5cf2 e2b1eb 9c1091 7d5f67 05bb43 26f99e
5769f1 dd9adb 7e5057 78fa2b 05bc0a 869784
925ff5 fecee3 b94284 9be525 3a6d26 05bc7e
05bce4 a32fa9 a68293 fea950 bed1bd 4f5e53
05bdbb 6269d1 c64472 c3b864 556112 a2f0d0
a2edf5 05bdf3 a339ad 887e70 cbb045 486800
05bdfa 93859e 81349b f7b428 51895b a1bcaa
05c0c5 166776 8574d3 7b5b21 a19a1b a8e892
05c0f2 8469fe 615a64 ddcf00 96945c bae1d3
c6d9ed 8946fc cd74b6 7d6769 b51102 05c665
05c6ce 776696 b5767d a43f14 9aa731 c0e2a6
a134f2 df9ef5 893f62 e36323 9df359 05c78f
3e877b 05c8ba bd4cd3 b60f2e c2be10 a6f0a8
05cdcb 5b81d3 88416b c0747f d2c610 596b29
a854e6 f390d4 dc4481 566300 05d30b baebad
05d5d9 2b8dd0 da6c88 6d5c39 b7df1d 7c9b08
05d6f2 5c5c69 b309e2 938a89 b7eb52 25970f
05dbe5 7b64a5 804a40 d6927e eb3b00 c2ed57
0e79d9 c7a4f0 947876 b7f11d 53720c 05dd8c
4f45d7 8282dd 9d2c71 e72d5c c0d048 05deb4
3e9d97 05def8 2347f3 c44040 ffce8e d99005
05dff4 c84df6 f8592b f0d424 9dcc9d 506257
9571f4 dbacdf 914480 71724c 60ac1f 05eb94
cbdefe 8a3aaa b68590 536320 16ab23 05f336
357479 baa4c6 bb35f3 9c3d1a 05f50d 5fad7d
6077e9 cac0f7 715b63 ea999e f62b26 05f54a
3a60e0 fc81ef 94597f e65b0e 9fab90 05f750
05f7db 5fa4bf 6657c0 6c546c 9d552e b5d247
33ad9a 9248da dfbffc 994a09 f68b2e 05faa7
367b92 f42dfe fdb1f7 967a54 acd40f 05fabf
20666f 9246e8 ec77bd a5342c 9db983 05fd0b
4a6864 0646fd a777d2 fec9e6 b95c17 9bc158
a6e9ec 0647fd 9683ef b73383 a8ae35 3f7945
38b7e0 0652ee 963f6b 9ca61b 447626 7bfe2e
9de8e3 0654e0 7e82be a84b6a d98f9a b0c626
549fcd 0657f2 b96c79 ebacb0 cd1c08 badc15
11a595 065ae1 cac2fd bd0053 c1b612 5aedc9
afced9 065af6 a471a4 a0302c ddda98 79a50d
4c5e61 065dfb 9e7ab6 d8c2dd bc3711 0ad12a
41ecd4 065eb7 bf8de1 7a6e3b 8bbe0f 11ae90
13eef0 0661a7 77a0f1 93475b cc8081 a7b71f
0662d0 d38aea a1156f 8c6849 82b351 16f0cd
6a7378 76bcdd 0663ba 973322 eed2b5 af9600
066485 c8cbd6 9569fb a95434 aa9a85 10d622
35aea0 06648b cf55f9 7e5448 8e9143 b3dd95
066a5c 8e03ea e83db5 897a28 badc0c 40c78f
066ab7 c2b1df a27f8e ab1327 fb4749 30fbad
066ac1 f38efb a62053 ca7319 a0a591 5aeb19
517fe6 944082 ee3065 e3a81f 066c23 b0cbae
dcc8fa b64cfa ee8e9e aa3504 10c919 066d5a
6ce8e5 0ba9dd 066dae c85136 d6b95c 90a59a
6fbfcc 066def e66009 ffd669 a8a986 596448
c5dbfa 8249ea d97bf4 d1d112 066e0b 5bb376
066e63 5ff0f3 11b0b4 b42bc4 bb0514 a8bd86
066ef0 797a96 c6a7ed ae5735 f2bc2d 89bda2
2be7dc 066ef3 60688c f14f0f 9e7e6e c3dd51
0670f9 c5aae9 8f3875 e46b1b 86f65f 708f7f
8e53ff 87648a eac1bd 6f931a 31ec02 067144
8d878e dca3da ea1de1 873975 73c853 067145
aa73c5 7e3f7e dec832 7b9f62 64edb2 067151
894bc9 da75bd ebce22 7c9319 067152 82dbbb
5d646e 0671e5 d3a7e1 937a2a a3eac8 66a18e
067274 9e87d3 f3bcfc c13e0a ea901b a3d0a5
7a6988 c023f1 ecb0e0 067321 1ffd6e 5ba26a
0673ec 9d84a6 843a75 de3f4d ced20f 94f2ca
0676bf 78affa 6c4f68 bb9702 e2db47 6e8457
067782 bbb5d0 aa19e8 d38276 53682c aaf0ae
a6a8c8 720bff 9860c2 dab772 067820 54fcda
9735de e5b1fa 9b2d6b d6727e 8ef18d 067827
067bf4 aeb7d4 6f4f61 f1c3b1 a14102 b58e47
85c1de 9e61d0 ac0067 ed6d80 e2c151 067c1e
1fb0d8 8852e6 a12f6a ddad9c 97e831 067c1f
66afa7 067d85 8335e4 e478fc c44a47 afed74
30e3f9 067dd2 5e5b68 e394ae ba6322 bbe65e
5fcfd4 067dfa b13196 755a50 fccc45 9d9b43
7d54e1 765877 cf7ec6 cdc0c5 83bd16 067e0e
067ee9 9f9bb9 655779 b77676 ff5113 f3d624
6b21ff e9d5f6 ce6ab2 8bb80a 067f0f 13fc9f
77b1ac 067fed 7f427e bc0701 cac32d 707460
acb6b3 78ddfd 067ff3 9d290b d79c3d 6f716b
aa78d4 d4c7d8 972c67 8af639 59b632 06802c
c9dce6 61517e b97bfc f9ad10 068239 38bf8e
2fa7dc 9c1bb4 a17e83 f7cacc 9ad25a 068303
068387 48cadb 955be8 d7c9a6 5c6e39 72aa2a
6adefa cf4df6 7f5267 f8d0bd abc53d 068416
0685b9 bacbe2 6f5453 a23c09 e1b29d 84a400
af90c5 625661 aa16ad edb706 068745 85f0c2
36d9bc 9e9ee3 6c03fe 9150ae e8be4b 068a51
a5afe3 5e5c6e b346d9 f499a3 d0df54 068a52
068ad7 6813fb 905576 c7ab58 536724 5de1be
068cf4 d1d8f1 7a4e5d b9797d e32e10 cbbb71
07c4f1 8922d4 f5628c ffb75e 068e13 c9dfd7
068eee 75707d 983610 ac8b43 fcc93e b4bdad
abebf1 8d798c 9724a1 fb3ef0 c2be81 069047
8d9fa3 0690dd 6d4f7b d22638 cdb640 76edbc
069191 a9d9fd 9b8cfc 6d4bc2 bd3d24 c3c64c
069298 8c29b8 f353ff d8b6ac 85cd35 526d3f
77d2fd 0696fe ae3b8b fd4170 f6bf3e 555f23
6345e2 d0c8d9 c07bbb 6c5752 5afb1b 069729
49f4f3 bf94fd f3469c 904d58 a8d31c 069913
a3d3d0 069ab4 7533f6 dd7708 e2df4c 78795d
069aca 1a5ab4 dccefb 736275 c44f46 3bf088
a1b3bc 7b628d de57fd 983e11 28fd17 069c6b
069cf4 b5b8cf 576090 f7094c ecb901 8cf6b5
95cbca 069cf9 5b6193 b64b1e b99c7c d4e349
a2b9e6 8167a8 b43415 f4d0ba ba9907 069f7f
7cd4ce 5340ed 856db0 b05532 f7c36e 06a186
8acbf8 987ef4 b50890 e0cd2f 06a24a 44624c
795784 c272db f10a1f c8e75a 80e9c2 06a286
cbc0fe 9048f9 d484a5 7b5c53 06a30a 89f7a3
06a3e9 4d45dc ca5296 9dba05 717d4f 7feea8
b5e1df 06a3f1 2f45ef 90446a eac92a 46880a
b9dde6 989bb0 d316d7 796d68 d8b680 06a408
06a592 596584 cdc7dc f94eec 6a5e31 2bfc91
06a592 602ffe 9871d4 e0a7e1 9a4806 9cdc36
69807a 06a6df 8b32c8 c43229 d19c0d a1f09d
1059ce 6c6e81 b383e2 ead5ec 06a705 7cdf76
06a7fc 81548e eabdd3 993b0b e88510 178368
cbdcf0 1b55e2 bc96fb 8a668e 06aa6b 0ef29d
