# colors_mcd20_mld2_nc6_cvd100_minj40_maxj90_ns10000
# Python 3.6.6 |Anaconda custom (64-bit)| (default, Jun 28 2018, 17:14:51) [GCC 7.2.0]
# NumPy 1.15.1, Numba 0.40.0, Joblib 0.12.3
05d274 0046ff dddae2 7a5396 e088db c62b45
fcbc68 037530 a8c1bf 0bb9f5 6c45a8 97718a
ca621d e5b16b 476756 0375d4 d3deeb 89a9dc
b4ad13 03763d 23f0ae 2aaaa3 d2d4ff 9540e8
bfe123 037730 20af65 85f1e8 8c8ba7 c31aeb
a02f0a f66d25 decaad 03775f 894de5 be79a9
8df92f 61b833 037818 707272 be59e4 bcb9bc
755c02 b9c774 03786d 90dad7 6d00fb bf49c7
a68418 c6dd1d b6e6f1 66b1e4 0378c9 93344d
c65d28 e7a401 89ccac 596d69 037af8 cebef0
a49077 d6de8f 037b12 5a5b5e 979ad5 a618fb
93b95b 037b20 a3eec8 67588f fc85d9 a28186
b8740d b5c28c 037c5e 4bdcfa 6d29e0 a676d1
96fc41 6eb367 037d3b 9b29f9 f0c8f0 c23d94
c1e20d 037e07 05bd73 a9edec f47bf4 ab4f82
bdbe26 037e17 53fbd9 8c7ddb 78408e d77693
9ecb44 037e2f 9683fc 7a2fe3 945c93 e7afd2
cb7c78 9a4928 dde12a 3ecfea 037ef1 5f5a7c
c2e940 63bf76 03804b 625f75 a620fa c487b5
b87165 98301b 91e535 0380c3 705770 f9a8cc
19c41b 03881d 8237f3 e553b7 973b6a e4adc2
87d57b 038916 86848f ddcefc 671ff8 c463f7
cfd600 038b1c 59fdcf 9b9bb4 783ba2 d74cfd
857010 3ecd5c 038b75 bec1d0 a277e4 791ef5
b98030 4de3a2 038b7f a17dfd 6735d5 fdb5fa
70630b 8ed306 038c77 7a21d7 ddbdf3 cd66ca
687e22 73ec5c 038ceb c1bcd9 7a4b5a d57b8f
de8700 ecd78d a5c9c8 038db3 6f24ec c32e54
7f5746 dbc18c 719719 bcdee7 038dde 5c567b
b67865 884315 68dd1f 038ddf 6c647a eabdd1
c2ba55 038e3c 41f1d5 9c9dcb 7948f6 855772
a4887d 92512c 84d250 038ee0 5d5e67 c8c0c6
6d621e 8bc118 038f78 75f0df caa1f6 ca34f7
b6d86e 039041 909495 596163 a039e1 df9eef
738e42 95d340 19f7c6 03918e 714db2 e19deb
bdf02e 03934c 4fdf9a b06cfe 7640aa e193cc
d3c9b3 0fe928 039838 9eadcf 821dd8 ba3888
c6dc35 6adeab 03988b 4d589b f68cd6 dc0552
ffcec0 91dd02 039b3f b499cc ab1d9c 6e5257
696766 6cd56c 039c34 bc78fb 87398d e2d4de
9cf63c 039c3c 98aaa7 725ace d28bfe 704d69
6c6654 a6dd73 039d16 66f7fe c32c9c f881b1
975d10 c6a453 606760 58e4e4 039fa8 4842e8
8d4100 e2c267 03a176 a0c0c4 7c4d96 de5dff
ce8b39 8ef642 03a1d3 175ab6 c4b6ba 8a4a59
d6e35c 03a420 73d8f3 b96af5 814e5d f8959c
edd3c9 958c24 83de4c 176a5f 03a5e4 744ea6
2df79b 03a668 0557e7 737281 d780f3 ba090a
ef9a01 c9d79e 03a7a5 72f2f4 7f33a2 e7355a
edc3aa b5f12c 03a81c 868394 a700fb f45bf3
d6d974 41644f 03a955 bfe5ef 9ea2b1 913ef0
e4e300 03aa34 366a4d 2ef6a4 9b3f96 f170d0
cfd9cc 2fec33 03ac2c 9798c2 744ce0 7e686e
a26456 ff7904 b7e399 03aea0 4a6487 d78bfe
a9d711 107401 92eefd 03aeeb 961496 ed8e8f
a24c07 f19011 a7eebc 03af80 e5befc 8e7599
9c774f c6c226 1bfbcd 03b0ba 5369c5 96246e
b99290 03b204 58fa6a 196af3 595c65 a79cf9
a32d09 03b262 92e1bf 7355d4 d8ace6 867085
496c05 03b322 27f87b 9737de e09ace c82e76
ba5f37 ddd97e 9ec4b7 03b3de 356676 a23bfa
e9d4ac 55672b 03b444 9bd6f4 8422fa a05099
cc6901 eec000 a1b68c 03b4d5 2565c5 747075
eba670 03b5b7 91f1f4 315bc6 9e185e e71c4a
497048 03b604 22fb34 2b66f4 d3c8d0 cc6195
ac2117 d5b042 71f8cb 03b6da 655de3 897176
fdceb3 905b30 03b90b 3744f8 806fb5 b8acc5
b07442 95f592 03b99a 334cdf 836f9f e4a3ea
ccdc09 53632e 03ba82 6053fb cf85df 953e82
c16757 ebb75b b2ebe6 03baee 677e90 7834c6
b17f4a d2d91d 03bca8 a2ecfa 7269a3 993251
fec678 478c17 bce9dd 03bce7 5e47b4 b2758d
a72821 fac097 03bd16 8a919e 3f6bdc 764a5d
d38c66 8d4a02 e5d543 3a7d81 03bdd5 975de9
735831 d0e573 7bac19 03bde7 5668ab c77583
a77a0e c2c28b b9e0e7 03bdf9 7e67f5 69516e
97d65c 0f9330 03befd 723dd8 bb618b eccad2
a05a3c cd9627 dcdba5 237687 03befd 9846fd
9b7e07 b0ec3c 1f7153 03c0a2 c898f1 9a29f5
b77a72 e62e00 fccf99 03c0f8 686ef1 7a6a8a
dce129 5d752d 03c290 b6d3ff 4955bc a889be
9fb921 438451 03c391 775876 e93ad5 eed0e1
894407 d1e85d 85a945 536d5f 03c3ad c24bdb
cb0d09 03c604 c1cfd6 5372c9 a18ba1 7c4965
f85e15 f1d102 b4e8db 03c9e9 1363cb 826066
e2ddad 496a3a 03ca26 b8d7ff 934ec1 ee71af
64640d bdda2a 03caa4 71869f a90ff9 e8a5f8
91443c f0cf4e b5e6c9 03cad6 3475b4 fe626b
cdcc40 398b00 03ccaf 6e0ff8 ae63d6 a93e6e
a82716 b4910c cee100 89b19d 03cef1 2f68e0
9c563b dba14b a5c9b8 03ceff 4d83d8 63566a
9d8872 5b7109 03cf23 1c7dc7 d6d1db 944169
fabe81 a36b00 8a9281 03d9d6 5867cf a21443
b3857d a1451c 03e126 4a92c9 5b5576 cec3d3
03e151 738d83 1171f6 bdc5e7 6a5784 a90929
d9de39 03e6c9 7d95d4 285ceb b17078 a81012
f11c17 adc7a5 03e7ff 149dc8 366574 7d1afb
bdb653 03ebc6 889ebb 5c50c5 7d596b c92831
e75d42 03f23f 3687fe 6b638d bbaab2 a90533
b5ef97 216c0f 09aa36 03f2ee 979b9e 9d61b8
ecd0cc d86f24 03f42f 1c6851 abacd6 aa4ecc
a1332b da8674 ddd6d0 03f635 0e7585 8980f1
d7d622 84886f 3a6c0d 03f7e6 5d99bd 9d3571
ea7700 03fa7c 1e6850 c8c4db 7646d1 a57ccc
bdafa1 f9a125 557f36 03faef 1bb1d1 8a43a4
977c36 89cd0d 03ffb3 4c6863 f2b5fb e048c2
bd746e b72214 d5dd50 03ffcb 89b0d6 2361ab
a77247 b2c651 03ffdc 80b4d0 5b7386 8428d2
819b2c 82e931 0448fc d9cceb d34ea6 885e61
9a5b3f aba091 68ee10 608df7 044af2 71608e
d7b725 8be0c3 648fd6 044bf1 95959c dd0456
edcc72 8e9349 a3cbc0 044bfd d871e4 99406e
bcdb9e 1e9815 044df1 af8cce fac8f4 944787
907405 dcbf22 909b8f a1e1b1 28aee5 0454d7
b75445 bfb15c 51fbe9 789daf 0458cd 625d77
9c4e17 f0ba04 9fc4c4 71868b 1aabec 045ac4
97746b e5cac0 5cff5a 07bf11 045aef 8083b3
ad3024 d5776d b5d63a 20fbfe 319fb1 045eaf
ae7631 bcd678 52f5e4 1daeaf 045eea 685478
9c5d5a f26e1b ceb598 045fe5 95abfb 7b789a
8b7d60 c2e822 43d891 0462f3 953e7d e769b1
c89815 f3da90 67755c 99c2cc 1a9ce3 0465a9
8a716a ae470b d1ac11 d0e2c1 0466a8 8babc1
9f8375 9b3901 ff6c11 80f494 0466c3 dab1fa
c1a52a 707008 71ab91 04677c cfd8dd a32af7
e3ab0f 62721c 40c2a2 046862 d9c4f7 b54ecb
8a7835 d4c326 43f1ca 1baf97 04686f d547cd
9d342c e0730a b9e183 5ee3d4 0469e3 8a7690
94a030 84f9aa 0469fb 655670 ed88d2 b51429
ae9233 ddd862 8ff1da 046a53 55afb4 953797
9d9090 c07110 93cf6d 506750 04bff2 046aef
dfac50 046b33 6c97fb 6e6c78 aeaab6 9e1bb4
923c0a cea50b b7cfca 046bac 48a6ec e04566
e9d075 12af02 94f0f7 046ca8 a7a3e4 b15463
a86809 bebe47 67705e 046cad 60a2d0 bcd4e5
efd3b0 6fb305 046d4a 95d9f9 7852fe b360a0
b23f0d 35e826 758b7d 046d9d 5994ff eac2e0
73522a e28d0d 1ffd8e afc5cd 046edd 586270
95b235 456d22 a6f2b9 046ee3 803e79 ee8fbf
885e01 88d50b 07aa70 046f69 9a63fe d69dda
815948 c8650f c4c055 b1edd1 71aea6 0470cd
96352e 968f45 95ec51 5dadf3 0470d9 f998a8
b4c725 04714d 58ae96 a5ebdf c011dc f87bfd
fea138 bbeace 047241 65b7c2 962dbe f3317c
f2d950 7fa20f 04732a 75c2ee 932be5 b9747e
d2e959 9aa081 047333 74b9c7 8956d2 8b356e
5ca716 7de784 047455 d629e5 f6c7f5 a599a0
7e994e 94ea9e 0474f9 edd3eb b889b2 982d49
e89b7a 8a7219 aff622 476153 0477bc cbbbe6
9a322a f1d4c2 909b89 0ad223 0477e6 7d5a75
e3d149 047821 bbcdca 75acf5 87828b ad14b9
07b509 46f66e 047828 bacac1 d390f0 9b4b7b
ae3008 8c8c6b 79d77a 04798b d0caf1 854cfc
c1ad54 047c2e 4ffdd1 888c9d b5bef9 b318f6
fa9d19 94f1bc 047c42 05b0c0 805ffc 6f5878
b6953f f2d74f 739a94 a6cff5 047df3 7d4a7f
a15f5b f25f1e f1c87a cbd9dd 047efc b192bc
f45d1d f2cd67 048074 adb9cb 8d68cb ad1235
ccca82 048129 90a198 38eef9 915bc0 943b68
fcba1e 56be86 048155 b589d1 981dba ddd4d9
fd7b19 746847 94f2cd 0481ce bab9e2 b59597
edc9c7 327d28 0bd549 0481fe b7b5eb c06b99
048225 12c965 bdbfcf 605f6e 8714bc d253c2
eaa792 736944 c6df1d 048297 2cc8f4 692aea
df9548 566223 c1decb 85a3b4 0487ed 964980
bb6b04 c9c739 8df2d8 85afb4 0488d0 64565e
cfda2c 93977a 048900 7fb9fb 8008f6 b45d95
b7b292 048906 8eeefc 8839d7 d26cbd a22764
e2bf7b 048d3f a4b6f5 8869f6 7f3e86 bb6e93
f9aa1d 84b48d 049097 76ebf3 9635f0 cf313d
824f1a f1a309 9a8d61 d7d4a7 8af1fc 0490a6
c2e612 049342 83d7af 63569c d7a2f9 97778a
b3892a d9d80e 556953 8bddaa 0495a5 ac1bf9
dec419 707146 89ac96 68ebed 0495b6 a01a6b
eac906 04962d ace3ef 565c84 fc62fd a99ca5
67db37 04962d ccd1d2 8a56d6 d997ec b76486
775438 dd8b13 81cca3 049680 7a6eb5 febcf0
f1860b 999c8c 306e2a 95d8d5 0496f6 825f7c
b3240c f2d889 ad9848 9cbbc5 0497d7 803f7f
bdd028 04994d 84e8b5 575b5e b018e0 dc81d1
edc927 9eab99 049b1e 7fefe3 8c48ed 8f507d
c16514 99a085 a3e205 376c68 049bec eed3e5
fc583b a89d96 049ced 5e618a d5d5e1 8a4345
ccc576 049d26 bbe4e2 1153d7 9298a8 8c4d56
a34811 8bab07 bbdfd2 049d89 61557d cf60d5
726657 c59b0d c1d2c2 049da3 69d9fe 5b54a3
ecab8e 95795b ceeb0a 71e7e9 049edc 62538b
716d56 22f806 04a605 bb44e8 b09fb5 9c1c7d
b20b02 73eda7 04a666 64696f a44dbc d090d5
886013 aa9d27 aff630 04a685 7826ed edc5d9
7d6429 ddb232 82918b 1cf4b1 04a6e2 a1018f
84e245 04a832 855ddb d28dca e3d3de 8e3f53
cc2e23 b6d424 04ac84 92efdb dd93f9 b854a1
fd8314 99ecaa 2b724d 04ac9b d3c5e4 bd1eb4
efd387 04ad32 b6d7e5 6b5ab5 b384fc 86494a
be3d13 baa552 4df5c8 31766b 04adcf 6d2fd5
786f55 eed846 7fa42e a8d5db 04ade4 0a6cba
e16d22 ade640 04afe8 735bfa 7d427c baaaaf
87705a cf821d fdd389 04aff7 517389 c7d3dd
d41f0b 9cda67 04affc 1b63de 87738d ccb1bc
7c5803 a6d87d 04b010 6e7373 ce28eb eec7d8
dce920 04b063 9bd4cf 8f7d9b af0ae1 9e2836
e8e25c 04b116 a1e5bf 384fd0 b2aec9 834f6f
ce9b07 c5da98 87987f 56655b 04b1cb 9c31e9
d1bf35 1a8a3a afe5e6 04b2fd 7743f5 7c527e
b35d5c b7ae2a cae5ba 04b5b4 0a639e 977bfd
ae623e edc803 64f8bf 04b79c 306569 a176c0
f2bc8f 715429 828f81 04b805 c3dce3 b360c5
ce5d34 dbd261 c2e1d4 848d8e 04b9e9 963baa
e6cdc3 917957 8cc83f 04bbda 1366df 952b63
8c482d dabf56 04bcfd d8dce9 5a6eb9 ed748d
8d4f20 eb9739 bfe8bb 04c0be 9a45f5 f33474
c32413 04c150 69f7e7 514bf3 bfa3f4 824484
b3c63d 178c13 abebd6 04c1ca 8b63f7 735a67
c1ef1f 187811 04c57c e941d9 eea9d9 863e6a
aa5019 9bdd3e 04c5fc 3b80d5 f46c93 6f5159
c89570 c7ec0d 497507 04c8d6 887ffb 9b3363
b3b402 b0e7e7 04c8ff 6568cb fc698d 9e3047
b2ab1e c2e997 318955 04cabc 9d76e8 99277e
775d05 a0943a d1da55 04cbdc 284ee7 cf2f79
b25c0f fcb948 04cdae 406764 8438ce bf8ced
ac1d1c d5c054 99b2ab 04cef9 2979fc 954387
eec038 998925 466e51 a7adad 04d2f8 c940cf
e98954 bcd2b9 057106 04d4ff 93949d b41ee5
9c7e38 04de31 c6d6e1 0982e5 8a939c 95366f
dc8a0a 846116 c1e8bd 04e1f1 84868a 607dde
04e47d d5dfde 7e52ad c599e7 aa6771 ae111c
ac5f1a 04e57a 487ff9 585a7b 9f9ec0 e0dbe0
04e947 08a05d 3945f0 c470e2 a43e82 ffb6e4
dfb864 318d1f 04ebe0 968f9b d630f7 6b556d
9b802e 04ed3a 4773d4 868fa6 f0c2df a93166
ac977e 4d7421 04f544 91a4cc d7d4d8 b12fc4
df7f74 04f804 413bfd 6f6b92 b5a3e9 c30c30
ba6e2c d4d337 04feca 5e757e 8ab7cf 1c84ef
95d903 1c6d18 32ae7e 04ffb1 735ca3 e69fd7
d05f1e becb04 59675e 04ffcf 8ab5c1 a84fe4
58881e 2cea0f 0545fd 8b96fa 795e85 e1a9aa
805434 93b20c 88ddae 506c72 0547fd b27ec0
f5d2a0 4c6845 7ca17f 0548fc d971e5 cc258f
daded7 6cef61 5c9c5a 054bef eba0fd aa5b91
93651a 90c54e 54676e 0551e0 bc87d7 ecd2e9
a05849 91e503 669692 0551fe 685e8f e2a2e5
905d48 ec920f 7acba8 5d7997 0555f8 bca5ee
806763 cb9e43 91dac9 0557ff 7475ac c8a5ff
ad592b a6a298 6ed543 5d6e7f 0558d8 dad9f8
ca4c12 f39c68 80abec d0ddf2 0558e6 989198
f79c04 a9dca8 0558e8 d6b2f6 a178a0 db3046
d05e13 fea316 d5cab5 717f73 61abce 055abb
f67702 3c6642 88f2a5 39a3ee 055ae2 ab828b
ca3a2e 54f326 055dc4 8c8297 cab2e4 fbaaab
b44722 d5e1b8 17d015 055ddf 4f5b6d ca8be4
febba7 45b90d bce4fd 0560ce bf90f0 c46b7c
d36905 62f65f 0561d7 5f9ef4 777387 eea4b8
e38861 625d2e 739fe4 0562f7 b7b7be b3437d
ba8125 abb7aa 64f661 65726b 23acd7 05638a
9d2a0d 30b130 0563bb d7d1d6 c784b0 81666c
7b5106 e9b41c c1d0b0 0568ba 7e9ce0 7f7c86
daaf5e 4dacf9 abb2b8 0568ea 7c6f92 9f214f
af2916 d48d04 caea1e 5fdba6 056962 7b79b5
c94933 94e6cd 4b9e8f 056971 cab8f1 a462dc
8d5a3e e4731f a1e876 779192 05698b 14bafa
bb8620 bdec3b 056b4e 19c8ad 9b91d4 864496
ec950a 056d19 56f99c 8660b9 c5b9c3 f91c69
b65e1b a0d042 056d84 8579f4 fbb3f8 a58e90
9a580f 92d95c 10ae8e 056e61 976ec1 e3bddb
f1c671 796114 056e65 21f5e6 0ba8c4 7f53db
855944 bdf20b 27bb65 056ed2 7d838c eeb5c8
f4d264 7e980e 056f3b 41ab8c c4cbdd 916396
cf926c fbdb37 056f4e 98cbc0 7662af ba99f1
bea517 b7edb1 83a893 057047 47d0e9 af41a4
fac120 057331 d1dedc 7591e6 6646ae a19da0
8f817c 6dfe59 05741b 739abe 8706c4 d9d1d8
d3d532 81b783 057424 8e40dc f583e7 af6192
b2810e b4c08f 05744a 41a7b3 b4defd 9b45de
bd5d33 ffa23a 7e9e96 49f9cf 05778b c798e9
ad950f e4e410 5ef6a9 057853 afb7cd d938e5
db6208 8fe716 05785d 838dff 71518b d094b6
fd9667 057935 8774be d7bdd5 685264 b0838d
9d3b3a f5410d ceb87e 057a81 4dbfde a92be6
7c5830 e7a24a 057afb 7fb1f9 626581 c8bac3
e7c207 057b46 2cb580 d2d0fd 8c7eac 8816d4
d1a96f 057d1a aed0d3 0abdfa 8164bd b00869
fdbd3c d1e4c2 939a8f 057e1c 8be5f7 d146c7
c8cd6e 057e26 aad6ee 399bf9 7f3ca2 f1689b
8b432b fcd01e aa8d0d 88dcec 057fee fc73a0
715f16 08f114 058086 6a32e1 9f71ff cbb3bc
e7d190 058145 7da698 cfdef1 6a6079 c459fa
fdb055 89f5d8 058184 a1acf0 a73ae8 a6232d
ac1c19 c09d8f 88c723 59e6f9 0581d9 6b6b7f
735b1f a99f7d a6f3a2 0581e3 646f7a ffb7fa
a4f208 058218 13c96d 6f1ce8 ac62ab fa98c6
9b360d b1be93 48f501 058282 923fce f867eb
e4a800 8bd5be 0582ff 8c8eaf d7beff 9d555a
566929 b0dc54 058398 77bce8 7713e8 d9aeb0
635a55 a9752d fdc36f 058496 45b6fa b7c0c6
e54420 c2f026 5cbd9f 058687 8341c8 fb9ffa
e0952b 5ecdab 058783 7959c4 cbb1ee a9303f
d8b502 05891f d4cbeb 9d5cf5 a03089 f86f98
625d5b cd8513 f6ce79 90927b 0589a1 a4d3de
fcd752 8da12f 226936 98d1ba 058cd8 775878
db8925 d4cdb4 969489 49655c 89d5ee 058dd4
b8aeac 6cfe65 058e51 635a71 d42ede ff91f5
ef8428 a29182 66fca3 058ebf c5c2d5 b11436
bcda69 058f02 72c4de b043ef 912286 d25087
d3c66a 059436 97e7ef 949ea3 626272 b46ce6
c24a14 becf59 059474 7fc3ba 8a73ea 854a85
c2cf06 73951e 386721 56d4cb 05958d bb72ea
b29109 c9ce9a 65d5fb 0598d4 2e5aaa a3294f
83702f d1b631 059b85 c4d9d6 5750aa 9682e2
c26c3c 87e37e 7a8283 059cf5 365d8f bdb4bf
fa3b1c b2dd2c 059d9f 644ea0 f18efc a54a5b
3d8817 79fc75 059df0 d8ccf7 832ddb b27592
ff9d70 957634 b6e1e3 059ece 4e4ae3 b23478
dacd32 059f39 cee0e0 a296fa 5e48c8 9f6990
bfd821 059f4b 49645c 8db9f9 ba31d6 f1a6b1
7b6320 19ec7e 059f88 39636e d01fd9 f1c6f3
a80901 5afd9d 05a051 6a5fb8 e29cc7 6d5c63
9e2d05 b0af23 05a072 29e8d5 5a5d8a d358fc
b23713 abd566 05a074 42656f aa46fd f689c0
da973a d7dcb9 527109 05a099 9cdcf9 9655ed
a65922 c2cf83 05a391 88f1f5 aa8aef 7b32ba
cc4e0b 86cb61 05a3b4 4f46ef e8d6f1 883f52
8e4015 c6b507 34fda9 05a57d b4c3db 8562c1
a94540 d1ab1e 73e3b1 05a5dd 364de3 67627d
b80504 d6a367 c5f014 05a8c2 8955fc 7a6b70
d1df40 05ac08 98dbc8 63666e 454bd1 fa8ff2
d7d462 819e5d 05acd8 c5dfe6 1b59eb a93962
fbae95 b24901 05ace8 426790 d3dcf6 997374
f03109 66ea85 05ad87 1e7368 a7a8ce b443bd
c1261b c7be40 c6e0d1 05adcb 673de3 7b5c62
f7a423 63884c 76f3f9 05b2c2 2e41fe 7e5582
ca5c59 c1b8ae aef179 05b2d1 4a6980 984ef3
aa4928 fab800 05b47a 7e65d4 d1cae7 6b525c
b1b43d a1ccc6 05b5e4 4567c7 a94c61 dd0005
9a7737 ccb87f aee4f2 05bafd 7d55fd 635c74
05bb43 26f99e cb5cf2 e2b1eb 9c1091 7d5f67
78fa2b 869784 05bc0a 5769f1 dd9adb 7e5057
9be525 3a6d26 05bc7e 925ff5 b94284 fecee3
fea950 bed1bd 4f5e53 05bce4 a32fa9 a68293
c3b864 556112 a2f0d0 05bdbb 6269d1 c64472
887e70 cbb045 486800 a2edf5 05bdf3 a339ad
f7b428 51895b a1bcaa 05bdfa 93859e 81349b
7b5b21 a19a1b a8e892 05c0c5 166776 8574d3
ddcf00 96945c bae1d3 05c0f2 8469fe 615a64
b51102 05c665 c6d9ed 8946fc cd74b6 7d6769
a43f14 9aa731 c0e2a6 05c6ce 776696 b5767d
e36323 9df359 05c78f a134f2 df9ef5 893f62
c2be10 a6f0a8 3e877b 05c8ba bd4cd3 b60f2e
d2c610 596b29 05cdcb 5b81d3 88416b c0747f
566300 baebad 05d30b a854e6 f390d4 dc4481
6d5c39 b7df1d 7c9b08 05d5d9 2b8dd0 da6c88
938a89 b7eb52 25970f 05d6f2 5c5c69 b309e2
804a40 d6927e eb3b00 c2ed57 05dbe5 7b64a5
947876 b7f11d 53720c 05dd8c 0e79d9 c7a4f0
c0d048 05deb4 8282dd 4f45d7 9d2c71 e72d5c
c44040 ffce8e d99005 3e9d97 05def8 2347f3
f8592b f0d424 9dcc9d 506257 05dff4 c84df6
71724c 60ac1f 05eb94 9571f4 dbacdf 914480
536320 16ab23 05f336 cbdefe 8a3aaa b68590
9c3d1a 05f50d 5fad7d 357479 baa4c6 bb35f3
f62b26 05f54a 6077e9 cac0f7 715b63 ea999e
e65b0e 9fab90 05f750 3a60e0 fc81ef 94597f
9d552e b5d247 05f7db 5fa4bf 6657c0 6c546c
994a09 f68b2e 05faa7 33ad9a 9248da dfbffc
967a54 acd40f 05fabf 367b92 f42dfe fdb1f7
a5342c 9db983 05fd0b 20666f 9246e8 ec77bd
b95c17 9bc158 4a6864 0646fd a777d2 fec9e6
a8ae35 3f7945 a6e9ec 0647fd 9683ef b73383
9ca61b 447626 7bfe2e 38b7e0 0652ee 963f6b
b0c626 9de8e3 0654e0 7e82be a84b6a d98f9a
cd1c08 badc15 549fcd 0657f2 b96c79 ebacb0
c1b612 5aedc9 11a595 065ae1 cac2fd bd0053
a0302c ddda98 79a50d afced9 065af6 a471a4
bc3711 0ad12a 4c5e61 065dfb 9e7ab6 d8c2dd
7a6e3b 8bbe0f 11ae90 41ecd4 065eb7 bf8de1
a7b71f 13eef0 0661a7 77a0f1 93475b cc8081
8c6849 82b351 16f0cd 0662d0 d38aea a1156f
973322 eed2b5 af9600 76bcdd 6a7378 0663ba
a95434 aa9a85 10d622 066485 c8cbd6 9569fb
7e5448 8e9143 b3dd95 35aea0 06648b cf55f9
897a28 badc0c 40c78f 066a5c 8e03ea e83db5
30fbad 066ab7 c2b1df a27f8e ab1327 fb4749
ca7319 a0a591 5aeb19 066ac1 f38efb a62053
e3a81f b0cbae 066c23 517fe6 944082 ee3065
aa3504 10c919 066d5a dcc8fa b64cfa ee8e9e
c85136 d6b95c 90a59a 6ce8e5 0ba9dd 066dae
e66009 ffd669 a8a986 596448 6fbfcc 066def
d1d112 066e0b 5bb376 c5dbfa 8249ea d97bf4
a8bd86 066e63 5ff0f3 11b0b4 b42bc4 bb0514
ae5735 f2bc2d 89bda2 066ef0 797a96 c6a7ed
f14f0f 9e7e6e c3dd51 2be7dc 066ef3 60688c
e46b1b 86f65f 708f7f 0670f9 c5aae9 8f3875
eac1bd 6f931a 31ec02 067144 8e53ff 87648a
73c853 067145 8d878e dca3da ea1de1 873975
dec832 7b9f62 64edb2 067151 aa73c5 7e3f7e
ebce22 7c9319 82dbbb 067152 894bc9 da75bd
937a2a a3eac8 66a18e 0671e5 5d646e d3a7e1
c13e0a ea901b a3d0a5 067274 9e87d3 f3bcfc
5ba26a 067321 1ffd6e 7a6988 c023f1 ecb0e0
ced20f 94f2ca 0673ec 9d84a6 843a75 de3f4d
bb9702 e2db47 6e8457 0676bf 78affa 6c4f68
d38276 53682c aaf0ae 067782 bbb5d0 aa19e8
dab772 067820 54fcda a6a8c8 720bff 9860c2
8ef18d 067827 9735de e5b1fa 9b2d6b d6727e
f1c3b1 a14102 b58e47 067bf4 aeb7d4 6f4f61
e2c151 067c1e 85c1de 9e61d0 ac0067 ed6d80
ddad9c 97e831 067c1f 1fb0d8 8852e6 a12f6a
c44a47 afed74 66afa7 067d85 8335e4 e478fc
ba6322 bbe65e 30e3f9 067dd2 5e5b68 e394ae
755a50 fccc45 9d9b43 5fcfd4 067dfa b13196
83bd16 067e0e 7d54e1 765877 cf7ec6 cdc0c5
b77676 ff5113 f3d624 067ee9 9f9bb9 655779
8bb80a 067f0f 13fc9f 6b21ff e9d5f6 ce6ab2
bc0701 cac32d 707460 77b1ac 067fed 7f427e
9d290b d79c3d 6f716b acb6b3 78ddfd 067ff3
8af639 59b632 06802c aa78d4 d4c7d8 972c67
f9ad10 068239 38bf8e c9dce6 61517e b97bfc
9ad25a 068303 2fa7dc 9c1bb4 a17e83 f7cacc
d7c9a6 5c6e39 72aa2a 068387 48cadb 955be8
f8d0bd abc53d 068416 6adefa cf4df6 7f5267
6f5453 e1b29d a23c09 84a400 0685b9 bacbe2
edb706 068745 85f0c2 af90c5 aa16ad 625661
e8be4b 068a51 36d9bc 9e9ee3 6c03fe 9150ae
d0df54 068a52 a5afe3 5e5c6e b346d9 f499a3
c7ab58 536724 5de1be 068ad7 6813fb 905576
e32e10 cbbb71 068cf4 d1d8f1 7a4e5d b9797d
ffb75e 068e13 c9dfd7 07c4f1 8922d4 f5628c
983610 ac8b43 fcc93e b4bdad 068eee 75707d
c2be81 069047 abebf1 9724a1 8d798c fb3ef0
cdb640 76edbc 8d9fa3 0690dd 6d4f7b d22638
bd3d24 c3c64c 069191 a9d9fd 9b8cfc 6d4bc2
d8b6ac 85cd35 526d3f 069298 8c29b8 f353ff
f6bf3e 555f23 77d2fd 0696fe ae3b8b fd4170
6c5752 5afb1b 069729 6345e2 d0c8d9 c07bbb
a8d31c 069913 49f4f3 bf94fd f3469c 904d58
dd7708 e2df4c 78795d a3d3d0 069ab4 7533f6
c44f46 3bf088 069aca 1a5ab4 dccefb 736275
983e11 28fd17 069c6b a1b3bc 7b628d de57fd
ecb901 8cf6b5 069cf4 576090 b5b8cf f7094c
b64b1e b99c7c d4e349 95cbca 069cf9 5b6193
b43415 f4d0ba ba9907 069f7f a2b9e6 8167a8
b05532 f7c36e 06a186 7cd4ce 5340ed 856db0
e0cd2f 44624c 06a24a 8acbf8 987ef4 b50890
c8e75a 80e9c2 06a286 795784 c272db f10a1f
7b5c53 06a30a 89f7a3 cbc0fe 9048f9 d484a5
9dba05 717d4f 7feea8 06a3e9 4d45dc ca5296
eac92a 46880a b5e1df 06a3f1 2f45ef 90446a
796d68 d8b680 06a408 b9dde6 989bb0 d316d7
6a5e31 2bfc91 06a592 596584 cdc7dc f94eec
9a4806 9cdc36 06a592 602ffe 9871d4 e0a7e1
c43229 d19c0d a1f09d 69807a 06a6df 8b32c8
7cdf76 06a705 1059ce 6c6e81 b383e2 ead5ec
993b0b e88510 178368 06a7fc 81548e eabdd3
06aa6b 0ef29d cbdcf0 1b55e2 bc96fb 8a668e
9fcb0c 427402 06aa6b 9c4dba 9e265d e0b3be
336814 06ad1e 89f3b7 c19beb b816e6 e42889
a4623b fcaf29 8b9491 92dfe2 06add6 294aef
