# colors_mcd18.0_mld2_nc8_cvd100.0_minj40_maxj90_ns10000
# Python 3.6.6 |Anaconda custom (64-bit)| (default, Jun 28 2018, 17:14:51) [GCC 7.2.0]
# NumPy 1.15.1, Numba 0.40.0, Joblib 0.12.3
004ffa 447c62 9593e5 a0edfd a7ae0d af3108 e69f97 f81ca2
01f8c2 21943a 4144e7 635e5d a8bfdb bc68ff ca539d d5e74f
01f8c6 15bb94 7b9504 8a5d75 9f2f11 a1c951 ca0dce e686e4
01f9c6 34a1e1 528b1a 7142ba a4586d b0d0ea e87d84 fbda44
01f9c7 307e92 6d3bc5 934351 97b4db a574f9 df5545 e6c03c
01fa39 12772c 24b454 7a25e2 7b7f7e 9b519e b491f4 eeb5c0
01faac 407d7a 5fb44c 802ea9 9e6dd6 a93a04 b7d5e2 fddb20
01fc4d 6655a5 84b2b5 a56778 aa7af4 bd202e d6e1c8 ed7303
01fcc3 36706e 5bb192 794d27 a8e203 bc06e7 c78400 dba7e1
01fcd3 237e4f 39bc63 77457b 93969f d123df d2dc32 f7a2fa
01fce5 27b8a2 9c42bd a90204 c8a0fa cb4762 df8f4c edd401
01fd99 0cb2d4 88cb02 8e6982 b412c2 b79e9b d7400e dfdcea
01fdc6 0fa7a0 42670e 8d6af0 9c2a81 accae5 eba619 ed3975
01fde0 3d6978 4bc583 787d6b 9135e8 b57edb d50020 e1ca25
01fea5 4e6958 77b5d4 9926d1 a80609 b08f92 c2d118 dc6b2a
01feaa 6c96f3 731afe 7f8f7d 884898 bcd2e5 d22e1f dfa907
01ff0c 6b5990 6d5efb 9b7b8e a22d1b a6c19e ed6d2e efb9f6
01ffb7 299a90 8bd641 a12102 a81ebc e81352 efc0e5 f44df6
024df4 4b97de 78fb27 7bb81c 8a7631 c60484 c7c5de eb6f8e
024fff 21c4fc 2c8e61 4c6306 abe1de c5a420 c60a8f e3e615
0253dd 28a58e 546a83 69fe44 86a52a a33a05 db72e9 e3c7f4
0254e7 1cf788 35b86e 456d5b 987dfa c01b01 cf5896 daaded
0256d4 24dd21 378907 9d4b82 9f8e8a d7e0c1 e172d1 febbf6
0257e8 11ce34 5d7d95 766d39 8f335d 9a9b84 c3cfcc dd98f7
0257fd 41c4fb 8170ae 8cf212 a1b187 a30654 ea1120 f5d2dc
0259d2 25f8d2 42b3b4 835b02 9b81ec a8e06f b0925f bf2e65
025cfb 029b3c 1ed823 505f3c a40190 bec3e3 c760ad f8b9b0
025edf 1ffd51 7b4e04 a494cc aed4ac bc3263 cd7e03 ecd1f5
0260c9 5e595b 73f3c7 9994bd c7ccfa d4c629 da100a dc8280
0260d1 3dd3f9 798fff 958a2e b32256 c0ed08 e9ccab ff50a2
0262ce 569df9 89df26 913961 a47f99 e23f1a e2d5fc f8b9ab
0262e6 44e222 688683 694e7b a5a6f9 c61544 dbdbf6 f0c9b1
0263a2 15fa8e 479eb3 a1c0b7 b62001 b7a008 bc665f e8d3ff
0264b2 49ede0 86a1e1 8d5458 9db517 d51f12 eb8f9e f3d696
0266df 41cab2 9c256b a28ac1 c8e0fe d1e133 e0840d e42a59
0267e3 29f6dd 725183 8398bd ad6343 cbd079 cd9496 f56f00
02686b 59ad1c 84561f 8f8678 96e169 bc03fd fb5dcd fdc8d4
026a4f 23ebc8 5ba183 7e6b0e 9ea820 a02296 e1de0e f33aec
026b5a 0f9e6e 4eda2c 7c1af6 aa569d b3add8 c80212 f4d7af
026bfb 08d0f5 565e6f 8295a3 98e931 b81435 c8976c dbd6c9
026cec 0eb0f2 7b4371 937e99 99d9cf ac3b44 b4c60b f88d8c
026d70 53fcde 8114cb 82b2ba afb488 da46da f01f33 fdbf44
026e40 40fabf 52a5f1 8330f9 849026 b3cbde e60784 efca3c
026e81 4fc4f9 7c0ce8 7e7bf4 b1652a b1a187 c8de81 ffc9d7
027152 1da1ff 28efa8 8e17f8 968c07 99abc2 c42896 dabd2e
027154 58ddfe 67b424 892ffd 9f86d2 a72490 ade56c eda3ab
0273c3 18aeff 91fd2f a09583 a3692c a71d5a a9b8c7 e1caac
02744b 6d14ff 7f9796 9bd3c2 ada269 c03cb8 f375f8 fbcf0f
027506 42f1c3 5eb17a 8049f1 913259 97639e d1c72d f684ea
02757d 1fccca 7b23d9 847bda 9cb44d a5f531 c84547 dfd4ab
027580 0bffa3 48b08e 986205 a51a4d c5c7f9 cab515 f512ed
027636 37c321 7a5e8e 9b9490 a7e093 c227fb e986e5 f2d1f3
0276fc 16c2ef 366182 649498 915d57 98a109 abe20a e4b794
027723 4ce8e0 5386ff 7c00f5 9bc691 d9ea02 e60a97 e98c06
02776f 47b9f7 980dbd b1eb33 b88ea7 c71a2a e98151 f1d5d8
0277b3 2ef41c 63af46 6f4f5c 928990 af2212 b4cabe f6bdff
027840 69a309 992af6 a1ef15 a68bbf a70d78 e6bcf6 f68f9d
027871 48fa22 4da3d8 725f2c 88931a 960ca5 edbbce f72b9e
027b03 17a5b8 32e81b 795bce 90a65e c24c77 ccdef7 edcdb4
027d2d 05ad79 16fe64 682de3 85ad15 9f67d3 c11c7c cd9ec6
028240 0eb90d 1ff85a 7129da a4aee7 a6296e c77599 e9d1c5
028320 0bf063 0da4f4 9a0ad0 9b265e be967f cfcdf9 e536a0
028422 25f1f3 7b44d8 868fba a6146f abdf3f e9dbb9 ec6377
028462 10fec1 7d479e 913c16 a5a1f7 ac7802 bec352 f45aa6
02847c 58f576 6e35ee 7c4b36 a4b09f c85913 cd79e5 e7d2f2
028646 34a1fc 54e477 7daa8a 923c79 9719e9 a283a5 f1c1dd
028818 65c01e 8319d8 94efd2 98458a 9b76eb fe5991 ffa3fd
028866 4ce717 6f11fa 6fad52 c31b0a cc91a6 d738b0 e0d8db
0288b5 08ed2e 4d620d 8703e2 889566 91556c bcbaee f4d5b6
028b79 59e8ce 7410fe 796c21 acae71 b4bcff d0eb4f e02bc0
028ba3 24d290 65685d 943bfb a62f18 bac3dd f0e030 f37a23
028c46 72f42d 7601fc 8652a1 93b57e ad83e9 bb7798 f6a6cb
028dba 19fb07 7235e3 9d8582 b3b9db b92933 f65d19 f8b2ad
028dfe 46d2ce 5740d8 6ba283 957297 b30f12 d5680b dde75a
028f8a 2dc6f0 805452 a5e3b2 b842f6 ca9a57 d71205 feda40
029020 7151f9 72524e a51495 bee7ea e4c85e e57bd7 ea3e84
029083 18cdd3 7137f8 8bb380 ab0f01 bc6eff bc8204 d9e590
02947a 535a70 87dfa2 a4a21e b00337 b624d0 c6e121 ff73e3
02956e 17fcbc 716b8c 7ace04 8c02c7 9c6c0e d8b4ff ed30f7
0295e2 12fef6 6543fe 835046 8bbe9f ba188b d2853f efca32
02961e 36dcec 6731ef 6d604f af78f1 b14996 d1e33b dc9f8f
0297ea 0e4ff4 3ad9eb 45715f a4e15a a95012 ead7c6 fb329a
0297f9 0a8123 7a7698 7dfba6 9309e3 9c1f5d a3ad5f eb9ac5
029911 3fccf7 712cff 9b6181 9db486 a90944 b7e5e4 e9cf5a
029986 0cd1f0 476378 8b3fdf 992d30 9df189 c3c3be c77d25
029a5e 19e776 814f08 9015d6 9379f6 bb9cb3 c01f83 fecdd9
029a82 5a43f4 75da64 854832 886aae c8722e d4cfd4 db8ff9
029a98 1d6f10 2cd4d2 8855b8 a0b22e bcef93 c67bff e2206b
029bdf 3cf703 3d61a5 6c6b76 8f9ea8 be553e cbddc4 ed8973
029c8e 26686f 60dc92 7142d3 af3622 d982f8 ead621 fb6402
029d1d 0e53f5 15e1f1 607362 892e8d 908eea b9a192 c7e793
029e24 205df6 33dee3 4c6a40 991c81 9eeb2a bfb17f f53e99
029e92 3a701f 675188 83e30e 8b9604 cccec9 ea2df7 f19dfa
029ef7 11fafd 3e8266 754c73 8429ee 90cbb5 c0d63d c71f13
029f5d 3aefab 645cc1 745d07 9b8dfc a1106a a4b316 fabef6
029ffa 5253dc 7ee330 ab1f0d ac5e8a e6d0f9 ec4c3b ff95b2
02a09e 11d7e9 306d1e 925fdc a13668 c8a91c cad3b7 ea2d5a
02a0c8 42f8f5 781afd 7f3b95 bb4e68 cfd25e dc99a3 f62d18
02a1bc 1df053 7c6a4c 8236e9 932978 98a58d e0c9e4 ea680c
02a27e 1248f8 76eed7 8d428d a480c7 ca5525 cfb5fd f1c542
02a2a7 6d4e78 6e56d4 83dcd0 b1150c b6a7fe d0595d f2a45d
02a2e7 0d6c3d 7cf905 8a2ef1 b4bea4 b6598a bd9e14 fbcef5
02a31f 45d9dd 4f41db 606047 95a69c 98417f c8e477 cb6aeb
02a446 17eeab 913e1b a025f1 a5c607 e30791 e370db fec3f8
02a6f8 3146f5 508a2f 98b10b a42967 d0d6fd dfc88f f435b2
02a7a7 0ef935 4a6807 666bc9 ae306c c6e0eb c7be9f f8124f
02a82a 23e2fd 8f451d 9325d2 a5bfb3 b67cf6 d9e215 e62a95
02abaa 12776e 6fe7b1 878a00 a60536 ae07e2 d4d3f8 edbe1a
02ad4f 03fdfa 67788e 7d40c0 97d8aa 9b3526 e4d00f e67af9
02b0e1 1cf2f5 5562a9 a1f62c a38c2a a40d4e ce5e7f e9aa8e
02b298 327e5f 3debe3 8e9928 9f27bd b20e04 d9c814 da73e1
02b3bf 217636 2443f9 775ba5 90e1da a7aa32 cf5f7e dce38e
02b516 047f0d 6c04ff 8bf651 926782 95aa9f d437cf e3c3f3
02b5a0 3a7799 63e8eb 8c08e3 b8582a c97ffe dadda0 fb8a33
02b7b5 81e425 838f67 962dcd 9e1c59 c76cfb e1d0b1 ea050a
02b7ea 316834 788686 9102f1 a13f99 a28809 a3e2cc cdbe23
02b895 42fec2 586e23 765de1 9b74a1 9f1266 adc4fc c8b431
02bd94 599029 6bf8a5 891fb5 9c72c6 bc226e cfc9f3 f4bd0c
02bde6 4afcef 615b0d 6f6cfa 87a010 a9ea74 c35f92 d5aba3
02bf0d 245ce4 705066 93f70d c12935 c8c7b2 cb6bb0 ffafea
02c1d9 418388 7543c2 9a73ff a11945 b3c8b1 e0d022 e33c25
02c279 317667 720ff5 8f71ad 9df2d8 a4571e aab3dc d0e22d
02c41b 4a6ed7 675e1f 80fb08 ab0a83 c5d5ac ea1c68 ea87d4
02c429 188667 39ff5c 785ca6 a289f9 aa0f15 ead6f4 eb89b0
02c9b2 3c6a08 989a18 9ff3ab b8b2fe be52ed c5146a dcd00a
02c9fb 666685 89472c 8e9ba9 b6d6b4 c3ad2d c740f7 e1586d
02cee5 258eca 546005 7f1ee6 a6f113 c9476c f0867c fed1ce
02cfc8 347c0b 8cae1d 9424bd 9df676 c0226d c26ffe ee7c90
02d421 5c24ff 5f938e 705995 bdd6cf c358f8 e90052 f794ee
02da40 1961d4 8a97a4 9c6c64 9e2d10 d4e2d1 ef74f9 f7c2fb
02dc23 24988e 68535c 99249c c2c4f7 c35bfb c62329 ecdab9
02e047 367c8c 8a14ff 8ea59d a40747 c6601c e585f6 efd2e7
02e229 27754c 6a2de3 6f9a39 a165e4 a6aef5 aa5e8c fdadbc
02e398 2f65d8 6b6c7e a1877e a61138 c9ee0f ec3421 f284d7
02e3f2 104ef5 567405 938bb1 98cbac c23b6d c29902 e1d467
02e5c2 2f6376 698c8d 925ed0 b00340 c5e84b e690f5 f9253e
02e5f4 326d67 757d17 8a94ff 9b03f7 a2f701 ccb187 eb1fa9
02e8ee 477177 60a2ed 9322ab 9f2039 b8e960 d8948b fa2113
02e999 648ca1 8a983a 9600d3 a72125 c1a0fd c4dbe8 d4c01b
02e9e2 2747ee 45aab8 75619f 805146 a28b70 e5d97c e8861d
02e9ff 6d5f00 709fbc 844df4 aa8150 b42c72 c2dcc1 d7ca16
02eaee 76910a 7e3add 95cb10 b46cd3 ca2362 e9789a f6d4af
02ebe2 1b8488 76614a 77b89b 873ceb ac83eb d78f3d e1e53e
02ec3c 1f7f5e 797392 7bad86 7c26c3 a97c0c b66bfc cacede
02ef53 199405 6744d2 776466 a0a374 a0b8d1 c76eed e5d8cf
02ef98 297543 80a9a0 904de2 b296e2 b81f83 c4d9f9 d3a711
02efbc 3fafb4 6d5ae8 8a5578 9a2f21 bfdaff d4ea46 e09450
02f140 4da593 691af9 8e46a3 9f391c cbd4b7 cf7dd3 e35b17
02f227 921d8d a126fd aabaf0 b61043 b6649b d8bbbe ff3c44
02f2c7 3c625b 7824e8 928b6e ae2f07 cec1f5 db55c4 e4ad54
02f4cb 3e7206 6d26e2 b5cafc b6b276 c5066f cd5bbb fdd633
02f4cc 256a3d 68b712 8132fa 9c988f bdeb65 d05db8 faa4f6
02f572 2254ca 616679 7289de b1493e b9beff cab6bf f66a1d
02f602 373ef8 39b834 697172 af5db4 b81f38 b8bcfa e5cfb3
02f71d 4447df 88ae87 915972 9276c5 c75621 c8e0de e7a7f6
02f7d9 1997f9 3f675f 8d02f4 937903 a9c4fd e91caa f99860
02f908 3077fe 406a70 97bea9 992b3a a285b2 db4728 faa8fb
02f99f 1676e0 5bab8a 696787 954b47 bbf31a ceb0e2 da8c2d
02f9de 2eabff 3a70df 5d5c46 679537 a5d863 ae008a cf9195
02f9e4 146d13 80a9e0 837f76 aa0777 c005ea ccd90f eba491
02fac7 4d6612 689b11 8e7e78 92dc11 a614e0 b4007e fd4fd3
02fae0 3c5cb0 46c09c a05770 a3162a a4d76b bb81c5 fb2934
02faec 09b3e0 8d7c83 a1e013 ab12a9 b80023 e4a88b f24e12
02fafa 21b13c 266f45 ae9dd4 cc158e ccdd04 cd3bf8 dfa4ad
02fbc9 599f8a 6c43e3 806ca1 a84c01 b9da15 d4a1fd dd7935
02fbff 0b6bd9 0fbec7 619d0b 717457 922873 93d70a cbc8a7
02fc05 6ba0fe 9831d7 9a2f36 b1bdd6 d6935c e14094 f2d3b5
02fcc9 22725a 3bbb89 6c1eee 739101 8c669a a1df26 cfa3d4
02fcd0 3d6d03 5dbb6c 7e7e74 a411fd b8e247 be3ca1 cca4e3
02fcfb 2d4bfa 306556 73a1f2 886e20 ace1b2 e41984 eca006
02fd79 2360dc 735659 73950f a21d14 a680a5 b0d2c7 fc8bfc
02fddf 15c0a2 464ffc 8f79bd abb7e9 ca7104 cd0563 d9c14b
02fdfb 309d9c 57604d 8fc9b4 937800 a800a1 d2ca24 f50df3
02fdfc 04920c 7055d9 814540 8acbab a288de c0d13b ea027f
02febc 0f78fe 33bc88 74522a 9fe22f a98628 b3a4c0 c22c77
02ff5e 656833 9f0274 a2af72 bd27ec cce5cf e33a94 f493d7
02ff8c 416466 7ea0da 984ddf 9c5122 afa58c c8d1f4 e59a0d
02ffed 5e594f 70b3d6 a31ef6 a61085 ae9579 dad73d fd4d08
034af3 68a173 7bf5ab 7f5492 9b3b55 bdc229 c77ad0 e10a17
034cfe 897dff a22c93 a27d7d a6b70c adee8e d0342b f592d3
0350ed 179704 765947 7ee6d9 ac9dda b02486 d6cc5e f55a87
0351ef 1cfae4 3da4ef 3f7564 9c4400 b29ca0 d17034 f0b012
0351f1 0b9e8c 5b6842 81cda2 c580e1 ce7408 d6d1f7 f4b234
0352f6 4eb6f6 8d5a81 8fa9a6 a9e0e6 d6e0b0 f33055 fe932f
0352f7 10aeff 724689 86eaf6 9f475d c5cd8c eb1f15 eb59b6
0357eb 1bb3f3 8a8d71 a1193a be5898 bed4d2 f5ba73 ff5515
0357f4 37a0e7 6f8092 87e2da 8d8509 954f55 dedc16 fa9583
0358cc 1c98b4 5b700e 69daef 77a35d 9c375f cfe2cf f9c70d
0359fa 70c31d 837151 9a999d b32579 cccbd8 e86cde fcd09e
035af7 636a9c 66aa2e 6fd9bc 8f8890 9e2935 cae447 d7a6ec
035afd 465f87 698ff2 7df672 ae6c79 baaec4 c12923 f8731b
035bf7 18f8a8 2dbb8d 635878 93cb1f a45456 bfa0cb e13203
035cff 06bb1d 88f25c 89897a 97518a a294fa a7123a bcba9d
035dd2 57bd72 73fbad 87740c 9886db ad3e64 bce329 e3aac5
0361fe 3ff52a 8e9000 9ec185 b44e5c efd4e0 fd8df7 ff42aa
0363a5 0caa99 4ee1ff 637721 855163 8ec44b b57cf0 e1d8c7
0364bd 179ece 5affb8 5f7581 a89fa2 aa0406 c0e115 c28252
036770 42bf89 8406f0 9ef1d4 a46645 cebeeb f3d134 f61bc2
036772 6fd9c2 83a324 9c7e76 ad252f e4e313 ed06e0 fe8ff7
0368b3 3bc00a 65565b 8f828c 975125 98fa0a adaaef e8c09c
0368de 58d8cf 5e781f 8894f3 94af48 9c0086 abf736 ed2a86
036a60 189af0 55ea0b 7f469f 90a0a2 a95021 b69e64 cad7fb
036cda 11ad79 446a5d 8789ad 89460c a1810a a4cde9 aec303
036d0b 0bf4cb 7528fa 808a5d 9bd353 af4280 c087fc dd77a6
036d22 3aad9a 725763 86e6de bab0ff bfa041 d903d5 dee322
036e1c 38a341 6ef917 993eff 9da59d a91395 cd7cce f7d4c3
036efb 44d9a3 91839b 983499 a72224 cfe90a d57e35 f4acfc
036f1c 75f6d1 7ab6ad 92991d 9b05c0 bde338 d60c78 f780f3
036f42 18e5b3 870dfd 8ea646 a9b7f9 b164f3 d72f95 efd94d
036fde 23e585 6da789 745443 af94be b01d80 eb5623 f8c5fa
03700e 1ee745 7c8f5f 9248c2 b2256e bebca7 c2e0ed dc7fe7
03703e 1eeb34 7f7786 812bfa c09c7a c6d9fe e9dbc8 f14cdf
0370f6 695c90 77eab2 7996cb 8b4246 9f8145 e2d8fb e3c548
037102 1af009 23a823 7541d2 9966a3 a1b58d f2d5de f98cea
037113 19fbaf 7eb8c6 97a01c 9a31cd ae1268 bfda05 e65089
037254 4cb264 6bfb64 892deb 983401 b29be3 eeabbf f41f9a
037541 52a9f3 8454f3 a6ac4a bb0e8e c0ec67 cb719b ffbac0
037545 54d9d5 8227c6 967ded 98cd16 9e8204 e75c8e f0dba1
037604 3cdb0b 9488e9 97295f 9a26e1 b4a594 bcc7f2 f6d7a1
037610 12a9c1 736479 98a195 a8dcd1 be08f9 ceaa51 e2e71d
037811 3afae2 8ab25e 9c08fc 9c6b71 9e007f d3dc43 ec37b6
037a74 3ab598 41f4ef 7f2fe8 a773ed b1af47 b7f422 da0d03
037b3a 47f7eb 6d6a80 8f0bae 90ca8f b29d02 dbd939 fb07e5
037e0a 3bf77c 51b90b 8d1bd4 992176 a56df2 b1ace9 d0737f
037e2b 0795fc 632af9 63af2e 746d88 80e924 e0afa4 e0d9f3
037e43 09fede 739cf1 851afa 893391 a2849f b8e914 f79885
038003 8896e3 8d4c69 8ee0f4 9543e3 99909c c2d01e df967c
03806a 0dc136 6dfd13 831ccc b7182c bcaee3 f0bfad f45ba0
038165 2ab895 695c87 74a029 7f4f0f a1e777 ac21f6 d994d3
038171 52f4d7 7a4c9f 8383f1 a9052f b2de05 bcab8e e07225
038183 2eb5b2 63f5dc 738e5f 9325bb a51416 b6b22a cd56f9
03836f 3bf7f5 6da50d 6f6b23 7620da 92e116 b2ab8d df6db6
03867b 0feffe 6b4db0 6b5719 848c2c 89afb2 c475ea e2c787
038a73 715281 71d9e9 c42a23 c4ac83 caea66 d400e9 f47802
038d28 4ef04c 7a8385 961b7f 9834e5 b7a781 e5ddc7 f885cc
038d8b 5def9b a42442 a700ca bcf313 c870e2 dcbbea f24444
038dd1 8115eb 81c4c5 82904c a0507d a41c0c d0ddb0 f4b03a
038dfc 06fecd 785559 8bc1c9 aa0016 bd856d d2c35f d828ac
038e0c 55bf17 8242f6 86f809 8a3b7e b59ff5 e5568d e8bea4
038e15 09e34f 959af9 9b09e1 ab1e59 c08b7a f2c8e7 fa2ba9
038f08 03fd15 788476 89be89 a118eb a2117f ddbbfc fa34b7
0391f5 1e7021 2fdb9a 6d1aed 828574 b30f8a b9c9f0 d2a325
03925a 96fb35 97a41e b11582 b257dc d3ccfe e1bfa9 e776ab
039340 36cc10 9f24fb ae037b b49294 bcccfb e852bb fbc4b8
039446 55cafb 5c6464 6f13fe 8e4cb0 a7d552 e36ca4 ffbcc0
039474 5f7107 77b910 7801ec 84efdc a50c84 bf4de0 d2aeff
0395e4 5d5d08 63f09b 8128fa bb298f c7ee00 d5afcb ff5d50
039689 78f4fe 7a11f1 8d4e44 9da11b afc8b8 c865db f5d203
03986a 93f3c9 9793b1 a1128b c41414 d3bdf8 da06f8 e39c11
0398e9 1e6e93 1ef410 7b0af3 93b3c6 bb2631 dcbaa2 e06c0a
0398ff 21daeb 454ff8 933900 967d55 abe748 d0c7a9 f759a4
039a7b 31ffc9 4642e7 707697 95abeb 9c5218 bd9d1c d9df14
039a8e 10ec9b 527921 8e2994 b5b5ff cca300 d441e9 e5d9ed
039b91 18e3d1 3e6357 9b289a b38fe1 bc1c01 db7c3b f3c469
039cf5 75f4fa 796c8a 90394a 9b08db b8e358 ce4605 fa7881
039cfd 41ecef 5b8789 90b7a7 9705b5 a5043f c9cc6c cb6336
039d01 5df5de 7e1cd5 8e4785 8f79f0 a5e611 b6867f c1aefe
039d92 70d9ec 714b8f 7d1dff 9a91fd b74203 c9e6d1 ecac73
039e9a 2ff4b1 730ced a55cd5 a92b0f c8b1ea df750a fac01d
039ff0 2a7b79 3cddf2 7dc82f 835025 882be3 a59e91 e0d6ab
03a088 106a6a 44f2f3 8dd712 b3a1f9 c22808 cf06fc d4c7ac
03a1c7 588450 6f44d0 786072 93d6ee 98a79e c2b01f dbe1b6
03a1fb 1ef868 375aed 83681c a31988 a5a226 c9e2dc df4e7e
03a25e 126a3a 8915f0 a5de60 c22e80 c358fd cfbab8 fe81da
03a4ec 55ea5f 6625f5 6d7b21 844f57 d51194 d6828f e8d0ec
03a4ed 45ea9c 4f646d 908f88 9826d2 b06f39 b3bcca fdd904
03a5f3 1ff8e1 483ffe 9c338f a50e2a c9d704 d38a7a ef480a
03a616 4bd3db 5e45f3 666d47 87398a a18e91 b2d8b0 e9e213
03a64d 4f6542 6afb37 970bdf 9ab7b8 c02186 e5deb7 f53bed
03a701 496810 63fac3 7e84a1 924ecf 9bb3e9 d91870 e2cf24
03a715 1de5ab 5b6106 6262aa b3f428 b74c6b cc7ef3 d8c5f1
03a753 17fafc 7c42f7 8b659d a52258 a9a4f4 d2d26c ea98ab
03a7a4 0bffc4 a90e51 adcbf0 ae21fc b0804c b489fb d8d65c
03a7ff 236d12 68f0c9 7445fe 7bbc4d a70b95 c7f009 f1318d
03abdb 4d4dfc 546250 689b02 7de6e8 c0ed32 ccbb99 dc3292
03abfa 11febf 2b7a1f 3841f8 7666a5 9bb4c0 b0a961 b86578
03ad49 06eda1 396900 8e21ee aa1362 acf127 ae5cbb d4a1c9
03ad92 20697f 6fe36e 739e01 747247 c913e0 dadcd3 e791de
03ae74 467768 8ed2e2 9281a7 9511d2 a22521 c8770b d5d747
03ae81 5051fe 57fb8b 7b495d 8c7eca de2828 eaa8f0 f48b0e
03ae87 2b731b 4239fc 825db0 9c91f7 afeabe c8b7dd e0a703
03aedb 484fe3 885e49 8db215 9e1073 b0eae0 ecd28c f54796
03b2a1 60f8ff ad0680 b240f4 bee1c0 c493f8 e8564b f7b911
03b2a8 37616f 7d7a6c 864ff9 88dcfa ae4117 d3e3a1 f4773a
03b383 40f365 633dfa 939fc1 9c4797 a80149 cae4d4 fb0b2e
03b3a1 238711 69697a 6ef368 7cb302 daded2 dc10e4 faa2f7
03b40f 71f2a9 806c60 8a13fd 98367e aa0f02 cecbe3 fa49ca
03b5a6 4350c1 52e8f5 777a38 9a3661 b370ff bbeac1 dab953
03b6ee 6f937a 715a7a 75efe8 a81427 b603dd c3b257 d2ed05
03b764 447710 45f5bb 7b5eb2 9b2865 a3acdc a47f91 b7f054
03b7de 416542 7160f8 7b891c 7c4f80 9beaef a2d00f e66c8e
03b923 15f44f 4e65de 735c04 9a1083 b581b0 dbd3c6 df0a67
03b9d0 467ba4 68f7a7 790fee 91b4a4 ad780e b8c108 c70461
03bbfb 7b523d 835bc8 af0375 b2dade d6788f e1df17 f6450d
03bc01 7a6e0a 7aeed9 8472d2 952b66 cad580 f1a0fc f6437f
03bc9b 7b8e47 8cefd8 9514d5 a20b71 c7c3fe ccc035 e156ef
03bd14 457f0f 502dff 704c9b a876e4 b16778 b2ddd5 efd97b
03bdab 42670d 6355f5 78fa96 8d4888 ad9df2 c7ad20 d25769
03be89 06fdad 2765bc 77735d 8293b1 b2cbd8 d13a0a f0a31e
03bf05 267b0a 46fb35 733faa 9781ca c8e4d9 e0476f ebb2fd
03c1fe 058996 6dfe8e 7bad72 945ef4 a80e5a d0d8d5 fe1100
03c20c 6cf7f3 7501ed 7a6583 884c2d d4d791 d996b0 f808d7
03c2fe 56a44e 60ff41 685b76 735cd4 a31f3d c8c9a2 fc69b1
03c605 13fbc4 7a67e4 884b85 9f87b4 b04a29 c9bdf4 d97a87
03c7d2 295dbb 7f84ff 8fa07b 9a5173 dbd09b e00028 fea708
03c810 605d0f 7c8598 a30ec8 b975f6 bac4d4 d63b60 f2db95
03c9fb 3a8113 4e3ef5 8676f5 94cf49 b98570 d83596 e6dbcf
03cbbf 186f43 7856ec 859a5f a6f1bb a7649e be8eff d7c246
03cc0d 155cd2 7f7a06 8d8ce3 b13b5e c5c0f6 d87b93 facebe
03cc24 0b9130 17fbef 86457b 8d919b 8f39fa c2c6a3 f47afd
03cc77 48655b 7a9090 875696 bf79ec c44314 d2caf3 f7db05
03cdc3 1a5fc8 767997 9b4e54 b480f9 bf9d21 d1120d f7dc41
03cf55 4c6360 7a917f 845c26 a507f8 cb3ea1 dfd9c8 f38dcb
03d007 498013 9025e3 a0115a a684f9 cfd2f6 dcc1a2 f02696
03d2e1 4158dd 767a4b 7c427b 818be4 aeebbc c2cd31 d487a3
03d4bf 1a53fe 5c557b 987a82 bfa1fb c9011a e07959 f6cd40
03d5df 2c6834 4393a8 89b207 a7ee18 a803dd c87576 d8ceb2
03dadc 4f52f5 605a6e 7b8ab2 a4e97c ae8885 c02d10 fb603a
03daf7 6613fe 6e9d92 7a5980 a45bfe a7d899 b35f29 f89113
03dbde 47627b 7d13d4 a23f0b a6786b bff115 c1b563 e540dd
03de02 56724c 83a36a 9146f5 971d82 d8d7a5 d95196 e785e3
03decd 1a84ba 7617ec 76958b 78576d b03826 b8e723 c18940
03e083 404ae7 6e712e 897ef7 a696b0 aaf726 b7087b decfe6
03e0a7 427a77 51620c 8f21bd 9a950c d6ccf0 fadb0b ff3fed
03e0fc 4b99f9 6b45e2 7e6f7d 99f252 a02410 babdba ec4f39
03e522 4f663b 8a9849 ab17e8 c8e7c7 d82185 e576f0 fac1f1
03e57a 605cf5 8eb3aa a789d7 ae4f83 b00804 e4bcfc ed3a4f
03e5e1 2aac41 60632e a59bf6 a946ec b2ea43 c71679 f3a698
03e5e4 239780 780de3 7b5084 a8403c dc4fe1 f03d02 fed487
03e758 4b45da 628185 864c4b 8c8a45 a9bab2 e5b8f2 e65ae6
03e7fd 09a5fe 783fbc 8bb135 953606 a976a8 d0e4b3 dd1a66
03e8d8 2855f9 47b625 7c709c a85454 abe974 b693f1 fa7f98
03e9f9 64a822 665c48 9f29ec 9f327f d069fd f6db78 fb719b
03eac1 316587 38a0e1 8742ff 8d9da4 9d4a43 d2926a e9d14c
03ebda 38a0fe 6cb602 7a543e 8044e6 ad8574 cb368d f0df6a
03ebec 5a65a0 5eb198 765964 9ff247 c4292b c786f9 e87005
03ec6e 259d7f 6e27f6 853c6a a46ba9 b7280a d8caf6 e36d01
03ed9d 0896d7 397724 76447f 7a23ed 988e7b a7b6c6 fda712
03efe0 304dee 4c94db b1337a b3f500 cecb8c d48194 ee303c
03f0bc 1a6a61 68712f 839b97 abee2d aca058 d619c9 f389ec
03f1e5 0a7789 79c828 7e07fc a29d98 b94c4e d3e19f ec73e8
03f1f4 2b7a10 60c834 8210d1 8384ba c2e99b c70b78 d0878a
