# colors_mcd16.0_mld2_nc10_cvd100.0_minj40_maxj90_ns10000
# Python 3.6.6 |Anaconda custom (64-bit)| (default, Jun 28 2018, 17:14:51) [GCC 7.2.0]
# NumPy 1.15.1, Numba 0.40.0, Joblib 0.12.3
0046fc 01815f 0ec584 67fae8 7ab508 85790b a11196 b6ec41 cab0ff ff1eb5
017c9d 5a5e13 5bb12d 63ffa7 7136eb 9470fe a26264 c0d0ce c698e7 ddda0d
017d78 1ef541 6e2afe 882e9c 91aeb5 9c64dd a99f7a ae5f1f c1e6c6 f983fb
017e09 50fd30 7607ee 84a41a a77da3 a938ab b0c6c6 d2b587 e6126f ee6bf0
018064 77829c 7de1cf 8a02fe 962994 b9f140 c1b4f9 ca9760 d92f12 ef2df9
018067 32b612 526226 9202fe 92e2a5 a1a292 ad018c c14cd8 c8ec04 f1a0d2
01808e 1dd9b6 763aa9 8a455e 9d8c83 9e9bd0 a4e25e be40fa c84b3a eed0fb
018128 32ffcb 6aa409 6c25e8 a586eb b54f82 b9d4fe bcd620 c49fb6 f67581
01817e 06d942 698317 773e94 80aa7c a6eeb9 ad345a be9cc9 ce2dea d8d0e0
0181a9 03a6ff 26ecee 6e6f59 7317f7 74979b 81cf07 afa383 c20509 e2d5a7
0181ed 696493 6c03fb 85523c 8e9fc1 978685 9feac1 c0d93b df6738 fdccfb
018393 30f4f7 41cb71 7545cd 95732e a6a6be a7e30c aa0854 c483f4 f3d6c0
018470 1bf6cf 5db1a2 7a06ef 95e360 9f2d97 bf49ee d90352 dd7720 e2ace6
018478 3ebfb4 6d692c 75a452 7f00fe 90edfc b3db94 b8a3f5 c840d4 e1c30c
01882b 2cb1a7 57645f 7505f7 7b5688 9cb406 bad2df d7eb1c e621eb fec698
018866 2ec797 53feae 8717ef 9c370d aa6bca bedae1 cca7f9 d76c06 f2b52b
018965 44e2f2 51636e 6e7006 81aea3 8a12b8 98f033 b3ba73 d664c0 f8d3c4
01898e 04ff89 5b2ef3 64b69a 885658 b01219 b28e45 cbbaea de3dde f4a704
018a57 11c17d 7d4468 899f0c 9137f3 97efe2 aa2407 afb3e8 ced441 d55da4
018a6e 5cdb59 9681a6 98b29a a20072 ab1cca d2e4c4 df1346 ecb2d8 f248fd
018a86 30c091 485a8f 806b00 8179f1 89f7b9 8fa924 ae0553 bae056 e49ad8
018ad5 42c072 4552b7 8ced61 996e5d a62e6d b40000 b9b3b8 f24516 f2a3fc
018b6f 14bc7b 79eda4 8034ed 98206f b55eb2 d1dce2 d3aaf1 e9020e f4b835
018b84 0c4bf3 59f5d4 8370cc 904d07 96d581 bb115b bbacd3 e4e60a f26511
018c4d 582bfb 70df35 a62b6b a69999 cedcec d53edb e2190d f0c7ac fc82ee
018cf0 2bcea2 576804 721de4 7e99b0 ade40e bfaffa c27a49 dd1f80 efd4ee
018d71 14e6ed 69597d 70a7ef 774e2f 98b690 a392a8 a736d5 c56b29 c5e30a
018f6f 1a44fd 59f91d 6d5599 a1b164 af3d2e b86af4 b9cbf9 da9db1 edd7c0
018fe5 2e57d6 40c2f7 747197 836165 89a6a2 b7dce0 cf4717 e09066 e0e33a
019012 08e6ea 56ba5e 722ff6 8a7871 92ee26 b6238b cca0ab ef47da f0d8b6
0191c6 31f6cf 7c1fd8 978b89 9bb6d4 a03857 c1f059 d43506 d5b386 fc7516
0193cb 71f3e1 7329d4 7fc591 887b3e 9599a1 a14c79 c6b9ff dada05 df8c0d
019677 2cc79b 5738fa 78a74a 7f688f 8f6dfc a9dbe5 af3416 c1cd0e c290c8
019717 65e4f6 744f43 7f30f6 929fba a20494 c26ffa c3e5b1 d2c14f e45b7e
0197e1 26d2fc 7e8199 8225b9 acecea b4866c b62a3f d9e045 fab096 ff6a1e
0197ff 1047fa 4ce8fb 6a7da6 7e575d 94abac b94126 c5e629 dbae7d f77108
0198ab 406a72 6ce2bd 8a41ef 8a725c a42011 a9aefd b0cc0a be9978 ee4d12
01995f 595d27 6c3ed7 7cab0e 7ec4fa 927ffd a0f521 b20f71 c263a7 ddca91
019962 134af6 42fec3 6c596d 7eda04 a094ef cdcbf7 ce9aa1 d41111 f043ae
019cf8 428410 4c38f2 79b669 7ef0cc 9f7079 a30f89 cec2f8 dc40ae e2d344
019db5 0fd8fa 6a5081 869b8b 895543 9862ff a8d3b0 c25400 cfdc2a e28d4d
019dfc 3d6c70 738965 76ef06 7d4f11 991ae3 cbba87 d28a26 d5def8 ef06a4
019f68 116e5c 1bd52c 5b6c25 901e92 9b2eff a48eec bedcb5 dfb7da f435a3
019f99 681ef3 8a519f 8a9768 a0392c adc3db dc4a04 e9c3b7 ea47fd f3a30a
019ffc 5f9c6d 69cdae 8333ee a4284d a75992 a8a1c0 ccdbf0 d2d155 f71814
01a016 49f0d6 7e4c06 a689b9 ad0655 bebcff c60de4 cfed04 d0b863 f9088b
01a0f1 0f6e2c 688593 888971 8eb1b3 90e4f6 a50aaf b28311 c8f021 dab87c
01a0fb 2966cb 56b314 81fb2e 854278 b19c82 c36e9f c3c5f2 c40f48 e3ceaa
01a242 2e62fc 69f8af 6f7774 864e90 938ffe 9a3904 aad10a b4a493 f8b2ed
01a2ae 3c61c5 616f54 774578 86fb7d a2976a bd5007 bdc4f0 dfd1cc fe930c
01a35d 1ac8d8 8239ed 89969a 8f4478 95f5a2 a167b9 a82002 c2a506 e9d816
01a481 2ef0cd 4c58f7 925d99 a1135d ab80ed b9c4f2 d4e74f e0133c e78732
01a4e1 5b39e6 77969c 964a94 ae0954 b2b316 b2d0e8 c56641 cfeb12 f2b09f
01a5c6 14ec52 705b60 7b9291 973226 a425c1 ac9e68 c7d6f9 d34202 e8c1c2
01a6fa 4edcfc 675852 7053e8 92af22 9c6735 c1e429 d03f8a f4d4a9 fd7697
01a855 45ee01 5d7265 791ff1 7d417f 7d78e8 bb0b17 bba2fe e3dea0 f7a1bb
01a87f 5d6a74 60f3e9 813a98 95891e 968ff6 973af8 9b4020 a8dca7 dcc638
01a8e6 2d7071 49e6dd 6c42a4 a8174f b77a69 eb0812 ec48a9 f7d81b fd93ab
01a94e 4d5e5f 5ce804 821bfd ab221c b54cb8 c5d2fd c68ffd ee8fbc f5d6ae
01a9b0 0c6774 36eaa3 7a5548 8eb10a 9a8371 b92ac7 b94002 c3d2f3 e0e20f
01a9e4 204dfc 53defb 846864 94cd36 a9020b ae0394 ae9e83 bb7c0d dbcdbf
01a9f7 0672e4 3be4ba 54695e 648fa0 833d78 b75c2b c6a769 c8dafb c8de12
01ab09 6737d5 6be60e 856675 9170f9 9c412e ab92cc dbdece f69386 fcb9fa
01ab39 5e5b43 79c5fe 8962fb 992b8b a7747b c2e3ed c6d134 e09c99 fe60b7
01ad9c 07751b 6337e1 6fe9d4 92c684 af1a80 cfbeff e3bd26 e91f65 f848ff
01adc9 1d6f48 679145 8037ea a90602 b0ac09 b0d5d2 d42487 ed9f8d eedc60
01aedb 0beead 437139 74a27b 9b1473 a2ad21 aa2be0 bfd7fa da54a0 f2dc03
01af77 51d1fa 7b7786 8d11ee 8e2c88 a8b3ba bc2c35 c4a41a dd42d0 e5d994
01afa0 31eade 426500 6f6060 7052ef 9d9df0 a1823e a21484 a6f017 b2c27d
01afb0 446a8c 7826d3 887c7b 94eefa bbaeff bee03a c160ee d03c31 e69d85
01b01e 21dcfa 6c7783 8b775a 94e621 9f9eae ab1717 c53be9 d99d8d fcd0d3
01b182 4c60fd 4d8730 6b5a9e 88434f 8b7388 a5f3a2 ba97c6 c3d315 ffc0de
01b4be 3a952e 6ee7d0 86b27c 918184 97478c a1224d bcbb18 bfee8e e521f7
01b4fd 4662f2 4caf1c 69f5e5 798668 844e26 aede40 b30477 dfa992 ef5dbb
01b7da 056df2 5e5e19 5faa15 6fece7 923982 97de01 cfa69f d24163 e5dfae
01b84b 4ef726 737399 926126 aa8689 af236b c99cfe dbd8fc de12f8 efa2bd
01b9a3 5f7b77 7b4a41 7f05fc 85f0d9 867b3c b1e116 b2209e b4b468 f073f0
01b9ce 5655d5 72f321 855e91 864923 8a8a8f d0b282 d2dff1 d8770d ec1f61
01ba08 0eeeff 3354f8 744d77 84e81c 8b8ec9 aa6e5c b5aba3 be3800 efd8b4
01baa7 24fd2b 386c40 847600 9d7dd6 a812f2 ab1c7f aed79b be8c5d f6cfec
01bc9d 4afcb3 7331ff 8b6868 a20787 a69a4c acd12e c50924 fc0abf ffbce4
01bcf4 154bf3 32704a 8f9e96 9371a2 abd4de b26102 b9d211 ce9358 fad1ac
01be4c 7601ec 78ee56 795897 855617 b26fe1 bd4d67 cee6c2 d3b2ff e480af
01bfe7 0e8085 6b15f7 87edf6 97a2a1 a459da a89929 c1024f cfd1b6 f0bf16
01c00e 1eeedd 6f8124 8612f8 8f52ab 96315a 9df10d b4b0ff bf6b93 c7a495
01c1bd 386956 71f5d5 9b0efc a9de32 ad7aea ae4499 cb866f ee2d06 f8bbff
01c1fb 04a754 1d6e20 6a6163 83cf14 88eff2 9c3efd a9449b f36da9 f7c99e
01c205 088368 2be8f7 8b2a93 a0341e a136f6 ab84fb bfe18c c554aa e8a1b2
01c2bf 677500 689e81 8b0aef 8b424a 97ac2e b0e7ad cb0c90 d3d928 e051fe
01c3a5 05fecf 136b42 a3c3e2 ac0073 ad7bae c800dd de7f0b e81868 f3be5d
01c486 4458fd 78560e 9582da 98f1bc aa7a3c af97ad c41184 c7b6f9 dda805
01c5b6 25919c 8453d3 993e62 a6f446 ab131c b4c784 ca85e9 d36e5e efbdfd
01c67e 436501 62fa27 7075bf 8205f9 9aac12 ab7d94 b4c7c4 cd1e5c f793fa
01c6aa 2ffdc9 5b59cf 665455 9f6f95 a1310e a68ee8 b8c8ee e35739 f6ae3b
01c6ba 286f58 7d4c05 8f14fb 9b9e79 b6daa2 b963f3 bb2d98 f97817 ffc7f6
01c722 1058e7 3f6352 81877c 99f0af 9d588b af3902 c3b3bd d772d8 ffaafd
01c820 0ae9fb 148cff 316b29 7a6570 8518f3 8da57f bdf306 d756aa e2d3c1
01c88a 479066 53fe74 83427f 8ea920 a680a3 b80c1f d1d0d0 da1cde e0a2de
01cd02 621bfd 6dfe64 7f487d 8b8217 915fd9 b1435c bfdac3 c88a90 deb1f6
01cdb2 0c732d 7449e9 768e08 8a2d91 93a0d2 c24e80 ced6f8 e8c55f f97881
01ce29 7dfe71 8594a3 891bd1 93427e aa997c aac3df bc51e5 c3084c dfd5c8
01cffa 0e7773 7224dc 7bc215 8c947e 93fb45 a261bf d32635 d481b3 e6cfb1
01d081 496556 616eeb 70630e 84930b 9299e0 9cf3cd b0d934 e00a91 fcbbed
01d0f9 1eae63 2a7969 868cb6 912e88 9ce3bd a516f1 ad272b d1c10b ea4002
01d0fc 236c78 31aa7e 7704ef 8967ff 91d746 bb87b3 c6213f cf6e01 f1c6b6
01d22a 186f25 5c982e 60f9f2 7a56f5 a586fe ae276b b0e5a7 b55ca6 b6a19a
01d2b2 5b61e1 6e777e 991584 9ea3e1 ab6852 b60601 c8d21f d1daf9 f4610d
01d2e3 1b91f6 3c5ecb 7f486e 84b779 87818c a6f1c7 b18907 b25042 d2d113
01d3de 2865d5 4e8765 7ec11c 91fc3f 9b8af9 9f188a d40a21 f0b6a3 fd5ca8
01d3f4 6e4ab0 7779fc 9cac19 a40f3c a76300 a7eed3 ddd982 e191b2 ea4d71
01d3fe 51767e 7cb7a5 8d0ef1 9778c5 a2ebce ac1612 bf644e fbca06 ff6e0a
01d9dc 176b74 399694 8c0ab4 a3996c a86e00 b80d45 d2d2ad e617e7 f7a00f
01d9fc 6a8cb4 86650f 9307a2 989796 a745ff b40b63 bbcfcd ddde3a f63c5c
01dabb 4d55ff 6a4b99 7d7f9a 929df3 9af64c a78472 ac1756 d1cefc f75e20
01dcbb 7550e3 85906b 9b3a60 a80d08 a87391 b1a3f4 badffe c1d26c dd721b
01dddb 109cb4 336e66 7a40e5 8da39c 96ef16 a71b0e c8a267 d9e0a7 e53e08
01de96 309f53 7317e5 a1b109 a24e82 ad1f07 cf82b2 cfeb29 ee1ae1 fdaff3
01df1a 397357 818bec 87358b 8e35e6 999a74 b9d9aa d15a9e deb0db f60c0c
01df96 1e58ed 51a588 615476 7e79bb 8d585b ada2f2 c73213 dd811b e1df46
01dfe4 0d6880 3ba594 7e53e0 a8dcb5 b1144c b586ef ce8411 dce852 e64668
01dffc 0fb634 6d10f8 6f76e9 978388 9c4f8f a4e45f b30d3c cca5bc e0dbd6
01e08b 237f1e 59a2aa 8c60e1 a03166 a7a527 b96b76 baf400 dbcbe5 f183f9
01e0c1 074bee 438d59 53635e 795391 79bf73 9593ab b966e3 c0d941 ed1320
01e129 15851d 7b00fc 9c52c3 9e0d6e b7a3f6 c387a7 dfdaf9 e9536f fab8be
01e340 2e9f5c 3b7152 8315e5 ac4d86 b66adb bba5d1 cc0b0d e5d8f5 f0b6ba
01e49c 119e5e 7d6b81 931db5 9e262a a794f3 b390ae bae815 ddc1e9 fd2310
01e4ed 387516 6418fc 749bc7 8a60e8 90328c b3bbb2 e6dc9a f1006d ff873b
01e4f8 788dc3 9301f2 99356f a2f207 ab0225 ae9990 d84a1b e0cdb5 f38e52
01e5be 445cf3 528d5c 575f1b 83b959 95327c ad82fe b9ea08 c16294 c99dce
01e713 5844f2 6a67a0 826f45 88a1e3 98255a bf811d c5e1e9 dec59c f7567e
01e747 0b57f5 53797d 754495 84a1a4 955607 b3ba99 cb80df e25a52 fec0f8
01e7b6 64930e 745f6e 953324 968e81 b8f30e b9b3fd ba17c3 ccac5f e670b6
01e88e 459bd8 4855fe 922387 ae6481 b1a6b2 b9052e ded9f9 e4d90e fb1a10
01e997 0ba914 516136 7a8e6c 900bd0 a9ed1e b593a7 ba357e e7bedd ea1cff
01e9c3 217356 6645c1 788b04 7da6a4 925b8f baac7d d0deff f6d172 fe5be8
01ea40 55869a 8541f8 941694 9e93f8 a8aa87 b3004a e0d9cb e4a4ce f8123b
01ecf0 07781c 4bb906 87465f 9e7f7e a10bff be93f4 ca3fae d7a288 e1e338
01ef6f 3b9990 495a82 6f595a 900bed a278e7 acc5b4 b15230 c2912a fdcaf7
01f01f 2b98fb 4664b9 605c5d 717a92 88a8ab 957f2b cc9e6c ccdff8 d6d0b7
01f05d 23a7e4 2c50eb 5f575a 759e0b 9f4c2a b2a381 c5e7c5 dd048a ebc7fb
01f094 4856c2 694f70 7e7b85 80b9a3 afa83a cdd5e0 d42531 de72d1 f8dd13
01f0c7 44b21c 69773d 825767 9788c4 a4048c adef08 b62afc c89487 d4b1fd
01f1e8 27b543 3b7271 769077 7d4e30 a986a7 aea4f1 b8db04 d519d1 e2b295
01f2fe 616487 8618ba 87a1f0 94fc05 988ca2 b0753a b10d4a caac43 d2cebe
01f3b7 7693d5 8cdb2a 9a5070 a90efb aa1e25 afafba b39078 dd5a24 f2ccfc
01f4c5 0c7bfb 0d686c 5da400 878c68 abd1ed ba0a05 cfc367 db0baf e27ea9
01f4d9 199d22 4a48ed 627163 85c78e 8e4c89 98321d c66dc1 cae85c e2a5f7
01f5c0 396808 50b9a1 6d62e3 817696 953b5a c9a2f0 d7ddfa ec1945 f0b05d
01f5d3 0b9110 10be9f 606468 6811fc a10492 abf312 dba758 debafc f108f2
01f5de 598be6 77b246 9016eb 93759a 94381f a4f71b afaa99 bcb9fe d30f67
01f657 3090be 3f7401 9633f3 999c01 9c057f a05e7f a1b8f0 d6d8e7 ea777d
01f779 0382fa 3a8f01 3cbe5a 6421fa 8b9b96 9c5058 c6dbea db9dfa e607b2
01f7b9 1ebaaf 6582ba 7b20d9 9c630d b7035c c7e1ee cba9fc d1a260 e34c75
01f905 0f9bfe 478f14 8449c2 97add0 9c8775 a3134f bc6095 cfd9ea fea9ac
01f96d 03741d 325fff 6799f1 91ac0d aa03af bcbfed e3296c ec7ea9 f0d1d8
01fa10 5a83fe 63aa35 7773a7 7a5102 8811e7 b19199 bab9df c9255d ead8d0
01fb6e 1263da 2ec145 577558 8b2f8c 967194 9d87f9 bde1fe ce2707 fba4bc
01fba3 228323 51c943 867a9d 9203de 943859 a5f919 b6b8d5 ba9a98 fa0df8
01fbe7 0d90af 17bfe7 56625d 6c926d 8ceb21 a10bd9 ba4822 f7671e fca3aa
01fc4e 599598 6a5255 9002fb a5c1a0 ab47ba b31b0a b68aef de6336 eaabda
01fc56 20a08c 665ad9 76588a a45f56 a7b8ce a89747 ab0f07 e96efb fbd3c6
01fcee 047553 4e9d7b 8c9c36 963409 9f24c2 a0dba5 ca4a9c d985e0 e8d614
01fdd0 02bbac 4681be 817456 900cfe 9c356b a80803 a8e945 d3bbff ed4b05
01fdf8 59bbf8 5d8716 7b5f51 7f23cd 976bfe 9ce71b b43481 d38968 d8babe
01fe60 06990e 35681a 928ca1 a410b9 b6d3be b7947a c5106d f3d0fc f75ceb
01fed8 078365 1297fa 7b77a0 8e32b6 94c8e7 999b18 c50612 cbd522 fb8f96
01fee2 295ef0 6c4a93 73bee3 837fbf 955f01 ad1554 cf7d67 cfd658 fbaca7
01ffaf 04a677 43756c 72cf3a 9042f5 9291a6 a0038b c574e8 df3b2d e9b4e1
01ffd3 09a718 517552 5f36e4 ad230a b03f9d b4dbf5 c668f6 dacc7b e46ca9
024afb 26726b 7af3f8 81947b 81b6b9 8262b5 b491ec b55c31 e2d2b7 eaa157
024cf4 1e8be8 30fedb 7a7691 93c0d2 9c3a62 b29496 c5152a e0cc89 f95a0e
0250e4 29b9c3 41eef2 58753d 7c78fd 8fbb11 9d3768 c0ef54 ccc1a1 e25686
0250e7 1891f3 347405 77daec 7aad09 965e8c b09aaa cb7774 cdec0b fba67d
0253ef 26a1d9 66d36d 7b5b59 7b9384 a51504 b44d93 c1e90a eb3629 f5b0ce
0255ee 53aa1d 6e4790 71f5fc 7f7c87 a6ccb7 ab3c22 b06ac5 d09ef5 f8cb7a
0256d5 5dd9c5 6c6501 7a7ef4 8378a1 b2e687 c9a5f9 cca32d d42763 ff6787
0256ff 08ccff 2d9baf 6b544c 75877b a8e3de c55221 c9ec5c cfba95 db9114
0258dd 26fca1 6fbe97 747fff 7b8885 926aa7 ade421 bb110c d87e2a eb99e2
0258fe 09e71c 2f8319 7093e0 990da8 bceea3 c84178 cebdfe f3cad9 fc7399
0258fe 17d4e5 5a8a2b 69bd2d 806167 8481fd 999b95 bad7bf c2179d f5df07
0259f8 5a779c 62e2eb 7b6568 91432a a8a3ff ade486 af98af b87c61 f06406
025abf 4bd4ef 73668a 95b678 964500 a974ed b3f194 c087a3 d22c5a fd9401
025aec 25b4ba 4a5d81 65f5f3 8a8f72 9083f2 965137 aed110 d25e0e f1be9f
025bbf 31711b 5295c8 7ed1eb 939f9b a25684 b6eb74 d2515b eac8c4 f59010
025bfd 09f8fa 219e15 3a6912 9bcc37 a883fa b09d79 bc0d8c d5659b fcabc6
025dc5 5ec10e 72f803 855061 8f879b b4c9c3 c26562 c31f11 d69fe2 e3e0a4
0260bf 4fe68d 6ca2fc 706380 9d92aa a06162 b80b10 c6d9f9 fa3308 fcac00
0260e7 39e3b5 6b4a8f 6c8ac4 8f6609 9ec72f a78e81 af0351 c4e2f1 cdaefe
0260f4 2c843f 73ad37 7e797c a11289 abe9c6 baadfd c29f93 cad62f f269b7
0260f6 17f0fe 58be85 893197 a295ec abd033 ae889e afeec5 b9620d ca0257
026586 04bd2a 1ffc67 518a58 908292 a1c0ad a434e6 c30208 ed85d6 f9cdf6
02667b 3e96df 6d43dd 75c75a 767e73 84fe63 a993a8 b45232 cdd7f3 f8bbbb
0266fd 12e8bd 38ab9f 5b5a60 5c8564 7c6008 9def06 bbb3e7 bfaa50 c022a0
026770 5db174 70f262 900ddb a98da1 c3c5d0 d90932 d943de ed91fe fb7218
0267b5 458ffe 5efdb9 86abc0 a19e90 a40c6b a56059 c9d8e6 d4c709 df711a
026966 1ba07e 7af83b 8109f5 9f40ab aecb90 c9a8e3 cc5aff db100d db9130
026a56 17fdaf 6d5efb 7a981d 845502 8fbbf5 af1889 c1c9d1 dcbb19 ff3e97
026bdb 43f36a 469daa 677363 7b4c75 a1b9ed a5a785 b2260e c3892e f6c7c8
026c1d 239907 3bbeb5 826a78 8febf1 9570ec 9c01ab a3d93f bda1fb dc7f76
026c2a 399b6f 51ecad 646878 93a5aa 9f9325 c4cc48 cb2fc4 cbdfef e688ef
026c47 35af8b 676d79 85f88d 96741c 979fb9 9b0eb1 afb104 d8c6ff e332f4
026d4c 3378f0 665a93 7790bb 7fcee4 9aa53f aceb1e b7848a c43600 e5dac5
026e06 0bbd19 3861fc 52f43b 626158 6f9461 aebeb1 cd4099 d493df ebcff5
026e63 27ee2e 36a715 626f32 a2ce9f bd0bd7 bfacbd e2d7ff e71e89 f960f4
026e7a 41b94d 5c6f20 948b85 9b11fc 9fcafb a20b5a d26fbc dae491 ddb1b0
026eed 09ffe6 4bbac7 567c8c 804553 b1181b b9be9c c29811 ce635f edca19
026ef6 17f8b0 22c27c 699525 70559c 8c3e34 abe02e b6627e c69ecc f7cef6
026f05 12c4f7 6c97a6 7f6d6e 8b59f9 8df1f8 ad1786 adec04 d9bbbd e29071
026f1e 47b55d 6ced4e 734ac5 7a7c65 afa3e7 bc5994 bc9ca5 c3ddb8 f0d0ec
026ff7 0ef54f 34adfa 5f5d97 7490a0 8e5a5c aa0818 c0c09c c2e0f0 cf790e
02707b 66f328 7bae9f 8321cd 896fff b82042 be7dbc ccb9ff ec5047 fcd1ad
027159 29a578 701eeb 8f650e 92f30c d25df7 d5e2c3 d8b1e4 e214a9 ed8420
027166 30e552 569341 605d08 890dff 9f3baa a39092 c1ebba e761e8 e9cee4
027207 1dcea2 767bf4 839918 8a00fc a5379a be7fb1 c7c1ef d53972 eae142
027220 36d630 885a6f 8c9da2 8f3cfb 98098d a69062 dadaf9 e56beb e8c5c4
027236 45ab04 4fe0e4 6c4bec 8d6ca9 96246d b5be8a b77175 ca85f6 ffd609
027267 05b3f5 75ab82 8edcfb 9986a8 bd1dbe c40e08 ca8520 d1e4cd ecd810
02726b 02ffea 559aec 70947a 7c2acc 91782c a4e620 aca951 d63da3 f2a1b3
02727e 16a4ee 1dde2e 649378 665c4b 8147e7 ad6a11 c5dff3 d3d6a2 d79fb1
0272ff 16b225 237c16 4ffa24 67576d b095fd b473ad bbcdfd e6d8d6 ea988d
027362 3df40a 4e9b89 89421a 8f9a05 a4c395 a717fb c23ba1 dc99c4 fd52f1
027449 13f6d3 49aa22 6644fe 87d479 9114a3 969a84 9f6e8c f9db1d ff68ef
02745d 36a092 47d1fb 934f90 9a51fe 9b371e aeece9 ba854e bae428 e1bf97
027481 54bef3 787966 7a9fa0 8f14bc 9d6cfa b1750c c0d2d2 dde239 fa9c7b
027487 41b105 7303f2 7e8253 84e40d a69ac8 b3030b bc52e6 e79f8a ecc8eb
0274fe 33c627 36fd17 705f9b 758d86 7e475f abbaa6 b182c3 c05944 e7bbe7
027602 5e929d 6123f9 8749a4 99c0a1 ae6de6 bc9115 bf3567 cce982 f1b7e1
027830 40cab4 679d76 7210fe a1ab35 a651fe a7ee22 bc2d81 c972c1 f3d1f3
027858 57beb8 6f911e 7907e3 b04eb4 b2ead9 c3be22 d178ff dbcdfe ec688c
0278d9 1def2f 49ac71 4e795a 9e3d7c a69cf9 a9081a db9fbe de6015 eadcb1
02791f 3fef80 46b588 676f78 7302f7 81419d 9c9808 a86ef5 afbefe ead4db
027957 03ec33 535a73 718b12 8401ef 9b7c8e 9cb7a6 b7efa9 cc5cc9 e9cbf7
02796d 09fb4c 28b123 7d34bf 8f89a5 9cc9b1 ae2a17 eed1f9 ef0880 fb71fc
027a42 0aeccf 2cb6a4 7a77fd 9113b9 b5aaf9 ba2e80 bd8f1a cec972 f63c77
027a79 55a7ba 8605d6 a1b7a3 a8f1b6 b252f1 b50913 e5cbe6 fd7b5b fdc30c
027b1a 393ff8 3cd9f6 5bac9e 996bdb adec03 b6aa24 c97161 cc0172 efd6bc
027b5f 36ae5d 767115 79f22c 8274fe 9202c9 9e0175 beaeee f6059b f7d5bf
027b69 5bae80 61f4a4 6812fd 895bc9 9bc722 b4002b dcbfe0 e37ef7 f31807
027c66 03f192 2aa3af 8a5cd7 91a16e a21c21 beb5ff e6cfd8 f32113 f4b809
027d07 49fbf8 6bd635 8323c5 89a166 8a4b57 a35afe bcc7bc c48ae8 cb368e
027e22 25fb0b 53b49b 722cfb 8a59a0 9e145e a689ec b4c4f9 ead8dd fe0d59
027e5b 12c435 168cfd 4bfead 7717f3 87a389 a7ed00 ad3410 f40cba f8b5e8
027f55 6aa240 6ae46e 6d52b0 a467fe af0d0e b39893 d96db5 d9c5f8 ffc5c9
027fb7 13f593 4cbc93 7c15d8 81684d ab1170 b4d805 c5a6ff c88419 f7c7da
02845e 7d9ffc 7e3b88 9b3ef4 ac8d01 b5e809 b72e20 d2599c f19f73 f3d1f0
0284a4 24fe3e 6f9eec 879796 8a1cc5 aad499 b61d05 cb9819 dfc2eb f51f62
0285f1 4747d4 616a22 83fc26 8fba15 992b79 a2759b d7d7a8 f26c7d fcb5d8
0285f6 1ceef6 384ece 5bb18e 6f669a 998daa 9ec43f bb0654 bd7105 e8d7a5
02875c 526d00 6cbda8 6e00fa 8e567d ae9c47 c3e9b3 d5bff9 ea0dea f0d534
028818 02fac7 486146 54ba86 801dff a30c85 a87ba3 c3c815 c5c6fc ea4fef
0288b5 14e941 8218fe 97a1fd a45473 baead6 c7162d d3c2e9 e7621c f39293
0288f2 5f30f9 648197 7d5b0a 80bd9d 82f8d0 928f21 be326f d3e05f eea4d9
028902 5ef59b 753bba 79a3dd 909a6f b6215e b9c9cd d9a338 f0e018 f4309f
028965 49bff9 6e31ef 81f513 941c89 a498a4 af67b4 d2cad3 df2623 eaa18f
028a41 5230fe 959e06 9ed8f7 a7a0ff ac2c75 ac56df b2d738 e3b29a ef6bb2
028a6b 52f28d 5aba8c 716900 873776 909e26 ae40f6 d353a3 ed96e3 efd3e3
028bdc 4ce156 734f58 8a06ff 8ba89c ab5196 c0362e cfe1c4 da7500 dcbdd8
028bff 08f95f 2c8070 576e12 80b1e9 8719d4 b357aa b89f74 d4d8e8 e28103
028ccd 26fd49 446581 7e20c6 8a8693 90b489 af394e cee4d8 d37b19 dfabff
028d0e 2eb59d 68705e 70f799 82437d 8625ef 8fb35b a672c3 cea8fc f0c206
028d6e 44fafb 746b8a 7509f5 7e5927 88bb9d a697b2 b17d04 eaa931 f024f1
028d91 24d9f6 7909fc 7b4d0a 9377ed a09876 bd0864 c4e7b3 e2d41b f3730c
028ef4 35e5f8 716036 8c9cb9 9613a9 a68718 b92272 db6b7b f0d3c4 f8b130
029020 5c4bdd 62edae 93b9b6 9b2464 a3b254 a87cee b06c8a bcf25c e1a8fa
02905e 1250e4 3ff8ac 6c578b 6ea1f4 98bd0a aaf603 d41212 df86a3 dfb9e0
02906d 694f82 6aecc7 6b4be7 a579ff b30a12 c6ef07 c784b3 cdc175 f53d06
029148 25ddd2 73b325 7a21e4 7d74ff b1026b b2a6fd b35ba1 c0ee8f e08f9d
029275 506677 61e51a 80af5f 8305e4 bcdba4 cd0332 da35bb e492e7 e9cee2
029278 466165 7bb34c 7fe2bd 9200da bc5caa cc0115 cdd1f2 d088fc fcd62e
029378 06da82 56597d 91b2b1 929635 b40f00 b8e4f2 c1a2ff d12ed2 f3b704
0293aa 2ef567 346e37 6c06fe 7ebaae 9458f2 b63476 b88a5f e6d6f2 e99cfc
0293f7 528f23 59fa36 68c243 764d4a 791dfa c77283 e3b6f9 e403aa ff96b4
0293f9 2df4df 6b22e9 73659c 9c7634 b00968 b9b9fc bcb436 cfea87 f876ab
0293ff 03fcf5 1a5edb 56720f 87b783 9d8bb1 9f1383 a76567 bce484 f39707
