# colors_mcd18_mld2_nc8_cvd100_minj40_maxj90_ns10000
# Python 3.6.6 |Anaconda custom (64-bit)| (default, Jun 28 2018, 17:14:51) [GCC 7.2.0]
# NumPy 1.15.1, Numba 0.40.0, Joblib 0.12.3
a62c23 e37a34 e2de3e 65756e 88e0ce 5783de 0045fe c4b5f7
c0eb99 5b8441 01c60e 4e52da a584f8 ebc5fc 77627e c88a9a
d95200 d0b82a badbba 446b4e 01c6c9 72487c c21ddf 9a848b
71562b b67f1f e9b434 80a588 0a8d9c 01c6ed 6d45ef d5cccd
8f4b36 be8160 e6be16 01c7b5 616c70 cae0fd 6070ee c3a2fd
80571b c9bb20 779d56 d6e0d5 01c7ef 376473 b25aea e479ab
da2f02 645f57 dedbd6 01c85e 91a8a3 3a5f7f a262d7 d896f0
087d19 01c921 abb6e6 7a81e7 7338d5 b55f90 6e5054 e3c8ca
6f7746 bef006 01c955 554ff0 b28aef 903089 c77496 efb6cb
dbcb0a 6a6610 01cab4 3b54c7 6b7296 d8daff af79f3 cf576a
e8684d e2dba8 a8e70c 01ccc4 41767e 0348fe a472ec b90e27
a52e2b fd5438 bfe037 758681 01cd9e 841eb9 d84afb eaa5eb
b4382c bec626 ade8bd 4d8576 01cdcc 6d11ff 705581 bb4feb
cbcfb6 01cf09 028850 aee3fe 8782ce 6a34e0 7a5976 a8949f
f1c1be ef8c60 baf324 5a857e 01d1f8 2e5af3 783f8d b00440
bc8863 decd00 2e6d27 ace4dd 01d2ff 329bb5 784ca8 94506d
a87706 01d82a c4d8ca 789691 565ace ae80ff deb1f7 b82d51
5e5855 387c23 c0e8b6 01d833 9e7bf3 9a1db2 cfb2cc aa7a88
9f4f11 bef123 8faf44 458065 01e7e1 694e84 a670d8 e399a5
ae0d0b a86e5d d9e72e 81b434 01ea9b 3576f2 6b688e da93d2
6f533f d0a786 0ea90c 01f11b bfdce7 0c56fb 6c729b b27dff
fdc8bf 9b412f e74f00 01f13e 5974cc b7aadb 5f5669 c08a8f
ac0402 e7bf2a 676e5e 3aab5f 01f1a1 c4d8e2 ac90ca a127a1
96341c e36721 e2dd05 74a782 01f1c9 556ec4 c893c0 7f526d
e77e3a 6b5d15 dfe073 a6b69d 01f1f1 4490de 8a19e5 d21378
865c4d f47417 9c9784 e4e60d 01f2a7 078fa3 aec3e5 5451b2
8b881c 01f45b 0e6a42 48afad 086dfd a597fc d9d2f3 a42397
c1a691 c5eb0a 398b2e 01f4d6 a1bbf6 5b5969 8b87a1 8c46b3
b1cca2 01f50b 565c57 439150 ac76f7 8329e6 d190be b64893
7ba013 01f620 28987d d0d6de 772deb 905eac d394ea a71a1c
b42607 c6dfc5 01f62e 06b35d 565a65 c11fd8 f27aff 8e858e
9a4506 d2850d b4d5a0 01fa11 2b8c67 bb4bf8 67576d c6abcb
b22200 827d5d 94bb05 01fa8d 678fa0 1963f4 833d7f e7bcd2
da6255 01fb59 93b0af 27aceb 725ef3 dfd8f5 70667d 992b3b
e67e03 7a5210 01fb5c 7d827f 03a6cf ccdbfe 4555eb d1b0b1
7a7b7a 217624 21b84b a6b2ac 01fb9d f358ef b232a1 ffabf2
755130 abf618 44b75c 01fba5 4b64fe 625790 ad80bd fdb5db
ae9233 edc500 046a53 01fdc8 55afb4 ddc8ff a275e9 953797
c6cb63 818b15 75b392 01fdeb 6f5cf8 5f528b c67bb5 8e4f57
a43809 fb8d40 01fec1 056c57 869da3 ba92f1 a148df f0c3ef
d01206 c4b60f 01fec1 a2c0e4 567ff6 675691 6514fe 917078
a04d25 e96902 b7b9b4 01ff10 079075 495d69 7d1ef1 e982ef
dede75 7fab47 afd8ce 537871 0247f9 8c69b1 e094f2 ac1828
f96702 914c1b 8a816e 43de82 578095 0c9df8 a8b8ce 0249f9
d9d940 32832e 849b92 4ae3af cbddf1 024df9 b66ec0 ad246d
5d6800 a6c298 34fc0e 20be12 497b7c 0250e9 c076ea f6b3ee
e9bf1a 477423 9ce5a1 0250f4 8d99e9 e7d2fc 9b4792 84777a
b4473a cb851f e0d429 c6dee0 4999da 616872 0250f7 a99ba6
e38848 cce41c 9bccb0 489d93 0251eb 756faa d5a2fe bb3352
6ce556 1a6b0c 0aa63b b4b8ba 0252f3 9669b0 d28ff4 c10e6c
8e6359 cfed23 98b622 2397f5 0252f8 9b0e78 cf4d97 fab1c9
bf8d5c 726623 9fd709 1ab6db 0253e1 706da0 a81e65 edd4dc
e3ad84 82ff19 ccd5d5 0254ee 8b8cf7 9f6988 a2163b e34648
c1312d ed8131 5e8877 25c996 0254f0 b982d8 714687 fecbe0
a27d7d 705249 f9be9d e77837 07a6e5 0254f6 d3daed 61659b
935c30 f3dc0e 8eab44 8ae3eb 0255ea 6b6471 b178ce fc94ac
efd1c8 397b27 56e934 30ab81 0257d2 867cb9 bdb0eb 76556d
9c7566 8ccb81 126e0c 6495ea 0257f5 6e6d89 edc0f9 a9a0ab
735244 aed914 029625 10cb7e 0259ec 6d727f bb92e3 f2c9fe
9f3915 c17617 e2b627 25b988 437a6c c3cace 025afe 826eab
ac7f68 6d6b06 dde171 9fae17 a5e1dc 6a9bb0 025bd0 9d366a
c23225 cfb329 8b8a7d 51fba4 b8ccce 25a2b7 576878 025fbf
c82403 b07d6a f2d2a6 a8b019 556a71 acccd7 48a8eb 0262b7
6d6a00 2cd355 bce8d6 02639c 727cf7 ebbbff aa95b0 a7656e
8f4e2c d39260 9de515 5d9c97 026678 ac8ce2 b228f6 f4d0e3
71613b d5dd4b 909b0e 84b1b1 7ef1fe 02667e df86f8 cd0fde
ae6b1c bac917 04f6b9 47a894 b1d1e2 0266b4 c887f6 625661
994a09 f68b2e 05faa7 33ad9a 026878 9248da dfbffc c57fe8
a24c07 ebac0b b5e0cf 03af80 026959 7068f2 e5befc 8e7599
e72602 70bc66 78f7c8 026960 8b849c c3b6d4 a514f9 f05af7
a80900 dc5449 e2dad8 05f379 026bbc b7a6fb 74546b bd99ab
d5c4b0 928f8a 4fb33a 03f84f 026c4f c5daf2 9529a5 f464cf
9e9f05 c7d827 697650 32cf88 026c70 7f2dec c263c0 fb9ae9
765b33 d1c2a4 33d116 687a76 026cd5 c4ddfb a198e8 9c0b7f
9a3d24 929e04 bfde1f 41fdb0 05bf86 026cea d892cc 645460
ecd864 afa80d 026dee a2b7da af6891 942c5c fa8090 d6162d
f9d206 2e7201 66b350 7b7c7b 3ff0af 026dfb b9a6ec a4359c
9f7f60 79511c eec703 8cc89d 027074 17a1ce d7d1f4 8748eb
b4b326 027131 5af8a7 889898 c4d3db 66a9fe 9a4bf8 984a8c
bb9f76 e9d9a6 698104 a1d011 027152 5ddbdb 8292d1 a423e3
e5a3a1 96b71c cbee4b 1e6e3f 91e4e4 43abf9 0271ee b66b7f
635856 a2752c b1b956 709481 7ad1b1 0273d8 fcb5fd b0158b
9aa10f 79f240 d3e0cd 027424 43a881 6b6a86 a957e3 ff8dd8
645856 edc3aa 54e20b 027508 03a81c 868394 cc22d6 fa76e7
9e978a 8ad618 027528 6912fc c053f4 fd85ed d61493 ecc6d7
8f4742 f3aa9e cd652c cdea38 6f7c7f a5d2e1 0275ad 5aa4e8
c31903 c8bb18 4d6551 8cb398 76f9b2 0276f3 d3cfed b56497
e2a924 3b7630 56b68b 5ff4c5 0276f9 c8bcee 997ba0 8d3270
be9537 e0d204 adecbb 02774f 95aba5 4fbafc 7b6b93 b92df7
6b943a 5ee70e 027873 cfd5e9 7842bf b97ebd f68c99 8f383d
ba740c 94967e 33ee34 646867 027aa6 799fee f6bfe0 af0e2a
c4891f fbc33d 98b591 11f6e3 027bec d4a2ff 764f8b b24651
746766 b55220 dfd2bb d3a321 027df9 3f5e92 7e8da9 b2c8fb
e0b139 75671d 97ecaa 6fb38a 027e79 ccc9d6 ab92b8 d01dd3
6f504e ecdcad 7d854f 54c742 027eeb 506388 cdd1fe ed90b0
579b02 34de72 bfd5ce 027fdf c7a6ea 8b4783 9d2537 ac8283
b78c78 e7c5b4 5e6f06 2de020 7c97a7 0280e7 cfd7ee 834769
a5180c d1c93e b6ecb3 96aeb1 37cbff 0281c6 64687b e46067
e4ca5a 028709 acdfd2 42c2f7 054dff a567ae a72d68 fc5b66
9d9696 f1b126 5b794e 60fbd3 0288ff a5b5ea 7d0cdd a35da1
bd130d f1591c e3c762 828888 b9c6cd 0289e6 64befe 525b7e
eacdbc 9e9b78 aef50c 028d17 5ed6ec 6d6a6d 9c038d e33ec7
c4ca04 858d0f 5abe9a 028d63 bfdbe5 66556f a001c9 bd77b1
9e3201 e46d2a aedd21 59c996 028f7f b188db a116c2 ecc9e9
f09741 87643f 999587 cce1ab 5f696e 80a8c0 0290f9 2864a1
d78325 eecc61 727769 8ea8b6 0299f0 3052ee d9d7f6 c4050e
c2ca2f 536a48 029a1e 25d59d bfd4e5 8e46e3 c677cb 784774
b73622 f8a30b d7e1c7 8faf77 558075 59ebfa 029ae7 8631a9
80796f 8dc959 029b15 58fcc6 7856e2 e2bee7 c27fba 903d76
d49183 b5e582 029d1b 1dd9f0 86899c ba71ff 842fc3 ad3357
9b4c0c b48b1b b2e00a 26e79b 029e87 0b53de ac91f2 f6cdec
939a8f 029f17 3be27f 7102fd 8b5dba fb74fe d5c5cf a13d5a
dd310b faa31d c7ca98 91967b 7de5e8 029fc7 0362c1 8d3863
e4b69b 8e9f07 c4ef44 17760d 41eeec 02a1a1 6f488a d603f6
8d8558 40670c 7be132 02a1f3 d6cff7 8537b0 b55183 f884a6
fb674c f1b4a6 8e513f 7df411 02a1fe 67689a bdb9d3 90858c
ced3b3 7fcc07 41694e 02a242 6e01fb 868089 aa4dba dd85e7
b01e0f f5aa15 02a368 07fab5 78768a bfa9c6 d74feb 8d269b
e3dd4a 7a7714 96ab04 02a583 50636a a1d8f7 9825c3 bf7acf
3a692b 69f94b a6b0a9 02a653 9a4698 d373cd f9b2ef 7c777a
c0d413 02a745 7af2f6 2f5bd2 98aff4 a7022a 786e6f f79da0
bd4818 e6932a 9e987d c0dfa5 447373 02a7b7 86dbf7 8534bb
dd5e24 eaad6d 596e65 abd0db 02a7fe 721efc aa499f ab899e
ca5b34 b2c72f 74edc3 02a89f 576673 9b48d3 e980f9 a7083d
e2ae7a 775b1c d6e909 02a901 a5a7a8 a1d6f3 535c73 9357d1
d14714 f4cc48 6bf7bc 02a970 087172 97bcc0 7a5fc9 be99f7
cfd631 02ab17 40754e 0fdfa1 a134f8 941490 fd83f5 d4489d
947673 cda78b 6d9e10 366f1c 4eec31 02abb0 cfd8fe 8d6dfe
ee9e8b efdf05 3d6616 02ac0c b0d4ec 1662e4 b78efb c2456c
d64224 d5d9b0 76e41b 02ac91 0d6d79 7e4ad7 c094f4 903a43
9ee304 12842e 2bf6f1 02ace9 8549b3 96275f c66485 fc96af
8b4a21 cea01c 51ed9f 89aca1 02add1 c7dce7 757987 5265d1
fb832c c7bcb3 655f29 76effd 02aecf 475ec3 9d1267 fb0867
a82400 cda99a 8da221 5dec2c 5f8c90 02afec cfdae5 864c9f
ebdbb3 247a10 10fe28 02b244 aec1cd c241f0 9a3080 928b8e
b03f0f d5bc1f a1aba5 69f7a6 1d835e 02b2dd 9400b4 8b6b91
c26605 f2ab09 67f5a4 02b386 526564 9ba3c8 e2d8ec 944ca6
904616 b68807 f6cb37 1cfdbe 29806a 02b3bd 8a73ea 6f5b87
adda32 69a939 267a19 02b4db 8061c0 9c276f ae6b7a fdc8d1
774f4b d3771e 6ce93b 02b5fd 0459f3 666ca2 a39cac eed0e2
f59d98 30f93d 02b60e cddbdf a49cba 983de5 9d2482 ae6f7a
f9bf0f 807200 02b786 91f1e4 4f5d73 4c44fb c0acf1 9571d8
ad9a57 796d31 e8db43 9bb7b3 106861 02b9fe 7523f3 be43aa
e81a01 96e223 02bc69 15ffc4 9b6fe7 72507e d1b4d9 9f3e43
7c7a09 94b61c 87f2aa 02bc88 245dd4 c276b3 ffb5e7 ab3e70
efd4d4 cd4d23 9d987e 91c43c 0b7c89 02bcde 9301e5 8e3946
d3dcc6 80ee07 02bd45 46855d 4549fa 62536f a46cc8 e79cf3
7b6436 bdbd43 40f9af 02bd97 4d797b b1c4d9 937ed2 6e3bbb
784e2f e3cd27 85850d 02be78 97e2f4 5860cd d279b8 ae0d72
bd6309 a2cc0e 646f5b 02bf80 075afb e5b3ee 834278 a7789d
edda61 5e6220 99ab24 b0cfc1 02c0d8 397bf0 974d92 d04c6d
a83f1f cc853f cfd68f 02c1b9 99ebff 8d87e1 6741e4 92627b
955f52 e14505 e4c632 83af71 b0edc5 02c2c1 567da9 7e1fea
b4e901 02c353 7ef4f3 bda0ff a244fb 83427e da67ad ba3352
9a4a1f c0be4b bfe7d0 13926d 02c4ff 60597b 9d3de7 d97aaf
1b802a a3ecc6 02c862 9a9afa 8560bf c2b7d2 794769 ae7288
c7c5b8 516616 75a93e adf07e 02c8de 6d6fd9 9b3a72 d4698c
645b4c c9c912 459541 9dc5a3 02c9f5 7f4afa a12c85 ba7ba5
7e8475 b8ed99 217c0f 02d022 933afa ce7dcf 97267b decfd9
b9dea6 02d026 566158 989d99 049343 9b27ea e9ace5 bb5da8
a74c3b fd5803 cae731 02d09e 7d7f82 5a64ec a7a5dd 7c4f88
b1990e e9d440 0d8750 02d0a4 c2e4f6 a69fff 8f22ed bd4fa6
5c5959 b06843 c6baa8 02d10a 437d9a b4d7eb a689ff 752eed
a42c05 e6d107 819253 426e5b 02d1a2 b2bfff 844cdc a36196
755801 eae314 9daf31 02d2a0 4e878a b4dfe7 7f57c7 f574f0
f1ba83 73633a 84a203 bae3d8 279e9a 02d5f4 8162d0 8e3179
c61804 02da14 c0d1cd 466184 8958f9 a48ac1 be6c78 8c3a45
8fae5a 68794c a5ed7a 02dffe 2052d8 b478e6 8d507b e690b6
8e7e76 608b13 02e134 aabbb1 4490cd 880ff9 f3b9fc 754c61
ed6f52 ba3105 efdb1b bcd9c9 02e1fc 2b6675 8295a8 ac4dca
d40502 e07367 c8e744 02e2e9 319cc1 3e6180 9600ea 9b3c4c
c8b2b0 ab7c6e df6700 6e5724 02e664 4f8799 a2a7f5 9e25f7
559820 bfe8c0 02e819 a793da e0c9ee 942aad a3084d bd8794
d75701 99d404 1baa70 02e8aa 2e6660 9051f6 dbcbeb c983e9
63574e eedab3 82cd42 0f9b47 02e9fc 754ee5 aea2b1 a8598c
943f11 f2780e a38468 b0ee28 02efc2 3685d6 9898ab 6b6a77
bfa19a 775538 bc7630 a8d359 02efee 437285 5a9ef4 8a1ae9
ccca4a 386d23 59a768 02f1b6 d5def6 b127fb f96cd5 a63b83
a24737 b68c61 02f449 47949b 455f66 c2c5c9 8f4ebb fe6feb
8c6c4f c4b08c a7df2a 56ac03 02f4d4 566278 1161f7 ab8bfb
b2a5a5 a37048 e8dcc0 75d72d 02f5fe 6d8cb6 195dcc b72a74
e48b80 bd523f 02fa55 3260f1 abb1d4 7780b5 7a576f f9d0d5
a08078 6e9f14 9ae36b 02fcec 38b4b9 0a758b 973bf7 99323c
9b6b3e a3b055 02fe0a 4e5c69 a1bdf2 8a53d4 e86e9d eed6db
d97763 9c4532 dfc89b a7ec0f 02fef4 8a8ec2 5a5971 ac36fd
c85e23 6e665e f1a11c aed197 02fef7 06b9fd 1e5eab b29aa5
8b5133 938882 cc7a0a cec0a0 02ff34 187cf8 94b3da 535883
c89e0c e3d68b 696529 36af89 537776 a5ecf7 0346ff 9f72fa
856e6b a73815 bf8a0d 9ca792 93f05b 0348fd 6169ac ffb1f2
f26e00 d7c17e 6ef4fd 748fbe 034aff 62599d a54e67 c2030f
d37252 bcd61b 9be9c8 034ffc 7d7bcf ce99bd 8e355b bc0d14
bede3a 247205 74b87b 6df7da 0350e6 937fe2 efaafb bc3b77
7d6947 f0d9a6 4cd300 568dfd 0352fc c0b5ef 97197e ed5a90
944f35 8ab32f cfdec5 19ab89 66717e 0353e6 d46de2 ffaff4
b8563a fed86b 868a84 9cd0b5 0354ec dbcef7 dd7bdf 805477
a66716 f8bf34 d2e5b4 84d1d1 4a94ba 0355fc 615288 fb6873
9c4329 fb5400 a0f71a 0356e7 647cb1 adacf7 eab4c6 c3757e
e0350b e29c80 78695d 84ee06 1ba3d0 0357fd e4cdf7 8d308c
b88f57 875d05 d7cf58 c0e3d6 58d1ea 0358cb 748bd0 838185
9b564d e34c10 dabc24 66ae8a 99f0e5 035adc a682c7 62546a
cb9c46 b2ee8f 035bf4 8c8df8 794386 937a96 eacad9 cd4051
8f5d3b c2c921 c2e4c6 889b8c 23f0fb 035cdf 5c5574 c582c4
b49b58 f4d165 706d05 a5cfb5 28cae3 035eb5 7983f7 be5a76
be2402 8d8a83 c4ee65 7fbf71 4c6058 035ee4 c67abf dbbad1
c65906 c0be1d 486247 57ad7e 31feba b3cbde 035fd4 af73a3
ffabab 81772c 48d115 4b6961 035ffa dac9f4 8b3289 f749a3
7e5337 f3c82f 0cae5b aacddb 495d6b 0361e6 8a7fa7 c993ff
ca940c 797560 a1a999 4bf793 0362a8 6c94b8 e6d5ff ca0c12
b91f09 a9a33e 557557 48ffa7 28ad94 0364a6 9b79fc feb6f0
576f51 65ef5d 1aa237 0365c6 bfc0cd dc86fe 918b91 932a6e
eb5b38 6e5245 8cdf2e 969a9a 5e748e 0365ee e2d8f2 d887dd
b51a08 e96c2f f8d3a1 807b70 0366e5 818ec5 d2cbf4 7f3e87
f1611f e8db5b 595e38 bdd1c3 3da07a 56cbf7 0366f5 82809e
a83906 c69310 f2df5a cbd6ce 036860 07c7f1 617fed 888da1
cded2b 8ab72f 638050 68eaaf 036867 a676cf 8338ac e2a6df
be3a15 f7813d e7e31b bad9c2 6ecdf7 0368e3 ac8394 7e5359
a82604 79685c 86f132 a1aaa0 28bc45 647c92 0369cb deaae5
b58b31 ebbe1f 848482 c2e7b9 2a6b2c 71bed0 0369df a7157c
d5610b f1c645 3ea871 036a4e 78dac8 7246f5 6b5a80 ca75e5
8d8924 c9c20e 036b3a a5eee3 43a69b b8a4fa 8549d6 9e2c74
8d544c 93a393 29a42d 4cf279 d1dfdc 036b82 9740ef fb82da
a6261b b39136 6b6f65 a1e852 24f7f9 036c9e 7da0dd a5a5aa
e4bfb9 f18a37 036d1a 0e9ffe 92a6bd d1dafd 8d24e7 f01981
aff535 5fc158 26faaf 036df7 d6c5e1 904379 a59299 bc1a27
afce76 48a800 036e24 9ce9fc 0cbdfa b236cd 766274 ff60b7
76e055 1ea608 03700c babcbb 8530f0 c17be9 ffb1fe af5a78
a76e1f bcb76c 70f3e2 84aba6 697073 0371ff 79408b fc8cfa
ed8639 c2dd9d 78ff01 037201 729184 9252df e3aaf1 9f3480
edd5c8 a0663d d89e58 7f988d a7dffa 5cafec 0372ee 63575b
849e02 c2d082 037509 b3dbee 18adf5 8753fa 85548f cb8084
847973 c9d2c1 49a626 5be860 037509 b321e3 e386c7 9e1873
b4ad13 03763d 23f0ae 2aaaa3 d2d4ff 9540e8 9e1075 f23b77
908a8a f0da7d 0bb10d 03772c 55e7cd acb2ee 5d5b60 aa26de
71e664 d0dfd1 037730 20af65 8c8ba7 e1aef0 c31aeb 9c0879
755c02 bbce3c 7f9a00 2fad86 03786d 90dad7 bf49c7 fc76fe
963432 b8a698 b37d1c b3e07f 03787c 80eafe 69a1f5 a131dd
ef8785 a68418 c6dd1d 9fbfd0 27acfc 0378c9 6c7885 93344d
e9b11a 9b7802 d4d3b5 037955 6ff5fc 95afb3 6584fc 6f3aba
e68316 ffd31d bddba1 037a54 21b9e8 7c70fb b6289a a3909a
c65d28 e7a401 89ccac 596d69 037af8 cfbfeb 9588aa 990a92
a49077 fe9106 d6de8f 037b12 a3d7e0 979ad5 8b4bf6 965195
f5b4a5 b16e05 2cf613 037c78 7898f1 bcb8d2 9725c7 992c3f
e69d32 acbda3 037e17 7ee1e8 8c7ddb 783fa6 a38a9e 9d3761
9ecb44 037e2f 90f5b6 aa7ff5 793bd2 945c93 e7afd2 e47586
9d6e31 585c52 86e27f 7d9787 037f94 45a5fa 8026f7 ccb8c5
ab9070 a3d845 038000 099de9 7a8f9d 752fc6 fcc2e3 b40968
84542d ffc000 809b11 c5e5a3 40b689 038085 cb9fd8 dd0dde
90796f 4d6410 779c27 60ed46 03819a 7f28df e04df9 fecddf
eea700 038528 4abe7e 88f5d4 c8b8ef 655e6a ce1dd7 a980a6
796b1e ccbe29 80a367 ace5c8 038886 0dbdbb 7230cd ad70e2
92a609 c3eb2a 5e7710 86baa5 038969 d1a8fb b149df 8f2d7c
af0c06 e0ad95 bfd621 b8e8e0 038aca 94adbd 735c72 f1384a
ddb06b 038b1c 59fdcf 45a7e3 c8d2f5 783ba2 bf708e 9c3559
b98030 5c5d29 b5ca13 4de3a2 038b7f 9e1799 fdb5fa f326dd
de8700 d6d868 7b9692 a5c9c8 03c7fb 038db3 6f24ec c32e54
dbc18c 719719 586443 bcdee7 038dde 66c1fe 2c608c b97f86
eaafaf 6d621e 8bc118 038f78 8ee3f7 53578a ac92bf ca34f7
88fd42 2cc85f 039041 909495 d2d7da a039e1 df9eef a03474
85433c 738e42 95d340 59fdbc 03918e 714db2 a470ff e19deb
d2e637 7ab104 03934c 4fdf9a b372fa 7640aa e193cc 995577
c49b7c bcd040 5d6750 039411 97c6c5 06acf8 8c2a9a c55990
ca580f febe07 b4aa7b d5dcce 0394cf 96cae3 2a59b8 6d6a6f
b69393 fdb946 d7d6d3 039838 9eadcf a26bf8 821dd8 ba3888
d4e90c 039936 5be09c 364fec a0a1df 6f6698 9f8c8f 8a3e49
ba8c0e e0e21b 8bb284 4c7654 06dbe1 039a9f 9e73f8 9d1c9d
d6c7c7 ca8c0d 61fa63 039d93 adbafd 6533f9 8b6ecb 943046
d25429 ebb55b b4e6bf 039df6 5b56d5 b1aab5 81718a 884350
b78676 c6d436 466334 73ecff 03a0ba 923ddc 943e6e ffbbbc
4f6425 73ce01 03a237 3755fa dad7f4 9784fa d2118e c59ead
a22200 fec428 6c7263 a9eeac 03a42a 5349df 9783ef c1b4c2
bb3f06 d39b01 919b83 b0d797 41f6f3 03a4c0 0959cb 7f516b
edd3c9 958c24 6ce75c 176a5f 03a5e4 cbcffa 7552fd d83f95
bcd954 03a646 1c6a5f c290fe 8b18f8 a05bae f8c4e9 e679a6
fbd700 25741b 2df79b 03a668 a5b2b4 737281 962eca d780f3
fcbe00 1d7807 a1e59e 03a688 b897c7 e3d9e4 bf36bc 755065
625e02 b6e75a 748773 03a720 6346f7 df52b9 973678 f4acdb
d6d974 03a955 6df5dc 913ef0 e86bfa 855085 a68aa4 a22549
ed3210 93e832 03a977 3b6e71 8562e1 e7d6fb cc96e4 a62638
71bb3d 8ff6a5 03a9f2 603be3 bab4c5 79698a 9e4150 bb7f82
e4e300 aec4a3 03aa34 366a4d 828889 752cf9 9b3f96 f170d0
8b4d02 e99b01 ccdbb9 8aa8a9 03aadd 9adbf1 4b5ce2 dc2f6e
f2ca72 969212 b3b9b3 117d48 74f6f6 03abd1 704ba5 bc628e
8e3f23 03ac17 58eb79 cbe4de 4b6b77 bcadd8 7e28df bc5ed8
bb9793 8b481b cfd9cc 2fec33 03ac2c 9798c2 744ce0 7e686e
e28581 85f55d 189810 03adfa 9db2bf 6c58e4 836f9a b8095d
e32a29 f7a337 63f2a6 03b0f7 63768f 2f57df afadb2 873f55
b99290 a0382e dfd0c2 32f332 03b204 196af3 a0b5e4 595c65
685a09 cee10a 03b24c 90d1d6 2870ab a890fb a4255f a9808f
af7e04 b1b799 747b68 0cf852 c4e3ec 03b2e5 417597 7f0fd6
8a5914 b9ce8a 8cfe00 03b322 b67cff 9737de e09ace c82e76
b14a47 fd9c25 adb5a2 ade4f8 03b3ff 6e68f2 987aa1 7d4176
777a6e 2f7902 03b444 9bd6f4 be81f7 8222d5 a05099 fd9aa7
884738 b19746 e9d204 a5d1c2 03b4fc 8193a6 536ff4 6a5a82
daa197 d8ea1f 606d33 03b50e 8ae5f0 04677f 9f9cb7 db39e7
d5e960 03b522 1b7b2e 96d6b4 ae0ee4 f9b1ff e150ac a40e6a
bab299 bff153 497048 03b604 2b66f4 a1bbfd 8d3991 cc6195
ec1804 d5b042 a2b3ae 03b6da b5e8f8 655de3 8d2f75 897176
ad0201 92645c f03f05 dcbc66 abdac2 91a09f 03b6e7 7650bc
fdceb3 905b30 3bf506 03b90b 3e6e6b 134df8 806fb5 b8acc5
ae1e04 b6b3a2 67835f 20f530 03ba23 267ab6 fd98e1 665460
b5f40d 8b9883 2c8236 03ba26 48ee9e a33ef2 cfa2c5 982562
a72821 fac097 c5f100 03bd16 a2cff7 8a919e 586cc9 764a5d
d38c66 8d4a02 e5d543 bfe7dd 3a7d81 03bdd5 975de9 6c03fd
8a531e 98a814 d0e573 9fd1be 03bde7 5668ab 605763 c77583
9c2c23 e97008 edde4a 03be7d 38806f bad5fa b197f7 9f4eec
7ff122 03bf38 564fad b8a5f2 856a83 eacee7 ae1a3c d0939e
9b7e07 b0ec3c 1f7153 32ffd9 03c0a2 9a29f5 caa6e5 bb3e99
c72416 b77a72 fccf99 9dad27 9ec4c3 03c0f8 686ef1 66585b
e4cf04 348f2f 3ffcb2 03c279 a9bcc1 7740a3 ce71e4 a33b64
cd910f dce129 5d752d 03c290 b5cbe5 4955bc a889be 7a566b
87450d 85a945 a4ec9c 536d5f 03c3ad 6f5480 c24bdb f598fe
cb0d09 03c604 76f97d c1cfd6 5372c9 f08cff a18ba1 7c4965
5b8539 a2f068 03c67c 384cff a88ff0 e1c0e2 885285 b384a0
e3ab38 756509 629368 a1edcd 03c8c8 724eea aa81fb 9a1d7e
b22416 cd9282 f85e15 dad77e b4e8db 03c9e9 986fdc 826066
a76501 ecda99 03ca26 25745b c7cffe 6b00ff 934ec1 ee71af
dd7d50 64640d bdda2a 03caa4 a7e9f2 71869f b95af9 b43a69
d9cf38 58861a 03cc98 aee0eb 1f4bf1 8283fa b885ad 8e526e
993017 fa8021 6e766d 03cda8 702cf0 e3bdfa da61fd 7f518a
e5df6b 656740 1bac01 a8d3d0 03cdfb 3a647e a16bf6 c5868c
9d8872 5b7307 a0f4a2 03cf23 1c7dc7 969eb9 d6d1db 9d2955
e7c617 a3b285 558240 b9dedb 03d0fb a64afd 6b5373 ea6caf
f2d4bc 477045 03d25a 169497 c3c8e2 9a34f8 e570f0 8d2a90
a5e022 336806 209d5e 03d595 959cbc 7055d7 fccbf8 7e4e60
d5beb0 9a6115 606b5f 03d633 c2def6 7a91ba 0b4ffb 73438e
fabe81 a36b00 8a9281 03d9d6 5867cf 8b98fd 6f5e7d a21443
917968 cbbc57 afd7c3 03dafe 8b97a7 e812e5 853c6b c40b11
a95a56 ed8539 c5e696 03ddf6 699ea5 6b04ff af58ea 6c5977
f4cc08 5a5e43 11ab41 03dfaf e4d7fc b792ed 9048e7 98417c
a1451c 8cad7b b6edab 667365 03e126 4a92c9 5a2df6 cec3d3
615754 fbc8b2 5d843c 03e12f cfc9ed 925af4 9c4189 fb689a
968e10 c9d4bc 03e151 738d83 1171f6 e18ade 9d3b84 a90929
ac0d05 c57219 809e8b 03e176 187264 b48af2 904cd2 fca7c9
ba710c bdd8b6 03e717 627369 5a66fb 704d81 a094a2 f38ff0
c86915 b7b8b2 7f8474 03e83c 5898ee 2b47f0 fcc7fa 904a8d
c2b08f 586d4d 159c0c 03eb23 bdd6e2 8f7ec9 831be3 7f446c
bdb653 03ebc6 3691fd 889ebb 5c50c5 7d596b ca7b80 c92831
f67951 b8ef8a 03ebe9 1795ef 0f53ee 7b7d95 af215c cda5a8
ae2500 8d9818 565c4f 03ed43 9ec1aa 229391 7c68cc e4c2ff
938a89 b7eb52 42642c 25970f 03edc2 d49ef7 b309e2 6f5569
d02824 baa432 c6ec1b 8fb8a6 03eef7 7b7d83 78477e db4fcf
