# colors_mcd18_mld2_nc8_cvd100_minj40_maxj90_ns10000
# Python 3.6.6 |Anaconda custom (64-bit)| (default, Jun 28 2018, 17:14:51) [GCC 7.2.0]
# NumPy 1.15.1, Numba 0.40.0, Joblib 0.12.3
# Python 3.6.6 |Anaconda custom (64-bit)| (default, Jun 28 2018, 17:14:51) [GCC 7.2.0]
# NumPy 1.15.1, Colorspacious 1.1.2
88e0ce 5783de 0045fe c4b5f7 a62c23 e37a34 e2de3e 65756e
01c5bb 0970ab 9194f3 8d480e a6892b d5c54b 6e7169 a2f1c7
01c5fe 4867c6 a183a6 894c50 c74214 ec8651 cdc4b3 94fa72
4e52da a584f8 ebc5fc 77627e c88a9a c0eb99 5b8441 01c60e
01c6c9 72487c c21ddf 9a848b d95200 d0b82a badbba 446b4e
0a8d9c 01c6ed 6d45ef d5cccd b67f1f 71562b e9b434 80a588
01c7b5 616c70 cae0fd 6070ee c3a2fd 8f4b36 be8160 e6be16
01c7ef 376473 b25aea e479ab 80571b c9bb20 779d56 d6e0d5
91a8a3 3a5f7f a262d7 d896f0 da2f02 645f57 dedbd6 01c85e
abb6e6 7a81e7 7338d5 b55f90 6e5054 e3c8ca 01c921 087d19
554ff0 b28aef 903089 efb6cb c77496 6f7746 bef006 01c955
01cab4 3b54c7 6b7296 d8daff af79f3 cf576a dbcb0a 6a6610
01ccc4 41767e 0348fe a472ec b90e27 e8684d e2dba8 a8e70c
758681 841eb9 d84afb eaa5eb a52e2b fd5438 bfe037 01cd9e
01cdcc 6d11ff 705581 bb4feb b4382c bec626 ade8bd 4d8576
aee3fe 8782ce 6a34e0 7a5976 a8949f cbcfb6 01cf09 028850
5a857e 01d1f8 2e5af3 783f8d b00440 f1c1be ef8c60 baf324
ace4dd 329bb5 01d2ff 784ca8 94506d bc8863 decd00 2e6d27
789691 565ace ae80ff deb1f7 b82d51 a87706 01d82a c4d8ca
9e7bf3 9a1db2 cfb2cc aa7a88 5e5855 387c23 01d833 c0e8b6
01e7e1 694e84 a670d8 e399a5 9f4f11 bef123 8faf44 458065
3576f2 6b688e da93d2 ae0d0b a86e5d d9e72e 81b434 01ea9b
bfdce7 0c56fb 6c729b b27dff 6f533f d0a786 0ea90c 01f11b
5974cc b7aadb 5f5669 c08a8f fdc8bf 9b412f e74f00 01f13e
c4d8e2 ac90ca a127a1 ac0402 e7bf2a 676e5e 3aab5f 01f1a1
556ec4 c893c0 7f526d 96341c e36721 e2dd05 74a782 01f1c9
01f1f1 4490de 8a19e5 d21378 e77e3a 6b5d15 dfe073 a6b69d
078fa3 aec3e5 5451b2 865c4d f47417 9c9784 e4e60d 01f2a7
48afad 086dfd a597fc d9d2f3 a42397 8b881c 01f45b 0e6a42
01f4d6 a1bbf6 5b5969 8b87a1 8c46b3 c1a691 c5eb0a 398b2e
8329e6 ac76f7 d190be b64893 b1cca2 01f50b 439150 565c57
d0d6de 772deb 905eac d394ea a71a1c 7ba013 01f620 28987d
565a65 8e858e c11fd8 f27aff b42607 01f62e c6dfc5 06b35d
bb4bf8 67576d c6abcb 9a4506 d2850d b4d5a0 01fa11 2b8c67
678fa0 1963f4 833d7f e7bcd2 b22200 827d5d 94bb05 01fa8d
93b0af 27aceb 725ef3 dfd8f5 70667d 992b3b da6255 01fb59
03a6cf ccdbfe 4555eb d1b0b1 e67e03 7a5210 01fb5c 7d827f
7a7b7a f358ef ffabf2 b232a1 217624 21b84b 01fb9d a6b2ac
4b64fe 625790 ad80bd fdb5db 755130 abf618 44b75c 01fba5
55afb4 a275e9 ddc8ff 953797 ae9233 edc500 01fdc8 046a53
01fdeb 6f5cf8 5f528b c67bb5 8e4f57 c6cb63 818b15 75b392
869da3 ba92f1 a148df f0c3ef a43809 fb8d40 01fec1 056c57
a2c0e4 567ff6 6514fe 675691 917078 d01206 c4b60f 01fec1
495d69 7d1ef1 e982ef a04d25 e96902 01ff10 b7b9b4 079075
afd8ce 537871 0247f9 8c69b1 e094f2 ac1828 dede75 7fab47
578095 0c9df8 a8b8ce 0249f9 f96702 914c1b 8a816e 43de82
cbddf1 024df9 b66ec0 ad246d d9d940 32832e 4ae3af 849b92
497b7c 0250e9 c076ea f6b3ee 5d6800 a6c298 34fc0e 20be12
0250f4 8d99e9 e7d2fc 9b4792 84777a e9bf1a 477423 9ce5a1
c6dee0 4999da 616872 0250f7 a99ba6 b4473a cb851f e0d429
489d93 0251eb 756faa d5a2fe bb3352 e38848 cce41c 9bccb0
b4b8ba 0252f3 9669b0 d28ff4 c10e6c 1a6b0c 6ce556 0aa63b
2397f5 0252f8 9b0e78 cf4d97 fab1c9 8e6359 cfed23 98b622
1ab6db 0253e1 706da0 edd4dc a81e65 bf8d5c 726623 9fd709
ccd5d5 0254ee 8b8cf7 9f6988 a2163b e34648 e3ad84 82ff19
0254f0 b982d8 714687 fecbe0 c1312d ed8131 25c996 5e8877
07a6e5 d3daed 0254f6 61659b a27d7d 705249 e77837 f9be9d
8ae3eb 0255ea 6b6471 b178ce fc94ac 935c30 f3dc0e 8eab44
0257d2 867cb9 bdb0eb 76556d efd1c8 397b27 56e934 30ab81
6495ea 0257f5 6e6d89 a9a0ab edc0f9 9c7566 126e0c 8ccb81
0259ec 6d727f bb92e3 f2c9fe 735244 aed914 029625 10cb7e
c3cace 025afe 826eab 9f3915 c17617 e2b627 25b988 437a6c
a5e1dc 6a9bb0 025bd0 9d366a ac7f68 6d6b06 dde171 9fae17
b8ccce 25a2b7 576878 025fbf c23225 cfb329 8b8a7d 51fba4
556a71 acccd7 48a8eb 0262b7 c82403 b07d6a f2d2a6 a8b019
02639c 727cf7 ebbbff aa95b0 a7656e 6d6a00 2cd355 bce8d6
5d9c97 026678 ac8ce2 b228f6 f4d0e3 8f4e2c d39260 9de515
84b1b1 7ef1fe 02667e df86f8 cd0fde 71613b d5dd4b 909b0e
47a894 b1d1e2 0266b4 c887f6 625661 ae6b1c bac917 04f6b9
33ad9a 026878 9248da dfbffc c57fe8 994a09 f68b2e 05faa7
7068f2 e5befc 8e7599 a24c07 ebac0b 03af80 b5e0cf 026959
026960 8b849c c3b6d4 a514f9 f05af7 e72602 70bc66 78f7c8
026bbc b7a6fb 74546b bd99ab dc5449 a80900 e2dad8 05f379
c5daf2 9529a5 f464cf d5c4b0 928f8a 4fb33a 03f84f 026c4f
026c70 7f2dec c263c0 fb9ae9 9e9f05 c7d827 697650 32cf88
687a76 c4ddfb 026cd5 a198e8 9c0b7f 765b33 d1c2a4 33d116
026cea 645460 d892cc 9a3d24 929e04 bfde1f 41fdb0 05bf86
a2b7da 026dee af6891 942c5c fa8090 d6162d ecd864 afa80d
7b7c7b 026dfb b9a6ec a4359c f9d206 2e7201 66b350 3ff0af
027074 17a1ce d7d1f4 8748eb 9f7f60 79511c eec703 8cc89d
889898 c4d3db 66a9fe 9a4bf8 984a8c b4b326 027131 5af8a7
5ddbdb 8292d1 a423e3 bb9f76 e9d9a6 698104 a1d011 027152
91e4e4 43abf9 0271ee b66b7f e5a3a1 cbee4b 96b71c 1e6e3f
0273d8 fcb5fd b0158b 635856 a2752c b1b956 709481 7ad1b1
6b6a86 a957e3 ff8dd8 9aa10f 79f240 d3e0cd 027424 43a881
868394 cc22d6 fa76e7 645856 edc3aa 54e20b 027508 03a81c
6912fc c053f4 fd85ed ecc6d7 d61493 9e978a 8ad618 027528
6f7c7f a5d2e1 0275ad 5aa4e8 8f4742 f3aa9e cd652c cdea38
0276f3 d3cfed b56497 c31903 c8bb18 4d6551 8cb398 76f9b2
0276f9 c8bcee 997ba0 8d3270 e2a924 3b7630 56b68b 5ff4c5
95aba5 4fbafc 7b6b93 b92df7 be9537 e0d204 adecbb 02774f
027873 cfd5e9 7842bf b97ebd f68c99 8f383d 6b943a 5ee70e
646867 027aa6 799fee f6bfe0 af0e2a ba740c 94967e 33ee34
11f6e3 027bec d4a2ff 764f8b b24651 c4891f fbc33d 98b591
027df9 3f5e92 7e8da9 b2c8fb 746766 b55220 dfd2bb d3a321
027e79 ccc9d6 ab92b8 d01dd3 e0b139 75671d 97ecaa 6fb38a
027eeb 506388 cdd1fe ed90b0 6f504e ecdcad 7d854f 54c742
bfd5ce 027fdf c7a6ea 8b4783 ac8283 9d2537 579b02 34de72
7c97a7 0280e7 cfd7ee 834769 b78c78 e7c5b4 5e6f06 2de020
96aeb1 37cbff 0281c6 64687b e46067 a5180c d1c93e b6ecb3
acdfd2 42c2f7 054dff a567ae a72d68 fc5b66 e4ca5a 028709
0288ff a5b5ea 7d0cdd a35da1 9d9696 f1b126 5b794e 60fbd3
828888 b9c6cd 64befe 0289e6 525b7e bd130d f1591c e3c762
5ed6ec 6d6a6d 9c038d e33ec7 eacdbc 9e9b78 aef50c 028d17
bfdbe5 66556f a001c9 bd77b1 c4ca04 858d0f 028d63 5abe9a
028f7f b188db a116c2 ecc9e9 9e3201 e46d2a aedd21 59c996
5f696e 80a8c0 0290f9 2864a1 f09741 87643f 999587 cce1ab
8ea8b6 0299f0 3052ee d9d7f6 c4050e d78325 eecc61 727769
bfd4e5 8e46e3 c677cb 784774 c2ca2f 536a48 029a1e 25d59d
558075 59ebfa 029ae7 8631a9 b73622 f8a30b d7e1c7 8faf77
7856e2 e2bee7 c27fba 903d76 80796f 8dc959 029b15 58fcc6
1dd9f0 86899c ba71ff 842fc3 ad3357 d49183 b5e582 029d1b
0b53de ac91f2 f6cdec 9b4c0c b48b1b b2e00a 26e79b 029e87
7102fd 8b5dba fb74fe d5c5cf a13d5a 029f17 939a8f 3be27f
7de5e8 029fc7 0362c1 8d3863 dd310b faa31d c7ca98 91967b
41eeec 02a1a1 6f488a d603f6 e4b69b 8e9f07 c4ef44 17760d
02a1f3 d6cff7 8537b0 b55183 f884a6 8d8558 40670c 7be132
02a1fe 67689a bdb9d3 90858c fb674c f1b4a6 8e513f 7df411
6e01fb 868089 aa4dba dd85e7 ced3b3 7fcc07 02a242 41694e
78768a bfa9c6 d74feb 8d269b b01e0f f5aa15 02a368 07fab5
50636a a1d8f7 9825c3 bf7acf e3dd4a 7a7714 96ab04 02a583
7c777a 9a4698 d373cd f9b2ef 3a692b 69f94b 02a653 a6b0a9
7af2f6 2f5bd2 98aff4 786e6f f79da0 a7022a c0d413 02a745
447373 02a7b7 86dbf7 8534bb bd4818 e6932a 9e987d c0dfa5
abd0db 02a7fe 721efc aa499f ab899e dd5e24 eaad6d 596e65
02a89f 576673 9b48d3 e980f9 a7083d ca5b34 b2c72f 74edc3
a5a7a8 a1d6f3 535c73 9357d1 e2ae7a 775b1c d6e909 02a901
087172 97bcc0 7a5fc9 be99f7 d14714 f4cc48 02a970 6bf7bc
a134f8 fd83f5 941490 d4489d cfd631 02ab17 40754e 0fdfa1
02abb0 cfd8fe 8d6dfe 947673 cda78b 6d9e10 366f1c 4eec31
b0d4ec 1662e4 b78efb c2456c ee9e8b efdf05 3d6616 02ac0c
0d6d79 7e4ad7 c094f4 903a43 d64224 d5d9b0 76e41b 02ac91
2bf6f1 02ace9 8549b3 96275f c66485 fc96af 9ee304 12842e
02add1 c7dce7 757987 5265d1 8b4a21 cea01c 51ed9f 89aca1
76effd 02aecf 475ec3 9d1267 fb0867 fb832c c7bcb3 655f29
5f8c90 02afec cfdae5 864c9f a82400 cda99a 8da221 5dec2c
aec1cd c241f0 928b8e 9a3080 ebdbb3 247a10 10fe28 02b244
02b2dd 8b6b91 9400b4 b03f0f d5bc1f 69f7a6 1d835e a1aba5
526564 9ba3c8 e2d8ec 944ca6 c26605 f2ab09 67f5a4 02b386
02b3bd 8a73ea 6f5b87 904616 b68807 f6cb37 1cfdbe 29806a
02b4db 8061c0 9c276f ae6b7a fdc8d1 adda32 69a939 267a19
02b5fd 0459f3 666ca2 a39cac eed0e2 774f4b d3771e 6ce93b
cddbdf a49cba 983de5 9d2482 ae6f7a f59d98 02b60e 30f93d
91f1e4 4f5d73 4c44fb c0acf1 9571d8 f9bf0f 807200 02b786
106861 9bb7b3 02b9fe 7523f3 be43aa ad9a57 796d31 e8db43
9b6fe7 d1b4d9 72507e 9f3e43 e81a01 96e223 02bc69 15ffc4
245dd4 c276b3 ffb5e7 ab3e70 7c7a09 94b61c 87f2aa 02bc88
0b7c89 02bcde 9301e5 8e3946 efd4d4 cd4d23 9d987e 91c43c
4549fa 62536f a46cc8 e79cf3 80ee07 d3dcc6 02bd45 46855d
4d797b b1c4d9 937ed2 6e3bbb 7b6436 bdbd43 40f9af 02bd97
97e2f4 5860cd d279b8 ae0d72 784e2f e3cd27 85850d 02be78
075afb e5b3ee a7789d 834278 bd6309 a2cc0e 646f5b 02bf80
02c0d8 397bf0 974d92 d04c6d edda61 5e6220 99ab24 b0cfc1
02c1b9 99ebff 8d87e1 6741e4 92627b a83f1f cc853f cfd68f
02c2c1 567da9 7e1fea 955f52 e14505 e4c632 83af71 b0edc5
7ef4f3 bda0ff a244fb 83427e da67ad ba3352 b4e901 02c353
02c4ff 60597b 9d3de7 d97aaf 9a4a1f c0be4b bfe7d0 13926d
9a9afa c2b7d2 8560bf 794769 ae7288 1b802a 02c862 a3ecc6
02c8de 6d6fd9 9b3a72 d4698c c7c5b8 516616 75a93e adf07e
02c9f5 7f4afa ba7ba5 a12c85 645b4c c9c912 459541 9dc5a3
933afa ce7dcf decfd9 97267b 7e8475 b8ed99 217c0f 02d022
9b27ea e9ace5 bb5da8 b9dea6 02d026 049343 566158 989d99
7d7f82 5a64ec a7a5dd 7c4f88 a74c3b fd5803 cae731 02d09e
c2e4f6 a69fff 8f22ed bd4fa6 b1990e e9d440 0d8750 02d0a4
b4d7eb 437d9a 752eed a689ff 5c5959 b06843 c6baa8 02d10a
b2bfff 844cdc a36196 a42c05 e6d107 819253 426e5b 02d1a2
4e878a b4dfe7 7f57c7 f574f0 755801 eae314 9daf31 02d2a0
bae3d8 279e9a 02d5f4 8162d0 8e3179 f1ba83 73633a 84a203
c0d1cd 466184 8958f9 a48ac1 be6c78 8c3a45 c61804 02da14
02dffe 2052d8 b478e6 8d507b e690b6 8fae5a 68794c a5ed7a
4490cd 880ff9 f3b9fc 754c61 8e7e76 608b13 02e134 aabbb1
02e1fc 2b6675 8295a8 ac4dca ed6f52 ba3105 efdb1b bcd9c9
02e2e9 319cc1 3e6180 9600ea 9b3c4c e07367 d40502 c8e744
4f8799 a2a7f5 9e25f7 c8b2b0 ab7c6e df6700 6e5724 02e664
a793da e0c9ee 942aad bd8794 a3084d 559820 02e819 bfe8c0
2e6660 9051f6 dbcbeb c983e9 d75701 99d404 1baa70 02e8aa
02e9fc 754ee5 aea2b1 a8598c 63574e eedab3 82cd42 0f9b47
3685d6 9898ab 6b6a77 943f11 f2780e a38468 b0ee28 02efc2
02efee 437285 5a9ef4 8a1ae9 bfa19a 775538 bc7630 a8d359
d5def6 b127fb f96cd5 a63b83 ccca4a 386d23 59a768 02f1b6
47949b 455f66 c2c5c9 8f4ebb fe6feb a24737 b68c61 02f449
02f4d4 566278 1161f7 ab8bfb 8c6c4f c4b08c a7df2a 56ac03
02f5fe 6d8cb6 195dcc b72a74 b2a5a5 a37048 e8dcc0 75d72d
3260f1 abb1d4 7780b5 7a576f f9d0d5 e48b80 bd523f 02fa55
02fcec 38b4b9 0a758b 973bf7 99323c a08078 6e9f14 9ae36b
4e5c69 a1bdf2 8a53d4 e86e9d eed6db 9b6b3e a3b055 02fe0a
02fef4 8a8ec2 5a5971 ac36fd d97763 9c4532 dfc89b a7ec0f
02fef7 06b9fd 1e5eab b29aa5 c85e23 6e665e f1a11c aed197
94b3da 187cf8 535883 8b5133 938882 cc7a0a cec0a0 02ff34
537776 a5ecf7 0346ff 9f72fa c89e0c e3d68b 696529 36af89
0348fd 6169ac ffb1f2 856e6b a73815 bf8a0d 93f05b 9ca792
6ef4fd 748fbe 034aff 62599d a54e67 c2030f f26e00 d7c17e
034ffc 7d7bcf ce99bd 8e355b bc0d14 d37252 bcd61b 9be9c8
6df7da 0350e6 937fe2 efaafb bc3b77 bede3a 247205 74b87b
568dfd 0352fc c0b5ef 97197e ed5a90 7d6947 f0d9a6 4cd300
66717e 0353e6 d46de2 ffaff4 944f35 8ab32f cfdec5 19ab89
0354ec dbcef7 dd7bdf 805477 b8563a fed86b 868a84 9cd0b5
84d1d1 4a94ba 0355fc 615288 fb6873 a66716 f8bf34 d2e5b4
0356e7 647cb1 adacf7 eab4c6 c3757e 9c4329 fb5400 a0f71a
1ba3d0 0357fd e4cdf7 8d308c e0350b e29c80 78695d 84ee06
58d1ea 0358cb 748bd0 838185 b88f57 875d05 d7cf58 c0e3d6
99f0e5 035adc a682c7 62546a 9b564d e34c10 dabc24 66ae8a
035bf4 8c8df8 937a96 794386 eacad9 cd4051 cb9c46 b2ee8f
23f0fb 035cdf 5c5574 c582c4 8f5d3b c2c921 c2e4c6 889b8c
28cae3 035eb5 7983f7 be5a76 b49b58 f4d165 706d05 a5cfb5
035ee4 c67abf dbbad1 be2402 8d8a83 c4ee65 7fbf71 4c6058
b3cbde 035fd4 af73a3 c65906 c0be1d 486247 57ad7e 31feba
4b6961 035ffa dac9f4 8b3289 f749a3 ffabab 81772c 48d115
aacddb 495d6b 0361e6 8a7fa7 c993ff 7e5337 f3c82f 0cae5b
6c94b8 0362a8 e6d5ff ca0c12 ca940c 797560 a1a999 4bf793
0364a6 9b79fc feb6f0 b91f09 a9a33e 557557 48ffa7 28ad94
0365c6 bfc0cd 918b91 dc86fe 932a6e 65ef5d 576f51 1aa237
969a9a 5e748e 0365ee e2d8f2 d887dd eb5b38 6e5245 8cdf2e
0366e5 818ec5 d2cbf4 7f3e87 b51a08 e96c2f f8d3a1 807b70
56cbf7 0366f5 82809e f1611f e8db5b 595e38 bdd1c3 3da07a
036860 07c7f1 617fed 888da1 a83906 c69310 f2df5a cbd6ce
036867 a676cf 8338ac e2a6df cded2b 8ab72f 638050 68eaaf
6ecdf7 0368e3 ac8394 7e5359 be3a15 f7813d e7e31b bad9c2
647c92 0369cb deaae5 a82604 79685c 86f132 28bc45 a1aaa0
71bed0 0369df a7157c b58b31 ebbe1f c2e7b9 2a6b2c 848482
78dac8 7246f5 6b5a80 ca75e5 d5610b f1c645 3ea871 036a4e
a5eee3 43a69b b8a4fa 8549d6 9e2c74 8d8924 c9c20e 036b3a
d1dfdc 036b82 9740ef fb82da 8d544c 29a42d 4cf279 93a393
24f7f9 036c9e 7da0dd a5a5aa a6261b b39136 a1e852 6b6f65
0e9ffe 92a6bd d1dafd 8d24e7 f01981 e4bfb9 f18a37 036d1a
036df7 d6c5e1 904379 a59299 bc1a27 aff535 5fc158 26faaf
9ce9fc 0cbdfa b236cd 766274 ff60b7 afce76 48a800 036e24
babcbb 8530f0 c17be9 ffb1fe af5a78 76e055 1ea608 03700c
70f3e2 84aba6 697073 0371ff 79408b fc8cfa a76e1f bcb76c
9252df e3aaf1 9f3480 ed8639 c2dd9d 78ff01 037201 729184
a7dffa 5cafec 0372ee 63575b edd5c8 a0663d d89e58 7f988d
b3dbee 18adf5 8753fa 85548f cb8084 c2d082 849e02 037509
b321e3 e386c7 9e1873 847973 49a626 c9d2c1 037509 5be860
2aaaa3 d2d4ff 9540e8 9e1075 f23b77 b4ad13 03763d 23f0ae
55e7cd acb2ee 5d5b60 aa26de 908a8a f0da7d 0bb10d 03772c
8c8ba7 e1aef0 c31aeb 9c0879 71e664 037730 20af65 d0dfd1
03786d 90dad7 bf49c7 fc76fe 755c02 bbce3c 7f9a00 2fad86
03787c 80eafe 69a1f5 a131dd 963432 b8a698 b37d1c b3e07f
9fbfd0 27acfc 6c7885 0378c9 93344d ef8785 a68418 c6dd1d
6ff5fc 95afb3 6584fc 6f3aba e9b11a 9b7802 d4d3b5 037955
21b9e8 7c70fb a3909a b6289a e68316 ffd31d bddba1 037a54
596d69 037af8 cfbfeb 9588aa 990a92 c65d28 e7a401 89ccac
a3d7e0 979ad5 8b4bf6 965195 fe9106 a49077 d6de8f 037b12
037c78 7898f1 bcb8d2 9725c7 992c3f f5b4a5 b16e05 2cf613
7ee1e8 8c7ddb 783fa6 a38a9e 9d3761 e69d32 acbda3 037e17
793bd2 aa7ff5 945c93 e7afd2 e47586 9ecb44 037e2f 90f5b6
037f94 45a5fa 8026f7 ccb8c5 9d6e31 585c52 86e27f 7d9787
7a8f9d 099de9 752fc6 fcc2e3 b40968 ab9070 a3d845 038000
038085 cb9fd8 dd0dde 84542d ffc000 809b11 c5e5a3 40b689
03819a 7f28df e04df9 fecddf 90796f 4d6410 779c27 60ed46
c8b8ef 655e6a a980a6 ce1dd7 eea700 038528 4abe7e 88f5d4
038886 0dbdbb 7230cd ad70e2 796b1e ccbe29 80a367 ace5c8
d1a8fb b149df 8f2d7c 92a609 c3eb2a 5e7710 038969 86baa5
b8e8e0 94adbd 038aca 735c72 f1384a af0c06 e0ad95 bfd621
45a7e3 c8d2f5 783ba2 bf708e 9c3559 ddb06b 038b1c 59fdcf
038b7f fdb5fa 9e1799 f326dd b98030 5c5d29 b5ca13 4de3a2
7b9692 a5c9c8 03c7fb 038db3 6f24ec c32e54 de8700 d6d868
bcdee7 66c1fe 038dde 2c608c b97f86 dbc18c 719719 586443
8ee3f7 53578a ac92bf ca34f7 eaafaf 6d621e 8bc118 038f78
909495 d2d7da a039e1 df9eef a03474 88fd42 2cc85f 039041
03918e 714db2 a470ff e19deb 85433c 738e42 95d340 59fdbc
b372fa 7640aa e193cc 995577 d2e637 7ab104 03934c 4fdf9a
97c6c5 06acf8 8c2a9a c55990 c49b7c bcd040 5d6750 039411
96cae3 0394cf 2a59b8 6d6a6f ca580f febe07 b4aa7b d5dcce
9eadcf a26bf8 821dd8 ba3888 b69393 fdb946 039838 d7d6d3
364fec a0a1df 6f6698 9f8c8f 8a3e49 d4e90c 039936 5be09c
06dbe1 039a9f 9e73f8 9d1c9d ba8c0e e0e21b 8bb284 4c7654
039d93 adbafd 6533f9 8b6ecb 943046 d6c7c7 ca8c0d 61fa63
039df6 5b56d5 b1aab5 81718a 884350 d25429 ebb55b b4e6bf
73ecff 03a0ba 923ddc 943e6e ffbbbc b78676 c6d436 466334
3755fa dad7f4 9784fa d2118e c59ead 4f6425 73ce01 03a237
5349df 9783ef c1b4c2 a22200 fec428 6c7263 03a42a a9eeac
41f6f3 03a4c0 0959cb 7f516b bb3f06 d39b01 919b83 b0d797
176a5f 03a5e4 cbcffa 7552fd d83f95 edd3c9 958c24 6ce75c
1c6a5f 8b18f8 c290fe a05bae f8c4e9 e679a6 bcd954 03a646
a5b2b4 737281 962eca d780f3 fbd700 25741b 2df79b 03a668
e3d9e4 b897c7 bf36bc 755065 fcbe00 1d7807 a1e59e 03a688
6346f7 f4acdb df52b9 973678 625e02 b6e75a 03a720 748773
6df5dc 913ef0 e86bfa a68aa4 855085 a22549 d6d974 03a955
3b6e71 8562e1 e7d6fb cc96e4 a62638 ed3210 93e832 03a977
03a9f2 603be3 bab4c5 79698a 9e4150 bb7f82 71bb3d 8ff6a5
828889 752cf9 9b3f96 f170d0 e4e300 aec4a3 03aa34 366a4d
8aa8a9 9adbf1 03aadd 4b5ce2 dc2f6e 8b4d02 e99b01 ccdbb9
74f6f6 03abd1 704ba5 bc628e f2ca72 969212 117d48 b3b9b3
cbe4de 4b6b77 bcadd8 7e28df bc5ed8 8e3f23 03ac17 58eb79
9798c2 744ce0 7e686e bb9793 8b481b 2fec33 03ac2c cfd9cc
9db2bf 03adfa 6c58e4 836f9a b8095d e28581 85f55d 189810
03b0f7 63768f 2f57df afadb2 873f55 e32a29 f7a337 63f2a6
196af3 a0b5e4 595c65 b99290 a0382e dfd0c2 03b204 32f332
90d1d6 2870ab a890fb a9808f a4255f 685a09 cee10a 03b24c
c4e3ec 03b2e5 417597 7f0fd6 af7e04 b1b799 747b68 0cf852
b67cff 9737de e09ace c82e76 8a5914 b9ce8a 8cfe00 03b322
ade4f8 03b3ff 6e68f2 987aa1 7d4176 b14a47 fd9c25 adb5a2
9bd6f4 8222d5 be81f7 a05099 fd9aa7 777a6e 2f7902 03b444
03b4fc 8193a6 536ff4 6a5a82 884738 b19746 e9d204 a5d1c2
8ae5f0 04677f 9f9cb7 db39e7 daa197 d8ea1f 606d33 03b50e
ae0ee4 f9b1ff e150ac a40e6a d5e960 03b522 1b7b2e 96d6b4
2b66f4 a1bbfd 8d3991 cc6195 bab299 bff153 03b604 497048
a2b3ae b5e8f8 03b6da 655de3 8d2f75 897176 ec1804 d5b042
91a09f 03b6e7 7650bc 92645c ad0201 f03f05 dcbc66 abdac2
3e6e6b 134df8 806fb5 b8acc5 fdceb3 905b30 3bf506 03b90b
267ab6 665460 fd98e1 ae1e04 b6b3a2 67835f 20f530 03ba23
a33ef2 cfa2c5 982562 b5f40d 8b9883 03ba26 2c8236 48ee9e
a2cff7 8a919e 586cc9 764a5d a72821 fac097 c5f100 03bd16
bfe7dd 3a7d81 03bdd5 6c03fd 975de9 d38c66 8d4a02 e5d543
03bde7 5668ab 605763 c77583 8a531e 98a814 d0e573 9fd1be
bad5fa b197f7 9f4eec 9c2c23 e97008 edde4a 03be7d 38806f
564fad b8a5f2 eacee7 856a83 d0939e ae1a3c 7ff122 03bf38
9a29f5 caa6e5 bb3e99 9b7e07 b0ec3c 1f7153 32ffd9 03c0a2
9ec4c3 03c0f8 686ef1 66585b b77a72 c72416 fccf99 9dad27
a9bcc1 7740a3 ce71e4 a33b64 e4cf04 348f2f 03c279 3ffcb2
b5cbe5 4955bc a889be 7a566b cd910f dce129 5d752d 03c290
03c3ad 6f5480 c24bdb f598fe 87450d 85a945 a4ec9c 536d5f
c1cfd6 5372c9 a18ba1 f08cff 7c4965 cb0d09 03c604 76f97d
384cff a88ff0 e1c0e2 885285 b384a0 5b8539 a2f068 03c67c
03c8c8 724eea aa81fb 9a1d7e e3ab38 756509 629368 a1edcd
b4e8db 03c9e9 986fdc 826066 b22416 cd9282 f85e15 dad77e
c7cffe 6b00ff 934ec1 ee71af a76501 ecda99 03ca26 25745b
a7e9f2 71869f b95af9 b43a69 dd7d50 64640d bdda2a 03caa4
aee0eb 1f4bf1 8283fa b885ad 8e526e d9cf38 58861a 03cc98
702cf0 e3bdfa da61fd 7f518a 993017 fa8021 6e766d 03cda8
a8d3d0 03cdfb 3a647e a16bf6 c5868c e5df6b 656740 1bac01
1c7dc7 969eb9 d6d1db 9d2955 9d8872 5b7307 03cf23 a0f4a2
b9dedb 03d0fb a64afd 6b5373 ea6caf e7c617 a3b285 558240
169497 c3c8e2 9a34f8 e570f0 8d2a90 f2d4bc 477045 03d25a
959cbc 7055d7 fccbf8 7e4e60 a5e022 336806 209d5e 03d595
c2def6 7a91ba 0b4ffb 73438e d5beb0 9a6115 03d633 606b5f
03d9d6 5867cf 8b98fd 6f5e7d a21443 fabe81 a36b00 8a9281
03dafe 8b97a7 e812e5 853c6b c40b11 917968 cbbc57 afd7c3
699ea5 03ddf6 6b04ff af58ea 6c5977 a95a56 ed8539 c5e696
e4d7fc 9048e7 b792ed 98417c f4cc08 5a5e43 11ab41 03dfaf
4a92c9 5a2df6 cec3d3 a1451c 8cad7b 03e126 b6edab 667365
cfc9ed 925af4 9c4189 fb689a 615754 fbc8b2 5d843c 03e12f
1171f6 e18ade 9d3b84 a90929 968e10 c9d4bc 03e151 738d83
187264 b48af2 904cd2 fca7c9 ac0d05 c57219 03e176 809e8b
5a66fb a094a2 704d81 f38ff0 ba710c 03e717 bdd8b6 627369
5898ee 2b47f0 fcc7fa 904a8d c86915 7f8474 b7b8b2 03e83c
bdd6e2 8f7ec9 831be3 7f446c c2b08f 586d4d 159c0c 03eb23
889ebb 3691fd 5c50c5 7d596b ca7b80 c92831 bdb653 03ebc6
03ebe9 1795ef 0f53ee 7b7d95 af215c cda5a8 f67951 b8ef8a
