# colors_mcd16_mld2_nc10_cvd100_minj40_maxj90_ns10000
# Python 3.6.6 |Anaconda custom (64-bit)| (default, Jun 28 2018, 17:14:51) [GCC 7.2.0]
# NumPy 1.15.1, Numba 0.40.0, Joblib 0.12.3
ccd197 67fe05 0dcc0a 128836 81998e 0292ee 0048f9 656365 b75ba0 f19dd1
e2dbd9 b17d24 8edd36 4f8a74 06c37e 0168e8 9390fb acaab5 8e376b af1f31
95706b f74529 e6ca0f b5ba9b 90eae7 2199a3 01697b 6c52ce be74fb af2026
976434 e9861c c8e80e 626563 94d3bc 3a9ca1 016986 922de9 d066fc eeb9f7
94954e cddb43 016a4d 7fa89f b8e2da 12b8ef 6f7781 7415ff 9050c3 bf010c
c28971 dcc4b6 c6eb7c 63c300 016a6b 92e5f3 3899f9 a59fb9 7642ef d5181a
b1c605 6eb367 c9e7c9 037d3b 016bfc aa86d8 8e209c f0c8f0 d8328a e591b1
e6c7a8 4fe53a 099b21 016c29 c3e0f7 aaa8bd 9052fc cd7dfa 8f4e90 fe4783
a6c046 56692c 69963d b4f09f 4adcc9 016c60 95a8f0 8a3ff5 8c4898 a77e9c
b47571 c9b765 929412 556124 b4f510 4af3e6 76b5d1 6c8599 016cfc 835263
cd811e e2d881 c5e6d3 016d32 26b992 2be3fe 3054fe 8a83e3 953189 856673
feb474 697517 89ae0f 29a074 016d51 b3dce2 28ccff 9347ec ba73b7 973582
9a320a ce5c08 837261 edb15a cfe5c7 17f4fd 76b6fc 016df2 6c7faa aaa5b8
c59410 796407 abdf64 65915d 016e53 88f5df 5dbca9 c1a1f1 ac39f5 b43d8d
b2371d e5dca7 a6c810 667e6c 66e5dd 016e7d 0ab1df 7972ff 7901ee ec93a2
eba70a e0dfaf 809d66 01702e 0791d4 9acfef 9300fa 89448c 877685 b5a6af
963404 c95d03 7dd611 7c956e 47694b 0170f7 c6c2fd 953ca1 c87ec2 f2d1db
787671 f1b60a a89a55 017114 94dbaf 1595ff a4acb5 e3c9fc 9410f1 ac3da3
93a848 afe6ad 017136 57977b 436afd a19bfe efd0fb 8e2196 b065a0 cc9eba
fdd768 8db137 5e862b c7dcbc 28a57d 01714e 7257d0 a17efe 66516e e295c7
e35e18 826f5a ddc508 0bbc75 62f3c6 809a9f 0171d0 d4dcfe b996e8 b30474
e29c9c b66c62 615d11 b1f1a2 05b90d 0172c3 a09df7 9a8ea8 d6c4de a02c62
fc7f19 775817 eadf61 558466 6cdaa6 0ea8fb 0172ea b0b6c8 aa2d9d a67699
8b574b bf874e c8b99f 91908b 95ee44 02fbe8 23abff 90abc0 0172f8 636e7d
adcb04 638b2d 97f7a7 37c57e 01735f 8065ac 7603fc b878fe d383b9 fdc3de
c9ae6b cee53a 699009 496346 4decc8 5fadab 017487 b2caf2 9a8ce4 a61be8
ad360b be8320 b7af8e 9dea32 687c85 94aab6 31aaf1 0174d0 e2d7f2 7d4655
94371a e37846 d8cc7f 01755d 58a0a2 abe5fd b0a2f6 6a26ff 8453b7 ef0d77
9d3427 cc6517 f7c023 dfdecd a2bb7b 01786e 6599a1 96cdef 9243e8 b885ef
d0a569 dfd4bd 7f5702 bbf13c 017954 92d0db 9391d8 7a55e1 65517e 9e7f95
d87c0e f7d32a dcdfca 4cb893 017b61 b0cceb 914fed b673c0 9e1190 cb0c1e
ffa51a b7ee93 017c13 565d5c 07eef9 5b9fdb 6e5cee 95358a bb6c96 dabbbd
c49999 f4533a c1d406 b1ebb9 2deeee 017cfe 8399d2 646ca4 5f5863 b50d22
989391 ea9d57 abf629 018133 7bc7fa 626265 824ff9 774284 ad66a9 d7b9c4
cb1001 a69d02 9ae23c 50fec5 3bbba8 0181ec 735a80 fd9ef4 963347 c3636d
a4280e b0a332 d8e68b 3f6d52 90e2d9 0182f9 ada7fe 6f5b9d bc6984 f898a0
dcbdb4 ab897c f4a30a 01832d 5feef1 5f6061 95b2f9 9895ae d429d6 893084
ae4104 f36c11 78df72 90ad90 01835c 605c6d a439ff 8e19a0 c375ce f7c3e8
764f37 bb611f e3e17f a2be04 35c084 01847e a7daed 877cff 6048d2 c886bb
ed9385 ec5b2b d7c52c 4e5e56 c7d9d5 10bbe0 0184d5 8d4786 9d808e b0081b
9c9885 6c6a5e 26c233 018612 32fca6 c4d3db 8953fa d99ff6 bd5fad 9c0f7b
f4d5c6 9c4a04 5ff666 13bc54 018664 b4b8c6 af35ee 704785 95859b f86ef1
ecdf53 c9dcc4 828781 01872a 36b45d 62d7f2 891df9 e73aca d49ab5 9e225a
b51d01 b86454 fe4607 f6dc08 b2bb6c 70a698 018991 b0d3e5 7d2cb5 ff48e2
926322 a9b292 68ae2a a0eb66 586f5f 32d7e0 018ae5 473bfc 72568c aa84a2
9ea001 aae01c 8ca893 018b3c 75f0ee 7b3af7 6c4a92 cfa0ff bc6aba 8a4b62
9b3c1d c97922 84d953 07bb9e 018b7b aa98ff 7537fb 9564c8 d5bdde 78437c
fc5018 c2e43f 406b57 8fd2ff 018bf3 8c9eb6 904799 ecc0c6 ac051a df8288
9a3e10 b0903f e7c41d 666c58 a5b399 b4eeb6 728e8f 72c6cf 018cc9 3659ac
963d29 ef9628 bfbeb2 018d80 b5e7fd 88a4b9 6646fc 9874dc 884498 e40f69
913d10 c19f08 d3d086 01905e 51fbdc acc4fb 7d93fd 928fa2 7552d4 725d7a
df7512 f2b83c bfe6b2 019365 34e8e5 606571 8813bc b45ac0 af1028 b2a7a8
a23108 dc560b 756b58 a0d228 94edc7 01948d 0a47f9 8d9ef3 c4aec6 9a369a
fdcaba 913c04 908814 40d956 0195fc 949cb7 6333fc d4cde7 824fa0 ce7579
bb9593 9c402f e9d8c0 7c9203 37e13c 0196f7 b5cfe2 7b98b3 0954da 646a99
e6cd9f 805b02 b58d04 98dc1b 01987b 46fceb 4b6364 94a2da 8753f3 8c709d
d2e740 959c85 5a645a 019903 68ecc7 bacae7 a75bfa 8121c6 d08af4 a35394
ffac0d b37f09 78a974 b1d2ba 019a98 14f4f8 14686c aa94e6 7a4eed 9d383b
ca5301 e6930c fcd409 85ec93 019c71 8b9fac 6768c4 d0acf4 6c5a65 a4132d
d15e18 cfe914 6e7f62 53d176 019ce2 654ee9 932d77 ffb9e1 b598a5 b0191f
c45207 c7a339 7eee90 aabcae 7a8a88 019ec2 5f55dd 6f577f f0d2ee 8c3e43
996e6e dcb39f a1e431 019f18 4bf8f2 01b4fd 52627a 864bd4 de71b8 a41730
894c3a d27652 c5b808 08f78c 019f97 25646e adcbf8 831ffe aa57c4 dedcdd
f1bf36 cbe2bd 8aad76 458c2f 26edff 019fdb 1353de 938598 755777 c4b5c0
b46f5b ee6011 d1af85 75e523 d0ddd6 01a0c0 765de2 9d0f75 7d5156 c60005
b55a08 f5da17 9cb013 b1dc89 658d7a 32645e 54d5fa 01a0ef 843df8 db93b0
b4402b b2992a caca9d b8f420 01a178 99e2ff 8396a7 ec77f7 c53ad2 844373
dca280 726351 d1d900 01a22c 45fed0 c5d8f4 969fdd 523fe5 988e97 ac4f9e
bce55e 90a492 01a230 83e2c6 5929fa 6d4e9f cca7e6 92729a e045fe 9c4659
d54e21 dcccb3 81d42a 01a26d 10e0fa 0662f2 948cf0 85667a d894b0 9e2138
d7b434 d1e39d 386d38 01a273 94cec8 889baf 736f7c c79bff 8213ce ad5fd1
905504 fbc22e be951d 7b7860 c0c4b2 809c99 01a2c3 426183 c4dffe ab0ee4
a91004 feca58 01a305 457256 9ecbbb 8f98b2 6d35ee d7b8fc b76fec b12b91
fcac9c 983112 bf8952 bceb49 5c645b 7ce2dc 01a3a2 4f50fb d09cf6 8659a2
7d7a0c ccdea5 96af7d 4de501 26685c 618994 01a3de 0366ed 8e3d94 eeb7cf
e4c82e 376a23 399e2b c5e2d7 01a4ff 1062f1 999cb8 8e3a97 bd4a73 ed8386
b15602 febb34 8fab65 5e8565 01a59e 92b4f5 773fe5 9576d0 dbd1e2 6c556c
fbb952 b5a57c 92d1c4 01a5cb 845efb d4c6ff 774496 af7285 a7294f ed0b2b
ce1408 bb9813 33fb62 01a684 c2ccff 5d2df0 b17bf9 854faa fe95bb 9f2f4d
885b37 d4b24d 8e8c0b 93deae 01a6fc 416bd9 afa6c1 665a75 e6d4f4 d1717a
c64c11 d8b021 a9d4a2 489671 01a6fe 2558f4 656795 a09fb8 dcc4f7 65545a
b2e440 7db011 547616 01a764 11fcd3 1e5ce6 cdb3de 66556d 8e8492 c375da
f95035 dfd688 01a77d cfe0e1 6d7e8e 6d30ed 9e66dc 793f8e fa9ff3 b12627
f4d2ce f2a678 8a571c c17d18 01a7fb 2d7bb1 9fa3a8 caceed 6b23fc b8286b
9a9567 c9d02d 567025 11f2a5 056e7b 01a8fa 8ea7b6 bfdefe 735ed6 a1125b
f5cd0a a2a646 6d7c41 69fbbb 01a989 b0cacc 8100e4 fe7efe d83ec3 8b4572
cb5453 e7cbc6 caa322 bded0c 41660d 01a995 a3baf0 8585c5 6258fe 6f5871
b9a198 c8780d 645a4a f0b201 ccd8d3 01a9df 8fdafe 7e7f85 a111ef af0c91
b20b00 82594f e93e0a f5d8a8 54da37 bac3c7 01a9fa 3c5d85 8755e4 c36c89
847815 b0b601 b2f607 01aa6f 4ae6d8 728791 455e8b e894fd c94ae8 954958
918402 5f5d12 a9b641 67fdb1 01aa79 2c7879 9e9cff 8863df ecc8e4 d084b1
c48a24 fec50b a1d5ae 01ab8c 2b66eb 9594fe 9685ae d2b0da 94307d d11a4e
a12113 ecd571 519634 4e6752 01abd0 c0c4ca 864ed7 994080 aa7890 ef8c90
ead8d7 9e7f6f d7a172 5d5f40 388b0a 58f614 01abd8 7259dc ab2d82 d95da1
9a481e fc6f17 9ec495 8dfa76 549375 01abea 5b5b85 a718e3 9e81a3 ecc8e6
b28168 d95103 d6b779 ccd4d1 01adf7 8dd6f9 a2a3aa 5a60c3 787180 a1184c
e44b11 5f6048 c5d6aa 76de2b 01b083 577e7f 7d13d4 b14fc0 f183e7 fcc8f5
ffcdc8 a94322 e88c6d 7c7671 a5d908 82dcf1 01b2f9 628aa6 2e63a7 c2a6b0
726c31 a1a584 8fdc74 01b318 687e7c 403efd a067e2 9b3990 c87fb5 f8b7ca
e07c0d 766002 898c75 b2b9ab 7aec34 749ca7 01b6f0 515d67 3a73ce f1d3ee
85847d a2e000 2e7b30 01b71c 5eef9f 1956d7 c49cff bb6fad f0cbe9 9e3170
a41f0b cec793 9ee728 6d8756 01b822 6cf7e0 b8adf8 d70bfd 975e84 cd93a8
804a00 b8bea3 70ee1a 01b850 2a6f92 9c41f9 ec68f8 f8c7ee aa8697 b93958
a6250f fa7917 cadf9a 378356 01b873 7ff5e6 849499 255df6 906fb1 f096f1
aa3920 e76a1a d8d3c8 96dd57 5f7d6b 01b883 7719fa a074ce 773e97 dfa3d5
917a79 955116 e0cd02 6fa743 24f69b 01b8b0 3f667d d6dce4 7f00e2 c952ce
dadb9f 557a1e 52f507 01b947 1750ef abbaea a275e5 ab0687 a86580 c1989a
c8a018 597b41 a8f079 01b988 a0b1f1 4449da d3cee1 9c78fe 9a75a5 a7286c
a95329 f57300 c6ad7a d1e44c 7ea29e b4d8d5 476b6f 01b9ff 1152e2 8b6ab0
866968 e23220 c1b712 01ba7a 19f8bd bfe5f4 9bb0b9 6c6af7 615d83 a7071d
f4a826 b17b06 d7ddc6 43643c 01ba85 4becff 4657ea 9088ff aba9bb 8372a3
6b5e06 95a144 a9dd21 3af4ac 01ba93 3f716c a0aaf2 a05cfe f2cbef c465a8
bd3d1e cbb143 e0e801 4fefa9 01ba9a 476e70 0654f6 b5c1fb 684996 b575dc
ac0705 ff7b00 8bf455 d3e2cf 01baa6 65717e 145ee8 898cee e8c0f0 ea303d
966808 dfd39b ada238 6f8765 a6ebe5 356f74 01bbf8 753ca4 c929ff e994ab
a48b83 69615b 915b1b bcc29b 87ed1d 59b22b 01bbff 0869ff c712a5 fa62be
c48176 9a2f0f e34d1f e8bf43 60f6fe 516467 238ea9 01bcf0 acb0b3 6f43fe
be9b99 b42100 8d7754 f8dc18 01bd29 86edcd 41627b 8495b4 c3bee5 8c48d9
cd1d0e 37f140 4f6e57 01bd47 adbde6 5630f4 9a7de7 705186 ce749b f5c2c7
c95310 f9b73b c1ebab 01be95 6ee7e3 7391a4 6250a8 bf9ef8 9c64fc 845467
94b81d a8f605 2c902e 1ef794 01c085 fa9efb f429dc 96798f d5c6cf 913d5f
be7757 b63b03 c2af2c 9adea4 01c0b8 13f4fc 6a7989 8b96e6 8729d8 844559
d01b15 01c124 546d5a 56f689 99b7a3 5a7ffe 2b52df 846ba3 fa95e9 e3dae1
a92b08 a5967a d6cc62 8af3c9 a6bbc0 01c1fb 4795af 345f91 9363ff 9e5766
d3b59b 60f55c 01c30a 587c5d d9dde2 4d76e9 aea9ef 97859b 893972 b40a19
b57439 7a5128 ff8f0e 70f287 01c387 386ee7 9896fa ab8dae f3ccf2 aa326f
af4224 f0af7f e87604 c6e60b 558a70 76f8d5 01c4c8 5042d7 9668f3 936194
e88201 b1f272 397c35 01c578 4ef6c2 909f9f daabe8 b279c1 b705e1 715863
8f4b36 be8160 e6be16 60ffa1 01c7b5 616c70 c8d4fd 6070ee aa98ea 754395
f4c807 96873d 8eda90 648a79 01c9f7 267fda dfdbe2 7d466d ec83b4 a82c3e
b6a506 7a792b b7f12a 3f6449 01ca8b 039678 9c8cf8 7759dd dbbcef 994a85
7d4c45 b82706 f6cc7f bfc1bc 6c984e 9aeef9 01cafd 146cff 535f91 be83ad
a41900 87744c e6d33f 91a419 add8a0 78ad97 01cbe1 627275 8900f8 cd2fba
c54025 ed7705 bddd05 01cc8b 428b7b 8df3e8 5d596f c3aafd 963ae2 bc69ba
998e0a 5d6610 bfe037 758681 01cd9e bae7ee 35748d aa98d5 b650ff 841eb9
bb6202 e9ce96 83976d 01ce2a d0dddb 4a606b 4a8ec0 8e25f2 b59dab b40439
a4c6a4 01ce48 54907c 65f9e8 8548dd d997fe ab71a8 a50b89 6d525a d21928
ad8180 7c6322 e2e712 bddfc4 01d15c 347ffc 627392 712cd4 e59df2 a22562
c55924 e6961f 9cfa22 4d6159 01d39a 319d95 685edf bd84de e1bcf0 815387
b56f10 b8e596 829a74 01d42c 7161ee 89418e e17dda cbbec6 6c6567 a8181f
b77a72 fccf99 01d439 8397a4 b6cde8 686ef1 bc96f7 954292 66585b cd0422
ac792d cfa765 dae044 b4dbb7 8a908c 01d4e0 1469f4 8499fb 695691 933941
675452 e6784f a84e15 dcd57e 9fb9a5 01d4e3 798991 0b5cf2 548cfc 4b5f8d
c6927a c65800 b3d40c a3dfc3 18714a 01d6e7 7793cd 814edd 866f88 961889
9d3f13 a2874e 647060 01d82a c4d8ca 759a99 565ace ae80ff deb1f7 76497d
b76550 fcd497 01dd07 88a796 b3dfd8 445e6e 9783a3 a401fc db81f0 b40305
9f4f11 eb9844 e4d49b bef123 458065 76b6a1 01e7e1 6430ee 685c86 a670d8
aabd2b b2ee92 5d965a 01e9fb 5c676f 4159fe a27de5 7a43a0 cc94b4 d00305
86470a 9a7d4b edac2f b1ecd1 01edff 397784 a7b3b7 16b3e9 8c61df b1055f
ad1d0a e0a284 947a55 0db706 01f00b c4d4f0 979be2 b71fe5 fb1c9d 704e5c
715249 a67005 d1b667 d8eb01 afc7b8 03a27c 01f0ff 9003f5 e939d8 be1083
bf0909 8bc008 a2f71a 2ba858 297149 01f19e 124df5 956bc6 cfa2dc 91557e
e48372 844c39 8b7c0a c2c51e afeab4 01f1ed 929bb5 871efe c45eee c41086
8a403e 9d7512 c5e4c5 01f350 36af6e 5b61d6 a79aff 665e7d 9482ad d8b2d6
f0bab2 c24b03 b4f33c 58614e 14b25d 01f3f1 aaa1dc 933df6 874897 b76a95
bc150d d76d46 cfc5b3 01f532 c6def7 4373d2 99a1e1 a21283 a17290 754c58
b0605a 94b25e cbe6b7 01f818 5a9690 5f6785 ab84d9 a928f7 d3bcd4 ab0f14
f54e1d 9a3701 cfe3cb 82c27d 01f948 317356 a091e2 aa29f5 e1afd2 ba598f
a58682 6e6c2b 94ac2a 97ea33 01f9cc 4dbcb6 4f6068 2e63ba 968aeb e0d8fe
a23200 ebcb45 92a206 5b8253 01faab 6eb4a8 bee5fb c74cc5 84387f f67eed
be908f 797252 d9e926 71a026 84d26f 01fac7 4e5e63 9802c2 f8abfd d948b0
765b4b a8630b d78d16 b7b687 01fb34 3b6071 6a8ab4 d3dbe7 9abdfe 773bfe
ca8b80 5f6a00 6d9b0e d7e0d1 01fb70 398090 6046c6 8c71ee caabdf a4455c
9b340a c26530 6c6053 f6bf07 9fa399 a9e593 01fbe5 64bdde 5f6ec9 a17b9d
dae0bd 11bc2f 575b58 077223 01ff52 9fc9d2 7856dd b49df7 815084 d4729c
e4aca0 a6ab13 52711e a6ec37 14896f 35fcf1 889aa4 024bf2 bc65dc 8b3f7e
ba2a04 e6b0a1 b88a17 61f70c 4c6860 73928f 3aa5f5 024deb 7d699d d3c7e0
9e661e e6d492 a5c311 78bda9 86f1fb 024df3 4e6196 827a87 d87bcb b61b57
df7f1d 989489 7b6722 b2e2b6 04f643 56685f 024dfe 9875fd e0bbd9 c8079a
ce2e07 f1a333 bee3a1 4f7652 5bb6aa 81f4ea 0250f1 9d73e8 dea8fd 97407f
cb851f 8a7959 e0d429 aaa881 c6dee0 8ba6ac 83cfff 4999da 616872 0250f7
c6877a 4e7018 29a402 6ce556 10b1fe b4b8ba 0252f3 9669b0 eecdfd bf366e
8e6359 bd8a77 ba5709 98b622 80fa96 62859b 2397f5 0252f8 6d4598 fab1c9
e3ad84 82ff19 127801 ccd5d5 12dbff 3ba0ca 0254ee 714492 9f6988 e34648
c1312d ed8131 abd091 0afe33 5e8877 515c5d 0254f0 b982d8 874a95 fecbe0
805e5e b94b09 b78d69 e3c61e 1ffbb9 b3d7eb 99a0a8 0256fe 6d80e0 6a4d9d
b55f23 849574 bac9b7 72d364 3d8182 0257fd b177fa f0d3f3 921c99 e28ec7
a86525 a2d161 60c6f5 5277a6 0257fe a47aff 695669 c095b2 f1637e f9bec1
d81e17 ceb643 6c745a caeaa0 96b98e 91e4d7 1bbbc4 025aec 6581c4 93307a
a62a16 916e68 f75c0c ffc12f a6f3a2 1ebb71 025afb 8b88db 676599 b1a8c0
f5a691 ab6d56 8d3e11 ea7405 72ff4a 44628c 025afe a09cd0 dbc7df 91828f
d43728 d7bfb7 e68402 b6e53c 719f77 29f6ff 586b75 025be2 b87ff3 943141
635651 f5db2c aca723 456d18 74da96 79958b c3d1d8 025bfb e35bc6 a04a83
764f45 aa5300 b7eb1d 81bc2e 81f9b7 02b192 025ff6 52608a 897cc9 e2c2f1
e9d5d2 df4700 845b43 b6946a 68d60e 6f8289 2596f1 0261cf c3c3fe 5d557d
8c4949 e5cbc6 ce5f00 c0956e 6dd727 7a8185 0261fe 7a8af2 c3c6e6 59509f
816b66 baf00b 547714 75b63f 64f498 0265be 5c9ef7 972579 f7b2e3 f57ea6
83816c c6e511 99b19d 10c141 b6e9df 0265e5 db97d4 cd559b 7d495a af232d
c16f64 2a6d07 b9eaa2 28dd1f 0265ef 7891eb 7b7492 a798a1 e6c1d4 894d5d
994a09 f68b2e 70ff6f c0dfc1 33ad9a 026878 9248da dfbffc d76eec ef3553
cc2308 fd6c50 edd345 32d9a0 026a55 bfcdea 2364fa 848488 bc82c7 9e25a3
c62e08 f0d8b1 788370 3cfd2e 5cb861 026a79 b0d0d5 8d7cff af9fda 7b48ca
b88b7e e66210 f7a365 cfd2bd 026b3e b9def3 55bcfd 9bacb8 7e6c80 c637d2
c47724 d8c69d 4efc27 cee1e4 026b81 85a3cf 680ffe 9055e6 9b9297 c7264f
f89d9c b76d67 fad984 5c631f a0c410 a1e4e7 026bcb 8d91eb ba99b6 bf217b
9a3d24 d75505 eca711 d0e38e 678169 05bf86 b3d6f4 026cea 645460 ba86ac
b3837f e6cd94 aef202 026e08 21b836 35d5fc b0b2b9 673def 986bd3 885474
cf2b06 ead3bd baa386 95dc10 026e65 3db4b8 13ecf6 611cff a95df2 a6149e
da8a0a e8d75c 026f07 51945b 53c78f 167cf1 b1becf 8d868f ba1ca2 795861
e0d358 027024 41ffba a9cbcb 7233ff fe8efc e242cf 94597e a58f97 f6175a
d37b16 c7c907 83896b 95f1ab 02702e 852dff b16bf3 cb0ba1 ec9cd2 904b69
f69769 c44603 706455 ccea30 b1dcdc 0270e7 57587f 8f90be d8b1ff b39093
e9e40b b4b326 719652 027131 5af8a7 c4d3db 66a9fe 9a4bf8 984a8c ca77a1
874135 e1e617 738304 9bbb66 70e0c3 11b1cb 0271fe c8d7fc 535e98 cc6274
d5c399 a6994b c2ec39 02721f 639681 7bd1d0 65626f a222fe e27ff5 c04db4
9f6041 fdd901 cddbba 6fbc48 027286 73dbf8 683ce4 a579e6 a2035a c28b99
9b5649 f2da6f 649c11 69c6ff 0272fd ccd4df 63599e af80b6 665464 e68c9f
e9d3bb 64a528 6eda24 02741a abadb7 d9dcfe bd7cf4 a422d5 99127e 856f7e
8d8503 b3d001 466412 ace8b6 29b46e 027461 bd84f7 9321f1 b73a9a ee95c3
aa9e12 cecdad 80f549 027534 92adb2 7022e2 985dc2 f795fc b41d72 e55a74
c31903 e75d48 c8bb18 8cb398 76f9b2 47a9f7 0276f3 cecce0 b56497 8f3c46
d18e3f c9e505 7c8973 027703 86f8bc 88bda4 2da3ca 7858e7 805b89 952f52
ca9a64 d1d528 c4e1c6 027720 a5adaf 49cbf1 2f88f9 6725f2 a1389f 897582
b8b085 cce5c6 09b809 27f32f 027994 96a6b0 7c3ce1 b16af6 fbc2ed bf4256
ffa49b 759c42 63d51c 0279a8 b49ffa 6e20ec d8bed9 aa91a9 a06775 a52d33
ff9971 6d6e60 dae733 027b03 9fe4cb 30bffc 2949e9 6876f5 a6018a c673a8
dccc22 7af9a4 43bc6c 027d3a ccd5e9 034afa 6f7aff 8d87b8 88487a 917880
f8d95c 9eae60 575b51 c4dbc5 028011 70becc 7b2afa 804488 e146e1 aa798a
8b5a0f a6a064 d1e415 b6eccf 78baac 02807d 3ee5f2 8c00eb e730d0 aa0254
ebc219 028102 8fe794 788fe3 913ef2 90238d dfdcde 6c5b66 b297a8 fa5a5f
9f9c98 afd708 48af31 5bec98 028250 b961f8 8908dd f490dc c23086 ecd2e1
efd09f 44d725 02832b c4cefc 8f9cf6 5e27fe 825dcd b687ab 994776 ec8385
9c4015 a1a630 bcf147 49ddad 0283ef 9da3dd e2cbee 5e585f 8f4f96 bf747c
ee9d8f 775030 9d7e2c caeb4a 8ebc07 02866e 11b1b9 afd9ff 7127fd 9068cf
ae2111 805f54 cadc08 9ba452 8df7bc 77beb6 597585 0286f8 1458c9 eca7fd
e4ca5a 028709 a8e7c1 6fa086 646b6e 0858f1 c4c0d7 a567ae 8b2a98 ef7cf8
804c1f c46601 1bf26f 028769 76b0a3 615c89 6942fa b273cd e3d9e6 e8a3ee
865b1d fbbe47 bb9330 a5b298 6d8b66 c3e8ca 416158 028890 7dcbd6 eb2df8
d1c699 aff647 50614a 02890e 869c9c 62e9ed 05b3d3 7820f9 ad57ff 8f45a4
844826 c46700 9ba47c 66d12c cbcfcf 719598 028aca 683de1 676370 eea9f5
b07e27 cbc07d 69fd0e 8e998c 028af8 79a8d6 c3d3e6 607b9c 0b5cc5 b32b6f
9c312e ebc94a 8c9441 a9d1bc 749f8e 23fbfd 02bbca 028ba0 6a5ad7 6d5d63
fbcd99 86d101 028c20 cdced5 876afe cb96fa c927ac ca79a8 765868 fe5f70
8c4b26 f7c760 a58229 b9c5b7 028e7c 96ecfd 12bfff 7649e5 655087 f45bb5
cc674c ab9d97 6f550f 8fc317 55f1ba 028f9e 21b8ef d0def0 b30ae2 a82069
be3218 bb9c68 cbd718 6f755f a4cbc1 779aa1 02c9f5 0290cf 8234f0 924174
bd2a0a 9ea032 c2d145 56885b 2afbb1 0299ed 244af2 903e81 b070a1 df9ec2
887774 8dc959 306a11 029b15 58fcc6 11c79f cbbff9 7856e2 c27fba 903d76
76524b e9d0c3 aa3e05 999b36 78ef4d 029b7a 86adb7 456879 c70cec ef74ff
a21c1a b9a417 ebd31d c4e8a6 82d0f4 029bec 5b5daa 75677a fb8cb1 db3a51
deb09d b1e804 4d6211 029c3b 5bf9f3 9fa3b9 5b33ff 7b58b8 b77bf3 a55873
ab362c f8521e 37ea26 c4dbcb 029e73 967aec 7137c5 b39cc3 f0cefa 8a588b
db7b3d 9b4c0c b2e00a 3c6c59 26e79b 029e87 0b53de ac91f2 775f97 f6cdec
a9f370 60c821 029efe 4244ff 6a5b9d 987fa4 774b57 d9c1c3 c98284 c1292c
f97d6d a22204 ddd32a cde5c2 029f07 77d6e0 626b72 4c4ce7 a375fa af86b0
bdcd84 9afc07 939a8f 4f724c 029f17 722ef9 8b5dba dd84c3 92366f ffc4de
9d4a21 ce8615 aade6e 02a06f 67ccba 3e6167 78839d b2a2ef e8d3ff aa43da
ce982f f6d20d c6cfa3 607b41 1d6861 8bb9b8 aaeaf5 02a0d0 145af9 d83187
e3b2ab 6e6c68 61d01b 057006 02a156 03f9e3 8394a3 be84f6 a80ef7 963787
e4b69b 8e9f07 c4ef44 17760d 41eeec 02a1a1 90b1f8 6f488a d603f6 986b6f
98312f fed0b2 8d8558 88b92c 6df808 02a1f3 5f6b7b ccbfe1 8537b0 f884a6
b0ab90 b8e47c 2c7040 02a232 41fee0 81c0ce 5b30ed dc6cff d322a2 9a777d
656314 ced3b3 7fcc07 02a242 4e7466 7deff6 6e01fb aa4dba dd85e7 a59ca1
c9963f 7b6a1d c7c69d 929286 58fd47 92babe 02a3fe 62869b a329e8 a80068
906d67 cf4624 ce9481 e9d1a9 65cc16 02a3ff b3b9bf 4668cd 575a7a 8c85a6
60764b 7acd78 02a404 d7dede b682fb 8017ff 9a51c1 eaacf2 ad3276 e4618f
cc928a 986d5c aa3706 bcd504 9deda6 02a4fb 7a95a7 555af1 665277 f5bce9
a82301 ee5b0a dddccd 82f346 02a563 327260 89a7a2 9b27f7 d988e7 b556ad
964502 e1c98d 9daa37 baf30a 02a575 72dad5 b0acf9 7d73b4 7235bf 855b6e
74716f d6e2cd 3a692b 69f94b a6b0a9 02a653 9c48fe f7aefd 9a4698 d373cd
fcc740 147201 97b693 c9e3d0 02a73c 56cfdc 68606f 9b40d1 d76efe 9d8d9f
ae662d eaad6d e5e404 899884 596e65 abd0db 02a7fe 721efc 9a0787 f214b1
ca5b34 b2c72f 656866 74edc3 02a89f d6ddf8 96aafd 9b48d3 9f1d84 a8021b
bf807f 7f7329 9daf14 c1eb14 7ed68b 02a8f9 6b92a8 4261cd f1bce4 8d3f54
fcd4b8 bd701e c0a282 9ec108 02a8f9 7c909b c3dafd 8651d0 814470 b72a4a
ab2a1d 8f6963 e2ae7a d6e909 02a901 a5a7a8 a1d6f3 186dc9 535c73 8d98ff
bfac14 ede129 247800 5df4a5 02a987 c6cdda 8d99ca b730ef 84387d 685b5d
ea8061 8e7009 d7d605 6afbcb 5b6768 8eb9c7 02aaf1 29759c 682aec 958c8f
cfd631 02ab17 40754e 0fdfa1 97a4ad d1def4 a134f8 853e8e b962be fd83f5
947673 a9a67c 6d9e10 366f1c 4eec31 02abb0 6870d9 bfb7fa 9f447e f8c8d2
de734a a53a02 d0e874 7adaf5 02abf8 728aa7 4f6077 346dc6 dfb4b9 a36b6f
e8d7a5 a9a760 5b5c54 9ee304 12842e 02ace9 9453fa 884b83 c66485 f096b0
7e4f1a bd7906 95c067 5ce5b9 02ae97 536474 3b55fd 9d71bc f98bfd f4cff5
d27c1a 615a33 dbc62c c6e9b2 79b788 89e2fb 02aeea 6a63cd ac7f9a a13574
